 TCGA-2F-A9KO-01, TCGA-2F-A9KP-01, TCGA-2F-A9KQ-01, TCGA-4Z-AA7O-01, TCGA-4Z-AA7S-01, TCGA-4Z-AA7Y-01, TCGA-4Z-AA83-01, TCGA-4Z-AA89-01, TCGA-BT-A20P-01, TCGA-BT-A20T-01, TCGA-BT-A3PH-01, TCGA-BT-A42C-01, TCGA-C4-A0F6-01, TCGA-CF-A1HR-01, TCGA-CF-A3MF-01, TCGA-CF-A3MG-01, TCGA-CF-A3MH-01, TCGA-CF-A3MI-01, TCGA-CF-A47S-01, TCGA-CF-A47T-01, TCGA-CF-A47V-01, TCGA-CF-A47W-01, TCGA-CF-A47X-01, TCGA-CF-A47Y-01, TCGA-CF-A5U8-01, TCGA-CF-A5UA-01, TCGA-CF-A7I0-01, TCGA-CF-A8HX-01, TCGA-CF-A8HY-01, TCGA-CF-A9FF-01, TCGA-CF-A9FH-01, TCGA-CF-A9FL-01, TCGA-CF-A9FM-01, TCGA-CU-A0YO-01, TCGA-CU-A3YL-01, TCGA-CU-A5W6-01, TCGA-DK-A1A7-01, TCGA-DK-A1AA-01, TCGA-DK-A1AG-01, TCGA-DK-A3IS-01, TCGA-DK-A3X1-01, TCGA-DK-A6AV-01, TCGA-DK-A6AW-01, TCGA-DK-A6B0-01, TCGA-DK-A6B6-01, TCGA-DK-AA6P-01, TCGA-DK-AA6X-01, TCGA-DK-AA71-01, TCGA-DK-AA76-01, TCGA-DK-AA77-01, TCGA-E5-A4U1-01, TCGA-E7-A3Y1-01, TCGA-E7-A4XJ-01, TCGA-E7-A519-01, TCGA-E7-A541-01, TCGA-E7-A5KE-01, TCGA-E7-A5KF-01, TCGA-E7-A677-01, TCGA-E7-A678-01, TCGA-E7-A6MF-01, TCGA-E7-A7DU-01, TCGA-E7-A7PW-01, TCGA-E7-A8O7-01, TCGA-FD-A3NA-01, TCGA-FD-A43X-01, TCGA-FD-A5BR-01, TCGA-FD-A5BV-01, TCGA-FD-A62O-01, TCGA-FD-A6TE-01, TCGA-FJ-A3ZE-01, TCGA-FT-A3EE-01, TCGA-G2-A2EK-01, TCGA-G2-A2EO-01, TCGA-G2-A3IE-01, TCGA-G2-AA3B-01, TCGA-G2-AA3D-01, TCGA-GC-A3BM-01, TCGA-GC-A3RB-01, TCGA-GC-A3RD-01, TCGA-GD-A6C6-01, TCGA-GU-A42R-01, TCGA-GU-A763-01, TCGA-GU-A767-01, TCGA-GV-A3JW-01, TCGA-GV-A3QF-01, TCGA-GV-A3QI-01, TCGA-GV-A3QK-01, TCGA-GV-A6ZA-01, TCGA-H4-A2HQ-01, TCGA-HQ-A2OE-01, TCGA-K4-A54R-01, TCGA-KQ-A41N-01, TCGA-KQ-A41O-01, TCGA-KQ-A41P-01, TCGA-KQ-A41R-01, TCGA-LT-A8JT-01, TCGA-S5-AA26-01, TCGA-UY-A78M-01, TCGA-UY-A78N-01, TCGA-UY-A78O-01, TCGA-UY-A9PA-01, TCGA-UY-A9PF-01, TCGA-UY-A9PH-01, TCGA-XF-A8HB-01, TCGA-XF-A8HG-01, TCGA-XF-A8HI-01, TCGA-XF-A9SH-01, TCGA-XF-AAMQ-01, TCGA-XF-AAMZ-01, TCGA-XF-AAN1-01, TCGA-YC-A89H-01, TCGA-YC-A8S6-01, TCGA-YF-AA3L-01, TCGA-ZF-A9R1-01, TCGA-ZF-A9R2-01, TCGA-ZF-A9R3-01, TCGA-ZF-A9R4-01, TCGA-ZF-A9R5-01, TCGA-ZF-A9R7-01, TCGA-ZF-A9RL-01, TCGA-ZF-A9RM-01, TCGA-ZF-AA4U-01, TCGA-ZF-AA4X-01, TCGA-ZF-AA51-01, TCGA-ZF-AA5N-01
ZNF486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYCN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXD11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXD10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXC9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRX5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPON1,3.8057062926719064E-5,1.2384368216238406E-4,1.2373731503117358E-4,1.2370471854888378E-4,1.2368207602643058E-4,7.831882086749438E-5,1.2373476816401828E-4,1.0199044311643649E-4,1.1172553131582065E-4,3.527316199962857E-5,1.2374583129732858E-4,1.2195314091548383E-4,1.2371548616707038E-4,3.9558006304281624E-5,1.2293942834082112E-4,6.048693161475132E-5,7.309400627373949E-5,1.23000551405658E-4,9.430302001859629E-5,1.237407123818338E-4,1.2373724910977535E-4,8.289445712219381E-5,1.2362198677359773E-4,1.2475396454682695E-4,7.827934785484126E-5,9.506389419316916E-5,3.6448302355813544E-5,1.2375224686766458E-4,1.1912393500070397E-4,4.2476706304555144E-5,7.29252727523927E-5,3.9272781429505765E-5,9.874144662317572E-5,3.615638241723049E-5,1.32565930733821E-4,1.1168271467810046E-4,4.723947329380483E-5,7.119491759424703E-5,6.086820757982473E-5,7.741353865413733E-5,1.2374060325406368E-4,1.1628234594414308E-4,1.2204336050592177E-4,7.292242727408515E-5,7.179005432792702E-5,1.2370630306965616E-4,4.918659895228103E-5,1.237372430319297E-4,7.895143957629336E-5,6.798349430174978E-5,1.2374058134808852E-4,1.2374859640156783E-4,9.355400012698618E-5,1.237700542829752E-4,1.2360318338162235E-4,6.634962691093691E-5,6.13065000043511E-5,1.237424524936719E-4,5.505166909854914E-5,4.025930792888745E-4,8.073544169948878E-5,8.587689065775694E-5,1.2365599713606493E-4,1.2164729912481556E-4,7.566653762317199E-5,3.4453420322595485E-5,6.135205322141614E-5,9.839844751524577E-5,5.337506649551092E-5,8.76631403931469E-5,1.2386351335069346E-4,4.053542763220553E-5,1.2364724304030634E-4,1.2247597426450816E-4,6.0379714044113414E-5,1.2126819650081157E-4,9.254659903319752E-5,2.8579350597043206E-4,1.0202802000714334E-4,1.2374899492198344E-4,1.2282118999125242E-4,6.37122481240974E-5,4.6267494095592805E-5,1.2352420852743533E-4,3.457337102514317E-5,1.2374059878996364E-4,1.1872939084877119E-4,7.378113174662217E-5,6.972355441109538E-5,9.116514744204102E-5,1.237405862485521E-4,1.2392574140181274E-4,6.812903259279348E-5,6.546423292116405E-5,1.568154857866232E-4,1.2373579642294998E-4,1.2113200715126575E-4,1.2373463696657553E-4,4.4968581394995746E-5,1.2373984392402183E-4,6.785050238487098E-5,4.4112247578114064E-5,1.2374043588117938E-4,8.725475366722944E-5,7.773230960657434E-5,1.059590132176092E-4,6.126463436326297E-5,1.2359951198410036E-4,1.2192159759363678E-4,7.620310293238476E-5,1.2374058708686467E-4,3.7861504796447964E-5,1.2371829659690113E-4,4.258215880546051E-5,4.0716464259644184E-5,1.237475628195764E-4,5.658621669936282E-5,3.0356935001943635E-4,1.2374055133177044E-4,7.91615335435049E-5,6.286085762084323E-5,3.852600328195289E-5,6.956534142579618E-5,3.773097392245474E-5,7.080903132034678E-5
TPSB2,6.228166257070526E-5,1.1506877371519345E-4,1.8643684992860062E-4,1.2708712272871848E-4,7.311293353934603E-5,7.227962248241836E-5,1.0882206167651453E-4,6.689157088611355E-5,6.637901339081815E-5,2.0101797231395773E-4,1.304646869002593E-4,9.256080566738638E-5,7.170093216511376E-5,4.590029375673712E-5,9.688900296026302E-5,6.396662124543864E-5,9.66925454079177E-5,6.509700268581847E-4,6.680483415325127E-5,1.0049327549833557E-4,3.809063268933959E-4,8.563339024395508E-5,1.2159600984384309E-4,2.863737066116328E-4,4.4336096085562125E-5,8.386617704611902E-5,4.756880408204566E-5,3.369590910825864E-4,2.335314933266792E-4,4.2799244292391046E-5,6.241769953480092E-5,1.080539722707284E-4,6.55299910188944E-5,3.6291883531795186E-5,6.319263635153164E-5,5.154271749903145E-5,4.869474992331157E-5,1.707982646399004E-4,8.410475424103143E-5,8.273848000308924E-5,1.2241736173391587E-4,7.72405132131183E-5,2.247314084468285E-4,7.133103762125306E-5,8.430184974334393E-5,1.6686156301823522E-4,5.392394721688991E-5,1.627684546553376E-4,6.899306765001853E-5,8.366359489233911E-5,1.1497228620989989E-4,9.606191796886889E-5,1.263930272488001E-4,7.110533431403295E-5,9.457885104344321E-5,6.976584872121673E-5,5.085607280490066E-5,1.299434631400367E-4,6.0371705796413415E-5,6.716066319980287E-5,1.3426098872031087E-4,7.399927626798926E-5,1.0851012407865759E-4,4.212980594870925E-5,9.515140495762276E-5,3.545549170635759E-5,1.304461542713422E-4,8.335875138834728E-5,4.099171653295694E-5,5.843817709184494E-5,1.7553569866274812E-4,4.15624999265413E-5,3.717437260324817E-5,1.3701381959348863E-4,6.835695518474207E-5,1.667388190318283E-4,6.241144507835733E-5,6.87705144424198E-5,8.135974961795358E-5,2.9324003930187654E-4,1.260525472667428E-4,6.648785711713138E-5,3.503167278728573E-5,1.1102805686725451E-4,7.31284464773205E-5,1.644112555315186E-4,1.601909616458359E-4,9.008557538544127E-5,7.912013836360633E-5,7.71150113263655E-5,4.5692861423644136E-5,1.903782955178572E-4,5.943170638040152E-5,4.6707288456833945E-5,6.756142556578115E-4,1.078281896555922E-4,8.690195627860223E-5,7.08490961959275E-5,9.900440653672182E-5,1.5450039560315135E-4,1.4265241276126086E-4,3.5073119416309836E-5,4.689704687962457E-5,3.618435241219431E-5,6.342119818367474E-5,2.1738588110107573E-4,5.882200747868555E-5,1.0768114950170367E-4,5.671363217282467E-5,7.727939222502442E-5,2.2155908767846288E-4,3.4878782901204803E-5,4.540533907563591E-5,5.456615856465569E-5,6.042440413545939E-5,1.1543602513045918E-4,4.5554984805374176E-5,3.829649801246375E-5,3.917503047289009E-5,5.023225985119194E-5,4.594300573428068E-5,7.764195319525112E-5,1.129955356863434E-4,4.977092709025902E-5,9.297739609946782E-5
FAM107A,2.015459901433754E-4,1.361910970915048E-4,7.707171534776835E-5,1.5687438098136886E-4,1.237370882125455E-4,1.095739248985394E-4,9.772897363734175E-5,6.980728963071785E-5,1.0808132318038168E-4,2.2784633843611686E-4,3.03100069405143E-4,9.011596282056434E-5,8.938861698427004E-5,3.828661873389641E-5,1.3256025148622585E-4,5.301092585758274E-5,6.467022579803018E-5,1.2200892022132273E-4,9.23500086804482E-5,8.965331935651163E-5,2.3348952840287053E-4,2.0875365933941694E-4,7.563866206106359E-5,1.2276589137480507E-4,2.118006264674106E-4,1.211861372364031E-4,3.567213919344876E-5,8.267354736406674E-5,2.9268497929152285E-4,3.982918070852011E-5,6.016941713678059E-5,1.1802080122181192E-4,1.366222920826114E-4,3.679366422667685E-5,6.674668453195425E-5,1.0177274640537075E-4,3.9439180746031904E-5,8.7162137880929E-5,1.323866210843305E-4,1.0459386689730404E-4,8.429682056759532E-5,1.7839889430888288E-4,1.411091367458969E-4,1.3329928932702664E-4,7.539978110917044E-5,1.2632090946362414E-4,1.0243487814184434E-4,1.1656675862012769E-4,7.354586720287669E-5,1.0013608518351659E-4,1.3882072374229404E-4,6.928086024498732E-5,6.745380320067134E-5,1.0836162823604427E-4,1.3637982733227358E-4,6.847087273482729E-5,7.134756946394875E-5,5.484776504175274E-5,7.697260679917277E-5,1.2354230361065957E-4,1.2730885546233494E-4,8.267502109029808E-5,8.656862889382078E-5,1.0379277034228765E-4,9.07953326401719E-5,3.860591681081408E-5,8.612141560820379E-5,1.2491259016465385E-4,1.0340097626013742E-4,7.749808023721106E-5,1.1318354043293574E-4,7.050246909222628E-5,7.970992305861571E-5,1.2076547773181724E-4,5.392382474510838E-5,9.813283653966405E-5,8.19784653194554E-5,6.348956747444901E-5,8.563681197830613E-5,1.3454160917845783E-4,1.2310709636638784E-4,6.90517251966967E-5,3.70811240287503E-5,1.228828190860085E-4,6.81486293565409E-5,2.68630459297635E-4,1.8770763180095805E-4,7.25044711748221E-5,5.1456593050193436E-5,1.1989818364440754E-4,7.46560263616357E-5,1.461740483353425E-4,6.534132641967334E-5,1.0207751361761024E-4,1.3794830241316316E-4,1.1501923943056448E-4,3.798541082874879E-5,8.278091722209484E-5,1.705534780254304E-4,1.092401183325146E-4,1.231152007344893E-4,4.034893586192477E-5,2.2446889966901845E-4,8.752103952430125E-5,6.966321983968224E-5,2.0995427993926897E-4,5.040332465325954E-5,1.1619428014320776E-4,4.501891762551269E-5,1.7340064049981197E-4,5.720640550844914E-5,3.398570265831665E-5,4.0675326552720214E-5,2.2044171826059042E-4,5.1320440324403475E-5,8.266577689550638E-5,7.808315938715781E-5,1.4910217589459606E-4,1.0521453230110417E-4,5.97854678586874E-5,7.462125159539335E-5,7.462942645119787E-5,6.974301968395771E-5,5.370246508387093E-5,4.791898433786805E-5
