"";"Basal_squamous";"Basal_squamous";"Luminal";"Luminal";"Luminal_infiltrated";"Luminal_infiltrated";"Luminal_papillary";"Luminal_papillary";"Neuronal";"Neuronal"
"KLF9";-0,65159924075952;2,10210571665292e-06;0,0918336010849625;0,763215609063324;-1,26043575461263;4,2164563109318e-14;1,48159814926753;3,80608536497315e-32;-0,131135952213105;0,767482804010223
"KLF5";0,915208474212223;4,45624916383801e-10;-0,41096057827766;0,149327785325522;0,156223651060985;0,522417547697983;-1,12957148031236;5,37742623070983e-15;1,55467849505957;3,23742805335624e-05
"BTF3";-0,0564496890931316;0,389497237382205;0,150143384543801;0,195440599663784;0,270127726281485;0,000845334157878699;-0,185185738441634;0,00293422586489155;-0,0395709532616824;0,841240125137684
"BTG1";-0,331386979929441;7,0099851186364e-05;0,350235667595596;0,0190288504887216;-0,128137665729771;0,311881807109131;0,248851357964201;0,00343863900098253;0,0604767861324458;0,823808353380519
"RUNX2";-0,730757048490203;1,12304671218526e-06;0,341381925597724;0,241520921843571;-0,725014832999078;0,000258813147148298;1,09208800372815;7,44573756364924e-14;-0,151489142829304;0,758874286078714
"RUNX1";-0,216628007706944;0,00717005739124454;0,152740414519045;0,324558065778806;-0,149367205680582;0,200152627307856;0,166721221175703;0,0428137348508032;0,422442992916082;0,0437479092815373
"RUNX1T1";0,0880805068472772;0,676396609154409;-0,635597364615282;0,0698467634728641;-1,97383944821973;7,00672086327668e-18;1,79128181866617;8,32339681411344e-24;-1,37176647287916;0,00510063552005429
"CBFA2T3";0,308557105856958;0,080953348362518;0,08301533430775;0,832321880404521;-0,934722286616593;1,92958830174765e-05;0,381948434403832;0,03013476610115;-0,473543791705698;0,336079939894675
"RUNX3";-2,10698956187474;2,24742490781453e-32;0,838713367735391;0,0170600341366162;-0,592410678385857;0,0295455300321701;1,98991193079501;1,61181556984523e-28;0,651261351714408;0,236792549720868
"CBFB";-0,0618005198747422;0,250239200983587;-0,0371346287137158;0,732963492001369;0,135673939426036;0,0583632207597145;0,0203035838701435;0,727708277526659;-0,179904913567306;0,202265951245857
"CDC5L";-0,210604001701736;9,26532870082032e-05;0,180686996816387;0,0671913664304198;0,144856946957477;0,057235757208045;0,108842505087074;0,0524446140995544;-0,404494249388588;0,00324245077958485
"CEBPA";1,77578279916914;6,58154807708147e-30;-1,71386089998124;4,11384146999998e-10;-0,440205169491266;0,0696540317949902;-1,00067187055149;2,29609048488327e-09;1,5326388578812;0,000337308499428503
"CEBPB";-1,11257417787342;1,86977013951014e-27;0,444822173651071;0,0264712063318981;-0,167200171733594;0,326513448907672;0,809452068815277;4,0418239149169e-14;1,08062309329975;0,000104460796512669
"CEBPD";-0,367169502594267;0,000429926770708143;0,229968303924293;0,248491807461604;-0,38511482163443;0,00610183005628148;0,377886709486388;0,000300859856690096;0,750423694607081;0,00464337451324493
"CEBPG";0,130231001157052;0,0243973855987564;-0,201490866768671;0,0495894732227151;0,0235823253158429;0,805891856843846;-0,0433682202392127;0,489128221670032;-0,06676369306612;0,712799896313552
"CENPB";-0,174413884125727;0,00340001147097653;-0,0178052151933539;0,893757194942892;-0,013012752508752;0,903245025667625;0,181675796841166;0,00242232979907089;0,0382345993047366;0,841031640665484
"CHD1";-0,0904145037921431;0,129686202435971;0,125333959378024;0,250950504801327;0,240101388929657;0,00154857580194626;-0,119557473271673;0,0430860549818531;-0,0439847643440707;0,812204342562763
"CHD2";0,232793786574812;1,31993739982872e-05;-0,0724245244794677;0,507988885721304;-0,00804144904400772;0,937121338058428;-0,247128044154197;3,79693565980561e-06;0,281413163198112;0,0471047515016894
"CHD4";0,0128245026057545;0,755413954654548;0,0832197962822878;0,237037021078675;0,0708235273916422;0,187551755980028;-0,0340989209591918;0,3953534986181;-0,327040287048685;0,00035876034200319
"ERCC8";-0,167410155136839;0,00222202625043402;0,209967222746335;0,031446865849904;0,231047863682672;0,00134103945660642;-0,01344635992207;0,833641359404252;-0,360702101510251;0,00969254593003938
"KLF6";-0,381244551738789;8,94151459005096e-05;0,0488586436363914;0,827297464263293;-0,326966541436509;0,014031985420173;0,441713488770009;5,15018728369239e-06;0,699950593157325;0,00494540218226781
"CRABP2";0,757891826999412;0,00089983678820183;-0,155712372261522;0,753482632375221;-0,732670508445395;0,0186841871896069;-0,261471920515788;0,285736572175886;0,395039071379447;0,570630203148326
"CREB1";-0,0883696658172983;0,050185953496029;0,166668270218807;0,0343422719786178;0,0451208298408776;0,52355089685263;-0,0127371879072253;0,804257459598695;-0,0186412590925897;0,895241868546303
"ATF2";-0,197096650288778;0,0272024266244485;0,19098662853383;0,253003860231955;-0,0705272050419081;0,621467642890757;0,204210553121107;0,0232129165095361;-0,236196301459047;0,348787940591622
"CREBBP";0,0869775464031886;0,140177198945093;0,0970681412624597;0,384697065273961;-0,0358070645351205;0,701609919537543;-0,0461063504695893;0,457090906974197;-0,30244993102855;0,0413456051786356
"CREBL2";-0,135845845682573;0,0371094047779757;0,237034880704517;0,038155913121296;-0,319407614534434;0,000109488664869218;0,182035558774007;0,00489769374744861;0,333287045310893;0,046146467993715
"CREM";-0,389058540129074;2,19000989534362e-07;0,184722683921125;0,203448636128627;-0,332505071718469;0,000991549478609121;0,578050416983;2,23461835297979e-15;-0,257637575869218;0,226825279887317
"CRY1";-0,0109652824184465;0,884596949284495;0,00589189151026837;0,969940416922021;-0,150191817496777;0,117495554536884;0,204127921626686;0,00261725196262678;-0,489361034649876;0,00404512129230291
"CSRP2";-0,633529988478136;3,83281142745259e-07;0,477241899639676;0,0364950092218812;0,110477263127477;0,594439320139183;0,464658991461896;0,000266971902340423;-0,636271870721119;0,0574632213598663
"CTBP1";0,154396496886363;0,000670070611691149;0,0520717945614813;0,575898642192098;0,0588867309617775;0,405280664549103;-0,204959259618498;5,01574332432065e-06;-0,0537941063280503;0,709154632743185
"CTNNB1";-0,194260671663798;0,00232258456564409;-0,0699848339816533;0,59431525128842;0,0523947097791062;0,611436709401577;0,244163345338844;0,000118581817186794;-0,29492335767871;0,080641358541865
"DAB2";-0,396670447414504;0,00939246967652733;-0,208572694451101;0,495989321803641;-1,22613871631922;2,3259628755724e-11;1,17778971104508;2,0261482828469e-16;0,70171714319838;0,0806795734087563
"DACH1";1,16702038047691;9,86821699399217e-11;0,2080720603511;0,590418695074859;-0,290226638813692;0,30139152089437;-0,580423122134218;0,0021359453044864;-2,4306098218352;6,65458854351878e-08
"DAXX";-0,208371412402041;2,13713930406355e-07;0,268508190070985;0,00013149131912334;0,125548015189905;0,026189238767197;0,0388776433559315;0,382267317966909;-0,18517623854499;0,0898043581060902
"DBP";-0,0673102821189708;0,585289193260792;0,123359521846815;0,601249902528843;-0,298576277156767;0,0613970196992099;0,259809583529076;0,0261391690525873;-0,236072703145597;0,481037115884906
"DDB1";0,0527508601363991;0,223998255287943;-0,0567041536404105;0,495989321803641;0,0194145045315395;0,778646105280822;0,0155970951333995;0,742617402918597;-0,290530044673496;0,00554200496969288
"DDB2";-0,111265227104525;0,217542526912218;0,0943922804493376;0,59431525128842;0,00802585200301031;0,963094473514864;0,00747861028590435;0,940891068897349;0,288795743517614;0,22613998509364
"DDIT3";-0,0622294248621387;0,55006182955709;0,296351790502742;0,0950437082382245;-0,155662494387947;0,279964005162004;0,137786917270708;0,175410835817232;-0,524667602952613;0,0380635803844553
"DDX5";0,0688083069850407;0,123569841351842;0,0569971032955792;0,513036916443084;0,107148075456198;0,077148972882642;-0,136666120747922;0,00164797405553451;-0,149722799303628;0,207999600691574
"DLX3";0,985894482829549;0,00012298397246325;-0,678574130482749;0,162617803499327;0,757456994317501;0,0336502355717438;-0,845146051601833;0,00118035660903538;-1,78464669717769;0,00669064975791805
"DLX4";0,290624366306071;0,133013777401289;-0,234525848432323;0,535989993444405;0,487182762721833;0,0613970196992099;-0,0135481419084771;0,950391508308579;-2,59639902527015;4,37635990518146e-09
"DLX5";1,05076895312173;8,70670037896178e-07;-0,0855783433086819;0,860598311319175;0,188473885075829;0,594442482737861;-0,67101252570368;0,00230027849674487;-2,37520136084449;8,46669428839217e-06
"DLX6";1,57750061161352;1,11324971829676e-11;0,0837043427213224;0,87776487955262;-0,0102255536348039;0,981783774194001;-1,14229097142632;1,60326167863417e-06;-2,32008995150728;0,000108574292700386
"DNMT1";-0,5433804891388;1,3896789738203e-12;0,346618856592116;0,0149121052775482;0,27795086375351;0,0101319529574583;0,337188463593106;2,14492215700713e-05;-0,727459377727266;0,00024982812628634
"DNMT3A";0,594354162293559;2,64504634306378e-15;-0,434723487088714;0,00157680503532258;-0,0195258776862453;0,894389430228584;-0,2185402010525;0,00659997167021713;-0,856143267134641;1,01693767408941e-05
"DR1";-0,314624292569066;7,18738194191742e-10;0,197269363971767;0,0369560360265911;0,125981910156789;0,0925048746042447;0,157282335832591;0,00326405246941104;-0,0937342057576878;0,559203189282167
"ARID3A";0,140620561104618;0,458006521678446;-1,13726891682784;0,000176334710752034;-0,287168927393655;0,278642864974428;0,68840355181482;9,82806222479041e-05;-0,694853158180766;0,15047196907244
"TSC22D3";-0,263153362481162;0,0277126715675574;0,0347194642521362;0,89415955389697;-0,972097089958769;7,84723640869643e-12;0,773255443214184;8,2113747994185e-12;0,67009475224693;0,0283795755309348
"DTX1";-1,20534852073423;2,68577018033711e-10;0,686944264284947;0,0545755499448731;-1,14671669059381;4,76809487508302e-06;1,88234833515868;3,4722172228203e-25;-1,12500022937872;0,0285677512725259
"E2F1";-0,323499438589138;0,0100405369933625;-0,16919277726957;0,50099194088536;0,292710545026079;0,09746900192726;0,304558788941932;0,0167189695433805;-0,562758751241404;0,0889200957718915
"E2F2";-0,426306673071087;0,00126047072890062;0,33482650724099;0,177600365239823;0,0993076578978584;0,643936163900805;0,36521835364003;0,00651506140875932;-0,819671701706232;0,0162822518675972
"E2F3";0,0821637016539896;0,470339897566586;-0,0739824844297292;0,746353665004251;0,571258735918576;2,60805063789174e-05;-0,251903380766073;0,0206052899924135;-0,950788076122631;0,000306587935698364
"E2F4";-0,161042987427406;0,00218413773498943;-0,122497705645978;0,220423753696757;0,187420138228768;0,00802091747480457;0,0774585571292228;0,160158047062442;0,045514891755877;0,786694867714739
"E2F5";0,704125689743491;4,32716667951283e-07;-0,302336011924273;0,265945051969371;0,169851356876791;0,450971601698714;-0,474082496822782;0,000933190900390947;-1,05949682815494;0,00324245077958485
"E2F6";0,0128001933720761;0,807442850914092;0,0960327873839404;0,28330720496909;0,0210860473415551;0,786556616823292;0,0110524172885906;0,83891119462623;-0,415854282436966;0,000314093355679838
"E4F1";0,436434254742414;1,13039649627638e-16;-0,176843788533134;0,0842993379280891;0,042041182955229;0,643680751170983;-0,328128411356694;1,30800487721143e-09;-0,280874906236193;0,0551424465638976
"EEF1A1";0,00751319642026793;0,916701168902259;0,123391669050024;0,3043742547489;-0,0639475185475487;0,520792284830126;-0,0160171624049177;0,825745180870889;-0,0121140128353741;0,956125887658486
"EGR1";-0,613443467219295;0,00023278570114832;0,437057810956428;0,164855664740134;-0,942324575600246;9,86732129146382e-06;1,05405117229687;6,77987207240211e-11;-0,0112099537309476;0,982699855921404
"EGR2";-0,898117490529135;2,47289823374995e-06;-0,0692220705853011;0,87288693101411;-1,6732165189488;7,94615965209212e-13;2,13083573314032;5,9243715717148e-35;-0,419900146504533;0,461368705460057
"EGR3";-0,889740788166556;7,70257023606066e-06;0,191312137722845;0,654425384127336;-1,46826402984387;2,84103706242145e-09;1,81748728282712;2,79138381415432e-22;-0,14969631458172;0,818784549345491
"EGR4";-0,0121681851067876;0,955766217402557;0,456034220536059;0,248988876951806;-0,324491136397149;0,297848306783404;0,0499181543439633;0,837734471097649;-0,0967409394449796;0,885377538559598
"ELAVL2";-0,766704762459469;0,00717005739124454;0,657553519086977;0,222666767908778;0,133773528125852;0,77779354147607;0,657937377630506;0,0231863244040952;-1,44868560488551;0,0505661106223496
"ELF1";0,177794239912597;0,0344034656568473;-0,074908538369252;0,668007546501192;-0,17923020380481;0,130853032212672;-0,179996333664166;0,033673520045118;0,821729380983436;5,36819207197756e-05
"ELF2";0,192365976614632;8,56690069069886e-05;0,110479256544286;0,2405032486367;-0,0388718367657965;0,628738100535245;-0,186705872059854;0,000150537185632685;-0,133276669283669;0,348248009230779
"ELF3";2,38627046078714;3,57839173012527e-34;-1,02950694502178;0,00801015337743672;-0,803955131661159;0,00623076524662637;-1,66515487417358;1,02193190067539e-15;1,56645289505052;0,00477953797494287
"ELF4";0,180702674366293;0,0138087064775111;-0,267755929819582;0,0393627535521304;0,194951892256828;0,0557507133983533;-0,393752376353097;2,80331994799857e-08;1,04216466283731;1,83783417621781e-09
"ELF5";3,62268048522425;1,53892090919967e-48;-1,79427435970321;0,000262103373220781;-1,44349279281839;0,000102455702471732;-1,8522745102979;2,19664723956271e-11;0,181399609790185;0,842070509693307
"ELK1";-0,229528177878779;7,11329988414158e-06;0,101356174797655;0,314421331932202;0,104953188351821;0,164809442088422;0,165022935519389;0,00162333155677981;-0,278146066275058;0,0409850192145826
"ELK3";-0,899099523988333;1,75905665428696e-15;0,353123023539195;0,109258350913148;-0,317802420937653;0,057235757208045;0,835817995960586;2,14907892062776e-13;0,586101020029663;0,0622459868117278
"ELK4";0,1114372764627;0,118491322946969;0,0492905771895868;0,737153195117463;0,087271520957259;0,41424006914524;-0,227961811639622;0,000987406391125634;0,192693440344966;0,327408760404888
"EMX2";3,94130194456681;1,4344806547271e-36;-2,37993607963882;6,71548711126024e-05;-1,07498265426842;0,0257580253593576;-2,13597932120531;3,03819911068847e-10;0,0600064667404228;0,959671663261324
"ENO1";-0,770026307596988;1,05979387326628e-27;0,379445105483489;0,00539962559016064;0,382385728930759;0,000133828124147649;0,398357528459941;1,47510691184054e-07;-0,323454995523187;0,121422622942748
"EP300";0,440470528969943;3,02096814153223e-11;-0,254673825883502;0,0388017998284709;0,0105616505118871;0,935075693898061;-0,321408943603476;2,24197233818496e-06;-0,0486260208196843;0,826692621381227
"EPAS1";0,0941786198497194;0,406380789659088;-0,540987423259592;0,00383879340448709;-0,376793761372527;0,00877240033729499;0,159738638537926;0,153991052930354;1,24300247875819;1,55099445560202e-06
"NR2F6";0,79947944080153;1,24018379646261e-26;-0,383654603025064;0,00830355302295324;-0,0304105174315534;0,828375942865985;-0,695618463656489;1,01654233665429e-19;0,489203622958666;0,0208819378444386
"ERCC2";0,109727173737719;0,0732392947764653;-0,10925365355437;0,34568039499226;-0,0243519526529976;0,807760603996009;-0,00316121175183603;0,96511307367248;-0,212144380724874;0,197213521029289
"EYA4";-0,749014207446376;0,00100015011525507;0,155638223228023;0,752995420278214;-1,16038268532013;7,97081912389501e-05;1,39734754786694;2,19459437685313e-10;0,309327960357683;0,664649705873169
"ERCC3";-0,0629112179340954;0,140027138743895;0,0990401715905449;0,199685320606932;0,100381906221358;0,0818519768396203;0,0123819008774415;0,794009472579497;-0,319494379656785;0,00194804649594308
"ERCC6";-0,0366366556105246;0,663362106161915;0,191394310853878;0,185049416891252;0,213912608659268;0,0452748058384776;-0,202875193175833;0,00943296666499294;0,0539060097415245;0,827086169960364
"ERF";-0,239501784496268;0,000132180856599412;0,277564176906671;0,013504713680616;0,0910823648183428;0,342380120820946;0,0957129825387977;0,149284635665753;-0,220079797848085;0,206602764340468
"ERG";-0,334190918029377;0,00486794308410646;-0,0435722605951678;0,869836183021053;-0,676357186601053;6,26815164173295e-06;0,785937952837072;4,07750632044482e-12;0,109075857977233;0,7718019979526
"ESR1";-0,624509096297981;0,00312130757971406;0,171340859522105;0,698530965149886;-0,764747215121468;0,00697520622937502;0,664533800957354;0,00175774503390234;2,04919165876751;8,48055424378743e-05
"ESR2";0,900989821637681;4,28578241147006e-12;-0,785890047329237;0,000756002127551576;-0,109957319820073;0,618088362749172;-0,43974445234272;0,00128775991395966;-0,163812719314419;0,701257566857416
"ESRRA";0,0906982371627123;0,160012222758614;-0,133463990232114;0,257147938438768;0,253035668032233;0,00200266122013498;-0,277023773087976;5,61971754188253e-06;0,38828766588594;0,0145386713742266
"ESRRG";1,98570659369048;8,37380515097641e-19;0,635369363607869;0,158358078311964;-0,497774136501096;0,151608059498045;-1,45568415805614;3,06121379654992e-10;-2,33365503632125;8,16864707469565e-05
"ETS1";-0,345012437026019;0,000869605487550961;-0,205306391812208;0,307214437331007;-0,403967490943691;0,00354649819360248;0,494949999703378;1,25035000840969e-06;1,08716666038062;1,95933119561919e-05
"ETS2";-0,392230383193995;0,000412044363440005;0,193726502837247;0,375680532033851;0,0410580285748914;0,828694438809009;-0,0318675600555753;0,806015610278937;1,59222050119175;1,9069797196228e-09
"ETV1";-0,294714019416109;0,0703992227837205;-0,217818858482283;0,495989321803641;-1,23269296533758;1,4428840145965e-10;1,45147391116169;3,41740315142529e-23;-1,19764951008372;0,00277094383949387
"ETV2";0,997360006404319;2,66123877236968e-20;-0,520145729133324;0,0113975489464902;-0,236598544056819;0,160545511561542;-0,623732773429863;3,49908213444634e-08;0,135617699966009;0,712799896313552
"ETV3";0,413060741307865;0,00297213558242691;-0,062662936463826;0,844145715195567;-0,119811312863407;0,594442482737861;-0,335269385530502;0,0180091853514694;0,184046012488187;0,671971248033554
"ETV4";0,396035538251592;0,0237519486336405;-0,0703778604554994;0,859069669304657;0,385300860982522;0,118122744833075;-0,532012618811558;0,0022567469848992;-0,462930709912847;0,349866998194096
"ETV5";-0,773475199739281;1,09871606787149e-08;0,650057668206522;0,00855391350398446;-0,167326843504828;0,447482442386984;0,835386715737318;5,61922207125552e-10;-1,26091949433277;0,00025876809593643
"ETV6";0,318938056390261;6,60876190239255e-06;0,0633237497922092;0,676533252906609;-0,164345857325291;0,109019225160194;-0,382747249325757;4,94403627908496e-08;0,782599887681188;8,46669428839217e-06
"EWSR1";0,0951672372084822;0,00753405611542032;-0,167631442682231;0,00740778452261203;0,20564926292953;4,49304399799597e-06;-0,110545878771536;0,00194799389203659;-0,254438771699075;0,00451607329923683
"EYA2";1,15764682353239;3,85744648488137e-05;-0,468080828490476;0,406495998534806;-1,40573862183296;0,000131952426411306;-0,148642633885264;0,644653003523563;0,832730610944049;0,302756826485823
"EYA3";-0,137112946798494;0,141514862112465;-0,0277824422461483;0,891066738123433;-0,000933224410789357;0,994798608113203;0,174506568914008;0,059258509031509;-0,135599409232406;0,628202860462151
"EZH1";0,357777930315917;7,74751805083024e-10;-0,0381790464258653;0,773611454832002;-0,249983010041646;0,0016907640463357;-0,151738050261269;0,0133588518104383;-0,083683796748165;0,657676131689291
"EZH2";-0,33238758526446;0,000597811799772309;0,13742218919473;0,484577573020688;0,403260721725758;0,00167494021239891;0,211122512274905;0,0342164251531846;-1,11890383602543;2,11472092501114e-06
"FHL2";-0,18128385715074;0,180454281789403;-0,188406008936084;0,471075224067386;-0,408161690225414;0,0209422257980375;0,199158697552591;0,14277715134022;1,75844042860851;1,30411829984215e-08
"FOXF1";0,491958774939799;0,0039500155692683;-0,789965783458781;0,00863349519306936;-1,63776847645583;3,29234030676963e-16;0,864927482553616;2,03691110685653e-07;0,535762515147131;0,26037018252645
"FOXF2";0,0716656885783493;0,709921187828976;0,0144234230130511;0,972415521254916;0,304408084127936;0,241070166335176;-0,302184971527972;0,0969474625553436;0,0992353579771361;0,858599390502415
"FOXC1";-0,523003065690329;0,000348337660842405;0,677574333924685;0,00907507178376646;-0,11431852049105;0,630801595354769;0,0258605694615071;0,883204592948517;1,40648693078422;0,000108669690684589
"FOXD1";-2,66474013788837;5,73814565346357e-22;1,19755576176593;0,0242209198187991;0,630173206060989;0,144048736043727;1,84518304786538;1,44731950782472e-10;-0,84497208521896;0,321161022315097
"FOXD4";0,73947374953995;7,3878323828008e-07;0,0326663704687236;0,926283276289069;0,305736772553993;0,167881293883583;-0,83535163308888;1,90709110238188e-08;-0,606225349892454;0,142980171864774
"FOXL1";-0,825523392297652;0,000231718322386476;-0,0732879514428868;0,885046209590582;-0,0489475943967825;0,903909970370249;0,871976667548142;0,000103701203295638;0,0488572968535115;0,951922120087451
"FOXJ1";3,12407281146199;4,857469355134e-18;-1,25759259620811;0,0717188331348515;-0,431017390308663;0,482115669868178;-1,84914709939521;9,70707784401648e-07;-2,05332856212983;0,0413456051786356
"FOXM1";-0,885119386624035;1,96747090575965e-15;0,129667102170096;0,593795950332326;0,648632774632212;1,50003264521717e-05;0,54250790383732;2,87512109936764e-06;-0,846475456924674;0,00451607329923683
"FOXD2";-0,410487374624207;0,0094504402529806;-0,320808112794249;0,288584041802242;0,266785913575279;0,252395271081907;0,36500462036886;0,0231863244040952;0,00629118537543683;0,989847125341344
"FLI1";-0,976850122670026;6,44799805928579e-15;0,25523796227463;0,318934597234052;-0,826982799133774;5,51966359195378e-07;1,28791086340878;1,41113689637366e-26;0,649023183903109;0,0622459868117278
"FMR1";-0,0188164923049552;0,77439239988689;0,098320020138658;0,394155433693931;0,0656910264163617;0,48017064701986;-0,0758061998543873;0,219730073270713;0,0353541075796979;0,847419159908057
"FOS";0,396298012317866;0,0224308344123655;0,210089978429169;0,546775850866738;-0,520738189160143;0,0266593977405346;-0,342088233057606;0,052697844018085;1,09122445993375;0,0128213090580989
"FOSB";0,505310336241408;0,0351879203194269;0,0700877861368543;0,89415955389697;-0,895156359656063;0,00448463215801914;-0,202026327362324;0,432123750247956;1,43825442324183;0,0179467843374233
