"";"Basal_squamous";"Basal_squamous";"Luminal";"Luminal";"Luminal_infiltrated";"Luminal_infiltrated";"Luminal_papillary";"Luminal_papillary";"Neuronal";"Neuronal"
"NFRKB";0,449723708741347;1,0523425078713e-17;-0,143562727710194;0,170149227577162;0,10720826715138;0,186426710998353;-0,407994912464083;1,59603256434368e-14;-0,239139530272684;0,110540834180198
"NFX1";-0,0993133155605932;0,0719867214974593;0,190279176775565;0,0487242923499877;0,149658823772073;0,0445318827183389;-0,0649999988792089;0,254550963800551;-0,111991238054692;0,478096893280258
"NFYA";0,377653755667282;3,76519500076225e-11;-0,0484637905891905;0,69765202890871;0,195445790335029;0,0154700315521506;-0,438951429676983;7,5014072581613e-15;-0,235122874807272;0,145197706402209
"NFYB";0,157788708997561;0,000855513293919868;-0,055300223377845;0,567981997639069;-0,156270776649698;0,0153634766926441;0,0210035745181756;0,697752227569636;-0,24403196463115;0,0493321716042681
"NFYC";0,101333800786009;0,0554736648843715;-0,150269777810792;0,115988007874733;0,0511034739264709;0,540549742347755;-0,0360817650026029;0,527625019788775;-0,169626825900716;0,237238431203501
"NHLH1";0,0146197055598984;0,930986197634074;-0,15140974198835;0,634261139581231;0,279652476195154;0,206325866962604;0,137517225814041;0,404291144746394;-1,42527947238844;0,000152383311192725
"NME2";-0,112509593189241;0,0754351169749106;-0,0622556900404412;0,62933697614475;0,266318633949608;0,000982518392596508;-0,0673476807881066;0,307084492271679;0,133821251694414;0,459744008464096
"NONO";-0,0832262942553381;0,0955912412562167;0,0816673335952842;0,392515777958314;0,157120735752146;0,016724904275921;0,0595086203858806;0,246029006030519;-0,619411579953791;9,83886596205357e-08
"CNOT2";0,266267148936755;6,75275142361327e-06;-0,0844004439411954;0,488099636204597;0,06801360482973;0,477659785875285;-0,286544421000716;1,23722368379461e-06;0,0745700899953778;0,693333245478154
"CNOT3";0,261838318104878;2,32469765515261e-08;-0,268681544409196;0,00127739244362052;0,0800490049311371;0,264323451146316;-0,130609094869797;0,00760259454504698;-0,334329161134587;0,00638572327832724
"CNOT4";0,0181777691035006;0,676396609154409;0,101508200254468;0,175875658582477;0,0972814386927734;0,0842236792681316;-0,131685610912077;0,00105635812315919;0,0174054294946391;0,891792479453381
"NOTCH2";-0,69647511491017;9,58955001929986e-17;0,457646822349394;0,00331956409006425;-0,276910657372554;0,022928754903818;0,637658077067881;5,14134843680466e-14;0,193234977469437;0,459744008464096
"NOTCH3";0,0678898097654503;0,524778168908143;-0,257389994946399;0,167596858791195;0,0913820968778705;0,569521000350783;-0,0704094858733697;0,521500682443175;0,282806219109229;0,317515112317748
"NOTCH4";0,411731120654643;6,65566943717492e-05;-0,157463524153258;0,451952105061561;-0,438174820065406;0,00144283322700305;-0,0485916326296607;0,681800884462275;0,0365496124181082;0,911863543173508
"NPAS1";0,78004545918373;2,37987615861972e-06;-0,230884045292287;0,49721803971718;0,180272864628596;0,503787514840111;-0,731930972074275;1,09395902481538e-05;-0,310225959861759;0,542064398253286
"NPAS2";1,45494093175385;2,56597058230959e-27;-0,710239350101213;0,00630898043900319;-0,240535817628629;0,27465007628659;-1,19994293506565;4,70447906872214e-18;1,22530069640432;0,000888566347118152
"NPM1";-0,362614772849119;1,9495168694489e-09;0,134050596268571;0,259817686778464;0,35001809474865;1,04255100123228e-05;0,132049077083051;0,0396619681048907;-0,358887726591151;0,026839748959118
"NRF1";0,11503645306826;0,000447780555662888;-0,0126681964976001;0,863089768040774;0,0991604851722894;0,0284597478278146;-0,108464742665062;0,00104413054928535;-0,346486970056501;1,73309499035051e-05
"NRL";0,343155065266076;7,69022421574923e-06;-0,138913412563577;0,36053322349264;-0,0905009911789723;0,465453267488176;-0,144982963687846;0,0719352302073137;-0,373977272199046;0,0692799320334217
"YBX1";-0,379291815536513;1,52691743255923e-10;0,109466407196932;0,361321793022216;0,255228058936883;0,00168577106460063;0,208304174988578;0,000748459948902612;-0,280339737687834;0,0857743765534511
"NR4A2";0,0429724068146475;0,794939486517053;0,312869459639191;0,263251452271596;-0,373658090091075;0,0697010476869425;0,0136141717855924;0,938496996282935;0,307543244100938;0,476170427584159
"OTX1";-0,185922332655337;0,253758841117819;-0,114228385136879;0,72915494933121;0,0749093147582478;0,774351726368355;0,361601700807846;0,0225264353066818;-0,925394382111104;0,0207817200588885
"OVOL1";1,45200903558548;1,23727873868014e-11;-0,932876790221702;0,0185850277436373;0,0672613259106161;0,865741993099967;-1,48536272342874;4,1994262320236e-12;2,1485040595578;0,000102790781730352
"PA2G4";-0,0565729058262257;0,308998372855892;-0,12043488805603;0,227742722060489;0,340660165787405;1,74594020832114e-07;-0,0963221754922525;0,0758123163631565;-0,131172758384809;0,388634404413889
"PARN";0,0208447094672017;0,663663146370087;0,0623157821733393;0,483502344010337;-0,0690915121843609;0,293802555335487;0,0369499716949466;0,441084671035659;-0,198180063199768;0,0885900776970574
"PAWR";-0,131776147665521;0,101285234113317;0,221057336564936;0,125691531082187;-0,0467036866067243;0,718455998644891;0,0378252193521735;0,670435602937706;0,140031739294189;0,550010214789975
"PAX6";-0,957295709221095;2,11958229572455e-11;0,675476353097802;0,0104941464945205;0,271328414271354;0,211869454109666;0,740130056544973;3,93754721025186e-07;-1,42106345386051;0,000115876044478978
"PAX9";-0,0156407735676121;0,947599213525169;0,3240092943303;0,468026279880853;0,689432825710501;0,022928754903818;-0,598284956528899;0,00774457576129828;0,0270118688561114;0,970575071403751
"PBX1";1,06410404519803;1,20811005111283e-16;-0,151277611008274;0,590418695074859;-0,647539844149975;0,000243805615320048;-0,571213431866248;2,28965556794721e-05;0,122563381072602;0,777678972897319
"PBX2";0,120053597601943;0,0243937807187418;0,129419829594758;0,190473270938874;0,0499339406259409;0,556203805535642;-0,194804921146005;0,000205234060842412;-0,0751078411605537;0,647819251946004
"PBX3";-0,434855456689924;7,29053567039523e-07;0,189434120774806;0,268005490438114;-0,399368940939246;0,000671706411644085;0,624608049592961;3,04271391618494e-13;-0,040338095662543;0,888633983367278
"PCBD1";0,972340117621421;1,17504860787757e-34;-0,622272780193754;3,15708076946935e-05;-0,265060947200597;0,0297308045950342;-0,561538895243814;4,89411831998059e-11;0,27381407969332;0,271263639700854
"PEG3";0,473738386461351;0,0584681714879825;-1,24321447997425;0,00367987643123305;-2,09530470972153;9,03206090784241e-13;1,37516639344168;6,69013167920229e-09;0,619925509657961;0,380089095091063
"PER1";-0,61997697528192;5,80975935625514e-07;0,418536266344505;0,0690766463727472;-0,681819408567231;2,53963941460906e-05;0,888169129734946;2,14675303524642e-13;0,0110195632192713;0,9771234063637
"PGR";-0,198597308185001;0,327871156614106;-0,469045749346211;0,192057207535473;-1,5263103834919;4,32186356386343e-11;1,31974740248711;5,08632431017382e-13;0,595865029705057;0,266868401023028
"PHF1";0,0201034012399912;0,752394954676824;0,257801247750995;0,0110910132641841;-0,166355392862256;0,035526851300288;-0,0451936923793603;0,472688174599701;0,127909547562698;0,448224446087317
"PHF2";0,113731439990707;0,0475580205143291;-0,156302781626852;0,136232360197935;0,105982247824867;0,194748006335782;-0,0860006705918348;0,144552446845359;-0,153046617219195;0,343377440476688
"PITX1";-1,35254496065917;1,14453531951302e-14;1,38574201999155;6,51281476913054e-06;0,455257504607401;0,079500527591667;0,471525769386549;0,012051817843022;-0,263169490152924;0,647985208144787
"PITX2";0,499164474840628;0,015673279538177;-0,332952904820048;0,412871896130464;-1,02484456385232;0,000103842259460373;0,561757395724151;0,00674566957991492;-1,12050922458953;0,0362124989685832
"PKNOX1";0,150913316937356;0,000675137724680881;-0,0892599827926297;0,299226655865979;-0,00974308617951714;0,903245025667625;-0,0628664408708861;0,180088250379233;-0,210430735352171;0,0738121409240773
"PLAG1";-0,0588875901085828;0,780326135621991;0,71949476163323;0,0317246949994821;-0,1272608899445;0,678174273217631;-0,201926678151876;0,315783321179613;0,157386430548353;0,794001995453512
"PLAGL1";-0,611265072416708;8,91824813091462e-05;0,402999710006662;0,172169228494144;-0,472874548848225;0,0289941879930778;0,975166967430318;1,35035277644796e-10;-1,18317076604279;0,00294005365880827
"PLAGL2";0,0702710306343768;0,409562784100806;-0,0640170541887564;0,703625519682942;0,194324149294252;0,0854622770038056;-0,190560295811684;0,0201288635340234;0,0922112028702298;0,713907038681461
"PLRG1";-0,232885571565809;2,7698456732912e-07;0,256583343237654;0,00139271924370638;0,118349672181729;0,0694870016336408;0,103069536822396;0,030328553389158;-0,340106722538481;0,00377875884901016
"PML";-0,892025495166545;3,01023886427618e-31;0,654726103554886;4,04743001427123e-06;0,132978051023899;0,296901905664297;0,358495180582247;2,07715628331762e-05;0,757537087300863;0,000324715162985189
"PMS1";0,165365537841041;0,000912343256250361;-0,0893490219742521;0,36039096191393;0,136407513564412;0,0504928133081585;-0,189778039561119;0,000139238074565306;-0,138728597342681;0,333575205385029
"PRRX1";-1,89599828617357;3,84874397161472e-16;-0,211909479569061;0,683335333772232;-2,02426319725314;1,04524999045464e-11;3,50527980639229;1,56829750881439e-69;-0,875927847250055;0,19755497828318
"PNN";0,194905464122987;0,00036044268104384;-0,0944986680120827;0,381706719739963;0,364880743077487;8,22807752040381e-08;-0,31763573651379;2,34127544932238e-09;-0,416947204655614;0,00261278413565207
"POLR2A";0,116169529827337;0,0552444681670333;0,0076264253973104;0,953725914640158;0,20895517579482;0,00877240033729499;-0,165909444682914;0,00559710382214362;-0,485799447657701;0,00102580870974986
"POLR2B";0,0981686529896564;0,0537277982962139;-0,079529133048359;0,421477888002443;0,143124991635519;0,036862682706286;-0,119550627124612;0,0184949045843685;-0,204386110335545;0,127895094921607
"POLR2C";0,0617834869939404;0,164759461669094;-0,136789115410918;0,0783398070451837;0,000764952768117055;0,992871807699193;0,041717083894028;0,362871721476928;-0,22449414922318;0,0438698015586006
"POLR2D";-0,357630391112927;2,17471844602594e-12;0,255245067227802;0,00653735378016147;0,182573454594124;0,0109618346051201;0,212715707951212;5,67356304997394e-05;-0,491508215215903;0,000192944670698382
"POLR2E";0,0214394014379238;0,671487124046051;0,007181481642343;0,947813070057242;0,0226477689118969;0,771907276390921;-0,00671653276320328;0,903932283682443;-0,170995785527444;0,179404870471765
"POLR2F";0,0612904066968731;0,317728133187372;-0,233528246782358;0,0233884075751153;0,18571348652905;0,018268817855954;-0,00212098869293342;0,975095725151492;-0,423207165359129;0,00385676993204928
"POLR2G";-0,0150563977205973;0,801666501268192;-0,0920712731208191;0,375752797884318;0,0240836976816041;0,785514778868162;0,0987529317801101;0,0714784056528838;-0,31000280884381;0,0239021584804443
"POLR2H";0,106600703628592;0,0418621212472097;-0,114255184149084;0,241550899533505;0,191799456564969;0,00525621332281053;-0,156754866580341;0,00246322378140356;-0,146291570666973;0,316806615149977
"POLR2I";0,13149065564566;0,0443770602958037;-0,0479072757227605;0,725246589197298;-0,0874232889062885;0,374555012853614;0,00601542469586924;0,938147655580875;-0,289824212786352;0,0878576196907799
"POLR2J";0,306843455081653;6,98017630415011e-08;-0,244336087042809;0,0185477266175776;-0,015850087894842;0,882466415557768;-0,156752495961696;0,00821149195881892;-0,148417540408122;0,380089095091063
"POLR2K";0,199055997410925;0,00553523553488192;-0,701249039566688;5,40015203300612e-10;0,199876198714394;0,0433366998639182;-0,0234081730555875;0,778222755352669;-0,00355343136352992;0,987553534771043
"POLR2L";-0,25316957303956;6,04147401789632e-05;0,182251921578514;0,123054815395339;-0,00619435047926054;0,961739753275968;0,185561004612836;0,00400228334269532;-0,0576321607031556;0,777678972897319
"POU2AF1";-0,775543150841716;0,00308346104022824;0,250511781025221;0,649433315939491;-1,66912208695379;2,99898554293809e-07;1,50796695294741;2,70110624536101e-09;1,44086115556749;0,0346590452533622
"POU2F1";0,436557156422242;5,0885386592259e-08;-0,408691242759052;0,00465122867485884;0,132824664304344;0,279636459966066;-0,314393321204911;0,000125491517400479;-0,143172550357296;0,567286608620146
"POU2F2";-0,70950039041323;1,25833512216845e-06;0,0945790244742737;0,773611454832002;-1,0228426331798;2,87942954341905e-08;1,26835534349042;1,02420251592381e-19;0,432391942378573;0,309032662104733
"POU3F1";1,80348821555801;9,67478329281355e-11;-1,70463927945527;0,00058753764692947;-0,411734383076972;0,349828544920213;-0,961738571582003;0,000951007318682443;1,06749736483225;0,18050742056059
"POU5F1";2,09174377061392;4,92276395015319e-19;-0,967631595852574;0,0307871291385957;-0,437881094775909;0,237264183254777;-1,6815632305222;2,76898841732864e-12;1,73678502089465;0,00644280470068162
"POU6F1";-0,284866688627678;0,0174685727940322;0,0392312912119914;0,884478989524935;-0,768484668161671;1,82650707024702e-07;0,936717509789006;5,39129554510854e-17;-0,791789586691693;0,00865084480963318
"PPARA";0,0202206770502986;0,842519332412474;0,2072014615028;0,230407482406429;-0,132287678740648;0,339018131811621;-0,128058144315764;0,181053371740242;0,553065801122705;0,018387311334361
"PPARD";0,0357380503424203;0,620275435230004;0,113384982164897;0,387615664594089;0,174333823676362;0,0613970196992099;-0,280611364697432;2,00468639065148e-05;0,402680214732536;0,0190745396310932
"PPARG";3,0431758043613;4,09669926071107e-50;-1,77587351570297;8,29492621442105e-06;-0,730823229093557;0,0257155151449431;-2,01445588424914;1,80978518420443e-19;1,45285119069828;0,018387311334361
"EIF2AK2";-0,793073405127391;5,2117829603028e-21;0,500172174525733;0,0014490769567868;0,138232979743513;0,311636938207095;0,432250204800003;1,25035000840969e-06;0,200796685630577;0,452881997484821
"PTMA";0,00389266728130977;0,944357056726593;0,0708593829169768;0,489923727718838;0,0768157928268405;0,316220502316224;-0,0421271716450118;0,448392165715534;-0,232420283769917;0,0845530796667177
"PURA";-0,0337614799559116;0,513405518362845;0,0445404420724786;0,661307797925816;0,113235432893052;0,0958767009228026;-0,107012178296397;0,029855747999795;0,229636349275978;0,0702701583159524
"RAD51";-0,366474646451495;5,33377867275417e-05;-0,197728686593868;0,257147938438768;0,18983027220688;0,15277868723433;0,401286056906345;9,26444407448311e-06;-0,418130985908331;0,0854955438927235
"RARA";0,0394686836919576;0,578338450091852;0,0580596982182424;0,675291641632032;-0,23854806269105;0,00688883663108932;0,0808209060056981;0,246029006030519;0,0830818920987859;0,686694007385536
"RARB";-0,0798821870916191;0,669735744814769;0,157910637087803;0,662738238089984;-0,958727497042309;1,06242699260636e-05;0,844676995713396;4,89286163292975e-07;-0,968464303618965;0,0294331277641668
"RARG";0,258108817268596;0,0145652080862771;0,238073564457874;0,231139049265492;0,0877873134603178;0,603492730628148;-0,680914278800843;1,30917692066505e-11;1,35893606593103;6,61369480729577e-08
"RB1";-0,202949625076648;0,0746901418102782;-0,397982910475076;0,0447811221494112;0,0266942128132985;0,895727704520536;0,2527229617807;0,0257907511043755;0,542787221998418;0,0624730651825329
"ARID4A";0,331569455337364;3,80699954702622e-08;-0,0368845644905278;0,790001292378827;-0,0587521568678042;0,556203805535642;-0,303323456714811;6,01471124290414e-07;0,16329597185433;0,360787588207457
"RBBP4";0,454175802182133;2,92523902921314e-10;-0,265483571706868;0,0481896069720903;0,00730280611076672;0,961739753275968;-0,235856462308842;0,00173877573210863;-0,526867271916799;0,00547028518155777
"RBBP7";-0,10700907583529;0,0538200010916056;0,202570944904254;0,0364950092218812;0,0460871088318839;0,601282564797814;0,00344840408266123;0,95746781694102;-0,0922057225190382;0,576577185783402
"RBL1";-0,458469091964049;2,27182612564019e-05;0,0437251519268909;0,860598311319175;0,219563746050961;0,167881293883583;0,288840286578341;0,0095303746613823;-0,0171038879954395;0,961712220398184
"RBL2";0,310791073670799;2,19139112979624e-05;-0,0896893391321019;0,552739581021944;0,00302692229620583;0,981783774194001;-0,35352976399129;1,25035000840969e-06;0,433928386090388;0,023985476491362
"REL";0,714017565994286;3,24471711563635e-06;-0,374397504683164;0,204861868688989;-0,448397823985913;0,0376506130679872;-0,549996254011955;0,000437000208143108;1,61797667757416;2,48840478792374e-05
"RELA";0,000437687574645906;0,990646645288277;-0,0460742211422414;0,534153891042936;-0,0424674470839577;0,46338748533692;0,00629637448890641;0,884661764189054;0,219119300008604;0,0199031365558342
"RELB";-0,795999616564076;8,99743190415034e-19;0,353437188556464;0,0395010927618263;-0,208776541712686;0,130853032212672;0,629062174764984;9,81012753826059e-12;0,746751283383741;0,0020140816863949
"UPF1";0,239516305421864;8,48472654943984e-11;-0,133891323055266;0,052894195591937;0,0545883957034494;0,349590898560937;-0,235353385400812;1,98513307896565e-10;0,106036641052908;0,334759917530348
"DPF2";0,0442382112129263;0,32664052855018;0,0155458103846442;0,870004983376811;0,0612478285581801;0,342380120820946;-0,0281665021229411;0,549819438369745;-0,331191320368427;0,00194804649594308
"REST";0,142286984414052;0,325594402917145;-0,0766890791983208;0,804214773283959;0,0789137913174054;0,728314474082455;-0,205122109590539;0,151784986738153;0,232266366688963;0,576577185783402
"RFC1";-0,240211064959597;6,532386007205e-06;0,180593725226805;0,0660465894919869;0,18177848377101;0,0131140877915336;0,0905650299741545;0,107877665983587;-0,287121012612216;0,0427116344197252
"RFX1";0,216482160213491;6,32404595480099e-09;-0,0444832546629588;0,571179658331818;-0,0169870612364456;0,792485335906253;-0,159725553557582;2,72517041956128e-05;-0,120759686614946;0,262085844234613
"RFX2";0,342962343398933;0,0013636323333665;-0,268835670217991;0,181387825171637;-0,300539001625121;0,0433366998639182;-0,168767426376191;0,132781305130943;0,783709945456248;0,00389253042928539
"RFX3";-0,267864959694782;0,0194277966144353;0,20667092314877;0,348097911490364;0,0719752129252846;0,699446232609527;0,304602079522273;0,00801750417811458;-0,930042448495874;0,00102580870974986
"RFX5";-0,219580864328108;0,00116948082465965;0,468852664962654;4,35782583291517e-05;0,0480597573603454;0,665930422915298;-0,000815173248474466;0,991886689767176;-0,106171631864026;0,614516009236622
"RFXAP";0,192305369914005;0,0198572359810824;-0,106284245018718;0,519439110346669;-0,091011376936331;0,483513576969946;0,0462580350197834;0,614777975097351;-0,665079009419356;0,00112997829318372
"RING1";-0,0611131168433534;0,234486415867637;0,245645726572667;0,00421753905523505;0,0337219333684562;0,674267354786079;-0,0496840277385999;0,345828732752262;-0,106678318751518;0,459640921455013
"RLF";0,0511793965648533;0,482301143422924;0,00709808939731005;0,965110825195046;0,161319568691018;0,0940475287113097;-0,145428724620496;0,0376681109155939;-0,090248630470775;0,671971248033554
"RNF2";0,00505699669728621;0,934241857015101;-0,0455028014921588;0,696846807164269;0,137592401318956;0,0787027593751201;-0,0136946833574658;0,833641359404252;-0,334145708340232;0,0200198354777803
"RNF4";-0,0541896851859924;0,258912942428036;0,0799900302551997;0,368968973935872;0,137091311709069;0,028823151255793;-0,0935923560459102;0,0462002796717811;0,100292649210154;0,455626178097661
"RNF6";0,0443465375792123;0,482875847511783;-0,00416051518063831;0,97447375165363;0,00933898554982981;0,934711504246986;-0,12814711956692;0,0348503076901688;0,41422674931985;0,00572517545571504
"RORA";-0,095112220039054;0,522076629992481;0,348585294681512;0,178534799730723;-1,07188827178433;1,57814898391338e-10;0,730893073726983;5,86494038575609e-08;-0,337075511639493;0,399699371978718
"RORC";0,420748019608844;0,172668061125626;1,94514088230132;0,000115298810005986;-0,786827930358321;0,057235757208045;-1,08803484456552;0,000223634876863347;1,817702711767;0,0169965536360896
"RREB1";-0,0887478863889015;0,304452049143194;0,108916752441655;0,507988885721304;0,162156387399204;0,170615986328974;-0,135473141338981;0,110148783418386;0,341056887548842;0,120416551213058
"RXRA";0,239417156274387;0,00749954183105848;-0,181060913996642;0,290103001273078;0,346962463124253;0,00344514755889741;-0,593225201697843;3,60475074472471e-12;1,04504403877262;1,27028402424109e-06
"RXRB";0,0682375877129981;0,112621769387307;0,0543842147663298;0,518020434868328;0,0476743461298028;0,46988795649765;-0,117627022587934;0,00509447353170242;-0,0308956971941896;0,818489838346282
"SAFB";0,113820637783556;0,000628460539051851;-0,0202017587332346;0,787817655154495;0,140898949629992;0,00137370454956199;-0,122849753319429;0,000226244874408331;-0,394931975791735;1,05432510448582e-06
"SALL2";1,62250387632551;3,26564171277677e-23;-0,439306516724493;0,186721923538124;-0,206401743013507;0,46338748533692;-0,891517782308139;2,75054176779852e-07;-1,97216459937112;5,07855951721436e-06
"SALL1";0,622440106248559;0,00161552328503176;-0,621836826864433;0,0863301579816904;-0,324372974137276;0,270746951836275;-0,0198942847914019;0,933015079849351;-0,534803993644419;0,347370963621563
"SATB1";1,09576224211563;2,39208967892934e-17;-0,175551544843433;0,530022588183233;-0,236898962775795;0,2446401074618;-0,847730175418315;1,63416848983035e-10;0,00914193213457359;0,982699855921404
"SCML1";-0,571623941191227;9,8504353049565e-07;0,718475925261364;0,000430028988909265;0,0913650248510312;0,637476069447524;0,218210635490466;0,0768336111655485;-0,157451700318429;0,673628992280881
"SFPQ";-0,0258176635951379;0,521187578353677;-0,0241458499255014;0,768233609986837;0,235174023651481;4,82252595478486e-07;-0,0325263338143067;0,424704902638947;-0,46918481014232;1,76726029105804e-07
"SHOX2";-1,70503245415374;4,61647913980922e-16;0,570549199518752;0,170149227577162;-0,500025446921545;0,115298697913599;2,16118140165918;1,74354691262474e-26;-2,01310144278753;0,000254609840138101
"SIM2";1,1093949671543;9,66691402258676e-12;-0,584301331966929;0,0568829196870754;0,334312961349149;0,174632082672126;-1,05168954542776;1,32773421815268e-10;-0,0759285100266975;0,888962288621739
"SIX1";-0,588298435593438;0,000142413979804542;0,824964803203368;0,00240731022952836;0,597626568259986;0,00410833733664254;0,0182868602241069;0,922593018750261;-1,05396960336989;0,00789028920497564
"SKI";-0,0747585966120212;0,170080161215145;-0,0696814159166816;0,507988885721304;-0,0823643264216081;0,292058993666252;0,167935832622035;0,00138010298736333;-0,0401202502778766;0,811363725578658
"SKIL";0,268583039837491;0,0140233946576085;-0,363350902187447;0,064085472245403;-0,618010194869768;6,86532755128518e-06;0,202070315341004;0,0712142625326461;0,570448622816393;0,0440002956497887
"SNAI2";-1,71228428167345;3,89135027769747e-23;0,750698557271361;0,0242209198187991;0,218152269865724;0,46338748533692;1,05663931918237;6,21322693156241e-09;0,825098914600192;0,0980589624862959
"SMARCA1";0,115792926308144;0,354135700483723;-0,106174334473419;0,668938724458633;-0,088678511721497;0,643054370228299;0,0423531813269893;0,755666782783511;-0,26070189331176;0,451878046307246
"SMARCA2";0,21228966644086;0,0149264142462251;-0,398569528899195;0,00907507178376646;-0,539020279919715;5,94460486420918e-07;0,226922630912293;0,00971230485631328;0,533278140796609;0,0165280221269078
"SMARCA4";0,237146632191246;1,14816208346146e-05;-0,0710354606427632;0,522146577883605;0,114719982983983;0,149544839792439;-0,187202121711428;0,000679066090293294;-0,48597737198785;0,000346529766003332
"SMARCB1";0,179563650393451;0,000855513293919868;-0,289819357906055;0,00205485804768467;0,112489583188404;0,151031068063559;-0,0116349831252034;0,855557330814219;-0,595362684677688;6,45333000699059e-06
"SMARCC1";0,498346401715859;6,66649128365513e-15;-0,306244982924614;0,0104941464945205;-0,0496113158171028;0,650958873274922;-0,256255406139514;0,000137147879006793;-0,354977588614569;0,0442042880501375
"SMARCC2";0,48909025736668;1,38244302180451e-23;-0,208058584034776;0,0279348879621094;0,0565476277577215;0,505155773111483;-0,413142624328986;1,55802907101872e-16;-0,0896229835047055;0,578602571571351
"SMARCD1";-0,0229368074973575;0,645670056582759;0,0854116089092347;0,335279891662658;0,253567604359487;1,29244085116493e-05;-0,104609805458665;0,0253816935365124;-0,424060043828804;0,000179750165036075
"SMARCD2";0,348930624979634;1,57776389330425e-11;-0,159535291442817;0,109322011594817;-0,099940834972287;0,20399965490828;-0,175028349845627;0,00126546750146915;-0,167560664651829;0,2684333941922
"SMARCD3";0,494284978903537;0,000145308798387646;0,147772738903884;0,583176440388069;-0,680943124314397;5,19779003314396e-05;0,0893869545576491;0,538492094040618;-0,946431480203736;0,00439802160130681
"SMARCE1";0,495390234725477;5,68788793512642e-26;-0,258224082042657;0,00414970889700372;0,0112647895447129;0,903245025667625;-0,312151235893531;3,02759124437785e-10;-0,372817983916239;0,00413428014034353
"SNAI1";-1,23302199650996;3,70555537140666e-16;-0,0957265793636752;0,789239678228048;-0,597244555412855;0,00537844125800015;1,79689912948686;6,80430627858706e-37;-0,684895877240938;0,110970304339162
"SNAPC1";-0,603120081269692;2,84149288823892e-12;0,73210966528118;8,9375474213113e-07;0,350729571085766;0,00354102099797499;0,0919053274863533;0,344128782932735;-0,281805093656581;0,265387280749285
"SNAPC2";0,0760004751705594;0,237416542497059;0,0962853007921272;0,43342862716214;-0,261049772055769;0,00121092043286524;0,115507140008424;0,0681556250304328;-0,292474381004078;0,0705454257782948
"SNAPC3";-0,124521070495136;0,0753107833002412;0,210366798237393;0,0929066368992851;0,139183448237704;0,159037987273374;0,0389715095440675;0,611769503428249;-0,531246758373134;0,00194664057919388
"SNAPC4";-0,00543112678327518;0,936258448081958;-0,216744764119747;0,0544899742171636;0,309262488598042;0,000125711013222251;-0,0585964369280685;0,385227676496604;-0,25969606463099;0,122359922911179
"SNRPB";-0,245838019266337;3,72701344358048e-05;-0,135251414921965;0,238485640052751;0,306415510728657;8,12360476095806e-05;0,129449114908752;0,0369314103752357;-0,177872497065996;0,29819026204877
"SNRPD1";-0,293641108408154;5,74450888690036e-07;0,0542751270156572;0,668938724458633;0,301321393276815;0,00010195126646406;0,15908617263911;0,0090795544343602;-0,50038117928062;0,000867702171219038
"SOX2";0,494424408725756;0,166781255940275;0,75426973488377;0,247535314483888;0,653901676204215;0,18804906245622;-0,732639772219416;0,0373699786920716;-2,74827202241197;0,00137991196005314
"SOX4";1,02564309676846;4,28865095981985e-21;-0,510884735376058;0,0143102239111029;-0,0682543246456699;0,727150461327341;-0,531737053922807;4,14084783445104e-06;-1,09891390287041;0,000153255447687197
"SOX5";0,524176255109151;0,00129135908659287;-0,200669915178681;0,545975354523964;-1,14862752243568;9,93316725751103e-09;0,580736045561609;0,000373963829110656;-1,2142553765287;0,00324245077958485
"SOX9";-1,93426752664862;3,80621116199814e-18;1,53113867076167;0,000161294561718227;0,0524319282344656;0,903245025667625;1,29982709613007;1,89754172363829e-08;-0,494639609446292;0,47820124131821
"SOX11";-0,578622511038531;0,00680054541609413;-0,465988256369138;0,248512473695312;-0,343724117618279;0,278548804641606;1,41770702524477;3,44759476692173e-12;-2,1206359159561;5,10820647462348e-05
"SOX15";-1,0001030704178;0,000801151401613275;1,3596812911443;0,0104777464551261;1,23364150053252;0,00181746591870989;-0,833539690745562;0,00595810288030082;2,02879284957811;0,00776324098509953
"SOX12";-0,0270735552027599;0,815464624660782;-0,118866142450093;0,573265308231911;0,0871906786163752;0,601678537018855;0,273960115868048;0,00896718559667631;-1,31808007739466;1,07301379901459e-07
"SP1";0,230022194723457;2,67877196844001e-06;0,0366120281581228;0,730638976986454;0,0817027428763559;0,273072605096128;-0,346255626287778;3,95808785298331e-13;0,246635343708371;0,0606505256663845
"SP2";-0,0701545129470915;0,191809453358375;0,00758894238278529;0,948729044951826;0,00804740892285238;0,934711504246986;0,104707345084504;0,0477820941934606;-0,229009657319297;0,0930696491916787
"SP3";-0,166855728358232;0,00398139843114261;0,223349818969437;0,0304642478496018;-0,020150780464423;0,838457483941472;0,106497094507914;0,0744334801218712;-0,134803641712747;0,425222434919341
"SP4";0,0575609966984212;0,537769506293989;0,0875006817629789;0,630058757270879;0,0194456556005198;0,903245025667625;0,0508048414618649;0,603078744434091;-0,826607884305256;0,000116225739531729
"SP100";-0,708125263794543;2,39208967892934e-17;0,567951891289322;0,0001777542176975;-0,120425848160538;0,377500611366088;0,300832041322938;0,000752334062693194;1,20044940112799;1,55326787135108e-08
"SPI1";-1,86320102515639;1,80416097887374e-27;0,337081171944416;0,359541595011014;-1,14214999263153;1,38113864999803e-06;2,27029134647529;3,61623421263906e-44;1,01795923098103;0,0391948019875427
