"TCGA-2F-A9KP-01";"TCGA-2F-A9KQ-01";"TCGA-2F-A9KR-01";"TCGA-4Z-AA7O-01";"TCGA-4Z-AA7S-01";"TCGA-4Z-AA7Y-01";"TCGA-4Z-AA80-01";"TCGA-4Z-AA83-01";"TCGA-4Z-AA89-01";"TCGA-BT-A20N-01";"TCGA-BT-A20P-01";"TCGA-BT-A42C-01";"TCGA-CF-A1HR-01";"TCGA-CF-A3MF-01";"TCGA-CF-A3MG-01";"TCGA-CF-A3MH-01";"TCGA-CF-A3MI-01";"TCGA-CF-A47S-01";"TCGA-CF-A47T-01";"TCGA-CF-A47V-01";"TCGA-CF-A47W-01";"TCGA-CF-A47X-01";"TCGA-CF-A47Y-01";"TCGA-CF-A5U8-01";"TCGA-CF-A5UA-01";"TCGA-CF-A8HX-01";"TCGA-CF-A8HY-01";"TCGA-CF-A9FF-01";"TCGA-CF-A9FH-01";"TCGA-CF-A9FM-01";"TCGA-CU-A3QU-01";"TCGA-CU-A3YL-01";"TCGA-CU-A5W6-01";"TCGA-DK-A1AA-01";"TCGA-DK-A1AG-01";"TCGA-DK-A3IS-01";"TCGA-DK-A3IV-01";"TCGA-DK-A3X1-01";"TCGA-DK-A3X2-01";"TCGA-DK-A6AV-01";"TCGA-DK-A6AW-01";"TCGA-DK-A6B0-01";"TCGA-DK-A6B1-01";"TCGA-DK-A6B6-01";"TCGA-DK-AA6P-01";"TCGA-DK-AA6U-01";"TCGA-DK-AA71-01";"TCGA-DK-AA75-01";"TCGA-DK-AA76-01";"TCGA-DK-AA77-01";"TCGA-E5-A4TZ-01";"TCGA-E5-A4U1-01";"TCGA-E7-A3Y1-01";"TCGA-E7-A4IJ-01";"TCGA-E7-A4XJ-01";"TCGA-E7-A519-01";"TCGA-E7-A541-01";"TCGA-E7-A5KE-01";"TCGA-E7-A5KF-01";"TCGA-E7-A677-01";"TCGA-E7-A678-01";"TCGA-E7-A6ME-01";"TCGA-E7-A6MF-01";"TCGA-E7-A7DU-01";"TCGA-E7-A7PW-01";"TCGA-E7-A8O7-01";"TCGA-FD-A3NA-01";"TCGA-FD-A43X-01";"TCGA-FD-A5BV-01";"TCGA-FD-A6TE-01";"TCGA-FJ-A3Z9-01";"TCGA-FJ-A3ZE-01";"TCGA-FJ-A3ZF-01";"TCGA-FT-A3EE-01";"TCGA-G2-A2EK-01";"TCGA-G2-A3IE-01";"TCGA-G2-A3VY-01";"TCGA-G2-AA3B-01";"TCGA-G2-AA3D-01";"TCGA-G2-AA3F-01";"TCGA-GC-A3BM-01";"TCGA-GC-A3RB-01";"TCGA-GC-A3RD-01";"TCGA-GC-A4ZW-01";"TCGA-GD-A3OQ-01";"TCGA-GD-A6C6-01";"TCGA-GD-A76B-01";"TCGA-GU-A42P-01";"TCGA-GU-A42R-01";"TCGA-GU-A763-01";"TCGA-GV-A3JW-01";"TCGA-GV-A3JX-01";"TCGA-GV-A3QF-01";"TCGA-GV-A3QH-01";"TCGA-GV-A3QI-01";"TCGA-GV-A3QK-01";"TCGA-GV-A40G-01";"TCGA-GV-A6ZA-01";"TCGA-H4-A2HO-01";"TCGA-H4-A2HQ-01";"TCGA-HQ-A2OE-01";"TCGA-HQ-A2OF-01";"TCGA-KQ-A41N-01";"TCGA-KQ-A41O-01";"TCGA-KQ-A41Q-01";"TCGA-KQ-A41R-01";"TCGA-LT-A5Z6-01";"TCGA-LT-A8JT-01";"TCGA-MV-A51V-01";"TCGA-S5-AA26-01";"TCGA-UY-A9PA-01";"TCGA-XF-A8HB-01";"TCGA-XF-A8HC-01";"TCGA-XF-A8HG-01";"TCGA-XF-A8HI-01";"TCGA-XF-A9SH-01";"TCGA-XF-AAML-01";"TCGA-XF-AAMQ-01";"TCGA-XF-AAN1-01";"TCGA-YC-A89H-01";"TCGA-YF-AA3L-01";"TCGA-YF-AA3M-01";"TCGA-ZF-A9R2-01";"TCGA-ZF-A9R3-01";"TCGA-ZF-A9R4-01";"TCGA-ZF-A9R5-01";"TCGA-ZF-A9R7-01";"TCGA-ZF-A9RE-01";"TCGA-ZF-A9RL-01";"TCGA-ZF-A9RM-01";"TCGA-ZF-AA4T-01";"TCGA-ZF-AA4U-01";"TCGA-ZF-AA4X-01";"TCGA-ZF-AA5N-01"
"ZNF100";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000277403862478939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZNF577";0.00136458706528543;0.00290202552830764;0;0;0;0.00366813938249278;0.000624979718149287;0.000661090549653248;0;0;0;0;0;0;0;0.000170173836228458;0.00161833462072565;0.00100262675024626;0.00184680800079192;0;0.000778560709183164;0.000452821764385436;0;0;0;0.00355602046503061;0;0.00272126828443033;0;0;0;0;0.00033251097346918;0.00653390549033448;0;0;0;0.00312698058352513;0;0;0.00229534936127674;0;0;0.00174206350881792;0;0;0;0;0;0;0.00399148797921462;0.00244932488722462;0;0.000492136314596848;0.00191983565753693;0.000617064354089508;0;0;0;0.000890191755036822;0.000447140087997558;0.00259413942192536;0.00534823037417112;0;0.000177851117575704;0.000312744453433296;0.000965401844467426;0.00191406472682484;0;0;0;0.00228188662288419;0.00123328616018112;0;0;0;0;0;0;0;0.0021753683313605;0;0;0.00665474592632793;0.00183648907137313;0.000976710150602387;0.00282753965854338;0.00163176834711791;0;0.00136119238587052;0;0;0;0.00064388300900816;0.00186694621359125;0;0;0;0;0;0;0;0.00461943485694996;0;0.00458322179742813;0;0;0;0;0;0;0;0;0.00163123400590263;0;0;3.84656740663424e-05;0;0;0.00132188677056354;0;0;0.000555967605542538;0;0;0.00072755402546985;0.000571774863440653;0.00162520288494832;0;0.00178210262023732;0;0;0.00258030312759146;0
"ZNF257";0;0;0;0;0.00217610997037625;0;0;0;0;0;0;0;0;0.00152252535621454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0016963491931561;0;0;0.00411863310550364;0;0;0;0;0;0;0;0;0;0.00284221691118139;0;0;0.00160061036593452;0;0;0;0;0;0;0;0;0;0;0.00704617320019806;0.00288484895907195;0.000609374658557426;0;0.00156911920817407;0;0;0;0;0;0.00280281138759499;0;0;0.00197085468592143;0;0.0018085711421383;0;0.00218118961156333;0;0;0;0.00202804954921869;0;0.000153331234526;0;0;0.000363241935310474;0;0;0;0;0;0;0;0;0;0.00129300048093706;0;0;0;0.00917993748281235;0;0;0;0;0;0;0;0.00582965563252954;0;0;0;0.000609808809854103;0.00080061303048803;0;0;0;0;0.00114768592120822;0.00244318334006123;0;0;0;0.0040000719242576;0;0.00375795156481831;0;0;0;0.0016241416439752;0;0
"ZNF254";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZNF441";0;0;0;0;0;0;0.00265156575055863;0.00162227557886523;0;0;0.00306747421368726;0.0132254898925597;0;0;0;0.000442201806934062;0.000810261026804167;0;0;0;0;0;0;0;0;0.00881079304785126;0.0076069515927616;0.00251326844430812;0;0.000342805224047261;0.00290850783787399;0;0;0.000183973177648467;0;0;0;0;0;0;0;0;0.000292330306623076;0.000369739311404175;0;0;0;0;0;0;0.00110477646054878;0.00179606061689272;0;0;0;0.00389815098289992;0.0022145052428957;0;0;0;0;0.00220607900760878;0.000200605740792054;0.000713917374576124;0;0;0;0;0;0;0;0;0.00309398053045702;0;0;0;0;0;0.00137383491516421;0.000728306950395503;0.00151986588435419;0;0;0.0120082797771521;0;0;0;0;0;0;0;0.00091381647596844;0;0.00116334591083523;0.00110510670753136;0;0;0;0;0.00101995870382014;0;0;0;0.000814897948821583;0;0;0;0;0;0;0;0.00343050846288729;0;0;0.000138532464588829;0;0;8.37375504409017e-05;0.000596134987472297;0;0.0056067746471033;0;0.000703140268118881;0.0004523899542691;0;0;0;0;0;0;0;8.95590246484876e-05;0.00211781105989359;0
"ZNF567";0;0.00129369728855351;0;0.000106296015528647;0.000373903490673578;0;0;0.0044290515604634;0.000127781524024526;0.00337120066649873;0;0;0;0.00187362025018624;0;0;0.000989843342962245;0;0;0;0;0;0.000343713494236421;0.00016014124265034;0;0.00115864575074506;0;0;0;0.00467725777014434;0;0.00122964834137801;0;0.00370209610182071;0;6.98571747762163e-05;0.000220506751051086;0;0.00372376840243424;0;0;0.00108413477136252;0;0.00193181409631918;0;0;0.00039479576715858;0.00168831396480473;0;0;0;0.000723877860072408;0.00218584681784481;0;0;0;0;0;0.00181770630008373;0;0;0;0.00457288617598418;0.000338595101599277;0.00114060246757745;0.00057682611483026;0;0.000126549993882553;0.00025466034992201;7.16376537329734e-05;0;0;0.00258725839064236;0;0;0.00153859422869623;0.00014651750759128;0.00160180388399322;0.000243323016525964;0.00149191242486341;0;0;0.00126583153020586;0;0.000933421270336419;0;0;0;0;0;0;0.000399560779047666;0;0;0;0;0;0.00135930491587194;0.00357092824414492;0;0;0;0;0;0.00420849039350669;0;0;0.000942153591849516;0;0;0;0.00274618749317607;0;0.00511230931777068;0;0.00145350077143127;0;0;0.000366102661018057;0;0;0;0;0;0;0;0.00115094853785211;0.00178847919279674;0;0;0;0;0.00141837749997465;0
"ZNF420";0;0;0;0.00350431228372433;0.00226270600645653;0;0;0.0133505190480564;0;0;0;0.00206515196517665;0.00133091261563622;0.00846887331206293;0;0;0.000398168565308423;0;0;0;0;0.00422843090607134;0;0;0;0;0;0;0.00189741840842926;0;0;0;0.001136066558667;0.00207281615977526;0;0.00190179914816411;0;0;0.003987824468802;0;0;0;0;0;0;0.00627124736943421;0;0.000672816187379953;0.00286340301437721;0.000139168319715673;0;0.00119591680152549;0;0;0;0;0.00554073998462946;0;0;0;0;0;0;0;0.00319066311361536;0;0.00434649867815956;0.00267965680633481;0;0;0;0;0;0;0.00338859429645746;0;0.00279235057242513;0;0;0.00178163821386486;0;0;0;0.0023557884296734;0;0.000590589881436045;0;0;0;0;0;0;0;0;0;0;0.00173612382993988;0.00323359130324567;0.00348942806667281;0;0;0.000985212157919128;0.00549273765967297;0;0.00592367178284036;0.00634246877625531;0;0;0.00372195569914577;0;0;0;0;0;0.00364249448074478;0.000934684545446257;0.00295881005442855;0.00620954237601978;0.00120192997337032;0;0;0;0;0.000627747597897778;0;0;0;0;0.00169443514561496;0;0;0;0;0
"ZNF566";0;0;0;0;0;0;0;0;0;0.00104328437941109;0.0021290461903012;0;0;0;0;0;0;0;0;0.000352397286634879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0070475122656957;0;3.24639565146314e-05;0;0.00381671329601868;0;0;0.00210768513739039;0;0;0;0;0;0;0;0;0.000659496263306258;0;0;0;0.00294904373589258;0;0;0;0;0;0;9.36246721123947e-05;0;0;0;0;0;0.00336661079024533;0;0;0.000334959560842327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00114412187064452;0;0;0;0;0;0;0;0;0.00244549003623076;0;0;0;0;0.00394991534545778;0;0;0.000733172562878233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZNF345";0;0.000917933786869783;0;0;0;0;0.00162950103565308;0;0;0;0;0;0;0;0;0;0.000263396610180365;0;0.000726800067706099;0;0;0;0;0;0;0.0038265242262789;0.00421324839638128;0;0;0.000522796831768057;0;0;0;0;0;0;0;0.000713398910457419;0;0;0.00173106910362258;0;0;0.000821985625013475;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00056941964756608;0;0;0;0;0;0;0;0.00171121024216004;0;0;0;0;0;0;0.00904931802463817;0;0;0.000483009186118325;0.00161134229524056;0;0.000869263146028985;0;0;0;0;0.00216670315775326;0;0;0;0.00164162585546172;0;0;0;0.000969195773090269;0;0;0;0;0;0;0;0;0;0;0.00550164249526077;0.000658140584846191;0;0;0;0.00158882159802842;0;0;0;0;0;0;0;0;0.000690571012705857;0;0;0;0;0;0;0;0;0;0;0;0;0.00152541399120915;0.00420687407983813;0;0.00252693479454434;0
"ZNF141";0;0;0.00665142655829667;0;0.00141432966817248;0;0;0.00290657082105595;0.00189379393048211;0;0.0036355310937023;0.000680793636140293;0.000926848009320256;0.00232683219709278;0;0;0.00101697190240404;0;0.000491131292903438;0.00665692090444307;0;0;0;0;0;0;0;0;0.000298735232244866;0;0.0117471446153436;0;0;0;0.00133784115252551;0.000479145141272646;0;0;0;0;0;0;0.0137520679028956;0;0.0057719290986717;0.00134075315376361;0;0.00852145563040107;0;0;0;0;0;0;0;0.00120438272266775;0.00311436356965871;0;0.000102303021490366;0.00332419831982352;0.00583816643628177;0;0;0;0.00106827907876887;0;0.00182531116762083;0.000928633483113364;8.80652653679728e-05;0.00242488622658276;0.00391318131329575;0.00334226199642834;0;0.0423801011353225;0.00283594804932544;0;0;0;0;0;0;0;0;0;0;0;0.00196764406546363;0;0;0;0;0.000402468651150209;0;0;0;0.00387818139232596;0.00187712386799645;0;0;0.00181439428116539;0.00340626164495961;0.026342150962269;0.00464171911582914;0;0;0.00176786619592198;0;0;0.00603997600359305;0.00487607042821531;0;0;0;0;0.0018862962270498;0;0;0.00108315297210161;0;0;0.0186201305548653;0;0.00164868498618761;0.00406232779587522;0;0;0;0;0.000918893382768729;0;0.000181030431488963;0;0;0
"ZNF230";0.00221561083107977;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000710329051218235;0;0;0.000217250594220602;0;0;0;0;0.000527243970552948;0;0;0.00211514321343715;0;0.0177626818640153;0;0;0;0.000369086192850329;0;0.00510151250291096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00697786321245854;0;0;0;0.00951256708927753;0;0;0;0.000837421397542343;0;0;0;0.0157424137803838;0;0;0;0;0;0.000743527762467167;0;0.0166137266083912;0.00774862656226459;0;0;0;0;0;0;0;0.00779181854622519;0.0118386820171811;0;0;0;0;0;0.00967140260174213;0;0.00248750505485347;0;0;0;0.151031027011185;0;0;0.0121918185129802;0;0.0104153980674805;0;0.00296550960064534;0.00606332760006652;0;0;0.00328409251326988;0;0;0;0;0;0;0;0.000202287795298957;0;0.00302906685924765;0;0.00407516583126008;0;0;0;0;0;0;0.00327971534743983;0;0;0.00377819053980871;0.00199630557243223;0;0;0;0;0;0;0
"ZNF568";0.000181999390866293;0;0;0;0;0;0.00136151360419729;0.00158273741882281;0;0.00179708904524395;0;0.000725267149003404;0.000546092379433952;0.00423203280593028;0.00123857733324279;0.00101580366384308;0.00110335922562363;0.000999771571866641;0.00155557076341109;0;0.00269966654051021;0.00211413105930603;0;0.000974017364473381;0;0;0;0.000225907800423986;0;0;0;0.00213248747898431;0.000656698556803801;0;0;0;0;0;0;0;0.00176916897790993;0;0;0.00169050874920315;0;0;0.000393613487342972;0.000154638912762992;0.00168368166297218;0;0;0;0;0;0;0.00633025628133902;0.00144951503839137;0;0.000867193980201996;0;0;0;0.00960380818293014;0.000434966224040239;0;0.00179821509271445;0.000713017558441014;0;0;0;0;0.00337160874932335;0;0;0;0;0;0;5.31932331435522e-05;0;0;0;0;0;0.00121337026566982;0.000235478443916954;0.000375698151843745;0;0;0;0;0;0;0;0;1.67810737194892e-05;0;0;0.00434923914473176;0.000507295920798977;0.00061496322208088;0;0;0.000734518281286437;0.00385283386823666;0.000870055621985349;0;0;0.000229528686412101;0;0;0.00250998387420983;0;0;0;0;0;0;0;0;0;0;0.00205576628856341;0;0;0.00255527135982787;0.0034467774813558;0;0.000159496705958172;0;0;0;0;0
"ZNF585A";0.000206968330774328;0.000436215192548856;0;0;0;0.000634634288163645;0;0.00356051808413376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000670468354567877;0;0;0;0;0;0;0.000129375959285168;0;0;0.000330945145103976;0;0;0.00106568676717479;0;0;0.000570679890406164;0;0;0;0;0;0;0;0;0;0;0.000721676662335744;0;0.001162712999337;0.00157674880976582;0;0;0;0;0;0;0;0;0;0;0;0.000464837392633826;0;0.000866474491388918;0;0;0;0;0;0;0;0.000873720487319033;0;0;0.000402217039584928;0;0;0;0;0;0.00192588335024001;0.000903024107259592;0;0;0;0;0;0;0;0;0;0;0;0;0.00130518388186216;0;0;0;0;0;0;0;0;0;0.0011090901055084;0;0;0.0010343556619251;9.8770673537458e-05;0;0;0;0;0;0.00057101542135294;0.000699540904282525;0;0;0;0;0;0.000603622711890203;0;0;0.000569725679239455;0;0;0;0.00172662165270252;0.0018914489594828;0
"ZNF571";0;0;0.00402943210754905;0;0;0;0;0;0;0;0;6.67831891432321e-06;0.000446113242561586;0.000868775621200824;0;0;0;0;0;0.00702536202209237;0;0;0;0;0;0;0;0;0;0;0.0174961910897957;0;0;0;0;0;0;0;0;0;0;0;0.0149930263460153;0;0.00608491455470286;0;0;0.00900640070343961;0.00138755824195261;0;0;0;0;0;0;0;0.00269659827785091;0;0;0.00155841640927818;0;0;0;0;0;0;0.000214566396172061;0.000810985665256754;0;0;0.00487149672446267;0.00161544894550756;0;0.0324795176576104;0;0;0;0;0;0;0;0;0;0;0;0;0.000253512983693349;0;0;0;0;0;0;0;0;0.00324762992724538;0;0;0;0;0.000780782083047643;0;0;0;0;0;0;0;0.00629300871347758;0.00516901736973116;0;0;0;0;0;0;0;0;0;0;0.019062767282706;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZNF211";0;0;0;0;0.00971829199742692;0;0.00844134903009891;0;0.00754740646055624;0.00243828918329402;0.0102355017533542;0;0;0;0;0;0.000405866703688997;0.000480110831765823;0;0;0;0;0;0.00570547649418451;0;0;0;0;0;0.0147880151081206;0;0;0;0.00542547558269226;0;0;0.00797108771683888;0;0;0;0.00735578300796648;0.0114727004416758;0;0.00667842150161567;0.00173460461021429;0.00316062074708226;0;0;0;0;0.00622344082248965;0.00343440931285844;0;0.000893600096270407;0;0;0;0;0.00563228053168798;0;0.0113201569564232;0;0;0.00959469901832947;0.00223077533342828;0;0;0.001900474184222;0.00621012829987118;0;0;0;0;0;0.00136435097674499;0;0;0;0.00439197903949065;0.00580088027969799;0;0;0.00844381595847476;0;0;0;0;0.00655063224035411;0;0.00515707516365679;0;0.00499531237681956;0;0.00417404230085455;0;0;0;0;0.00190890385438602;0.000238049223415803;0;0;0.00573449739947423;0.00668295061989663;0;0;0.00287401896185827;0;0.00174935467583396;0;0;0;0;0.00825951948302648;0.00750982862096053;0.00815440939087665;0;0;0;0;0;0;0;0.00374784456899377;0.00062220841906911;0;0;0.0109547035560837;0;0.00560536656898294;0.0114344738667516;0.0043079722066369;0;0
"ZNF83";0;0;0;0.0004907396317678;0.000243719565958329;0.000397342787333253;0;0.000923880237943945;0;0;0;0;0;0.000157718351346856;0;0;0;0;0;5.19929406409564e-05;0;0;0.000184287340070707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000601613955879367;0;0;0;0;0;0.00029651255463496;0;0;0.000412081450129466;0;0;0.000263802906726333;0;0;0.0013336878320589;0;0;0;0;0;0;0.000216616852482819;0;0.000704278966523757;0;0;0.00152513698197543;0;0.000676893242640114;0.00128228868992475;0.00033733168719724;0;0;0.000360511848834535;0;0;0;0;0;0;0;4.45478059697807e-05;0;0;0;0;0;0;0;0;0;0.000989833431722558;0;0;0;0;0.00195424860648397;0;0;0;0;0;0;0;0.000964350341413979;0;0;0;0;0;0.000480694362943973;0;0.000179234513483191;0;0;0;0;0;0;0;0;0.00023264714708045;0.00142753198019541;0;0;4.88274473395954e-05;1.4387713530766e-05;0
"ZNF429";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000218841463492996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.23990241339411e-05;0;0;0;0;0;0;0;0;0;0;0;0
"ZNF606";0;0.000788189374845915;0.00227203544183966;0;0;0;0;0;0;0.00207509673839855;0;0.00337976092815761;0.0308497781312647;0;0.03088424159278;0;0.00281336505435925;0.00153353231057024;0.001608534435246;0;0.0079007973031349;0.00822288399059391;0;0.00125500572490218;0.00354732378850513;0.000947413030898629;0;0.00313549107982022;0;0;0.00452556576320307;0.00620602526597903;0;0;0;0;0;0;0.00283840815466116;0.00864077268035119;0;0;0;0.000339951388420338;0;0;0.028786791912803;0.0078974034916203;0.0102024456996192;0;0.00651878003745275;0;0;0;0;0.00983394511177972;0;0;0.00482694952996817;0.0027959895748014;0;0;0.00378150166842193;0;0;0;0.00019204345205597;0;0;0;0.00799690870620959;0.00550228570756255;0;0;0;0;0;0;0.00108888220380389;0;0.00157916999056348;0;0;0;0;0.00184680421598485;0.000495936581401503;0;0.00218136388266186;0;0.00581838445709785;0;0;0.000669809276782084;0;0.0058574465237032;0;0;0.000311921326566778;0.00187080641810253;0.00303248893361146;0;0;0;0.00866434133363527;0.00568878125943658;0;0;0.00191701105263867;0.000175527947635293;0;0.000260160691921751;0;0.00366259188032728;0;0;0;0;0;0.000481580122774229;0;0;0.00395471485740861;0;0;0.000788596271972388;0.00125059129085979;0;0;0;0;0;0;0
"ZSCAN18";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000525672939953536;0;0;0;0;0;0;0;0;0;0.000532985051040017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000374286266936857;0;0;0;0;0;0;0.00032306070751655;0.000152290574710641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000152395689241845;0;0;0;0;0;0;0;0;0;0;0;0;0.000294607273888277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.85977128007069e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZNF540";0;0;0;0;0;0;0;0;0;0.000209234829666662;0;0;0;0;0;0;0;0.000581538602295385;0;0;0;0.000824511810476435;0;0;0.00148239308470738;0;0;0;0;0;0;0.00207893757875023;0.000123572403754825;0;0;0;0;0;0;0.000208935089894153;0;0;0;0.00220494142014667;0;0;0;0;0.00481015621862872;0;0;0;0;0;0;0.00177666289397404;0;0;0.000511621648201231;0;0;0;0.000461565603388341;0.00183818454718457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000242027530166206;0;0;0;0;0;0;0;0;0;0.00153629881096942;0.00200008781371206;0.000250629273143104;0;0;0;0;0;0;0;0;0;0;0;0;0.000417604807225793;0.00294232759086399;0;0;0;0;0;0;0.0016816608055351;0;0.00307349350485925;0;0;0;0;0;0.00158127599658508;0;0;0;0;0;0.00188917466284512;0;0;0;0;0;0.000581542433840283;0;0
"PIAS3";0;0;0;0;0;0;0;0;0;0.00503199252819425;0;0.000163466310129982;0;0.0184988830098776;0;0;0.00836138483808931;0;0;0;0.00119964405995265;0.00148353630604674;0;0;0.000856748594139891;0;0;0;0;0;0;0.497759570593938;0;0;0;0;0;0.00747075726530683;0;0;0;0;0;0.00409914517743799;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00187031561299116;0.000498717224926048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000849455012545379;0;0.0399983484018991;0.00273145212561605;0;0.0029186300613487;0;0;0.0127412680897888;0;0;0;0.000165623893995392;0;0;0;0;0.00043376623113884;0;0;0;0;0.00276611291175166;0;0;0.00235297043436533;0;0;0;0;0;0;0;0;0.0070406872703546;0;0;0;0;0;0;0.000412012598631303;0;0.000432233356587683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZNF235";0.000876129432679845;0;9.43720276794344e-05;0;0.00159660262602264;0;0.00106451782574375;0.00323947286204047;0;0;0.000453724476563741;0;0.000948061847380827;0;0;0;0.00275128879635224;0;0;0.00231561866039938;0;4.19265116142426e-05;0.000766989759993976;0.000521307738670554;9.63613911780791e-05;0.000383073854959478;0;0;9.69055673597228e-05;0;0;0.000854884588363765;0.000568307353609007;0.00143791774327134;0;0;0;0;0;0;0.00164101989079366;0.000657986226814691;0;0.00230755192303707;0;0;0;0.000493349788824983;0.00282856506264231;0;0.00214304678013036;0.00135295578111321;0.00184600452034534;0;0;0.0110869134719156;0;0;0.000849122346845231;0;0.0050795056973153;0;0.000385846474726434;0.00109895431155051;0.000127072832448586;0.00153132995946412;0;0.000292242077567139;0.000414844815536401;0.00264882878395161;0;0;0;0;0.000332306138126142;0.00153040929252536;0.00102624352719246;0;0.00110015958640957;0.00124242030487412;0;0;0;0.000980166211967009;0.000398005913547784;0.00161386395859267;0;0.000124331718462398;0;0.000553116494166924;0.00163134776660185;0.000765619668049676;0;0.0011971308607191;0;0;0;0;0.00180754568798194;0.00111592949533235;0.000739589929368871;0;0.00459940487524115;0.00145953734055706;0.00213598716617306;0;0.000647605983720415;0.00122686761549109;0.000378377686004725;0;0;0;1.81592080183641e-05;0;0;0.000744094304005211;0;0.001953627850975;0.000711622608621591;0.00105934488595959;0;0;0.000289863688121431;0;0;0;0;0;0;0.00298979640188605;0.00378152532850559;0;0.00384300859619352;0
"ZNF432";0.000895008307523488;0;0.000662177474305707;0;0;0;0;0.000489911789711111;0;0.000330306121515425;0;0;0;0;0;0.000591123774422639;0.000174489800869682;0.000874778214867195;0;0;0;0.000588358947882633;0;0;0;0.00113339994759992;0;0;0;0;0;0.000574493211542872;1.4373455570786e-05;0.00248133411931654;0;0;0;0.00107212676174152;0;0;0;0;0.000549341615824326;0.000624407501430318;0.000603050060881368;0.000119266707378875;0;0.000386574639035172;0.00154483676375534;0.000231767383602944;0.00140255455760708;0.000626482770885907;0;0.000198286206304121;0;0;0;0;0;0;0;0.00117997830410032;0.0033940675736892;0;0.000479000715577402;0;0;0.000791481246419933;0;0;0;0.000171061291571595;0.00211888055650529;0;0;0.000221561226455232;0.00169099174565422;0;0;0;0.00122222751436032;0;0;0.00203629855593357;0;0;0.000573060637767621;0.000389899817356968;0.000611537730332178;0;0;0;0;0.000270682270003392;0;0;0;0;0;0.000422739047959611;0;0.00115497806257375;0.00174547389965987;0;0.00206392037961734;1.7659482422619e-05;6.9305691530354e-05;0;0.00117745800885372;0;0;0;0.000441101876165152;0;0;0;0.000936974227315724;0.000749372545312956;0;0.000189858041843086;0;0;0;0;0.00101355004907692;0.000828697246123053;0.000586067108870846;0.000390762422998906;7.47378628936984e-05;0.00095908076795177;0;0;0.00211931943017172;0
