"TCGA-2F-A9KP-01";"TCGA-2F-A9KQ-01";"TCGA-2F-A9KR-01";"TCGA-4Z-AA7O-01";"TCGA-4Z-AA7S-01";"TCGA-4Z-AA7Y-01";"TCGA-4Z-AA80-01";"TCGA-4Z-AA83-01";"TCGA-4Z-AA89-01";"TCGA-BT-A20N-01";"TCGA-BT-A20P-01";"TCGA-BT-A42C-01";"TCGA-CF-A1HR-01";"TCGA-CF-A3MF-01";"TCGA-CF-A3MG-01";"TCGA-CF-A3MH-01";"TCGA-CF-A3MI-01";"TCGA-CF-A47S-01";"TCGA-CF-A47T-01";"TCGA-CF-A47V-01";"TCGA-CF-A47W-01";"TCGA-CF-A47X-01";"TCGA-CF-A47Y-01";"TCGA-CF-A5U8-01";"TCGA-CF-A5UA-01";"TCGA-CF-A8HX-01";"TCGA-CF-A8HY-01";"TCGA-CF-A9FF-01";"TCGA-CF-A9FH-01";"TCGA-CF-A9FM-01";"TCGA-CU-A3QU-01";"TCGA-CU-A3YL-01";"TCGA-CU-A5W6-01";"TCGA-DK-A1AA-01";"TCGA-DK-A1AG-01";"TCGA-DK-A3IS-01";"TCGA-DK-A3IV-01";"TCGA-DK-A3X1-01";"TCGA-DK-A3X2-01";"TCGA-DK-A6AV-01";"TCGA-DK-A6AW-01";"TCGA-DK-A6B0-01";"TCGA-DK-A6B1-01";"TCGA-DK-A6B6-01";"TCGA-DK-AA6P-01";"TCGA-DK-AA6U-01";"TCGA-DK-AA71-01";"TCGA-DK-AA75-01";"TCGA-DK-AA76-01";"TCGA-DK-AA77-01";"TCGA-E5-A4TZ-01";"TCGA-E5-A4U1-01";"TCGA-E7-A3Y1-01";"TCGA-E7-A4IJ-01";"TCGA-E7-A4XJ-01";"TCGA-E7-A519-01";"TCGA-E7-A541-01";"TCGA-E7-A5KE-01";"TCGA-E7-A5KF-01";"TCGA-E7-A677-01";"TCGA-E7-A678-01";"TCGA-E7-A6ME-01";"TCGA-E7-A6MF-01";"TCGA-E7-A7DU-01";"TCGA-E7-A7PW-01";"TCGA-E7-A8O7-01";"TCGA-FD-A3NA-01";"TCGA-FD-A43X-01";"TCGA-FD-A5BV-01";"TCGA-FD-A6TE-01";"TCGA-FJ-A3Z9-01";"TCGA-FJ-A3ZE-01";"TCGA-FJ-A3ZF-01";"TCGA-FT-A3EE-01";"TCGA-G2-A2EK-01";"TCGA-G2-A3IE-01";"TCGA-G2-A3VY-01";"TCGA-G2-AA3B-01";"TCGA-G2-AA3D-01";"TCGA-G2-AA3F-01";"TCGA-GC-A3BM-01";"TCGA-GC-A3RB-01";"TCGA-GC-A3RD-01";"TCGA-GC-A4ZW-01";"TCGA-GD-A3OQ-01";"TCGA-GD-A6C6-01";"TCGA-GD-A76B-01";"TCGA-GU-A42P-01";"TCGA-GU-A42R-01";"TCGA-GU-A763-01";"TCGA-GV-A3JW-01";"TCGA-GV-A3JX-01";"TCGA-GV-A3QF-01";"TCGA-GV-A3QH-01";"TCGA-GV-A3QI-01";"TCGA-GV-A3QK-01";"TCGA-GV-A40G-01";"TCGA-GV-A6ZA-01";"TCGA-H4-A2HO-01";"TCGA-H4-A2HQ-01";"TCGA-HQ-A2OE-01";"TCGA-HQ-A2OF-01";"TCGA-KQ-A41N-01";"TCGA-KQ-A41O-01";"TCGA-KQ-A41Q-01";"TCGA-KQ-A41R-01";"TCGA-LT-A5Z6-01";"TCGA-LT-A8JT-01";"TCGA-MV-A51V-01";"TCGA-S5-AA26-01";"TCGA-UY-A9PA-01";"TCGA-XF-A8HB-01";"TCGA-XF-A8HC-01";"TCGA-XF-A8HG-01";"TCGA-XF-A8HI-01";"TCGA-XF-A9SH-01";"TCGA-XF-AAML-01";"TCGA-XF-AAMQ-01";"TCGA-XF-AAN1-01";"TCGA-YC-A89H-01";"TCGA-YF-AA3L-01";"TCGA-YF-AA3M-01";"TCGA-ZF-A9R2-01";"TCGA-ZF-A9R3-01";"TCGA-ZF-A9R4-01";"TCGA-ZF-A9R5-01";"TCGA-ZF-A9R7-01";"TCGA-ZF-A9RE-01";"TCGA-ZF-A9RL-01";"TCGA-ZF-A9RM-01";"TCGA-ZF-AA4T-01";"TCGA-ZF-AA4U-01";"TCGA-ZF-AA4X-01";"TCGA-ZF-AA5N-01"
"ESPL1";0;0;0;0;0;0;0;0;0;0;0;0;0.000312448593831855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000361034414459126;0;0;0;0;0;0;0;0;0;0;0;0.001483305559893;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00235355288189069;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00223359204654069;0;0.00797527828512785;0;0;0;0.00167859925899379;0;0.0075404875119027;0.00238516046185391;0;0;0;0;0;0;0;0;0.00404360697962025;0;0;0;0;0;0;0.000334614342910839;0;0;0;0;0;0;0;0.00362240436935086;0;0;0;0;0;0;0;0;0;0.00218533081548655;0;0;0;0;0;0;0;0;0;0;0.00146418417769884;0;0.00612262379591077
"CHAF1A";0.00188393851215319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00319771300925088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0144485542857012;0;0;0;0;0;0;0;0;0;0.000441886439185126;0;0;0;0;0;0.0139186768140827;0;0;0;0;0;0;0;0;0.0140270382052825;0;0;0;0;0.00085784583568357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"MCM7";0;0;0;0;0;0;0.00215911794137387;0.00197804239782713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SUV39H2";0;0;0;0.00171655188109075;7.29017944478649e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0166501458487431;0;0;0;0;0;0;0;0.00377224778838206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.146925104178537;0;0;0;0;0;0;0;0;0;0.00316981483955401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000316286911250876
"GTF2H3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0109228749753591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.239964971390515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0029265449894825;0.0147027562835973;0;0;0;0;0.000380806670196259;0;0;0;0;0;0;0;0;0;0;0;0
"TAF13";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00162511720206041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.314588953904646;0;0;0.000565124280891417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00285625890741485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASCC3";0;0;0;0;0;0;0.0396458431563568;0;0;0;0;7.0185392233066e-05;0;0;0.0144699358656208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.209370131643704;0;0;0;0;0;0;0;0;0.0442372369369358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0217371457651909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0194131140016562;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000856187723402977;0;0;0.00416140072280633;0;0;0;0;0;0;0;0;0;0;0.0325423123660196;0;0.024157708439867;0;0;0;0;0.0404457412456539;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0117242064953432;0;0;0;0;0;0;0;0
"ZNF281";0;0;0;0;0;0;0.192363897458311;0;0;0;0;0.00214786125356301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00392760111606052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0284488191313623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"KLF7";1.87961374984738e-05;0;0.000282033273393362;0.00045903927251648;0.000833647789716323;0.000523177219169488;0;0.00412225425953721;0.000147272175028968;0;0;0;0.000750831325287744;0.00169636678605878;0;7.69683609436327e-05;0.000372394480341587;0.000539865743288127;0.000472150259014647;0;0.000669661061143236;0.00058617887109136;1.83670020245963e-05;0;0;8.88161255929761e-05;0.000422572816380111;0.00054224776465712;0;0;0;0;0;0;0;0;0.00067749766267261;0;0.0017608502145148;0;0;0.000404471525241639;0;0;0;0.000254509865336946;0.000292056128202798;3.87230192441797e-05;0.00104849397853962;8.06865266581673e-05;0.00104566326337553;0;0;0;0;0.0021199144126209;0;0.000147233871631589;0;0;0.000247685968081925;0;0.00180590807700853;0;0.000389066857824661;0.000876066622716378;0;0.000424744695878136;0;0.000191812156589929;0;0.00106567182178222;0;0.000112804386345378;0;0;0;0;0;0;0.000356012712106036;0;0;0.00172451084050829;0.00134005378945457;0.000726855307007834;0;9.95582374160776e-05;0.000597872242043678;0.000284997901062327;0.000343916205984043;0.000186589431501457;0;0;0.000544949448887776;0.000353566527211386;0;0;0;0.000117430833200773;0;0.0014326688700069;0.00168505736947731;0;0;0.000287837449004053;4.34205051796554e-05;0.000762252039289873;0.000102833777120711;0;0.00181163808536461;0;0.0001255920402027;0;0.00052267499386809;0.000351654104769457;0;0.000323251445895324;0;0;0.000826526434088716;2.0980490904807e-05;0.000657508806017432;0;0;0;0.00140590231149631;0.000590754650318071;0;0.000248838901787632;0;0.000470206933817549;0;0
"BBX";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000334355829760022;0;0;0;0;0.00739310691682669;0;0;0;0;0;0;0;0;0;0;0;0;0.00224750002406118;0;0;0;0;0.00907364029427711;0;0;0;0;0;0;0.00368290684877479;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00192530828324101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0273481578992606;0;0;0;0;0;0;0;0;0;0;0.00596120583561466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZNF131";0;0;0;0;0;0;0;0;0;0;0;0;0;0.0010752762364629;0;0;0;0;0;0.000511230306992337;0;0;0;0;0;0;0;0;0;0;0;0;0.0087075493341288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0151727726035863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0031187177807701;0;0;0;0;0.0095286562747689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00340230104290903;0.00566046383535242;0;0;0;0;0;0.00731706627839044;0.00578599879668196;0;0;0;0;0.00615302774074521;0;0;0;0;0;0;0;0;0;0.118283312855616;0;0;0;0.383214627541891;0.128720723187266;0;0;0;0;0;0.194433508141382;0;0;0
"RREB1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0129426089112899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0776148145593203;0;0;0;0;0;0;0.0255993650802157;0;0.0176353446045097;0;0;0;0.53373876912113;0;0;0;0;0;0.0140375358704096;0.0200372870246972;0.0915335010514249;0;0;0.045840928926383;0;0;0;0;0;0;0;0;0.887160445603186;0;0;0;0;0.0263605793851599;0;0;0;0;0.030111667247897;0;0;0;0;0;0;0;0;0.0104159464137499;0.0075960274910305;0;0.0707047632443127;0.0652825987580885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0170498627791924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0850835874144035;0;0;0.0827669400803911;0;0.603065880746044
"BACH1";0.00817704584683248;0;0;0;0;0;0.185408463256175;0;0.00579422804933402;0.0220163866355294;0;0.0533666852005377;0;0.00359165695675209;0.019622892662134;0;0;0;0;0.0137152290355062;0;0;0;0;0;0.00313007438996592;0;0;0.0211014660357292;0;0;0;0.0234431482252344;0;0;0.0125238665561316;0;0.0179350673262412;0.023447719160787;0.0408375946848084;0;0.00415885800089285;0.032444800737072;0;0.0070211743192319;0;0;0;0.0123383058366609;0;0;0;0;0;0;0;0.0125023709980518;0;0.0227030353400194;0;0;0.00310781556542598;0.0118738919368375;0;0;0;0.0128459731871964;0.00137550234279266;0.00111711877457487;0;0.0193964167188907;0;0;0;0.0109545264442959;0;0.014368150739101;0;0;0.0182149857476789;0;0.0148003688136532;0.00218751843751159;0;0;0;0.0151631877327875;0;0.00309992770937916;0;0;0.00209679005124263;0.0211819020074628;0.0310057192405917;0;0;0;0;0;0;0.000994380820397166;0;0.012993162765597;0.0145849277843963;0.010075668261382;0;0;0;0.00789977815247436;0.00689352311418397;0;0.0782355752877631;0;0.0149270969028083;0;0;0.00222443957176533;0;0;0;0;0.0101065139114094;0;0;0;0.00945183313301747;0;0;0;0;0;0.00112687401647432;0.0400448067494456;0
"ZNF641";0;0;0;0;0;0;0;0;0;0;0;0;0.00564242997375871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZNF546";0.000880390986399903;0;0;0;0;0.000497535037217689;0.00314037438683882;0.00332596319840283;0.000720665026032029;0;0.0027326169643465;0;0;0;0;0;0.00317205014318728;0;0;0;0;0.000724291142621965;0.00112270619842577;0.0019817937194065;6.44161987794351e-05;0;0;0.00267936342707004;0.00076168734768057;0.00245650073090347;0.000358773316524786;0;0.000202752021504747;0.00230341227600652;0;0;0.00358408074273621;0.0059086934094361;0.000683167374945712;0.000321352668711127;0;0.00130731892111605;0.003933704092068;0;0.000641547766184076;0.00193601802924124;0;0;0.00306091862302052;0.000702119093264682;0.00124050986822719;0;0;0.00289396690433584;0.00101370219662745;0.00240638406827428;0.00262242030734134;0;0.00182213182037417;0;0.00288338696091276;0.00471781745996202;0.00184268056857429;0.00340246678001243;0.00184787875032115;0.00130028912481189;0;0.00181321462823641;0.000484397171194329;0;0.0019817512560512;0.00481190642117868;0.0156928786980089;0;0;0.00289345002443945;0.00430323834072247;0.000226126205994718;0;0.000419782566149623;0.00228643663992304;0;0.000895809593921937;0.00481357508224653;0;0.000355235094546893;0;0.00162318473109216;0.00163707100948623;0.00155664815316627;0.0032496720590772;0.00188707128835987;0;0.000111038503740447;0.000301056269767048;0.00158376652788154;0.000653058381397763;0.00135636206343427;0.00267425690443467;0;0;0.00223598546986284;0.00264126197215688;0.000974826967941609;0.00125609275354822;0.00154544060091131;0;0.00127960154163111;0.00183237558173855;0;0;0.0194213107851252;0.0010361045242549;0.00260216479251045;0;0.000173569372844463;0;0;0.000341775466854692;0;0.00133829872815961;0;0.00275363967575152;0.00158824271105363;0.00157040275771867;0;0;0.00311800784036728;0;0.000739854878482772;0.00216328875127304;0.00271121000558214;0.00288085373255127;0
"ZBTB7B";0.01527710853403;0;0;0;0.0257611915937485;0.0183256627026186;0;0.0268998964643948;0;0;0;0;0;0.283437044408243;0;0;0.0347937561349728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0697628147948641;0.0420853397359835;0;0;0;0.054044832871591;0.0244848273823603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00265217731956852;0;0.00372183714026606;0;0;0.0893023967011613;0.0113950063741276;0.0105068860704451;0;0.0180316453005137;0;0.0322539925055702;0;0;0.00788317402442565;0.0554615032961802;0;0;0.169250479419116;0;0;0.0079212367951006;0;0;0;0.0100730362943133;0;0;0.0074093668173856;0;0;0;0;0.0730887297485714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZDHHC13";0.00832512962199246;0;0.0174580919296434;0;0.0238331806141563;0.0133436389461469;0.0488793467131484;0.0224779367368995;0;0.00519378295685992;0;0.01574757470075;0;0;0;0;0;0;0;0;0.0332266830279257;0;0;0;0.00717873328163815;0;0.00650338051958173;0;0;0.0108505250111856;0.00488202270430886;0;0;0.0101456171060355;0;0;0.019588998388906;0.0549358334835388;0.0561864355813078;0;0;0;0.0115077900044996;0.0416352255783412;0.000908327740909622;0.00157096957608356;0;0.044519410199853;0;0.0152614907215051;0.0968877735322104;0.0193172368798648;0;0;0;0;0;0.00924031130178111;0;0;0;0.00875720146343779;0.158561927780655;0;0;0.0670274679317416;0;0;0;0;0;0;0;0;0.00506839780359278;0;0.0261027529347273;0.00891782547808133;0;0;0.0164259068456259;0;0.00720517372512041;0.0125917350319409;0;0.0317938604071174;0.0393811214345072;0;0.00616407074744867;0.0116936872790524;0;0.0596191077582642;0.00764456785095362;0;0;0.00727005131379589;0.0144112044307924;0.00375050095351232;0.0114232425372209;0.00630834779332516;0;0.0781469645030956;0;0;0.0060844306584398;0;0;0.0208591341724944;0.0321323348395187;0;0.0225418714676788;0.0195365805464988;0;0;0;0;0.000196196218252596;0.0215042276333031;0;0.0264532820480101;0;0.00513173119776847;0;0;0.00161412715864216;0;0;0.100893002031896;0.00356269224249877;0;0;0;0;0
"HIC1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00108038909572158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0122088482761183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TAL1";0.00345586944789295;0;0;0;0.00255401822479035;0;0.00643460253063394;0;0.00661249096262577;0;0;0;0;0;0;0.000734105773910266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000519926956880023;0.00179480354785442;0.0239495075355756;0;0;0.00238630265425817;0;0;0;0;0;0;0;0;0;0;0;0;0.00524364390725257;0;0;0;0;0;0.00545015931854213;0.00447932811917416;0;0;0;0;0;0;0;0;0;0.0113610580224759;0;0;0;0;0;0.00574261809064758;0;0;0;0;0;0;0;0;0.00533383799520221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00171290300438297;0;0;0.04214135593944;0;0;0;0;0;0.0118137087646493;0;0.00122715465212289;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0364546309155056;0
"HEY2";0.00661928706461984;0;0;0;0.00782185039059539;0.0008209395524077;0;0;0;0.00123428934907485;0;0;0;0.00670099417427192;0.00337951513542209;0.00315268225353515;0;0.00119592984191618;0.00332196116534622;0;0.00110287804300194;0.000785535166364664;0.00169722561860839;0;0.00107731402049959;0.00420313023444967;0;0;0.00264988869772881;0.0075847195160834;0.00490437052781805;0;0;0.00148228360000904;0.0036501917074535;0.00232205530888782;0.0316033953748558;0.00520983138288461;0.0157810357900624;0.0061732705244519;0;0.00308244026211541;0;0;0.00238820402980516;0;0.00177103671506646;0.00317368690492057;3.70356820752665e-05;0;0;0.00109734357212453;0.00937360016673682;0.00184967855482227;0.00032699828535329;0;0.00372652514736303;0.0031135247766322;0.00391822868069718;0.000418820661652321;0;0.00291257500118417;0;0.00215668493158124;0;0.000305906052604695;0.00248972420572969;0.000736125381498405;0;0.0024444267613336;0;0;0.00395760470614431;3.65399617347306e-05;0;0.000976357468364991;0;0;0;0.000697925777175431;0;0;0;0.0190861274986612;0.00541466436296441;0.00257408173219218;0;0;0;0;0.000667486582696503;0.00076244574355826;0.000338011600007595;0;0.00419499988313555;4.15792376037504e-05;0;0.00745967582354806;0;0;0;0.00337194956239167;0.00330763817909171;0;0;0;0.00134676461031438;0.00323282106220576;0;0;0.0349823976210399;0;0.0041364424748508;0;4.75562912538906e-05;0.0065395727703004;0.0145741528474756;0.00245089810378186;0.0035119437621683;0;0.00611815232769517;0;0;0.0135480126613167;0.000253751744962604;0.00124789467336595;0.00264574869968553;0.00398605628035545;0;0;0;0.00273810990046487;0.0638984603876426;0.00280813725856243
"ERG";0;0.00251898201472129;0;0;0;0;0;0;0.000121517479600183;0;0;0;0;0;0;0;0;0;0;0;0.00141764239397351;0;0;0;0;0;0;0;0;0;0.000340184752035771;0;0.00334033746886006;0;0.00248519897616952;0;0;0;0;0;0;0;0;0;0;0;0.00137544092473742;7.1304538911491e-05;0;0.00590770079245755;0;0;0;0.000842346587489832;0.00261051040368609;0;0.00675388514567369;0;0;0;0;0;0;0;0;0;0;0;0.00252159779970114;0;0;0;0;0;0.00722457696704619;0;0;0;0;0.000516738224211364;0;0.0223697908259093;0;0.000176244363675125;0;0;0;0;0.0788716620847275;0;0;0;0;0;0.0109476629491347;0;0;0;0.00283177183376648;0.0112921293858402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00121498260435224;0;0;0.00524846543463905;0.00651494564293842;0;0;0;0;0;0.000315800265883123;0.00419476957017701;0;0;0.000465537729569964;0;0
"NR4A3";0;0;0;0;0;0;0;0;0;0.0384433682811479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000771655009743166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00867144298296633;0;0;0;0;0;0;0;0;0.00475596736324997;0.0201135383993334
"ZNF366";0;0;0;0;0;0;0.00623957721387481;0.0082492482196823;0;0;0;0;0;0;0;0;0;0;0.00103281783844893;0;0;0;0;0;0;0;0.000207562607413618;0;0.00049930071016626;0;0.00665070887818716;0;0;0;0;0;0;0.00585751329258111;0;0.00539503510314024;0;0;0;0;0.0022646957273164;0.00171232536032648;0.00661369836270656;0;0;0;0;0;0.00560977374975576;0;0.000449107693468451;0;0;0;0;0.00571085632207634;0;0.0100738961395216;0;0;0;0;0.000864382096558648;0;0;0.000491909334212733;0;0.0280920210240509;7.57176176187503e-05;0;0.0013633160006002;0.0226045091962619;0;0;0;0;0;0.000244645419376483;0.0197343172676972;0;0;0;0.000175584675107876;0.00182611749777631;0;0;0;0.00386541414096316;0.00641033264655787;0;0;0;0.00289298299399738;0.0210792842273496;0.0039343228297795;0;0;0.00646525075280843;0;0;0;0.00624518987587462;0;0.00619731916349568;0;0;0.0120996544162354;0;0;0;0;0;0;8.88518469556214e-05;0.000520418762478996;0;0;0;0;0.00400120318686726;0.0105532350786639;0;0;0;0;0;0;0;0;0.00327563414779142
"ZNF423";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0036193013602312;0;0;0;0;0;0;0;0.0123273965530237;0;0;0;0;0;0;0.0523143280055426;0;0;0;0.00058204687064742;0;0;0;0;0.00313341818158189;0;0;0.15888578899441;0;0;0;0;0;0;0;0;0;0;0;0.00781369168739349;0;0;0;0.0011655851236664;0;0;0.00326657152525135;0.0428732615414673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0138989823568111;0;0;0;0;0;0;0;0;0;0;0;0.00811301151824285;0;0;0;0;0;0;0;0;0;0;0;0;0.00284965126284919;0;0.0123378352097906;0.0627971004565113;0
"MCM5";0.00514568252675869;0;0;0.00273210766711251;0;0.00454815278651885;0;0;0;0.00613274421437812;0;0.000275070900774392;0.00691267977438656;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0009942657776291;0;0;0;0;0;0;0;0;0;0.0025574580691063;0;0.00264279889580593;0;0;0;0;0;0;0;0;0;0.0401702586283988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000116689986945797;0;0;0;0;0;0.0100200349633389;0.000519181645665128;0;0;0;0;0;0.0127652613419796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00226824709729588;0;0;0;0.00378787898457944;0;0;0;0.00600031427028965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00380014471013178;0;0;0;0;0;0;0;0;0;0
"ENO1";0.00408694293389621;0.0127968264268506;0.0010449908917931;0;0;0.00143202664862829;0.00491578149221632;0;0;0;0;0.0126438342455254;0;0;0;0;0.00782221439438871;0.00958504666524868;0.0141585241078454;0.00166403596885141;0.000252143806292466;0.000261863732786844;0;0;0.0296643397231194;0;0;0.0156759191705376;0.00356572679512475;0.0185050889440743;0.0244924103558997;0;0.000534394380008651;0.0117489677669392;0.000552487434016209;0;0;0.0156455764509077;0;0.00731988287568866;0.112582460895999;0.00735270198527147;0;0.0831556134790425;0.00117048596539789;0.00129152671745281;0.00110255584554211;0;0;0;0.0411976282640285;0.00285892866684994;0.0510691589381632;0;0.00959940905084249;0;0;0.0231347222934966;0.0110052846674525;0.00947818768315569;0.00329742044355719;0.00730338163374479;0.361186664630207;0.0131373049116939;0.00386657957742266;0.00123541340319362;0.00164507961917665;0;0;0;0;0;0;0.0292772388822312;0;0.0113563051431375;0;0;0.0147053340727245;0;0.00408400156664378;0;0.0634226783220245;0.0188436002796444;0;0;0;0;0;0;0.0275745538149055;0.00572686874856656;0.00385425116539678;0.00869728268404473;0;0;0;0;0;0;0;0.0131260464710959;0;0.0259118952575564;0.0507608623150691;0;0;0;0;0.0314929567551237;0.00965889302752115;0.0112478435232129;0;0.0277592255227258;0.00173685829041062;0;0.00706158869710469;0.000906721219129323;0.0107003165117258;0;0.0356053065298359;0;0;0.00600317343348889;0.0207444776940176;0.191645757633337;0.00215830798968523;0;0.0353285624228711;0.0651836844239009;0.0223878513207802;0;0.00782351622542687;0
