"TCGA-4Z-AA7R-01";"TCGA-BL-A3JM-01";"TCGA-BT-A0S7-01";"TCGA-BT-A2LA-01";"TCGA-C4-A0EZ-01";"TCGA-DK-AA6W-01";"TCGA-FJ-A871-01";"TCGA-G2-A2EL-01";"TCGA-GD-A3OS-01";"TCGA-GV-A3JZ-01";"TCGA-K4-A3WV-01";"TCGA-XF-A9ST-01";"TCGA-XF-A9T2-01";"TCGA-XF-AAMG-01";"TCGA-XF-AAMH-01";"TCGA-XF-AAN7-01";"TCGA-YC-A9TC-01";"TCGA-ZF-AA4R-01"
"ANKS1A";0;0.000802667361511182;0.00462334944196987;0;0;0.000184949850818878;0;0.00136667414920425;0;0;0;0;0;0.00398327531108723;0.00225048314314843;0.02198730038705;0;0
"FOSL1";0.00019978010292706;0.0286932314359667;0.00798007962619472;0.00574306641710429;0;0;0.00120139474219979;0;0.00611903924258738;0.00670532654602952;0.00586744235412558;0.0319166398140771;0;0.000244369269232773;0;0.0123514385613772;0;0.00180118615703031
"PRDM8";0;0.000239523617765582;0;0.000103891070723915;0.000370635328810829;0.000181579201151074;0.00148490252438534;2.4839509656072e-05;0.00287135333322009;0.000154192361738743;0;0;0;0.000700857992850311;0.00171190940279973;0.0008278301866608;0;0.000816510180177737
"SOX5";0;0.000394198503316294;0;0;0;0;0;0;0;0.00247521611182068;0.00853765551073007;0;0;0.00140739324691443;0;0.00315183253339618;0;0.00242738221339871
"PPARGC1B";0.00100351611424014;0.000588710800421987;0.000985283007527359;0;0.000544553296880226;0.000447300376951552;0.00236263462382114;0.000734268975047722;0.000664383099378478;0.000642166445547124;0.00074789137899483;0;0;0.000355908113808801;0;0.000891537826321471;0;0
"HMGN2";0;0.00124534147771964;0;0;0;0;0.00104624082137799;0;0;0;0;0.136916627239492;0;0;0.0380464793144502;0.0500824399800524;0;0
"ZNF585B";0;0;0.0225600866720369;0;0;0;0;0;0;0;0.177304173534058;0;0;0;0;0;0;0
"NR2F1";0.00186786988404259;0;0;0.00313032067596599;0;0;0.00246293353629958;0;0.0027641669771434;0;0.0247699967460374;0;0.000671324560506777;0.00433647612012663;0.00452785794719741;0.00238492826316541;0.000876444770598242;0
"ZNF20";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZNF131";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CREB3L1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HIVEP1";0;0;0.0589149161718623;0;0;0;0;0;0;0;0;0;0.0016563955901433;0;0;0;0.0106334008521507;0.0192255298218589
"CASZ1";0;0;0.00149960756525766;0;0;0;0;0;0;0;0;0;0;0;0.000136487248803273;0.00863259247291397;0.00507896699290879;0
"NFATC2";0;0;0;0.000697129649860726;0.00794443457777447;0;0;0;0;0;0;0.00259755613790357;0;0;0;0;0;0
"ZNF426";0;0;0;0;0;0;0;0;0;0;0;0;0.00529744826044258;0;0;0.168600848463846;0;0.0153547901975292
"MXD3";0;0;0;0;0;0;0.0398275389322847;0.118061224570415;0.013760731802978;0;0;0;0;0;0;0;0;0
"ZNF423";0.0038371003350925;0.00633095658146585;0.00635309347718802;0.0018544371774286;0.00171423530418635;0.00733062503325489;0.00417997301239231;0;0.00409530565479851;0.00214367137833384;0.00198309866636398;0;0;0;0.0106701472325542;0;0;0.00382488435713114
"JUN";0.000383278847672875;0.000198125512661247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"FOS";0;0;0;0;0;0;0.0136045876696567;0;0;0;0;0;0;0.00413852092753989;0.00637101788421163;0.00732106590777578;0;0
"PPAN";0;0;0.0613922835688403;0.250193660480593;0.0240653554249855;0.00530960510691974;0;0.0149043530635588;0;0;0;0;0;0.0204284869758651;0;0;0;0
"TEAD2";0;0;0;0.000263278565396421;0.00509256842323113;0.000951615735448879;0.00324755083237997;0;0.00387254718488393;0.000949338497858764;0;0;0;0.000327220573456504;0.000883976922563566;0.00135438879363869;0.00452666346819367;0.00318010242675532
"ZNF23";0;0;0.000501530955291853;0;4.70425143125036e-05;0;0;0;0;0;0;0;0;0.00023122897301559;0;0;0;0
"ZNF302";0.00632235651433704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"MYEF2";0;0;0.01838627457954;0.0833159416431326;0.00345096914233349;0;0;0;0;0;0;0.174569532770804;0.0346799202461652;0;0;0;0;0
"FAIM3";0;0.00259400555013047;0.00552644607215164;0.00173550447757459;0.00281503065886105;0.00186525859800755;0.00146777308017269;0.000588196107153191;0.0062132335879593;0.00402934078085085;0.00185665824465011;0.00846923970733748;0.000484381375965087;0.00263808057381649;8.32503553739933e-05;0.00277849471494373;0;0.00218714313643342
"SNAI3";0.00752948951941773;0.000679922897626351;0;0.0036697077851248;0;0.0047252518065129;0.00126136501038147;0;0;0.0185717717429641;0.00065089959576716;0;0;0.00693637276789559;0.00904780679578582;0.0179138123575434;0;0.00394294302880059
"BAZ1A";0.0245772993793075;0;0;0;0;0;0;0;0;0.000825894041571018;0;0;0;0;0;0.00399818223638413;0.00871216208629305;0
"SP4";0.000229574824932987;0.00049265901829936;0;0;0.00135268086458313;0.000352958813409237;0;0.000799259539258476;0;0.000139618947556737;0;0;0;0;7.4589122481105e-05;0;0.000131779944092241;0.000611897613475697
"SOX8";0;0.000239766585914656;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000921442210738112;0.000148595330353015;0
"PRDM1";0.0184048546306136;0;0;0;0;0.000586281344920843;0;0;0;0;0;0;0;0.00145452858028598;0;0;0;0
"ZNF138";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZNF273";0;0;0;0;0;0;0;0;0;0;0;0;0.00409191205499122;0;0;0;0;0.00585772642691384
"ZNF184";0;0;0;0;0;0;0;0;0;0;0;0;0.00696306381229656;0;0;0;0;0
"ANKRD10";0.00151467188856313;0;0;0;0;0;0;0;0.0370415549098988;0;0.00619786417297945;0.020529611037441;0;0;0.0275016595334204;0;0;0.000735272715561174
"POU6F1";0.000497462186810514;0;0;0;0;0.000426003900176903;0;0;0;0;0;0.000119918966806884;0;0;0.000332190578064508;0;0.00013550014847273;0
"FOXA1";0;0;0;0;0;0;0;0;0;0.00138420439803244;0;0;0.00171361625706484;0.00387517055579238;0.000867729449058339;0;0;0
"ZBTB7B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TFPT";0;0;0;0.00188396082330826;0;0;0;0;0;0;0.0150774546691827;0;0;0;0;0;0;0
"FOXD4";0;0;0;0;0;0.00505304621203254;0.0012103753548223;0;0;0;0.00144280480463558;0;0.00225937040010709;4.90895057124089e-05;0;0.00180231204550523;0;0
"ZNF417";0;0.00662897235394778;0.0539842410392045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0174053935357364
"SNAPC4";0.00142136099994542;0;0;0.00120111481592297;0;0.00245417162189831;0.00670256801084039;0.00243755272004531;0;0.00105044152731751;0.00678384146423427;0.00359128619977956;0.000485796577906726;0;0;0;0;0
"NFIX";0;0.000398845565420236;0;0;0.00110115226593313;0.000634290057447126;0;0.000124099810142564;0;0.000216939931127652;0;0;0;0;0;0.000461667622615226;0;0
"ID4";0.000974886807135009;0;0;0.00315113564772015;0.00475017125877517;0.000396613829454937;0;0.00318550525253116;0;0;0;0.00538246036466102;0.000304245614485447;0;0.000234341267081589;0;0;0.00204714469075912
"SREBF1";0;0.00137716889244758;0.00267465551735867;0;0;0.00316555261471573;0;0.00184175843071547;0;0;0;0.00792608255736786;0;0;0.00361925050354843;0;0;0.000513365360466775
"NFIL3";0;0;0;0;0;0;0.0037976853265503;0;0.00197071286129406;4.42719566834546e-06;0;0;0;0.000147954140611756;0.00160157573092797;0.00121992056904623;0.000117482519727226;0
"BCOR";0;0.00179940329239038;0.001153565730948;0;0;0.00186425562423752;0;0.00186685228662699;0.000791999274843453;0.000589294731049934;0;0.00021468655652103;0;0;0.00106178717988495;0;0;0
"MESP1";0;0;0;0.0042487244336843;0;0.000688733212012647;0.00806751760732922;0.00492363790830271;0.00389081173718828;0.00122296598565304;0;0.00478874367652748;0;0.00113223819069339;0;0.0069742945753598;0.00145956301782099;0
"ERCC6";0;0;0;0;0;0;0;0;0;0;0;0;0.0012714372990117;0;0;0;0.00606187305215174;0
"STAT5A";0;0.000223296256418108;0.00130062704489114;0.000280761210973445;0;0;0;0;0;5.66416201932174e-05;0;0.000690801766235;0;0.000158084217186823;0.00173390701746735;0.000121855151653635;0.000391906614531193;0
"SNAPC3";0;0.00141742067935141;0.000562929846658891;0;0.000813596805272757;0.000722722747844298;0.000925286439945866;0.000542284580855834;0;0.000139611255717752;0;0;0;0;0.000293256011256728;0.000180173207760767;0;0.00136639636375981
"SNAI2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.111713753439406;0;0;0
"XRCC3";0.00126648599586962;0;0;0;0;0;0.000223325879223063;0;0;0;0.00140771122537995;0;0;0.000312117654038304;0;0.000560047513786594;0;0.000137426030922316
"VGLL1";0;0;0.0038167907781661;0;0;0.00234785874642824;0;0;0;0;0;0;0;0;0;0;0;0
"ZBTB16";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"NFATC4";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SMARCD3";0.00906398506257728;0;0.00753699225223254;0;0;0.00448832956454121;0.00190640179189845;0;0;0.000958017012799981;0.00287462829880689;0;0;0;0.0530754444004263;0.0147952803801077;6.71874872651697e-05;0
"THRA";0.000527382620187698;0.00282318173150594;0.00270954982983624;0.00116710841563943;0.00235989783587426;0.00366232992708401;0.00650723116142027;0.000476813217900636;0.0015841204599356;0;0.00950535449156014;0;0;0;0.00299605727849657;0;0.00418312127691243;0.00236339199176951
"KLF13";0;0;0.000778668905232049;0;0.00487881814738152;0;0;0;0.00394877533348586;0;0;0;0.0373012517594418;0;0;0.00861118568290983;0;0.00572124023089635
"WHSC1L1";0;0.000145430086513285;0;0;0.000725543935116558;0;0;7.74440843248458e-05;0;0.000139605413202933;0;0;0;0;6.53625361285964e-05;0;0.000162335513540009;0
"ZFP2";0.0014572363556936;0.00182273318352071;0.00129617189050695;0.00112344871292107;0;0.00267889752787398;0.00177931370434414;0.0104867255111517;0;0.00601154612838518;0;0;0;0;0.0110035800163352;0;0.00188171304131872;0.00565012160493419
"ZNF550";0.000424977901535463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TBX18";0;0.00019441813214888;0.000768290353982118;0.00011158194977474;0;0.000794884960451259;0.00123675887031369;0.00406549565950132;0.00192103889674869;0.00031713024205898;0;0;0;0;0.000318916032645571;0.00128236528612755;0.000452577011884149;0
"GRHL3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CEBPA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00701106928609065
"ZNF77";0;0;0;0;0;0;0;0;0;0.0205432595025885;0;0;0;0;0.0111867112716694;0;0;0
"ZNF75A";0.00293804329045267;0.00451854338681862;0;0;0.0034061729721857;0;0;0.00218283015626283;0;2.56641162054895e-05;0.00278708747968345;0;0;0;0;0;0;0.00220920354408339
"ZNF580";0;0;0;0;0;0;0;0;0;0;0;0;0;0.153699132670259;0;0;0;0.0205769770776572
"RARB";0;0.00105077059813823;0.00532987652551785;0;0.00949556743961412;0.00146418613236326;0.00893132905891357;0.0124667580991536;0.00216386713816488;0;0.00591258697600409;0.00215317820461965;0;0.00117242708437938;0.0123989220895008;0.000199556285717599;0.00150602228550191;0.00607676544649016
"CREB3L4";0;0;0;0;0;0;0;0.0015053292117084;0;0.00146787093734939;0.00077687512733438;0;0.00227737742944569;0;0.00278067663238425;0;0;0.000845632427034771
"TRIM16";0;0;0.000672021460197804;0.00124505106013013;0;0.0020768702097887;0.00341750490991908;0;0.00396820464896646;0;0.00208796846085968;0;0;0.000534134651249957;0.00658172348774997;0;0;0.00265076222630421
"SPOCD1";0.00332072351448387;0;4.2618261730438e-05;0;0;0;0;0;0;0.00140105218488259;0.00136322684122812;0;0;0.00177709309509754;0;0;0;0.00306942710244512
"BCL3";1.64653839734254e-05;0;0;0.000193820994318604;0;8.70022903162779e-06;0.00034031868894422;0;0.000621767002922051;0;0;0;0;0.000782236829487029;0.00159457666417446;0.00109142442882701;0.00109860106382159;0.000326633530339379
"NCOA1";0.00147779998707923;0.00160995704129117;0.00333961529420623;0.000505383566904927;0.0049682269255514;0;0;0;0.00140953131512208;0.00124310603447912;0.000354002031141956;0.00330083052338039;0;0;0.000100467677280569;0.00438605677454229;0;0.00430622813214254
"ETS2";0.000489957230497691;0;0;0;0;0.00459510670563914;0;0.00579741369662863;0.000711832800461837;0;0;0.124562428404429;0;0;0;0;0;0
"OVOL1";0.00101746006030174;0;0;0;0;0;0.00513266064510583;0;0.00239006277680257;0;0.0017649774613806;0;0.00157834385199111;0.0023643711201217;0.00344683765527541;0;0;0
"ZNF439";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0227897933814119
"ZNF491";0.00148994544302215;0;0.00280643359905063;0;0.00221785436262101;0;0.00639484882886874;0.000915274132444152;0;0.00255824265209924;0;0.0165632416791181;0;0;0.00449830004523546;0;0;0
"ZNF709";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZNF420";0.0131531651280419;0;0;0.00155850609739801;0.00249066572578421;0;0;0;0.00806298676343846;0;0;0;0;0;0;0;0;0
"ZNF44";0.00493587825837531;0;0;0;0.00288302286731769;0;0;0;0;0.000544661643622061;0.00126229478758956;0;0;0;0;0;0;0
"ZNF85";0;0;0;0;0;0;0;0.000212243963281746;0.00172270640116214;0.000332743649512698;0;0;0;0;0;0;0;0
"ZNF93";0;0;0;0;0;0;0;0;0;0;0.00100193202375155;0;0;0.000271673389305941;0;0;0;0
"ZNF433";0;0;0;0;0;0.000713702046464226;0;0;7.66152396448292e-05;0;0;0;0;0;0;0;0;0
"ZNF90";0;0;0;0;0;5.38106663168153e-19;0;0;5.32885580778299e-19;0;0;0;0;0;0;0;0;0
"ZNF43";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZNF257";0;0;0;0;0;0;0;0;0;0;0.00227152330796682;0;0;0.00132864103957257;0;0;0;0
"ZNF577";0.00129788969938898;0;0;0;0.00353078588782902;0;0.000810616593552883;0;0;0;0;0;0;0.00274546861672413;0;0.00230633384034101;0;0
"ZNF100";0;0;0;0.0047720201070447;0;0;0;0;0;0;0;0.00832358157745321;0;0;0;0;0;0
"ZNF486";0;0;0;0;0;0;0;0;0;0;0;0;0;0.00330798627409369;0;0;0;0
"ZNF610";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZNF675";0;0;0;0;0.0042292984460255;0;0;0;0;0;0;0;0.00631072813860914;0;0.0201288586862373;0.00420497566310162;0.0123340223677425;0.0209430089823095
"PHF19";0;0;0;0;0;0;0.000125190198253393;9.78281422836742e-05;0.00102344466576768;0;0.000379399416600162;0;0;0;0;0;0;0
"ZFP30";0;0;0;0;0;0;0;0;0;0;0;0.0825508419326017;0;0;0;0;0;0
"ZNF571";0;0.00200339798550969;3.2919525737714e-05;0;0;0;0;0.000748214020585881;0;0;0;0;0;0;0.00606139380026801;0.00742737446981169;0;0
"ZNF177";0;0.000169076328829762;0;0;0.000606059316783022;0.00126494337546449;0.00229712668384794;0;0;0;0;0;0;7.04718865936827e-07;0.000725166098736604;0;0;7.62049552320802e-05
"ZNF568";0.000647831571375866;0.000569377860435313;0;0;0.00112157999469967;0;0.000605267006074165;0;0.00222136264844133;0;0.00389246914271247;0;0;0.00172517200858839;0.000326009691242321;0;0;0
"ZNF615";0.00163533788761657;0;0;0;0.000402887492220684;0;0;0;0.00424325354545976;0;0;0;0;0.00115504210626875;0;0;0;0.000664231711083127
"ZNF540";0.00121062366242384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00155792551465087;0;0
"ZNF235";0.000969816650894595;0.00130043957289998;0.00496431464971294;0.00152349212349908;0.00540000655802493;0.00658367655783881;0.0104941308166185;0.00644039918717657;0.00177426662761612;0.00174975204240322;0;0;0.00024358126365252;0;0.00381067037975202;0.00439552916563006;0.0027075463423006;0
"GTF2IRD1";0.000368782976935603;0.00715933466581499;0.00219355101413509;0;0;0.00300204526424918;0;0.00537552747167257;0.00202796638094976;0.000636761305520515;0;0;0;0;0;0.00048167370010476;0.00527627775540756;0.00034475500180485
"ZNF350";0;0.000292307724037959;0.00387813957836166;0;0.00195318128442482;0.00478117135162985;0;0;0.00400557831465316;0.00554258412277125;0;0.00290951508385381;0;0.00154784893466323;0;0.000329647359650842;0;0.00129796708633596
"ZNF432";0;0.00181962020529393;0;0;4.19719636532068e-05;0;0;0;0.00125681070559582;0.000179968116954213;0.00087428214395947;0.00278027929443053;0;0.000852334287830876;0;0;0;0.00336103450211722
"ZNF222";0.000255085095874181;0;0;0;0;0;0.00167136010217988;0;0;0;0;0;0;0;0.00142482693461865;0;0;0
"ZNF347";0.000833200993897431;0;0;0.00177602848906816;0.00170903764487344;0;0;0;0.00366306831316598;0;0.00592350638837972;0.0193486045783495;0.00132738341197223;0;0;0.0123531193145103;0;0.00316932309199765
"ZNF626";0;0.0106415826855165;0.00952361997814131;0;0.00360607812363619;0.00286043851921573;0.0084934791381654;0;0.00462681661798415;0.014871635644408;0;7.99657762209506e-05;0.00227721697119894;0;9.2735735178956e-05;0;0;0
"ZNF429";0.0013606548010262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZNF83";0.000338350104976109;0;0;0;0;0.000440842677413216;0.00137981652231146;0;0;0;0;0;0;0.000741743279051825;0.00155909104907478;0;0;0
"ZNF358";0.00389160286838903;0;0;0.00122342570855424;0;0.00301137334775916;0.00392459982768282;0;0.00364436696281331;0.00340324730243618;0;0;0.00145779753798001;0;0;0.00331424789781858;0.00345467209385921;0
"ZNF582";0.000967761611107789;0;0.000747047799648997;0.00188824099602878;0.0018019891112546;0.000826870759843637;0.00168885926228984;0;0;0;0.00183627424278817;0.000612015645622853;0;0.000489934337321498;0.000964569208833389;0.00131388852765737;0;3.48284650780396e-05
"ZFP28";0.00208573776983795;0;0;0;0;0;0.0106212301666784;0;0;0;0;0;0;0;0.00858522393126226;0;0;0.00967194851185896
"ZNF471";0.00352889480644107;0;0.00430665825080236;0;0;0;0;0;0;0;0;0.00253155083009057;0;0;0.00352760071253452;0;0;0.00158449108543448
"ZNF677";1.41524364210301e-07;0;6.9630745062613e-07;8.07596002386987e-18;3.58581000718535e-05;2.18863106411157e-18;1.20233258468164e-08;0;0;0;7.0427447994989e-18;0;0;1.7387792813548e-18;0;1.10658760198557e-18;0;0
"ZNF135";0.00376311933060908;0;0;0.000873272614934566;0.00214701839778986;0;0.00324192548104765;0;0;0;0;0;0;0;0;0.00845234405114831;0;0
"ZNF71";0;0;0.00206402687206237;0;0;0;0.00135408646917013;0;0;0;0;0;0;0;0.000409784716498687;0.000854005157318796;0;0
"ZNF304";0.00357891631563834;0;0;0.000433437288942196;0;0;0;0;0.0126346091259954;0;0;0;0;0;0;0;0;0
"ZNF134";0;0;0.00136847797926572;0;0.00542739238912127;0;0.0107507145298206;0;0.00348420646456292;0;0.00231149755416951;0;0.0020857401414914;0.00368811363485931;0;0;0;0
"ZNF416";0;0;0.00330109992230373;0;0.00399054386023483;0;0.00389824377686107;0;0;0;0.00287624882166638;0;0.00155826556125696;0.000971493344892799;0;0;0;0
"ZNF418";0.0023386188074278;0;0.01104489782933;0;0;0;0;0.0234912314325612;0;0;0.00650765960410639;0;0;0;0.0134241759064649;0.00458742755417498;0;0
"ZNF264";0.0101059339878261;0;0;0.00549233248748452;0;0;0;0;0.0106465350779616;0;0;0;0;0;0;0;0;0
"ZNF547";0;0;0;0;0;0;0.0048666003680948;0.00537257203149842;0.000512367552474778;0;0;0;0;0.016230876205858;0;0.00362490720156853;0.00263916951849374;0.00315541106580349
"TRERF1";0.00481725190953211;0.00551774017563293;0.00263393246586718;0.00145973000815775;0.00226130305025017;0.0111064360237538;0;0;0;0.0028400240985502;0.00203153465011469;0.002236796414145;0;0.00231827625794566;0.000542223186840815;0;0;0
"THAP7";0;0;0;0;0;0.00491549354061773;0;0;0;0;0;0;0;0;0;0;0.00352530062912517;0
"HIC2";0.000451604381738502;0.00114310530568424;0;0.00205723009360186;0.0117119416200942;0.00426192290126143;0;0.00410474840539788;0;0.00149770773303438;0;0;0;0.00347572485002773;0.00525240992719258;0;0.00281680639140593;0
"NAP1L2";0.00342149818364438;0.00133321345160179;0.00131098522933569;0.00179572058901484;0;0.000934997138477404;0.00494038670858401;0.00840823515143599;0;0.00128360395286081;0;0;0.00837902519451617;0.00149211775737306;0;0;0.00257606777651992;0.00189625026000775
"TCEAL1";0;0.00232794221842186;0.00140611952826585;0;0;0;0.000821676660157722;0.00448198180147514;0;0;0;0;0.000373700629954133;0;0.00323434915110387;0;0;0.00118545850585715
"PHF6";0;0;0;0.00217030042840297;0.000224248385565307;0;0;0;0;0;0;0;0.00227649397734777;0;0;0.00837143691123951;0;0
"IRX3";0.00587073384848938;0;0;0;0.00601215464130847;0;0.00712351059690323;0;0.00686236730583575;0.00594770030177308;0.00575188421251115;0;0.00441426056641382;0;0.00399294391370678;0.0141714449550219;0.00101710189700336;0
"MAFB";0;0;0;0;0;0.00201376958549174;0;0.00121657102398942;0;0;0;0;0;0;0;0;6.15606310078285e-05;0
"ZNF670";0.000961033762446681;0;0.000462229202012289;0.000220575983752894;0.000348813065507459;0.000522470943300366;0;0.000450727339211786;2.90254676466057e-05;0.00064208029508671;0.00073677734878174;0.00142500228556724;0;0.000425437664989216;0;0;0;0
"HOXD11";0;0;0;0;0;0.00579180260030266;0.00328111923483643;0.00161726618500922;0;0;0;0;0.000196978678021776;0;0;0.00130188057650095;0;0
"HOXD9";0;0.000720295359124402;0.000552063244790494;0;0;0;0.00183644240928538;0.000503095081373638;0;0;0;0;0;0;0;0;0;0
"HOXD10";0;0;0.000924357344737858;0.00170947619400606;0;0;0.00575090706145588;0.000437722868031647;0;0;0;0;0;0;0;0.0026038994363285;0;0
"HOXD13";0;0.00105579467195697;0;0;0;0.00116453494327443;0;0.0016905562346018;0;0;0;0;5.71829963226981e-05;0;0;6.91834070368227e-05;0;0
"HOXD1";0.000589611081914424;0.00217188296445685;0;0;0;0;0.00227457767178849;0;0.000325058472895083;0;0.00071726708174925;0;0;0;0;0.00324120782641729;0;0
"HOXD4";0.000925490239784834;0;0.0063138257084446;0;0;0;0.000813160577482813;0.000193639850091485;0.00356341263627094;0;0;0;0;0;0.011218446550422;0;0;0
"HOXD3";0.00765399369304143;0.00340936787914796;0.00311638560532916;0;0;0.000562078278736689;0.0103122426166837;0;0.00422467424484886;0;0.000508113892476065;0;0;0;0.00619399113125651;0.00405068887492105;0;0
"HOXA3";0.00484487591855405;0.00326001385437217;0.00291498071741648;0;0;0.00569149896845021;0;0.00162846170881092;0.00488871849237062;0;0;0;0;0.00175771644573982;0.00480711281789735;0;0.00267410606487491;0.00411535040128215
"HOXA4";4.51693309908477e-05;0;0;0;0;0;0;0;0;0;0;0;0;0.000238519491274273;0.000494640440553084;0;0;0
"HOXA5";0.00157890858426658;0.00481563457577765;0.0032380514233261;0;0.000174219783880808;0.0083205024436867;0;0.00386276833380577;0.00421377332461892;0;0;0;0;0.00336731113437392;0.00348331339110652;0;0.00158011823165075;0.00372387259700362
"HOXA2";0;0;0;0;0;0;0;0;0;0;0;0;0;1.07479969014485e-07;0;0;0;0
"HOXA6";0;0;0;0;0;0;0;0.000192795959322148;0;0;0;0;0;0;0.000936014363041393;0;0;0
"HOXA11";0.0025305489969878;0;0;0;0;0;0;0;0.0026855076042058;0;0.000869347855264309;0.00475251292865469;0;0.00028807637055829;0.00326633183538356;0;0;0
"HOXA7";0;0;0;0;0;0.000726715906598075;0;0.000857157184040987;0;0;0;0;0;0;0;0;0;0.00230035239242057
"HOXA9";0.000276118688888126;0.00204596921068184;0.000288574756426146;0;0;0.000242751987211482;0.00541607371964739;0;0.00258061744483956;0;0.00196281073884004;0;2.04959815453843e-06;0;0.000784127374560718;0;0;0.00184767426693145
"ZNF558";0;0;0;0;0.000196424346481948;0.00114029612221454;0;0;0;0;0;0;0;0;0;0;0;0
"DLX5";0.00350399024210925;0.000727126145574149;0.000590613836759591;0;0;0;0;0;0.0023203832672582;0.00150379330600803;0.000705626972551376;0.00152281683750389;0;0;0.00402440755190682;0.00251340188339543;0;0
"MLLT6";0;0;0.0012888166651661;0.00225914227679902;0;0;0.000404916244417157;0.000841725971486394;0.000757404455288676;0;0;0.00214704537934563;0;0;0;0.000771348187778617;0.000756729232813865;0
"FOXD4L1";0;0.00298978819822043;0;0;0;0.00196564743135654;0.00161993976558368;0;7.69713353574964e-05;0.000502484982790746;0;0;0.00396084209204149;0;7.23008130183148e-05;0.00210739925885859;0;0.00176862972887189
"NFKBIE";0.00110655325293788;0;0.00381008527756487;0.000956301654741186;0;0;0;0;0;0.00290026139784263;0.00151094107645857;0.00872275684897382;0;0;0;0.00266132048641052;0.00169959950671846;0
"ZNF215";0;0.00130587912221078;0.00150518770909484;0;0.00493396120538226;0.00192248276542114;0.00352226662085177;0;0.000571844339562958;0.000432652201376082;0;0;0.000820326315391046;0;0;0.00249302525899583;0.00193178718339372;0
"HOXC9";0;0.00844459922872746;0.0002500097063132;0.00332364614345751;0.00211753853597068;0;0.00252937612464068;0;0.00286058052435549;0;0;0.000548196565793923;0.00173517365688364;0.000402453176434253;0;0;0;0.0049503853179199
"HOXC6";0;0;0;0.000531583408398687;0.00171442607606705;0;0.00238372631276011;0;0.00389759419552323;0;0;3.3677611150554e-05;0.00180206032092304;0.000962237270423281;0;0;0;0.00436618232383103
"ZNF140";0;0;0;0;0;0.00214328895650565;0;0;0;0;0.000541077222299756;0.00281717462959725;0;0;0;0;0;0
"HIF1A";0.00245770590956369;0.000223559443821248;0;0.00428212040730886;0.000129293393862804;0.00193023999951059;0.00169696614744612;0;0;0.0015329421980445;0.00129368253461786;0.00258971286334606;0.00185527412461628;0.00145834762389356;0;0.00132421693334751;0;0.00441013132205747
"MESP2";0;0.00622868220128456;0.000694977779718516;0.00205049914598089;0;0.00192052270922606;0.00439881939274349;0.00275757127047638;0.0031564818923253;0;0;0;0;0.00123601041761111;0;0.00176972857871017;0.00208701064205382;0.00114485186950254
"DMAP1";0;0;0;0;0.00133402036590647;0;0;0.00101528655321786;0.00159900704868029;0;0.000180114680845834;0;0;0;0;0.000480233531155388;0.00061694885303248;0
"IRX5";0.00147812749985144;0;0;0.000487690549235789;0.00245814773572361;0;0;0.00151594826419725;0.00281469860938168;0;0;0;0.000475920695831635;0;0.00309590696774916;0;0.00186437452826498;0
"ZNF19";0;0;0;0;0;0.00220500167654223;0.000337537751764909;0.000188465152704062;0;0.00566121261079626;0.00215460947821006;0;0;0;0;0.00101790581906957;0;0.00167305986898993
"HOXB7";0.00300985731939302;0;0.000767603136177893;0.00133009665640692;0;0;0;0;0.000378023744887553;0.00185423806318582;0;0.00230933768538759;0;0;0;0;0;0.00252125969942563
"HOXB4";8.18154705561283e-05;0.000115952705209759;0.00133465585896353;0;0;0;0;0;0.000491437716415889;0;0;0.000458802750256132;0;0;0.00171197367695581;0.000740474832362462;0;0.000764676477209049
"HOXB5";0;0.00128676136037059;0.00157396672103492;0;0;0;0;0.00364307806542044;0.00318922946419275;0;0.00130027501493258;0;0;0;0;0;0;0
"HOXB6";0;0.00131196636462841;0.00154232830729553;0;0;0;0;0.00346619569432858;0.00306422032170329;0;0.00113876821767728;0;0;0;0;0;0;0
