 TCGA-4Z-AA7R-01, TCGA-BL-A3JM-01, TCGA-BT-A0S7-01, TCGA-BT-A2LA-01, TCGA-C4-A0EZ-01, TCGA-DK-AA6W-01, TCGA-FJ-A871-01, TCGA-G2-A2EL-01, TCGA-GD-A3OS-01, TCGA-GV-A3JZ-01, TCGA-K4-A3WV-01, TCGA-XF-A9ST-01, TCGA-XF-A9T2-01, TCGA-XF-AAMG-01, TCGA-XF-AAMH-01, TCGA-XF-AAN7-01, TCGA-YC-A9TC-01, TCGA-ZF-AA4R-01
FAM101A,0.003489649649992584,0.008149168926485421,0.008147218720707014,0.007901967008292897,0.003790116606693661,0.008147572636921377,0.004811441076354892,0.0027180979462224355,0.0032633836494298444,0.008147572290080141,0.007219996318111447,0.006355598540781289,0.008009992251962283,0.008139643946927521,0.00814764201413896,0.008068933143227118,0.0047140132256988845,0.006526383324011506
ZNF430_TF,0.00798772661292951,0.008350184222230946,0.007625502466676083,0.008085258397541577,0.007980518457289417,0.007199318862090622,0.007004505498268078,0.006324735610790395,0.008147812917209537,0.008147505080615134,0.008147494811243878,0.00812298802593505,0.008149184038014512,0.008200794478450067,0.00543397902569341,0.00814603515828072,0.007344656735580191,0.0081475558470565
RNF169,0.003031593433348715,0.0023467807789325445,0.0015134653334482233,0.0074573412719839026,9.918232859843674E-4,0.012294766764751762,0.0039090499022319015,0.0023969537181135784,0.03450355380897425,0.0023096999866104814,0.007954511117325973,0.05119180452514579,0.004810017082642239,0.008834239281331204,5.682877250771413E-4,0.005525285759856849,0.005322266957088203,0.007422079040806264
PLCB2,0.007174249230395909,0.008591415787607158,0.008218789523295337,0.00815471146170046,0.00808337064077162,0.007477521167219351,0.008154519260336076,0.009050797035726192,0.006614374839843458,0.008147253731434444,0.00609122434373774,0.00899932113046735,0.008134997596193218,0.008138566848470865,0.0050877072520834265,0.008293358392550843,0.0081507972469114,0.008160127894410013
GPR124,0.00819566773471949,0.00814750265573837,0.008023713359332305,0.008240956284637386,0.00814750435004323,0.008147536773948525,0.008182321127371297,0.008112300845515879,0.008132100381105218,0.008153934497429079,0.007992313882946165,0.00657630517877228,0.008146644827025293,0.008151122525761603,0.008147162948286431,0.008147499458099504,0.008194300115891118,0.008109935076703743
ENG,0.0081609275837215,0.008154822514923823,0.008145553632442255,0.00816711347357202,0.008147649222232151,0.008146650679565598,0.00814535883454285,0.007281671723029988,0.008147618129428885,0.008147866251085583,0.005477080761062446,0.008267860230600301,0.0074661612849006185,0.008121216808318852,0.008145071188843452,0.007708024269211201,0.008105686684766066,0.008137009975825664
TRIM16L,0.00621684904220643,0.007282175747268442,0.007510767531632731,0.009117968269521042,0.0056446688161885476,0.009200000005289156,0.008962492003635154,0.005152669295831507,0.010516303959185801,0.004851033750021009,0.009487494519773744,0.004432368932050567,0.006332402810272949,0.007940317781083978,0.012104802232365956,0.0042241064874873665,0.002963628180085677,0.009465659813427738
TMEM160,0.017553158712769707,0.005287970797169913,0.0051863881406791195,0.001535564134106851,0.015583585305136413,0.014319088966813808,0.005362585234197695,0.00693967790006052,0.011693498869392194,0.01094763482193443,0.01101505769093571,0.006671422147683395,0.016246813294298345,0.028598085373301645,3.124047268961436E-4,0.004109892561141161,0.013743209895436342,0.002911892736536614
GPR153,0.0037963541880326824,0.00568984221707108,0.004838488571114744,0.02762893131789337,0.011865860196654593,0.008012066899495563,0.0035216171977681637,0.011952201538467846,0.006532691878107207,0.004526123038688483,0.0034523679624639254,0.009350712615609658,0.005323913615575526,0.010827328602229735,0.007127699291388647,0.0037022057806070908,0.0027534206927779456,0.011001264151592013
CHN1,0.008385970064619323,0.008147435292658175,0.008147494838110877,0.008069614821728683,0.008161149848708306,0.008147501692917485,0.00814653445630288,0.008026893219302233,0.00871355090795912,0.008156967142558239,0.007674371557750893,0.006652272666752327,0.008148734535211305,0.00814614066344564,0.008146606514328827,0.008147462562687864,0.008246005709538888,0.007953184979468546
JUN_TF,0.004727429062036685,0.007150496272628064,0.009552409311226725,0.004093749642343941,0.014975865501870455,0.004275846712556292,0.008758306287590828,0.006004936092306777,0.006107190171936726,0.008108224804980958,0.009012479032824728,0.00614594315674291,0.011424820137678213,0.008816129744643594,0.006717366229018661,0.008160082244009612,0.007069770440956117,0.007162928813957504
RPL15,0.004799088900710437,0.003738100739764373,0.0026294961947349784,0.00670303713341745,0.008069086309689732,0.007167049474137892,0.00863264183839684,0.007540113451010989,0.007247148298304154,0.004351360578422222,0.0031032793963794007,0.00591271265247682,0.0035815290059090033,0.004015804139021533,0.00390719791134482,0.005374216035350275,0.003628148164826213,0.0033759344637810033
RNF130,0.01240652756556816,0.008257418285940787,0.009636168777696531,0.008126408138301108,0.016104999920399137,0.00588888635559759,0.008213151007023611,0.004133621136119621,0.005358843453420393,0.008147135184149614,0.011256395062724042,0.0032620662025968617,0.005586774737393758,0.007755727896971711,0.008016005452337905,0.007893412223691807,0.008438910748644321,0.009120895724719849
RPL17,0.004781333578192989,0.003369120396278978,0.0033003384678335023,0.004502684818381495,0.0040556089899293525,0.0075564867381189465,0.0040517139583253915,0.007590012172123502,0.0052483955549531445,0.005610119654558858,0.0036327672521321245,0.004572963166502969,0.0049643417015470094,0.004687379357500406,0.0035850559476071453,0.005087230451311104,0.003480596342515137,0.0031533617994001168
RPL19,0.005547423980621206,0.006233415754224233,0.0027878518746839707,0.009135896464748607,0.004546949398883599,0.008385930615461657,0.00837359967637471,0.008215143919425771,0.007550776075592924,0.004695490773229119,0.0034078696456906967,0.005404371664330774,0.003776500219848378,0.005637509071168142,0.003805077897928196,0.004688801595270324,0.0032967788032588654,0.0026478040320142395
F10,0.008199234181255106,0.008136288548158815,0.008147497184184716,0.008381566554079798,0.008151713468479644,0.008147502829853201,0.008147501420217904,0.007941866461605858,0.008268790890497776,0.008157811050777395,0.0076479234595793295,0.010358981142199504,0.008146242995621908,0.008147694125805622,0.00816003473842357,0.008149564755716652,0.008174347449065469,0.00816368712884377
LAPTM5,0.006955422353470409,0.00811814318566811,0.008147501751231148,0.008142748390178384,0.007676223712704437,0.008146681093314886,0.008147501714534263,0.00781938597185841,0.007152232864239094,0.008147496253593572,0.007325179857770188,0.006667485446570569,0.00814158272847366,0.008147099039885976,0.008147379612582118,0.00815058555961755,0.00816060500051685,0.008143406251378042
SULF1,0.00812598509352192,0.00814672474499415,0.008147497492371964,0.008182475284083076,0.008147192154404724,0.008147503084183733,0.008147565497016809,0.006196869945771948,0.0071480705877432485,0.008190256668500012,0.007800602702421689,0.00612829826044714,0.008138506920346539,0.008167651936518016,0.008147463797683321,0.008147709972666605,0.008178002506791371,0.007067981347551101
TMEM154,0.001153413655854741,0.03843060481917344,0.0010844944943641974,0.005200452479926498,0.0036819506405537947,0.006812738882777061,0.00232103374238671,0.011762521473981305,0.00666086975644427,0.0039725781806169425,0.012869939568376398,0.002221006531146581,0.024306601439089453,0.0016864950881197226,0.004760802576356889,0.004873244977083349,0.00935327297324404,0.030979510003127743
SULF2,0.003217537299697915,0.008148390870992167,0.007348914273403969,0.008159634042972794,0.007623124563631232,0.008147486826965838,0.0070611069813566255,0.002667579936016794,0.003974758771516623,0.008147100618080183,0.0087140265303563,0.004092576653777564,0.006893782937811877,0.008004447114525899,0.008147680536180722,0.008392959790270091,0.024953896190607547,0.004200020659720439
FIG4,0.003191327070807452,0.007948521701130506,0.014106101903641468,0.009035619235125764,0.026154797039165893,0.02107064271469758,0.0033769483063117254,0.03182442291937423,0.007174084122516387,0.006524879716666978,0.012104116378427126,0.0025342524078405125,0.009222513866254176,0.00478534039560332,0.005933905219600845,0.007942537423839047,0.005669840526342732,0.0038392520351176796
TMEM156,0.007061200505329875,0.007396269341357311,0.008249449405738364,0.007077395591817207,0.008118924398675178,0.008487848949769998,0.007661447537017713,0.005707738492715275,0.011138666903612277,0.008231212532650148,0.008130555032970404,0.008522854733036446,0.008267809288639245,0.007729011689717213,0.00567316705593154,0.008195925461470997,0.00784516327116679,0.011713624485810006
TMEM158,0.00803963588651255,0.008146967425744434,0.00814743507721156,0.008172142326361287,0.00814734337566383,0.00814750169792083,0.008142714061225553,0.006264104553399362,0.009029064680049385,0.00814554739047596,0.008339135926757762,0.006465999648753181,0.008138529424713808,0.008163698231117612,0.008147501678644267,0.00814744212240508,0.008119955609124969,0.00709221017053919
ABI3,0.007331369706963478,0.008048711657694989,0.008147507360359223,0.00814750530194684,0.008147757882585297,0.008141278536173817,0.008147501546236785,0.007555129546230452,0.008219613308195975,0.008147557888358492,0.008147477589298673,0.006250157959340106,0.00814617452440357,0.008145396278661234,0.007654444951235108,0.008116099520266817,0.008147210594987313,0.008153616615620977
SARM1,0.001833634344170489,0.10055983146745642,0.02047445846934913,0.0013170890057683435,6.979700883221768E-4,0.013318662810386588,0.009229260014508122,0.0333330856672875,0.016659450240184174,0.010279549233648502,0.009313172818809352,0.002176554038560979,0.003269897458597239,0.013806281420788073,0.0030167444006241268,0.011930881833876776,0.005346218384051364,0.0025239382066859495
MSRB3,0.007959441968609099,0.008147563609867537,0.008147448160576824,0.008208765962047416,0.008147583826866466,0.00814750209422359,0.008147286103835558,0.008088849815178874,0.007019313979019449,0.008132478777337126,0.007416707042354219,0.007324616864007042,0.008144249935233409,0.008147479835242473,0.008153969473979877,0.008147347038586668,0.008088612654676688,0.007367170850627719
FILIP1,0.008342414938298895,0.008147911729617346,0.00786398515557495,0.008225077124065883,0.00819939990341073,0.00814770687082457,0.008147513813600122,0.0081735957956549,0.007315234766391785,0.008174430905233274,0.008040823487758492,0.0044954690405393195,0.007760923712205518,0.008143399826918562,0.007691001972874462,0.007911072909146347,0.007551037434320746,0.008150318586525736
ZNF579,0.009449677415640022,0.0034831137145937487,0.0031245900107570203,0.008394547098749405,0.005214737885589072,0.008143860088240551,0.006943000829214712,0.004156203718499998,0.008399918007040272,0.012416059701297775,0.00810657886282253,0.008967549337272129,0.010013254821181138,0.008049219384773555,0.002591623592023454,0.008151346255188298,0.01004479585720847,0.007815194312335799
PLCD3,0.010490413656562912,0.006726570308887311,0.006881351857093431,0.005933063696897733,0.006434293318859767,0.006250985191800217,0.0035354895532273157,0.00355939479399813,0.0035325623291079735,0.0089064886057356,0.008762752896496952,0.006035774538570334,0.005563990825200295,0.009183276237364544,0.005430770996180869,0.006652519289984104,0.006750660027620384,0.00988432467529753
ZNF429_TF,0.006073434092720245,0.008044372905542451,0.008166434847720382,0.008101589987453951,0.008154254424620618,0.008135970374215746,0.007187595384593791,0.005713809507723004,0.006703865695545563,0.008326054189111627,0.008149335425087627,0.008159166955058642,0.008139701929705421,0.008147422960078667,0.0066729013266349745,0.008115036218991815,0.003946338502374912,0.008150034793092889
PHLDB1,0.008170595892493785,0.005759452191101933,0.005585899039282394,0.0066582279739698415,0.014847550874039118,0.006281005519717594,0.0024069616669447668,0.005963819504138183,0.003446820890667356,0.005243396855313112,0.004890499080813036,0.003388593988034567,0.009366614978960767,0.008839686146430813,0.009635322888688253,0.013018514337191357,0.011135935245776564,0.003169668711291084
COL16A1,0.007876609978078321,0.008147598582864615,0.008147561475343044,0.008171436084170331,0.008147502985053403,0.008147501707587872,0.008147148009910298,0.006650796008834472,0.006618863858919235,0.00814490672662755,0.008210410124124315,0.006759658196449904,0.008147298501790818,0.008150123809287087,0.00814750008962934,0.00814688681874119,0.008110594638429482,0.006920023635111577
ZFP62_TF,0.0020143170409926674,0.008587546336145417,0.03115649172473589,0.00931402910342602,0.009262353047885113,0.0043621793045200705,0.0012770963727558708,0.015532916525113164,0.002413214483866912,0.0017585514381030735,0.01570785998025864,0.31356499471721455,0.011955864076212129,0.0016183604936490976,0.00406051495165059,0.004618147439121085,0.0011044373459455357,0.005228516939076097
ANKRD35,0.004126450560199778,0.008549426125897925,0.008666530574381012,0.007067565374712752,0.007501936422173555,0.004327831660405731,0.008946824174400833,0.006654753319225673,0.009336980828592,0.009164299703743172,0.009135031204087476,0.003045995098900164,0.017294775520721804,0.006581539151780885,0.013649867047894186,0.012595462851552445,0.0028240495262847115,0.004706514781402766
CHPF,0.01081546917085172,0.022781069262649285,0.004185286161662667,0.008221229515246972,0.004824437438798975,0.003112310485346714,0.007328901832072892,0.004078606038677858,0.003111282811675162,0.014885087918378866,0.013558672353349925,0.003540149799972201,0.007781663186425319,0.008870247575008032,0.003517808845372117,0.011561062487821861,0.003039289197154582,0.003727243207379748
HJURP,0.00814479302835159,0.0081468375589046,0.007504396670924551,0.008146029405046759,0.007327019226141132,0.008150039074193092,0.008220184013217694,0.008385946178844502,0.00768440405714945,0.008148319595657278,0.009389415828718037,0.007918999775568168,0.008209843324776202,0.008147861426504428,0.006632896280471955,0.008117929698016784,0.008166081424324644,0.008147677416573454
FAM107A,0.008142866556763443,0.008147785758466536,0.00814584862486959,0.008439517889446045,0.008148176416647708,0.008147504845093433,0.008147440280269907,0.008289887334751469,0.008152780384969133,0.008147358915255337,0.011446202501572494,0.007303999305282794,0.008149845893113671,0.008369238647016044,0.008147475778649025,0.008029285548786643,0.007370013021881075,0.00814472764116978
BEST1,0.0067115243417486285,0.00815077580176721,0.008147498301636415,0.0081483506438415,0.008048215171730733,0.008147501447311821,0.00814885329446991,0.018159981408597738,0.004076775170214599,0.008147514986223599,0.016927755855230667,0.0035743762296108258,0.008173008612773616,0.008148777386282422,0.008147517808810492,0.00814769821308649,0.008164144141615119,0.008577038802783073
TRPS1_TF,0.003990701214986632,0.014500123661930178,0.012321252337140555,0.006554917986374975,0.0026458005360229958,0.011013571808491088,0.00545564252586669,0.0029599972261263956,0.006969674312970611,0.006925435790338207,0.006854970502635615,0.0024558996890956097,0.004907199791480405,0.009296395329288172,0.012662296675627203,0.005228823852049455,0.008730275706231846,0.0071363205302532725
GRAP2,0.007232820872697113,0.0080768482628177,0.008147630337985799,0.008123729149763656,0.00814489743976314,0.008372320013493448,0.007946961207797167,0.008147501501856643,0.007448827458001322,0.008147524750646536,0.008147393613698215,0.00679275097848637,0.008157027734769874,0.008148443665365034,0.007185135317170029,0.008147532712995207,0.008145704993185775,0.007720691672083744
NBN,0.007655398187757106,0.005635160305992601,0.004975379569254856,0.006690308901276219,0.0027835556304111964,0.0044090715043317115,0.003544780851318586,0.004502183962232977,0.007920357268413301,0.02618403185674302,0.014917456034654861,0.005182199445747482,0.006987520772776335,0.007988232906940614,0.002437932205962925,0.008404628472748619,0.006033006003960109,0.010714679681690301
TMSB10,0.026217389849722685,0.0010925382313244295,0.0038942134925506197,0.008931246453392895,0.011646414785798248,0.0015832122747576921,0.00283297920319127,0.003744711050123121,0.005635037123764369,0.0068968948285206945,0.00646838035881994,0.03960567004498866,0.005184575002832255,0.021837731127167994,0.004051233959296054,0.018845618120192805,0.004452866248933052,0.011448448965732556
PHLDA1,0.01300694639090935,0.009006279017294255,0.008583072825250304,0.008759560069292684,0.00512544429754268,0.009273025274814661,0.004068276792175803,0.011231175824490382,0.008888526918148367,0.009137440107767096,0.007501177740728309,0.00587675318792604,0.004087388565443533,0.008882484143657705,0.010480684749784636,0.019788512487586372,0.006838908575382713,0.005633639783327198
ZNF562,0.006275945328730708,0.009094781179023277,0.008142769128363555,0.008340934563889195,0.005025147799782336,0.007712602249195117,0.0058596632871150125,0.005942364224899944,0.008077547645994089,0.004305458950362219,0.007006919232696505,0.008117791383808689,0.008151937169440342,0.0031648926205821593,0.002667074872215134,0.007584713197770122,0.005256416585758467,0.008125147757443602
TRIP13_TF,0.008147274901143904,0.008020194852995162,0.00777374490942948,0.008194892599321515,0.00877620061087467,0.005917097956049462,0.008823719358620974,0.007645161671922824,0.007558291500575575,0.008147872749042393,0.007011174819081298,0.00680674354501668,0.008679547533322082,0.008130833808696374,0.003282537815184396,0.008506444217192677,0.012284868451486566,0.008145557577523901
RNF44,0.0038907451401999794,0.009199146445805906,0.008150465042585134,0.008242516323011368,0.008340141341579895,0.005296860059072892,0.002648500829697006,0.008232709676662408,0.00815590444525834,0.006813601678055351,0.008713386489919489,0.008137586586235852,0.008203571539609046,0.004414569168488951,0.004902870246012536,0.007293742607421891,0.02167609470203116,0.008210920827888428
ADNP_TF,0.008082959790340193,0.008172546879329676,0.008424964397755867,0.008131707489659508,0.008148016441642833,0.007020760874636055,0.006062779139540253,0.0075201816187703725,0.008147493690811492,0.00814743291670244,0.008143817164554795,0.008093792396642626,0.008146416754913219,0.007931433568225827,0.005341207442776122,0.008147489350179067,0.007146164090505674,0.008147505739560088
CD180,0.008001687931483481,0.008120360851225398,0.008147501702766022,0.008145461792691001,0.008147341732822926,0.007690183655750514,0.008147501697981402,0.007602611779510091,0.00756477050251104,0.008147512597666067,0.008032659458657323,0.005333252200398109,0.0081476747208951,0.008147517841839773,0.007351908128679061,0.008145949357917012,0.008147495425590347,0.007995683604364656
F2R,0.008597783577341046,0.008147096084676328,0.008050503049427381,0.008223696697371767,0.008082294542361734,0.008147501853467553,0.008147501496508992,0.008300782026831887,0.008578898345105527,0.008156593570370551,0.008147479602763675,0.006747229588518811,0.007613902042843737,0.008146645249377572,0.008147457385043048,0.008102315791901068,0.008163877122008981,0.008230481686172035
TAP2,0.00782239585470388,0.007831601394172733,0.008162143238117644,0.008177393750231354,0.007998303646130637,0.008147848387655615,0.008150681118701852,0.00814750304926077,0.006778191812202541,0.008147942198082252,0.00814750185991785,0.01371711340618482,0.008147890064925244,0.008146569348473555,0.007490114942767938,0.008143730644837805,0.008147648782668665,0.006718830303365483
TAP1,0.007258351481068189,0.007982594897821112,0.00813430637242828,0.008152252233628246,0.008146868535607435,0.008242338970240893,0.008291054729426027,0.008147501497408977,0.00788268466896718,0.008148012314958724,0.00814750169265809,0.007449090243734394,0.008147863366229158,0.008147278106864027,0.007286977337806011,0.008115165229602284,0.008152923051395682,0.007304324833366536
SYPL2,0.007977373263244077,0.008071993548120418,0.008377064849717756,0.006969460238041549,0.008162615985239376,0.00814736225406661,0.008148320487786753,0.007631396032320489,0.004984337405724543,0.00814873428685106,0.002721090799843451,0.006826803351208904,0.008210032580188476,0.008143832723888486,0.010475688869723901,0.008222221625672974,0.00639108349533105,0.009006168487150211
CYS1,0.007768462400041992,0.008147431952512687,0.008147502539160804,0.008170360664395124,0.008147485144623674,0.008147524645450372,0.008138306622087426,0.007899666556163648,0.006939925159726532,0.008156005409070546,0.007777918267831289,0.0077035550005177585,0.00814871407304504,0.008145337289087357,0.008144274104316661,0.008147339929512413,0.00804281710370367,0.006930026035553712
CLIP3,0.00818379078370512,0.008147498756825277,0.008147406282718922,0.008129431245675518,0.008147447899142984,0.008147351800943572,0.008147285110846936,0.008159844182069699,0.007996566050303555,0.00813500472766381,0.008081117429553234,0.00595894133896909,0.008154396270679331,0.00814638935659384,0.008147616777488653,0.008147424659130074,0.0077974927616080445,0.008205075063495474
KIAA1614,0.0052620034893814185,0.008021730771189997,0.00814882174848517,0.007281099707767061,0.008154957107032453,0.008153286825174423,0.0034999421574352188,0.00441154327398893,0.004004794026709832,0.005503823999233224,0.010322017267215081,0.0024702649795716593,0.009159301072123862,0.010827140441074306,0.007494084347717461,0.007883038866618742,0.0038107262259662066,0.0030795050871023637
MELK,0.00814757613247171,0.00833930998404695,0.008144880054186013,0.008142210211988916,0.008147502689388793,0.00812526556882028,0.00835336167347151,0.007424811676999101,0.007964322756761743,0.0081474924052289,0.00818621080215698,0.008146367921340384,0.008089626489351884,0.008147270662931036,0.005350720694483791,0.008143833661470215,0.00800377934967986,0.007860104648760854
ZNF345_TF,0.008141721268381374,0.008148435831219032,0.008177583051021333,0.008072236184158312,0.007686426706805017,0.008147501697976615,0.006983585685906181,0.00806289361474416,0.008147099011768518,0.00814749777642812,0.008147501859939255,0.008147501697984236,0.008148500516571367,0.00796396726471946,0.00748008776283838,0.008147504258430367,0.007778272323365877,0.007987817107768429
MALAT1,0.005584781259265844,0.007425351037544233,0.006126548329173056,0.0079605542960001,0.004238806136073485,0.012619074754903087,0.008053564674473332,0.008242988864641575,0.014694147408513124,0.009884164047493753,0.01386626485730906,0.0032367393878949026,0.012484944495924818,0.0029453361291746642,0.006251614487072067,0.003439838986391191,0.0036891333604621864,0.005587995417422179
ZNF552,0.014921123604434554,0.012392552315337549,0.012074762507676138,0.008142440596233572,0.014679672133540666,0.007324200696042343,0.0067427247430950025,0.00814778757461451,0.004514514388040812,0.0027763094464778003,0.0035796420003225094,0.00802946118567359,0.008838095322078854,0.005130274419554553,0.006933513638114193,0.00814750603673688,0.012150185681106027,0.008112782808462308
CSF1R,0.0072510359143850844,0.008137732312114935,0.008147502315344715,0.008145697970289046,0.007797272433636542,0.008147116489247463,0.008147501717036081,0.007654897951541278,0.0063915798951093,0.008147501308597472,0.007125552373786979,0.009243713723713807,0.008146916896769382,0.008147827508760436,0.008147430637474076,0.008147427881392125,0.00814384202501225,0.008542888548906098
CALCRL,0.008148588167216666,0.008147548079186401,0.008147624038130089,0.008565292844363151,0.008148861093656696,0.008134804764467646,0.007790092454320132,0.008454008439062657,0.00814785577429643,0.008147616329413163,0.010039676681300205,0.006926097360321568,0.008133918830086373,0.007750025396799725,0.00799002460899758,0.007319065412685279,0.007501858468509681,0.008145513326542057
ANKRD12,0.0072534990719453326,0.00815982993640893,0.008659003308783669,0.00817242606530018,0.008141974407441271,0.007564703390031715,0.0027932424812412153,0.0045482344135955085,0.008147960718262156,0.008146445118920827,0.008114211618981692,0.007823536166752694,0.008155667577669537,0.008322242611266628,0.0046061078870141365,0.008407303865463027,0.007315806636965121,0.008128282927195538
ILDR1,0.0033045870945064685,0.004239211212407471,0.009494220483886553,0.023671256844791554,0.021243096693224942,0.006910526061270699,0.0012002992486454954,0.01010468292147559,0.002074578348597695,0.007163282108874897,0.00562766620237136,0.007002687312730783,0.019625950743094676,0.0037040703649126243,0.020442302843297285,4.990471646083905E-4,0.017775412545586813,0.018216585918062623
CHRD,0.007946881354382748,0.008147488213797686,0.008147490156982138,0.008140178086647817,0.008147517104924697,0.00814746179018043,0.008142533480259282,0.007618489321647362,0.007926016282730649,0.008140937019687374,0.007553846726198667,0.007733459344958256,0.008145149363236714,0.008145732296409039,0.00815293367393655,0.008147530422197829,0.008106782383776198,0.0080390844447229
KRBA2,0.007563645527874761,0.009691178692857681,0.008376901857642775,0.008068044076314475,0.008206600074618698,0.007200518340479026,0.007458569226523764,0.008136113355949513,0.010468168155284601,0.00745884808269576,0.008477353836632059,0.0024566122883867775,0.006927072793631058,0.009661272734165626,0.004879618337353505,0.008047510232795443,0.00601777106654433,0.008151398439644325
ZBTB32_TF,0.00824030705805137,0.008143480086176326,0.008152201125532646,0.008165664066019393,0.008146596119718913,0.007185075129009734,0.008059596579979728,0.007460944331401295,0.009104283320145661,0.008147499104511883,0.008148306521488378,0.007542281168738313,0.008147961612472682,0.00814716657404319,0.008248921586387126,0.008147970920271023,0.00814333920967648,0.008181855800068706
TBXA2R,0.007944801173573036,0.008147517293843918,0.008134109616049972,0.008148137778090283,0.008145255280675109,0.008147500966899654,0.008147500809246365,0.007107065772580918,0.00760574139131953,0.008147432461136864,0.006227154304953992,0.008029898774084408,0.007516295629220951,0.008146585628924233,0.008147502462315362,0.007107262920035264,0.008131625924293725,0.00814861454273107
KIAA1644,0.008069380586887252,0.008147497963913211,0.008147476372798102,0.007761097053811028,0.00814765813832913,0.008147470584717476,0.008147494002117403,0.008126270022776579,0.006409129876169921,0.008126907393000617,0.008070106911003273,0.006191870395323598,0.008147307729814285,0.00814663521248327,0.008142790858461878,0.008148245464455875,0.008191701294578238,0.008002632228467003
GPR116,0.008147933543807823,0.00814756860836805,0.008147530846448333,0.008093773652538544,0.008142715366998874,0.00812520325743661,0.00786881883902961,0.007983659323330842,0.008147921465929098,0.008147622178473686,0.005904948166540112,0.0074172951691708205,0.008131271278731627,0.0077742854886857955,0.008033243367047978,0.0072572817032613346,0.007855432191631472,0.008138702825138068
ZNF548,0.006947659641927798,0.008160106921358087,0.008357589250179188,0.008199708435399175,0.007952226736893915,0.005538822384123833,0.005974416696010007,0.005818025761337833,0.009108827253868192,0.00814855690263753,0.008516728432014306,0.0024360217554832207,0.008285777640251749,0.00819151409393995,0.0030093573927544052,0.006309768128849292,0.007914303229682418,0.0076823370494503345
SLC15A3,0.007309433797401672,0.00796947246038991,0.008149239254978827,0.008129203433153343,0.008145393499914189,0.008257497010664075,0.008160398520826822,0.008147501669725722,0.006946425224530963,0.00814750199895135,0.008147472477978106,0.007434815497144099,0.008155431183313066,0.008147584187888584,0.007563968298672191,0.008147772265640814,0.008147551779018157,0.0077866688883738745
ZNF543,0.008164247746947314,0.008303524874264246,0.008144899792723346,0.008078238178607457,0.008138615359650797,0.005546726112168919,0.004706617289973348,0.0040180859964154296,0.008146846012676442,0.008717031380390657,0.008156909501042009,0.004315895846207293,0.008268941653278012,0.008239536751677313,0.0023497275723020367,0.008069023009568558,0.007267822461785754,0.00792702398933368
GPR114,0.008414007629458495,0.00811234635260789,0.008146572936345114,0.008134428596749902,0.008145510415197113,0.008165465065077288,0.00826294810114451,0.008147501761767612,0.008022648124200851,0.008147452028673757,0.008146282232205797,0.00675439847720489,0.008139333550488521,0.008150099413957067,0.007369213419231264,0.008147802890451918,0.008148291329140123,0.007938971041702943
ZNF542,0.008939677264120479,0.005655151572947578,0.00820170628639903,0.009761159726791915,0.009133212147992953,0.007950007415891388,0.008751175998975626,0.0055893824599029494,0.0046005790401423005,0.006827465073556202,0.00923580914659664,0.007685908067696307,0.006357366526743964,0.007896118012718839,0.008218045310322665,0.008216237660290495,0.0024409329163470727,0.008457716016850058
ANKRD29,0.0030061087762296044,0.008166995491279845,0.008147621385025127,0.008002898772291907,0.008043518019747875,0.008147498000546968,0.014299268541275044,0.004096229670168241,0.005779594906754025,0.010653881459280564,0.008147527750111268,0.0022668732557384647,0.008006832755325164,0.008901224843931563,0.008145005526515557,0.0058007756330803965,0.007933653337032633,0.008613593967099301
CD163,0.008147239817546233,0.008147406917274193,0.008147502258091088,0.008147493632098577,0.006970474971599694,0.008147500881169285,0.008147501698006666,0.006483599056425423,0.007226435962605751,0.008147502045715458,0.008147499663960712,0.0070072923665978875,0.008148029860568447,0.0081487116590266,0.008147434133224565,0.008106708227482037,0.008147504834173437,0.008263348279523675
FAM26E,0.007921054293089817,0.008146867844687806,0.008147494252887839,0.008172790593169438,0.008147491072942329,0.008147501010461347,0.008147480726015004,0.008049280659721665,0.00725211063316352,0.008127453247937831,0.008226846619688413,0.006715848082024503,0.008145052379606336,0.00814997231618516,0.008144908361320579,0.008151742507885307,0.00792858713561946,0.007538291716833935
ANKRD23,0.005669246487861909,0.039539526835132996,0.0027377780992090275,0.013276416712336704,0.009353401487588842,0.007673132950921428,0.018064483201128835,0.006467308758730943,0.006129879969409931,0.004533296838146691,0.011438917426007836,0.004125563266042792,0.028603384611825364,0.0044678494740392405,0.010227072554914096,0.0027410987082901535,0.006137852240096769,0.004062868471602644
CYBRD1,0.008003346742358083,0.00814688327266292,0.008147544404086687,0.008180900478023754,0.00814749705241111,0.008147532570218854,0.008146928813480434,0.007704677416838662,0.006909175709177745,0.008199894085672529,0.008011040226178797,0.00598475538057845,0.008147481009982348,0.00813698619519664,0.008144040207314828,0.008146533739232025,0.008143707365103479,0.007014499725889134
MARCH8,0.08358831036354523,0.0021532826025556003,0.002483074066804275,0.005116226095037896,0.008263016076032005,6.742015171263592E-4,0.002091985512483044,0.03180123314381982,0.005771789514138432,0.0021159315481810736,0.006606238407602107,0.007162407020797949,0.007602423608481198,0.002462290545792114,6.969604456698974E-4,0.02721687709577511,0.0069227393719179025,0.0015424327335066788
