 TCGA-4Z-AA7R-01, TCGA-BL-A3JM-01, TCGA-BT-A0S7-01, TCGA-BT-A2LA-01, TCGA-C4-A0EZ-01, TCGA-DK-AA6W-01, TCGA-FJ-A871-01, TCGA-G2-A2EL-01, TCGA-GD-A3OS-01, TCGA-GV-A3JZ-01, TCGA-K4-A3WV-01, TCGA-XF-A9ST-01, TCGA-XF-A9T2-01, TCGA-XF-AAMG-01, TCGA-XF-AAMH-01, TCGA-XF-AAN7-01, TCGA-YC-A9TC-01, TCGA-ZF-AA4R-01
FPR2,0.0046242411212968825,0.007915952820708195,0.008165028012643285,0.008139651986303323,0.005566578909436909,0.00813298369710173,0.008156330372301273,0.004124579925848858,0.011703091800066926,0.008277869571137225,0.008147599269914122,0.007325797579578282,0.008171160368139143,0.007895731821614583,0.007302022237955545,0.008161500951537443,0.007587720528546339,0.007906487395599529
MTMR4,0.008079769202144396,0.008142580799965236,0.00814742384488458,0.007154772153836778,0.008185862062182263,0.008128699020891604,0.005682063612488989,0.008113885465346466,0.008119771136883672,0.008146217134031193,0.008152607985266591,0.008047326443903637,0.006715650212828273,0.00595380030204856,0.0034392672914315657,0.008089055562488697,0.006300875198940388,0.007907070306910291
LY9,0.007593712226122505,0.00814494533205452,0.008139838385666244,0.008131478700154121,0.008147015382324447,0.007726886097085406,0.00814003490822068,0.007755117862727102,0.007217263081704089,0.008147495620814254,0.00813638104033973,0.008549897308277257,0.008147775947035757,0.008147494609509262,0.007258195032032109,0.008147760375575857,0.008129977860136535,0.008255594067237195
C2,0.0060363030242928445,0.006774515600091773,0.008148025994218402,0.008093572858538926,0.00812381700695924,0.008162377894221974,0.00800068481655567,0.00814749659399765,0.005158777120792624,0.008101924036839325,0.008147041353823289,0.0024004297055582723,0.008149388165344303,0.008147494523364591,0.01077677850211501,0.008147454021717439,0.008146895251238205,0.007203580361090863
C3,0.006674558147353712,0.008158458748062977,0.008230275471710138,0.007917000961579183,0.008298523913912219,0.008146580602551053,0.008763090292045658,0.005430389658391342,0.003011162986686421,0.008399226988995515,0.009231796303272958,0.004249181325093581,0.007826097290056271,0.00878525167373488,0.00814561923657079,0.008149910149472665,0.007582875049616205,0.009775317660742416
KLRK1,0.007019485718627864,0.008092596058845748,0.008148298076636045,0.008113840240015538,0.008145247735120119,0.008370128055827085,0.008103873653974055,0.008147501674281707,0.006943323780599526,0.008147517201550084,0.008147370256804662,0.00615672783722168,0.008149325568064693,0.008148323127234076,0.007303827620061201,0.008147396101091317,0.008147721816602591,0.008041578102829385
PRKAR2A,0.005914507615536391,0.004787399341177465,0.0010426217763032997,0.011217215636274393,7.207942735462283E-4,9.518147221057039E-4,0.005825968340348883,0.001736943791688029,0.009782389285139803,0.006915139222287214,0.004213965170005737,0.004960098536142421,0.007185058414405318,0.013080147682329036,0.0010416749367651227,0.006161058969161817,0.004027359725708245,0.006301392520520244
GPIHBP1,0.007998830434809987,0.008134872822793526,0.007353427831630898,0.008114911956664438,0.008143778216922842,0.008153603519071672,0.006853559928364803,0.005680505558461035,0.008147831363824314,0.00814889995350503,0.0037138448735775454,0.0063293493912143835,0.005272784581038348,0.007762196236593149,0.008146612539113288,0.006860896687253476,0.005478629364717261,0.007942410361582468
EDEM3,0.009341315286933062,0.011196707313450304,0.004165275604109017,0.014124931242109206,0.003918786416530993,0.0028841710520241593,0.0037910759879669627,0.004486489437271028,0.01512415364471821,0.011553810724169554,0.008186636826995735,0.007695111177067735,0.006626104150669095,0.00781235191470773,0.003113368573077497,0.011839167531155279,0.0035236010331393623,0.005504391658215344
EPC1_TF,0.0025384236978604,0.003675996238168847,0.009425551458049276,0.012718030700914104,0.021529211920214283,0.006390520809036153,0.0013244463455043389,0.005348495395729532,0.002249785091690866,0.004463926720453317,0.020804175146097614,0.002550408305074594,0.008563904840548905,0.002753304316943852,2.639360754893451E-4,0.0034159816188644083,0.0032624209045815805,0.00493998931799891
HACE1,0.008601236224386742,0.007991337531551098,0.007489539568123173,0.008258321034268302,0.008091457311752023,0.00584751492054959,0.0027488373657476774,0.003383637942881333,0.0095261421338372,0.006336526642446699,0.005596957883792661,0.008590609915250147,0.011204457222046922,0.008789612136315947,0.0024175001398002876,0.008794422554039208,0.013481381134138857,0.008930729553307381
NAPSB,0.007268697149933239,0.007902248948298135,0.008135733040052481,0.008147038076942304,0.00814758177907094,0.007530143856142304,0.008535174894588906,0.006832637279797974,0.008450130457333605,0.008147501550485579,0.007803683930289864,0.006916531377281568,0.008147131211460166,0.008145311725715303,0.007844865009169512,0.008144622974109075,0.008159156733115864,0.008246375144368588
LRBA,0.016516074383869383,0.002080985086989566,0.00523590765148349,0.01837417123798909,0.007360553349049992,0.0010516704974575391,4.971036539068127E-4,0.001045940076772469,0.0029490497726027912,0.01654854335919588,0.06457150831703615,0.01660662592666944,0.0234302250865017,0.0037821216216664204,0.004569813137488728,0.004583917461531766,0.006463301581523561,0.007803316533350195
APCDD1L,0.005428812204142103,0.008144384883625004,0.008147378500083088,0.008172955179356163,0.007964934236424876,0.008147481104245128,0.0025717628899284135,0.006489437566492323,0.003966710804773983,0.008147609158794917,0.007071185291921162,0.0026504286976651906,0.00796800032341731,0.008184923081391522,0.008148238992896675,0.006846138154642317,0.020286306191936117,0.007220785192950082
LYZ,0.007535656667436932,0.008165508922735671,0.008137523718299637,0.008141594334423989,0.008147350158494004,0.007142862930118271,0.008071550673538354,0.007159646384682936,0.008480080097534036,0.008147486755379421,0.008138192245253934,0.00759479393460107,0.008147548252071465,0.008147229323072866,0.008992948477809416,0.008147572772199732,0.008152151228230313,0.008047236164720145
COL1A1,0.008114949948021314,0.008147549104093307,0.008147497019755343,0.008180989159991622,0.008147509892288615,0.008147523932687169,0.008141656313899594,0.007674467903133356,0.006587649748770252,0.008162159781248807,0.0077031764199990095,0.006267925905295226,0.008146287644656643,0.008150569969179003,0.008147428804180689,0.00814746739907834,0.008110025252607223,0.006687413699862596
PCDHGA12,0.009581695293295103,0.00810699943669102,0.011790718576708402,0.008127303420882144,0.007238245707674814,0.008147503941922941,0.00877847699198902,0.007530251489497185,0.013831853760988855,0.00814754545738969,0.005252779565009063,0.0036824628683247676,0.00677121812775422,0.008083091127797419,0.008147404593709722,0.008201113152810104,0.006673832774210263,0.004231026296233592
COL1A2,0.007945778877852798,0.008147538574286068,0.00814749427767332,0.008189106810278946,0.008147510706906875,0.008147503634560653,0.008145195144629785,0.007710467284069898,0.006513429712177492,0.008152870171461291,0.007471441999126787,0.0063596316365952315,0.008145864927081928,0.008148722560981996,0.008142068975819405,0.008147349445069507,0.008133917536130833,0.0066364258746545975
SASS6,0.007797822011109605,0.009370461362097564,0.00796593347307464,0.00813694947285073,0.008133169598873,0.004738306181853686,0.002706102269009317,0.0056263255167945505,0.007417242131890908,0.007884238993125863,0.008180252732299647,0.007758046405999671,0.007087866206771553,0.005534680097925324,0.0026899163383599443,0.008452956026046758,0.006876076103065785,0.007654605235881839
NOX4,0.008125137282946962,0.008147506396862472,0.008114531719447137,0.008140117954219733,0.00788759690087976,0.008147501801699,0.00818399635820829,0.007554673454796303,0.008279705682471258,0.0081476581517051,0.008219347250979291,0.006585880337591747,0.008115069977666768,0.008147103473369777,0.008147501675666047,0.008147538615427021,0.008149430363485291,0.006865446529713362
DCHS1,0.008117494784163726,0.008143087213874228,0.008141250708348773,0.007973312669094023,0.0080723078389684,0.008147501323475546,0.008147492055005142,0.00815748920808472,0.008143852947854305,0.00814651826292092,0.007993482844374185,0.006425406666126645,0.008147846124004899,0.008148828464706357,0.008147130404325999,0.008147531936451884,0.00793299367615174,0.0081472113310508
IRF9_TF,0.007785472566567206,0.007969720100061918,0.007719821633241665,0.008149420022306907,0.00351178206185935,0.008250729870435172,0.008402459752665637,0.007332732765254017,0.0033030486025199717,0.008039582167702968,0.006457240785088173,0.0028595765776259566,0.008038113449480097,0.008386721219653868,0.008397537989212814,0.00804121978919863,0.006578843889802641,0.004422545778273193
LAD1,0.009626053295799878,0.010735709918306732,0.00400230809373876,0.007519907999888278,0.006275530858150362,0.010374752469357828,0.003621296593238213,0.005627242877770504,0.00591426891343288,0.006551643476592922,0.010167854638215226,0.0039578007672273945,0.0028173645228825785,0.012282610523921331,0.0018573274914064977,3.3772316307761885E-4,0.008028465867788364,0.00811782886295884
SALL2_TF,0.010452071731825717,0.008147499489865756,0.008147266205957713,0.008081886346280398,0.008147363922689771,0.008166737753159443,0.007612751500564016,0.008147500528079927,0.01085672178628771,0.008147501697984236,0.008129734637275812,0.008147501697984236,0.0073342118056982175,0.008004887718237244,0.008019699529116955,0.008147501697376894,0.00530821151923207,0.007677496295470093
AREG,0.005989023130481453,0.02943238317933207,0.010149323600558214,0.011184438512294925,0.003367625087895716,0.006953633137178836,0.012280174734297033,0.006060992007557747,0.009826586440531375,0.009049115479512032,0.007391509986494674,0.00923144311082468,0.004433349105235298,0.009059781161732911,0.005764527839228598,0.008689594158349157,0.008859022480923398,0.005606993756464804
TUBA1A,0.02335377668721531,0.00853115402106148,0.004952542205431305,0.009053219712656648,0.017953556738094432,0.01104242307705787,0.0045090077497049455,0.014478582380904416,0.010535786387376813,0.00322189276934002,0.00875108812813908,0.0023809928792192865,0.011775619314798817,0.005033332788664,0.010363407205900226,0.0059819426172069284,0.007005776868604351,0.006656971281521273
RPLP2,0.004088085487530832,0.0031364261882050447,0.0032996642383542867,0.005487415758957058,0.013711213461034554,0.008115895255415792,0.00869678199717189,0.0064278952178780935,0.009238310645575863,0.0035326215322673328,0.00335643600712765,0.0032443140573332895,0.0061449859033661375,0.007917255501928207,0.003927503076549384,0.004986543868895371,0.004951146373950094,0.003229602186881573
IKBIP,0.004146939599053534,0.004427086094041923,0.01635208031241823,0.009442565129044416,0.008290509127676976,0.003042522403811526,0.002438662313081725,0.003441068232266725,0.004856401775476832,0.006372069214001682,0.015833866794769294,0.004825531431239687,0.009455454376884253,0.005513565696315648,0.012168314206499954,0.004474092589736218,0.00939569976605201,0.005594315925987409
EMP1,0.00805717634053986,0.0071224858840137914,0.00639270637448518,0.006203988926478775,0.0036592762863489926,0.012590633224230232,0.006315857996147821,0.0029463470819397364,0.012909475516208238,0.004157818315906519,0.011754996688628328,0.008102015759305345,0.006926953243993489,0.0076790456890866105,0.008388178054779726,0.004939977880222247,0.009406989234533142,0.003497212161566587
NSUN6,0.010357509223734237,0.008287391298408631,0.010669763443110958,0.02978003643571618,0.003966938544867429,0.0047723081943086285,0.003916849949985794,0.014951424752811112,0.019497711255294658,0.014873498076694405,0.01196591548259842,0.005520145028179547,0.008083203296013591,0.004423830225865101,0.004326830388265566,0.0046133171640609484,0.022174963635211528,0.0041914471677310765
EMP3,0.007280455651490508,0.008147741000080939,0.008147483598574791,0.008147579885692575,0.008613727372004264,0.008147501698999478,0.00810886234727035,0.00698011620031489,0.006844548962803097,0.008147387046789209,0.008147532368368623,0.007358193252171306,0.008158018281007748,0.008131021687541698,0.008147501865498081,0.008136247068331905,0.008146945030612071,0.008219612388628537
F3,0.003908837119599589,0.008239230090358535,0.012642638613552911,0.008951930314109914,0.0033159519590566793,0.014561904422992527,0.00428510002105125,0.004577125095594667,0.014978842953597932,0.016898227587075675,0.029247144087266166,0.01324041027184289,0.009544289167738643,0.0068413830914207845,0.009387796479968383,0.0034258617215793172,0.014756928648487998,0.007125803340006564
PICK1,0.012063353829342528,0.008943923996279609,0.005783094306353269,0.009372332281199443,0.0036278251670149686,0.008623317991703176,0.002449724999185555,0.0263336143359331,0.004059412744020447,0.008884269577406003,0.008236485705132236,0.010244531144196352,0.010657239564927702,0.01396791374165081,0.0031589150033267165,0.0031496411381985805,0.0035697142209323053,0.005419499731610555
GRHL1_TF,0.009089371103317716,0.008288881559412303,0.004017213471517774,0.004858037649633506,0.0054165785671009044,0.007956846893597538,0.003207607184288684,0.004628560198654518,0.004377738962520079,0.004878790740324582,0.005859835531956303,0.008946142596286167,0.009037222895664427,0.008968578079704841,0.012986443423524025,0.003514880970252067,0.003208236718667524,0.008495258365861943
GPRC5C,0.001948772481786945,0.0523183155733981,0.0035290644061381107,0.006424841171651239,0.005607671768018859,0.05832888843462475,0.003868174656032068,0.006281477717715467,0.018724163388859308,0.0024859989408323223,0.008920657521825737,0.0010539441024327886,0.007022250753248283,0.0016015676435341077,0.04681394196559663,0.01343158544409347,0.02173328407685918,0.009132608899368096
MDFI,0.007013380488255396,0.009412116575099903,0.014960828108162256,0.02083223564073587,0.0033403519178803777,0.009377070259822907,0.008602948991018301,0.009980028540146292,0.004823699183572087,0.010536332392448245,0.01390867768301245,0.007143282335543955,0.0048459073215819685,0.020602193303458922,0.0029661023899612785,0.009904672146361914,0.003313109041283848,0.014570093849655312
SLC29A3,0.007894388520727571,0.007985526820020834,0.009364261492697366,0.00860021746735242,0.01440292061367451,0.008195893175313395,0.00826540629602716,0.0076072578584917535,0.010258999030609424,0.004157936493935529,0.0057903523711040255,0.013857082683767938,0.007899335731342324,0.00988852961462029,0.007922655015312838,0.0039486865509789785,0.003780525654921887,0.014086244222675064
FSTL1,0.007977989502819052,0.008156110376014804,0.008304147891628727,0.008148855103611853,0.008144428253183554,0.008147493455285915,0.008147499350586536,0.007697408055740772,0.006617582422336607,0.008151704210508409,0.007949947027676142,0.007372771466261133,0.008150262498711099,0.008147595395105124,0.008153955595297462,0.008147164963114531,0.008063527677890401,0.007732892582621921
FSTL3,0.004018933095991572,0.008142686448794645,0.008974010541209831,0.0081220490290722,0.00788360884839248,0.008147482846547819,0.002620313264829935,0.0030628143912099196,0.0030648937590686052,0.008145251762332963,0.008204341529841829,0.00528084530679863,0.008213392262835899,0.008172945654162676,0.00814560949390403,0.008194904922889353,0.007205950653124384,0.00644915069826611
RECQL4,0.006781447446460169,0.008313358028613419,0.0038224391167152793,0.008388841248624362,0.002811210892469325,0.009113214533172402,0.007198860408828568,0.007453039161207621,0.0036646638749244717,0.01248681754557575,0.012331564832648268,0.005605433032392472,0.004670285211074439,0.006638424589137782,0.002750500690416173,0.011419433150188493,0.006907674528793443,0.004955806045871838
MYCT1,0.00818706917772167,0.008150986936268163,0.008145641994331806,0.007671049946156967,0.008147787101610638,0.008147571026809004,0.008147397556188518,0.007832996101050944,0.008151802846800806,0.008150224034162924,0.006913938756843702,0.007742203445018755,0.008142904073767207,0.008138889026368973,0.008127540658351837,0.00805676575352094,0.008121538545996851,0.008137830163818655
FOXS1,0.007912881976063973,0.008203372195832045,0.008161557438854952,0.008833116565732262,0.007787925610656739,0.00677857897272589,0.006177795331154149,0.006648569149247269,0.0085959215669424,0.008233627251344845,0.0038258009627869945,0.003875174180597902,0.00482545335177612,0.0061392841203229504,0.008264485638596428,0.008616736428149582,0.009845724523410449,0.00893867546570541
UCP3,0.00807016754353992,0.009544391234132055,0.002858472838334568,0.004025292813117957,0.004232382399658982,0.004371951530746884,0.005343658745191436,0.01117276614727408,0.004027556419161776,0.011749450279380087,0.007424406524956492,0.002397479714370868,0.012557495441311304,0.012307635352341641,0.007728219555087732,0.005725300325894261,0.009338588362565353,0.007130953361038915
CSMD2,0.008233536155813145,0.00814742111137578,0.008147480930397837,0.008105550462837268,0.008147507903463452,0.008147524425122791,0.008140990066257323,0.0077835511777474,0.006178797103255193,0.008161981066663146,0.008149473522962372,0.006582930646146707,0.008148184827970677,0.0081513255407334,0.00813702004458213,0.008147533814027434,0.00808595426830934,0.00694125457986909
P2RY13,0.007029642276944689,0.007840804979551558,0.008147140122231143,0.008143673251392468,0.008147400310895702,0.007226132153532604,0.008034468648104538,0.006776639633695483,0.006795538758528884,0.008147497811144466,0.008146740121574373,0.007972113134331256,0.008147370428898189,0.008147537607069547,0.007371635475573756,0.008146777119848101,0.008154502316482347,0.008155000814995714
TSHZ1_TF,0.011149854181909207,0.007170110491569916,0.008309809744600634,0.009212150147056713,0.004131475356997701,0.004356986326054836,0.05718644344131253,0.0033340158568564014,0.006743404283517166,0.009292999960152766,0.0032435368339553375,0.0038148534461769335,0.004288777167575292,0.010566608789440747,0.0026156788600483426,0.005884662201098474,0.006420391287495435,0.008762903116090655
P2RY10,0.008326404321465553,0.008131758134599086,0.008138315749017954,0.00810119972017928,0.008142483370991193,0.007836510044224112,0.008087144811752527,0.0081475013638802,0.008008359394774288,0.00814759726719118,0.008145873276428203,0.005667784827708311,0.008146277347033213,0.008147569011713946,0.007939605280279483,0.008147498640472931,0.008148531927346438,0.0077495334352612345
SLC16A1,0.013160204821082894,0.001165780262443796,0.004877481997390308,0.008414301365120462,0.00876710493477517,0.007058287674820027,0.004976546392392531,0.00609586668855183,0.00725388339826055,0.0023211563022584145,0.04677929133478642,0.003462994188779937,0.01120180173778873,0.006356941633542858,0.006636917872963257,5.270139931846537E-4,0.0051020006113698885,0.011047020417881515
AADAT,0.00319680742221546,0.0035120053469354286,0.015997236882272683,0.002084809372308523,0.0010823291360164185,0.018774214290717524,0.007290218423668345,0.005061909494974975,0.0012366937472742185,0.0038739307484788894,0.0066211976526032576,0.0011215737061271531,0.009280225795201743,0.003456095961292885,0.043263880855208416,0.040455281372686155,0.017812540997380565,0.008789320202631018
P2RY14,0.008017805933101505,0.00814737968482584,0.008147501457596002,0.008147501681363814,0.00814749940920794,0.008169696496833516,0.008147501338663059,0.007978002230356543,0.009270109267874298,0.008147510829817876,0.0073198231477961204,0.00706653415000809,0.008145645535846593,0.008145265238022645,0.00796371746842349,0.008110831233476966,0.00814787206762841,0.007987216186861804
JHDM1D,0.005884495949688792,0.014402702741818405,0.01225904617615755,0.005551445843115851,0.003470592492980097,0.007441000058261246,0.002890060784212289,0.006070030245761672,0.0069737424713586385,0.009167543519555428,0.013711573379457756,0.012254226184274077,0.005194720535118323,0.009136982292387739,0.016480122541593104,0.004238727648366515,0.008521923550913722,0.010366753882648023
EMR1,0.003536718309653273,0.008908616846674364,0.021762402501367885,0.008842922398181668,0.008025536846936427,0.008229917747979333,0.006190959041520995,0.004821090190592094,0.002880576347179386,0.0053023589566396565,0.007901652465389692,0.00365812938146386,0.008501634814965945,0.007926468989590785,0.005596837049482943,0.012577018644918517,0.012095384477031115,0.005106650016668117
SAMD4A,0.004182201678819148,0.00738927149188274,0.007808944307548302,0.0071880914517201844,0.007893624438461914,0.007683952842787702,0.003644501344961394,0.006462012326087872,0.0026553227066159744,0.014028563504721864,0.007066649188230641,0.004342707297405587,0.007812109936172022,0.006534467221905261,0.00827874831482264,0.008317408333583413,0.007501121838567419,0.007484621439786749
SAMD4B,0.007433295428561274,0.008569107731787724,0.009087343434193897,0.008724453030045688,0.005421983469400063,0.005503185809027919,0.004590958532268361,0.007731766584194369,0.008212306852017763,0.00935101938638297,0.008696102309815256,0.008666250725780113,0.0075423952443450775,0.00741097290597054,0.002161894781207178,0.008044377504567596,0.01746703194035557,0.010326515523952019
ZNF302_TF,0.00814756187283933,0.008237479772201198,0.008052821011607125,0.008145220030524444,0.005492502664839347,0.005781247288706767,0.007533738591792472,0.008844052851554348,0.008147027532899495,0.00814626714468663,0.00815240861789357,0.004902293253431919,0.008150892044996355,0.00806131514036519,0.004914609979562676,0.008141834049369433,0.008151787201407893,0.008153997402705403
TTLL3,0.0034582879337982358,0.008441795706919126,0.00402744164053297,0.007545244847282691,0.0031313762335702933,0.010349935515846315,0.009417335241928672,0.007878641581574487,0.006711666680991038,0.007679388064364471,0.007451919696473898,0.002182677855821118,0.008406121789959357,0.01190475788407528,0.007881878203296052,0.004855742310766786,0.007893294245223835,0.0049915561073165995
ZNF92_TF,0.00806695061072698,0.008147475540972568,0.008148218889003744,0.008681129528153364,0.008003133949591503,0.008147501700612457,0.0031947667684374143,0.005253254021471636,0.0065546611262291415,0.008147549747069991,0.008147623208709077,0.008147501703247604,0.008069978721229451,0.007572855544592035,0.002494802854657712,0.008148825290019864,0.00740935071611842,0.008366916698070881
ZNF689_TF,0.013086877892596417,0.003424399543739759,0.012379560891043547,0.008215990811903362,0.013665684177660417,0.0027142718021933945,0.008020523226992496,0.003239151887157973,0.008175073293327591,0.008059227280244058,0.00978468664040941,0.005714858441961761,0.00738621930287228,0.009604168042574586,0.0023848285758673645,0.007796790437386594,0.007363480911633844,0.01170380279220995
ZNF699,0.007337225813359987,0.008058743222734234,0.0067197899223372035,0.008398778178981171,0.0044246400306457365,0.004922860678241365,0.004158045851452557,0.004406058340216536,0.008150208928507477,0.008147568329078992,0.008145055766968702,0.008313675854240886,0.008099751088146494,0.007533766558749349,0.0022159087342164233,0.00830205748600012,0.004942560794772222,0.00819460043825397
ZNF692,0.008146906073142718,0.0053815129803231,0.006869813196880572,0.008103464043689937,0.004639923348009436,0.005347435657369156,0.008150994772901687,0.007413093937909511,0.008180562419849489,0.006106017463030542,0.006325166595660831,0.008214215169902258,0.008157725334468652,0.008145148570416141,0.007530454609494075,0.003712561161345178,0.0051896533268378,0.0052313803458576115
CCNT2,0.0019385386931968646,0.01966084868081853,0.004529324483857636,0.006522867042832236,0.005914522339233134,0.0014410161443186786,0.001233034230674633,0.0016220708671259947,0.009224795978025085,0.010139251565711745,0.003791970673207401,0.008814038103934085,0.013418096707196986,0.0022053228118689063,2.6255405232485026E-4,0.016100319747836923,0.005410487019603603,0.010585940979562062
FAM13B,0.00867890429226337,0.007472898239623108,0.008147513544791226,0.008191612706702505,0.008147474889658921,0.007872153093910685,0.0034679776053413627,0.008100714368493508,0.00814789379817999,0.008214065253229649,0.008308067951992154,0.0035737251540045104,0.00813687394520513,0.009198590226974149,0.0035180057648134767,0.008147380176402106,0.0070491637710069395,0.007275888741314268
CCNT1,0.0080839566624397,0.007527990436896218,0.007492115665207055,0.00815046760433325,0.007842926411590208,0.00678985844734705,0.006730548102453519,0.007324420384656881,0.008138918737429817,0.008147510345941548,0.008147522169883077,0.008146021332895456,0.00813731940440259,0.008132464857394868,0.005327814939468095,0.008147282960232663,0.0069836819079386854,0.008149683037374516
SMARCC1_TF,0.00693061619843421,0.00833935724440974,0.008448126036043157,0.008151982154379326,0.007627617544488004,0.006769793048539224,0.004608393192366858,0.008097475282249977,0.007259302586010642,0.006364082633027645,0.0050361052966109475,0.008280804732661738,0.008436508627651818,0.008161515789693593,0.004007910895579521,0.008066692381611727,0.007107198102438601,0.008249133909548189
CXCL13,0.007923159018216327,0.007866072187966184,0.008147501721896674,0.008144586738875558,0.008144779711325018,0.008180025594025276,0.00814750169794886,0.008147562533159946,0.006593206413880615,0.008147501720877286,0.00827847217684967,0.006579466646236025,0.008147504354215096,0.008147963454255013,0.007814716111597836,0.008147487573365333,0.00814749560517814,0.00806730459658506
HPGDS,0.007073042669343282,0.008241007976117626,0.007024362409197168,0.008448272961187615,0.007610563916462074,0.009007534751455356,0.014241919799975945,0.0034209581670113444,0.0036916232622927906,0.0069093804540267725,0.004585922519162337,0.003084951875989656,0.004349202358847931,0.014419962822752192,0.006906576436726903,0.004362160539970145,0.006205002783794428,0.007650067759311879
SLC25A40,0.0048375862420599915,0.0038082736704403383,0.003179248249491861,0.006117074776739524,0.0063196588383037655,0.009906959078646605,0.0024333177717805903,8.178766457718996E-4,0.0062813896694594515,0.010165254641398409,0.010532559481563241,0.008501983528786736,0.005949648132715072,0.007657341220742019,1.2578185776943748E-4,0.014980158999092883,0.007267522282125716,0.0026684616135512784
KPNA5,0.003320156663907882,0.009736162048278683,0.01315223552149615,0.008166686007576097,0.00909983057746729,0.0032289079726364467,0.0033130169236206034,0.0027276579515308555,0.008710206862226897,0.008334496322956497,0.006523591573354143,0.010610138022954406,0.005791534134008992,0.01072450709954986,0.014716049801920525,0.007357181958737654,0.0039875270502326655,0.011530862597677905
SLC16A2,0.00656974750953465,0.008070457987013176,0.008147748516378134,0.008181574777927823,0.008144999155666716,0.008147495527105789,0.002729977684039932,0.008485180554505098,0.00300704484942731,0.007902195975289066,0.007996990392715883,0.002320555360471059,0.008576620537195887,0.007034057878360805,0.008515695698207431,0.0056976802876799355,0.007952685466323741,0.006903785464594093
ZNF684,0.008135894259695487,0.008210995027134167,0.007153067871047873,0.008335925133088016,0.004662447726431609,0.00814791438918525,0.008928314403565545,0.010072519674122003,0.009062912693272803,0.008168117497834157,0.008363820720460385,0.008147501699979475,0.00777813149365375,0.004557579799706544,0.0022288048984323537,0.008122100814377779,0.00521000067706942,0.008340746914940939
SLC25A46,0.004026975982788988,0.0022515549284887124,0.002195353774224345,0.0130081518114982,0.001921518790868709,0.005873997935308056,0.0044397760365905824,7.970434839747601E-4,0.008824657841441142,0.005473081013725383,0.011012759031621947,0.009110811302187818,0.0062732361216370535,0.02363738449159506,0.0015451014492169637,0.005750965322973662,0.013955607907362446,0.009622583631856
ZNF683,0.008118278539518547,0.007453870577472334,0.008025166004308307,0.008129994387636296,0.008136551478237428,0.00816577631445003,0.008155536432538461,0.008147509183192453,0.009838395949531096,0.00810452174934116,0.008147501842367155,0.004139747332582816,0.008165251512657687,0.008155440256076141,0.004590428419450749,0.00816852376940993,0.008146994365805238,0.004598156831495493
CPA3,0.007600156507313196,0.008147644673766417,0.008147508751597162,0.008287492056991107,0.008147500362695344,0.008147496449517828,0.008795941171921296,0.004778796594212538,0.008012900392099549,0.008147309613144102,0.00742270707578818,0.0065609650932609625,0.00805015365387347,0.00814725443297981,0.008147498484478438,0.008149507845082157,0.00693764228679685,0.008265056924201977
PPP1R16B,0.007751747980469349,0.008179683596652849,0.008147202355131208,0.008148068560742926,0.00814753428513283,0.007530721822334614,0.007997250222409798,0.00804309824727649,0.008375544405922235,0.008147498438483385,0.00806553617944937,0.0062599229351890506,0.008147405979967279,0.008147284473938603,0.006850753552251114,0.008122565052333403,0.00814815539870353,0.008153819763929697
MYLIP,0.08683665034741642,0.015836745965046018,0.007740316428673769,0.012323243816335167,0.0021455758790560817,0.0016827669217744407,5.397409227231878E-4,0.01091895203048165,0.007764283926278348,0.00254786943921095,0.011503056840936495,0.00585050334122717,0.006607375519452342,0.0032069500403719376,0.06565445839718317,0.010958305674488137,0.004611715431000875,0.005089432535076429
ZNF682,0.00811377706309325,0.008149540567177455,0.008156589894472668,0.008138392340589046,0.008112208393729376,0.008147501697955483,0.007177041228803857,0.00708900890687197,0.008143036835445344,0.00814764751376726,0.008146901925017007,0.008147501697984236,0.008126883634091878,0.008097211884726964,0.006817336827534652,0.008147211933227098,0.007729952296636282,0.007636066954473542
LAG3,0.006876101087773329,0.008056344130471665,0.008152925894675403,0.008174014459898179,0.008154715182637587,0.007897162975168615,0.008236115776555593,0.00814750167077833,0.00848061128446478,0.008147562350651545,0.00814922202638097,0.007503909063143747,0.008143153871979003,0.008147538110686891,0.007590593538898196,0.008147491277206906,0.008147450820937659,0.008028797519339203
ZNF681,0.006903373029264817,0.007613762713256332,0.008148597078122396,0.00822459678191622,0.008100449770826808,0.0076546747837176,0.005442036375590955,0.00663469836381647,0.006452690562689458,0.007553364776863704,0.008147146513566855,0.008148116881335949,0.008144781200617592,0.008122134728335959,0.00510811144376051,0.008148911953575208,0.008541061242245717,0.007935256642151941
ZNF680,0.007596408194691368,0.008167262066203856,0.006634016633846085,0.009739831216975737,0.007440812241328625,0.008426356355213957,0.0030738531202306727,0.004760003905648789,0.004962682552610899,0.005194379947424162,0.007313672548072579,0.01028800634306142,0.006222908956860328,0.007836668703609042,0.0024086632797609493,0.007843799016844746,0.009102532259722382,0.009682932339672365
UBE2E2,0.0025747937144175847,0.01366208010270304,0.009133465603305514,0.016257707213598767,0.011094555840324028,0.007377435558205898,0.003714201795425838,0.007157610458526658,0.005024114725753433,0.009961057617692346,0.003584026654959562,0.01476976564363765,0.01412158083972966,0.004666090462181362,0.009220558416225105,0.008227104185372631,0.0077800218377048124,0.0071610788335987425
