;BasalSquamous;Luminal;LuminalInfiltrated;LuminalPapillary;Neuronal
EEF1A1;0;0.340909090909091;0;0;0.333333333333333
NFIX;0.0534351145038168;0;0;0;0.333333333333333
DMAP1;0.473282442748092;0;0;0;0.333333333333333
ZNF546;0.16793893129771;0.431818181818182;0.405405405405405;0.626865671641791;0.277777777777778
CREB5;0;0.204545454545455;0.148648648648649;0.619402985074627;0.277777777777778
HOXB6;0.0458015267175573;0.613636363636364;0.5;0.567164179104478;0.277777777777778
HOXB5;0.0610687022900763;0.545454545454545;0.459459459459459;0.567164179104478;0.277777777777778
WWTR1;0.580152671755725;0.159090909090909;0.108108108108108;0.552238805970149;0.277777777777778
ZNF135;0.526717557251908;0.477272727272727;0.432432432432432;0.529850746268657;0.277777777777778
NFKB2;0.480916030534351;0.454545454545455;0.432432432432432;0.507462686567164;0.277777777777778
HOXD10;0.541984732824427;0.5;0.405405405405405;0.507462686567164;0.277777777777778
MYEF2;0.618320610687023;0.0681818181818182;0;0.462686567164179;0.277777777777778
ETS2;0.679389312977099;0.522727272727273;0.175675675675676;0.455223880597015;0.277777777777778
ZNF45;0.0610687022900763;0.318181818181818;0;0.455223880597015;0.277777777777778
HOXB8;0.49618320610687;0.295454545454545;0.162162162162162;0.447761194029851;0.277777777777778
ZNF354B;0.312977099236641;0.340909090909091;0.878378378378378;0.402985074626866;0.277777777777778
ZNF577;0;0.454545454545455;0.405405405405405;0.395522388059701;0.277777777777778
SP110;0.0534351145038168;0.318181818181818;0.391891891891892;0.380597014925373;0.277777777777778
PBX4;0;0.0681818181818182;0.445945945945946;0.358208955223881;0.277777777777778
TCEA2;0;0;0.202702702702703;0.328358208955224;0.277777777777778
ZNF581;0.32824427480916;0.272727272727273;0.351351351351351;0.32089552238806;0.277777777777778
ZNF471;0.442748091603053;0.227272727272727;0.432432432432432;0.305970149253731;0.277777777777778
PML;0.511450381679389;0;0;0.305970149253731;0.277777777777778
EGR1;0.450381679389313;0.340909090909091;0.472972972972973;0.298507462686567;0.277777777777778
ZNF615;0.49618320610687;0.159090909090909;0.310810810810811;0.276119402985075;0.277777777777778
HMGN2;0.229007633587786;0.431818181818182;0.27027027027027;0.276119402985075;0.277777777777778
ZNF217;0.0305343511450382;0;0.135135135135135;0.23134328358209;0.277777777777778
ZNF83;0.641221374045801;0;0.351351351351351;0.216417910447761;0.277777777777778
FHL5;0.0916030534351145;0.0909090909090909;0.202702702702703;0.216417910447761;0.277777777777778
HOXD11;0.549618320610687;0.522727272727273;0.378378378378378;0.208955223880597;0.277777777777778
HIPK2;0;0;0;0.194029850746269;0.277777777777778
ZNF571;0.50381679389313;0.568181818181818;0.0810810810810811;0.171641791044776;0.277777777777778
SMARCC1;0;0.181818181818182;0.175675675675676;0.156716417910448;0.277777777777778
TWIST1;0.358778625954198;0.113636363636364;0.0675675675675676;0.156716417910448;0.277777777777778
POU2F2;0.16030534351145;0.409090909090909;0.22972972972973;0.149253731343284;0.277777777777778
POU6F1;0;0;0.554054054054054;0.0970149253731343;0.277777777777778
GTF2A1;0.0458015267175573;0.113636363636364;0.175675675675676;0.0671641791044776;0.277777777777778
PRDM6;0;0.136363636363636;0.391891891891892;0.0522388059701493;0.277777777777778
SOX17;0.175572519083969;0.204545454545455;0.364864864864865;0.0298507462686567;0.277777777777778
AFF3;0.00763358778625954;0.25;0.351351351351351;0.0223880597014925;0.277777777777778
ZBTB32;0.312977099236641;0.295454545454545;0.175675675675676;0.0223880597014925;0.277777777777778
HOXD13;0.267175572519084;0;0.324324324324324;0;0.277777777777778
ZNF254;0.541984732824427;0.159090909090909;0.0405405405405405;0;0.277777777777778
ZNF266;0.389312977099237;0.0454545454545455;0.0405405405405405;0;0.277777777777778
ZNF513;0;0;0;0;0.277777777777778
RYBP;0;0;0;0;0.277777777777778
DMTF1;0;0;0;0;0.277777777777778
MSX2;0;0.0681818181818182;0.486486486486487;0.746268656716418;0.222222222222222
BLZF1;0;0;0;0.708955223880597;0.222222222222222
ZNF71;0;0.272727272727273;0.459459459459459;0.619402985074627;0.222222222222222
HDAC10;0.50381679389313;0.409090909090909;0.445945945945946;0.604477611940298;0.222222222222222
RUNX1T1;0.366412213740458;0.0909090909090909;0.22972972972973;0.567164179104478;0.222222222222222
ID3;0.580152671755725;0.340909090909091;0.135135135135135;0.522388059701492;0.222222222222222
RELB;0.419847328244275;0.454545454545455;0.0945945945945946;0.522388059701492;0.222222222222222
APBB1;0.679389312977099;0.659090909090909;0.527027027027027;0.477611940298507;0.222222222222222
ZFP28;0.519083969465649;0.386363636363636;0.405405405405405;0.470149253731343;0.222222222222222
HOXD9;0.458015267175573;0.227272727272727;0.337837837837838;0.462686567164179;0.222222222222222
ZDHHC13;0.381679389312977;0.409090909090909;0.216216216216216;0.440298507462687;0.222222222222222
ELK3;0.305343511450382;0.0454545454545455;0.216216216216216;0.425373134328358;0.222222222222222
TRIM22;0.404580152671756;0.477272727272727;0.432432432432432;0.417910447761194;0.222222222222222
SS18L1;0.603053435114504;0.318181818181818;0.216216216216216;0.388059701492537;0.222222222222222
ZHX1;0.137404580152672;0.363636363636364;0.486486486486487;0.373134328358209;0.222222222222222
PHF6;0.480916030534351;0.0227272727272727;0.0675675675675676;0.358208955223881;0.222222222222222
PER1;0.618320610687023;0.431818181818182;0.513513513513513;0.335820895522388;0.222222222222222
ZNF420;0.0458015267175573;0.0227272727272727;0.27027027027027;0.313432835820896;0.222222222222222
PCBD1;0;0.522727272727273;0.540540540540541;0.291044776119403;0.222222222222222
ZNF366;0.236641221374046;0.454545454545455;0.472972972972973;0.291044776119403;0.222222222222222
FOS;0.129770992366412;0.0681818181818182;0.135135135135135;0.223880597014925;0.222222222222222
SOX4;0;0.113636363636364;0.108108108108108;0.216417910447761;0.222222222222222
NFKB1;0;0.0681818181818182;0.324324324324324;0.17910447761194;0.222222222222222
PHF19;0.732824427480916;0.25;0.162162162162162;0.17910447761194;0.222222222222222
FOXA1;0;0.409090909090909;0.108108108108108;0.164179104477612;0.222222222222222
BTBD11;0;0;0.216216216216216;0.156716417910448;0.222222222222222
ZNF688;0.122137404580153;0.25;0.148648648648649;0.156716417910448;0.222222222222222
BRCA1;0.0916030534351145;0.113636363636364;0.108108108108108;0.141791044776119;0.222222222222222
ANKS3;0.236641221374046;0.409090909090909;0.283783783783784;0.126865671641791;0.222222222222222
HIVEP1;0.106870229007634;0.159090909090909;0.216216216216216;0.126865671641791;0.222222222222222
CASZ1;0;0.113636363636364;0.0540540540540541;0.0895522388059701;0.222222222222222
SP100;0.549618320610687;0.136363636363636;0.0405405405405405;0.0746268656716418;0.222222222222222
POLR1A;0.0305343511450382;0.159090909090909;0.202702702702703;0.0373134328358209;0.222222222222222
TWIST2;0.0229007633587786;0.181818181818182;0.0675675675675676;0.00746268656716418;0.222222222222222
AR;0;0.295454545454545;0.851351351351351;0;0.222222222222222
ZNF573;0.564885496183206;0;0.554054054054054;0;0.222222222222222
ZNF44;0.541984732824427;0.113636363636364;0.418918918918919;0;0.222222222222222
ZNF549;0;0.386363636363636;0.337837837837838;0;0.222222222222222
ZNF554;0.694656488549618;0.477272727272727;0.216216216216216;0;0.222222222222222
ATF6;0;0.181818181818182;0.216216216216216;0;0.222222222222222
KLF16;0;0;0.189189189189189;0;0.222222222222222
MYBL1;0.282442748091603;0.204545454545455;0.0945945945945946;0;0.222222222222222
ZNF274;0.244274809160305;0.522727272727273;0;0;0.222222222222222
PEG3;0;0.409090909090909;0;0;0.222222222222222
ZFPM1;0;0.113636363636364;0;0;0.222222222222222
BAZ1A;0.33587786259542;0.113636363636364;0;0;0.222222222222222
FOXD1;0;0;0;0;0.222222222222222
SUZ12;0;0;0;0;0.222222222222222
PTRF;0.358778625954198;0.409090909090909;0.351351351351351;0.791044776119403;0.166666666666667
HOXA4;0.488549618320611;0;0.364864864864865;0.708955223880597;0.166666666666667
ARNTL2;0;0.227272727272727;0.324324324324324;0.656716417910448;0.166666666666667
SPI1;0.282442748091603;0.295454545454545;0.202702702702703;0.656716417910448;0.166666666666667
ZNF417;0.0152671755725191;0.0227272727272727;0.135135135135135;0.58955223880597;0.166666666666667
KLF15;0;0.545454545454545;0.527027027027027;0.544776119402985;0.166666666666667
PRDM1;0.725190839694656;0.409090909090909;0.324324324324324;0.544776119402985;0.166666666666667
ZNF234;0.0458015267175573;0.159090909090909;0;0.544776119402985;0.166666666666667
MDM4;0.549618320610687;0.318181818181818;0.216216216216216;0.529850746268657;0.166666666666667
KLF7;0;0.113636363636364;0.148648648648649;0.507462686567164;0.166666666666667
NFATC1;0.114503816793893;0.0909090909090909;0.0540540540540541;0.507462686567164;0.166666666666667
MXD3;0.190839694656489;0.159090909090909;0.0945945945945946;0.485074626865672;0.166666666666667
ZNF222;0;0.0909090909090909;0.256756756756757;0.455223880597015;0.166666666666667
ETV1;0.0305343511450382;0.204545454545455;0.0405405405405405;0.425373134328358;0.166666666666667
MAFB;0.603053435114504;0.272727272727273;0.189189189189189;0.41044776119403;0.166666666666667
BIN1;0.122137404580153;0.113636363636364;0.0675675675675676;0.41044776119403;0.166666666666667
HOXA7;0.206106870229008;0.272727272727273;0.445945945945946;0.395522388059701;0.166666666666667
RAI1;0.374045801526718;0.113636363636364;0.162162162162162;0.388059701492537;0.166666666666667
ZNF304;0.656488549618321;0.227272727272727;0.216216216216216;0.380597014925373;0.166666666666667
ZNF141;0.519083969465649;0.0227272727272727;0.0540540540540541;0.380597014925373;0.166666666666667
NR2F6;0.412213740458015;0;0.202702702702703;0.358208955223881;0.166666666666667
ZNF211;0.786259541984733;0.272727272727273;0.108108108108108;0.358208955223881;0.166666666666667
HR;0;0.113636363636364;0.0540540540540541;0.350746268656716;0.166666666666667
ZNF264;0;0.0454545454545455;0.27027027027027;0.343283582089552;0.166666666666667
DEK;0.343511450381679;0.295454545454545;0.175675675675676;0.343283582089552;0.166666666666667
ZNF441;0.099236641221374;0.0454545454545455;0.148648648648649;0.298507462686567;0.166666666666667
AES;0;0.363636363636364;0.405405405405405;0.291044776119403;0.166666666666667
ZNF440;0.221374045801527;0.431818181818182;0.405405405405405;0.283582089552239;0.166666666666667
ZNF593;0.244274809160305;0.363636363636364;0.121621621621622;0.276119402985075;0.166666666666667
ZNF700;0;0.272727272727273;0.175675675675676;0.253731343283582;0.166666666666667
PDLIM4;0.175572519083969;0.5;0.283783783783784;0.238805970149254;0.166666666666667
BARX2;0;0.340909090909091;0.135135135135135;0.238805970149254;0.166666666666667
SLA2;0.290076335877863;0;0.108108108108108;0.238805970149254;0.166666666666667
SCAND1;0.0610687022900763;0.204545454545455;0.0945945945945946;0.238805970149254;0.166666666666667
MCM2;0;0.25;0.135135135135135;0.23134328358209;0.166666666666667
ZNF518A;0.0229007633587786;0.0454545454545455;0.108108108108108;0.23134328358209;0.166666666666667
ZNF85;0;0.0227272727272727;0.0405405405405405;0.216417910447761;0.166666666666667
CRAMP1L;0.122137404580153;0.136363636363636;0.162162162162162;0.186567164179104;0.166666666666667
CIITA;0.33587786259542;0;0.0675675675675676;0.164179104477612;0.166666666666667
APC;0.0152671755725191;0;0.0675675675675676;0.149253731343284;0.166666666666667
ZNF611;0.312977099236641;0.0454545454545455;0.027027027027027;0.141791044776119;0.166666666666667
HIVEP3;0;0.681818181818182;0.108108108108108;0.134328358208955;0.166666666666667
EHF;0;0.204545454545455;0.108108108108108;0.134328358208955;0.166666666666667
MCM5;0.358778625954198;0.181818181818182;0.0810810810810811;0.134328358208955;0.166666666666667
ELK4;0.145038167938931;0.0454545454545455;0.189189189189189;0.126865671641791;0.166666666666667
GLIS2;0.183206106870229;0.181818181818182;0.108108108108108;0.126865671641791;0.166666666666667
ZNF566;0.083969465648855;0;0.0810810810810811;0.119402985074627;0.166666666666667
ZNF253;0.236641221374046;0.25;0.216216216216216;0.104477611940299;0.166666666666667
RBBP4;0.114503816793893;0.227272727272727;0.121621621621622;0.0970149253731343;0.166666666666667
SOX8;0.099236641221374;0.522727272727273;0;0.0970149253731343;0.166666666666667
E2F7;0.0152671755725191;0.0909090909090909;0.243243243243243;0.0597014925373134;0.166666666666667
WDHD1;0.183206106870229;0.0909090909090909;0.0810810810810811;0.0597014925373134;0.166666666666667
CLOCK;0.0534351145038168;0.0909090909090909;0.027027027027027;0.0597014925373134;0.166666666666667
