gene ; activator ; inhibitor
PPP1R12B ; CSDC2 PRDM6 HLF CBX7 TBX4 LMO3 HAND2 MYOCD NR3C2 RUNX1T1 ; 
KDM5B ; ZKSCAN1 ; 
ADORA1 ; PRRX2 NFATC4 PRRX1 ; 
FMOD ; AEBP1 HIC1 MEIS3 CSDC2 ZNF469 ETV1 PRRX1 TCF21 EBF1 LDB2 GLI2 HAND2 NDN TCF4 ZNF423 ; 
PRELP ; CSDC2 HIF3A MEF2C MEOX2 KLF2 PRDM6 HLF TCF21 CBX7 FOXF1 EBF1 LDB2 ZFPM2 FHL5 TBX4 TBX5 NAP1L3 PKNOX2 PEG3 LMO3 HAND2 NDN MYOCD EBF3 ZDHHC15 NR3C2 RUNX1T1 ; 
LAX1 ; SLA2 ZBTB32 POU2AF1 CIITA SP140 IRF8 TFEC IRF4 ; 
PIK3C2B ; ZNF91 TBX3 ; 
LRRN2 ; ANKRD53 ; 
RBBP5 ; GTF2H3 FUBP1 MCM8 BRIP1 RBL1 GTF3C4 ASCC3 ZNF281 BARD1 BRCA2 POLR1A BDP1 NR2C2 EAF1 RREB1 ZNF623 CLOCK ATF2 ZNF236 SHPRH GTF2A1 ADNP NCOA2 REST ZNF641 APC ; EDF1 ZNF593 ZNF524 ZNF688
KLHDC8A ; NOTCH4 ; 
C1orf116 ; OVOL1 GRHL1 ELF3 GRHL3 TOB1 ; RUVBL1
CR1 ; FAIM3 VENTX SPI1 POU2F2 IRF8 TFEC FLI1 IRF4 MEF2C KLF2 ; 
CD34 ; SOX17 NR5A2 HEYL NOTCH4 BCL6B HEY2 MEF2C KLF2 MEOX1 ERG TCF21 FOXF1 EBF1 LDB2 FHL5 LZTS1 TCF4 ZNF366 EBF3 ; 
HSD11B1 ; SPI1 IRF8 FLI1 IRF4 ; 
TRAF3IP3 ; MNDA STAT5A SLA2 ZBTB32 TBX21 RUNX3 STAT4 SPI1 EOMES CIITA SP140 IRF8 TFEC IRF4 HCLS1 ; 
C1orf74 ; HES2 ; 
NEK2 ; FOXM1 PTTG1 TRIP13 ESPL1 TIMELESS HMGB2 WDHD1 MCM2 MCM4 BRCA1 KNTC1 DNMT1 E2F7 WHSC1 TFDP1 ; 
DTL ; FOXM1 PTTG1 ESPL1 CHAF1A ZNF367 MCM7 EZH2 MCM6 TIMELESS DEK HMGB2 WDHD1 MCM2 MCM4 BRCA1 KNTC1 DNMT1 E2F7 MCM8 BRIP1 WHSC1 TFDP1 ; 
NENF ;  ; GTF2A1 REST
BATF3 ; RUNX3 SPI1 IRF8 FLI1 ; 
VASH2 ; ZSCAN2 ARNT2 SOX4 ZNF84 ; 
CENPF ; FOXM1 ESPL1 TIMELESS HMGB2 WDHD1 MCM2 BRCA1 DNMT1 E2F7 MCM8 BRIP1 RBL1 WHSC1 BRCA2 ; 
HLX ; HEYL BCL6B HEY2 MEF2C PRRX1 EBF1 LZTS1 ; 
DISP1 ; RUNX1T1 ; 
CAPN2 ;  ; EMX2
DEGS1 ;  ; ZNF443
CNIH3 ; TBX2 ; 
LIN9 ; ANKRD32 HMGB2 WDHD1 MCM4 BRCA1 MCM8 BRIP1 TTF2 WHSC1 BRCA2 ; 
ZNF678 ; SHPRH ZKSCAN1 APC ; 
URB2 ; GTF3C4 BRCA2 POLR1A POLR1B ; 
DISC1 ; FLI1 MEF2C LZTS1 SOX5 TCF4 EBF3 ; 
RYR2 ; TBX4 LMO3 MYOCD RUNX1T1 ; 
GREM2 ; TCF21 FOXF1 TBX5 HAND2 MYOCD ; 
KMO ; SPI1 IRF8 TFEC ; 
EXO1 ; FOXM1 PTTG1 TRIP13 MYBL2 MCM5 ESPL1 CHAF1A MCM7 ANKRD32 MCM6 SUV39H2 TIMELESS HMGB2 RUVBL1 WDHD1 MCM2 MCM4 BRCA1 DNMT1 E2F7 MCM8 BRIP1 WHSC1 BRCA2 ; 
KIF26B ; ZNF469 ; 
SMYD3 ; TBX2 ; 
NLRP3 ; MNDA SLA2 STAT4 VENTX SPI1 CIITA IRF8 TFEC FLI1 IRF4 ; 
SH3YL1 ; POGK GRHL3 TOB1 ZNF440 ZNF436 ; 
PXDN ; AEBP1 MEIS3 ZNF469 PRRX2 BCL6B PRRX1 TSHZ3 TCF4 ; 
RPS7 ; NME2 ; 
CMPK2 ; SP110 EIF2AK2 STAT1 TRIM22 ; 
RSAD2 ; SP110 ; 
KIDINS220 ; SHPRH ADNP ZNF397 REST BAZ2B ZKSCAN1 APC ; 
MBOAT2 ; RCOR1 ; 
ADAM17 ; ASCC3 RREB1 CLOCK ATF2 GTF2A1 REST ZNF641 ASH1L APC ; 
CYS1 ; AEBP1 TGFB1I1 PRRX2 PRRX1 GLI2 ; 
RRM2 ; PTTG1 RUVBL1 MCM2 DNMT1 E2F7 ; 
ROCK2 ; ZNF281 BARD1 BDP1 NR2C2 RREB1 ZNF623 CLOCK ATF2 NCOR1 JMJD1C TAF1L SHPRH GTF2A1 ETV3 NCOA2 REST ZNF641 EPC1 ASH1L MKL2 APC ; POLR2I
VSNL1 ; HES2 ; 
SMC6 ; WDHD1 MCM4 ; 
GEN1 ; BRCA1 BRIP1 TTF2 BRCA2 ; 
MATN3 ; TGFB1I1 ; 
SDC1 ; KLF5 HES1 GRHL3 ; 
MFSD2B ; HMGA1 ; 
ITSN2 ; ANKS1A GRHL3 ZNF217 ZNF440 ZNF436 ; 
CENPO ; RAD51 FOXM1 PTTG1 TRIP13 MYBL2 SUV39H2 RUVBL1 BRCA1 DNMT1 BRIP1 ; 
ASXL2 ; GTF2H3 RBL1 GTF3C4 ZNF281 BARD1 ZBTB26 POLR1A BDP1 EYA3 NR2C2 RREB1 ZNF623 CLOCK ATF2 NCOR1 BTAF1 ZNF236 TAF1L SHPRH GTF2A1 ETV3 ADNP NCOA2 REST ZNF641 ASH1L ZKSCAN1 APC ; EDF1 POLR2I TCEB2
CENPA ; PTTG1 MYBL2 HMGB2 RUVBL1 MCM2 WHSC1 ; 
EMILIN1 ; AEBP1 MSC HIC1 TWIST2 MEIS3 CSDC2 TGFB1I1 ZNF469 CREB3L1 PRRX2 BCL6B NFATC4 ETV1 MEOX2 KLF2 APBB1 PRDM6 PRRX1 TCF21 FOXF1 TSHZ3 EBF1 LDB2 GLI2 ZFPM2 TBX5 NAP1L3 PKNOX2 LZTS1 LMO3 HAND2 NDN TCF4 ANKRD53 ZNF423 RUNX1T1 ; 
CAD ; POLR1A ; 
CCDC121 ; ZNF518A ; 
SLC30A6 ; GTF2H3 GTF3C4 BARD1 BRCA2 CLOCK ATF2 SHPRH GTF2A1 ETV3 NCOA2 REST ZNF641 APC ; ZNF524 ZNF444
NLRC4 ; MNDA STAT4 SPI1 IRF8 TFEC FLI1 ; 
RASGRP3 ; NR5A2 IRF8 FLI1 BCL6B MEF2C EBF1 LDB2 ZNF366 ; 
STRN ; GTF2H3 BRIP1 RBL1 GTF3C4 ASCC3 ZNF281 BARD1 BDP1 BBX RREB1 CLOCK JMJD1C GTF2A1 ETV3 NCOA2 REST ZNF641 APC ; POLR2I ZNF688 ZNF444
HEATR5B ; VHL GTF2I BTAF1 ZNF292 ZNF430 RBL2 ZNF236 PHF8 REL SHPRH ETV3 NCOA2 REST ZNF518A ASH1L ZKSCAN1 MKL2 APC ; 
CYP1B1 ; IRF8 PRRX1 ; 
MAP4K3 ; GRHL3 ZNF217 ZNF440 ZNF443 ; 
PKDCC ; KLF2 PRDM6 POU6F1 ZFPM2 NAP1L3 SMARCD3 LMO3 NDN EBF3 ZDHHC15 ; 
HAAO ; MEF2C KLF2 ; 
PREPL ; ADNP ZNF397 MKL2 ; 
EPCAM ; SOX13 ; 
MSH2 ; MCM6 WDHD1 MCM2 MCM4 DNMT1 TFDP1 ; 
MSH6 ; MCM6 MCM2 DNMT1 WHSC1 ; 
STON1 ; GATA6 HLF FOXF1 ZFPM2 LMO3 TCF4 MYOCD ; 
CHAC2 ; RUVBL1 ; 
CCDC88A ;  ; TOB1 CEBPA
EFEMP1 ; PTRF ; 
PEX13 ; ZNF436 ; 
FAM161A ; WHSC1 ; 
CCT4 ; RUVBL1 ; 
CNRIP1 ; VENTX HIC1 SOX17 TGFB1I1 NOTCH4 BCL6B MEF2C MEOX2 KLF2 TCF21 AFF3 TSHZ3 EBF1 LDB2 ZFPM2 FHL5 TBX5 NAP1L3 LZTS1 EBF3 ; 
PLEK ; MNDA SLA2 ZBTB32 TBX21 RUNX3 STAT4 SPI1 EOMES CIITA SP140 IRF8 TFEC FLI1 IRF4 HCLS1 ; 
ARHGAP25 ; MNDA SLA2 ZBTB32 TBX21 SNAI3 RUNX3 STAT4 SPI1 EOMES CIITA SP140 IRF8 TOX TFEC FLI1 IRF4 HCLS1 ; 
ANTXR1 ; AEBP1 APBB2 GLIS2 ZNF469 ETV1 PRRX1 ZFPM2 ; 
GMCL1 ; BARD1 VHL ZNF551 ZDHHC21 RBBP4 ZNF292 ZNF430 ZNF236 TAF1L SHPRH GTF2A1 ETV3 ADNP NCOA2 REST ASH1L ZKSCAN1 APC ; 
TIA1 ; SOX4 ZNF333 ; 
ATP6V1B1 ; VAX2 ; 
DYSF ; BCL6B ; 
EXOC6B ; GTF3C4 EYA3 RREB1 ZNF623 CLOCK GTF2A1 ETV3 NCOA2 REST ; GTF3A ZNF688
ACTG2 ; CSDC2 HIF3A PRDM6 HLF TCF21 CBX7 FOXF1 TBX4 TBX5 LMO3 HAND2 MYOCD NR3C2 ; 
TET3 ; ZKSCAN1 ; 
BOLA3 ; NME2 RUVBL1 ; 
C2orf81 ; ZNF358 TCEA2 ZNF444 ; 
LOXL3 ; VENTX PRRX1 ; 
HK2 ; RREB1 ; 
TACR1 ; MEF2C MEOX1 AFF3 FHL5 ; 
VAMP8 ; ZNF524 ; 
VAMP5 ; NR1H3 ; 
TMEM150A ; TBX2 ; DNMT1 E2F7
GNLY ; SLA2 IRF1 TBX21 GFI1 RUNX3 STAT4 STAT1 CIITA ; 
ATOH8 ; KLF15 ; 
ST3GAL5 ; EMX2 ; 
REEP1 ; LMO3 MYOCD NR3C2 ; 
CD8A ; SLA2 IRF1 TBX21 RUNX3 STAT4 STAT1 EOMES CIITA SP140 IRF4 ; 
CD8B ; SLA2 IRF1 TBX21 RUNX3 STAT4 EOMES CIITA SP140 IRF8 ; 
EIF2AK3 ; ZNF217 ZNF440 SMARCA2 ZNF611 ; 
NCAPH ; FOXM1 PTTG1 TRIP13 MYBL2 ESPL1 CHAF1A MCM7 ANKRD32 MCM6 TIMELESS HMGB2 RUVBL1 WDHD1 MCM2 MCM4 BRCA1 KNTC1 DNMT1 E2F7 MCM8 BRIP1 WHSC1 BRCA2 ; 
ARID5A ; IRF8 FLI1 MEF2C KLF2 EBF1 ; 
COX5B ; ZNF593 SCAND1 ; 
ZAP70 ; SLA2 IRF1 ZBTB32 TBX21 SNAI3 RUNX3 STAT4 SPI1 EOMES CIITA SP140 IRF8 TFEC IRF4 ; 
MGAT4A ; TBX2 ; 
TSGA10 ;  ; PTRF
C2orf15 ; ZSCAN16 ZNF443 ; 
LONRF2 ; MYOCD ; 
MAP4K4 ; HMGA2 ; 
IL1R1 ; TCF21 RUNX1T1 ; PTTG1 RUVBL1
IL18R1 ; STAT4 ; 
IL18RAP ; SLA2 TBX21 STAT4 CIITA SP140 ; 
TGFBRAP1 ; GTF3C4 ZNF281 BARD1 BRCA2 POLR1A BDP1 ZNF623 CLOCK NCOR1 TAF1L SHPRH GTF2A1 ETV3 NCOA2 REST ZNF641 ASH1L APC ; EDF1 POLR2I
RGPD3 ; BDP1 ZNF292 ETV3 REST ZKSCAN1 ; 
ST6GAL2 ; AEBP1 ETV1 ZFPM2 TBX5 NAP1L3 ZNF423 RUNX1T1 ; 
SULT1C4 ; NOTCH4 MEF2C DACH1 EBF1 LDB2 LZTS1 ZNF366 ZNF423 RUNX1T1 ; 
LIMS1 ; ZNF281 ELK3 CLOCK ATF2 GTF2A1 ETV3 REST ZNF641 ; 
SH3RF3 ; MSC HIC1 MEIS3 LEF1 TGFB1I1 ZNF469 PRRX2 BCL6B PRRX1 FOXF1 TSHZ3 EBF1 LDB2 GLI2 ZFPM2 LZTS1 ; 
BUB1 ; RAD51 FOXM1 PTTG1 TRIP13 MYBL2 ESPL1 CHAF1A MCM7 EZH2 ANKRD32 TIMELESS HMGB2 RUVBL1 WDHD1 MCM2 MCM4 BRCA1 KNTC1 DNMT1 E2F7 ZNF695 BRIP1 TTF2 WHSC1 BRCA2 ; 
ACOXL ; TBX2 ; 
ANAPC1 ; RBL1 GTF3C4 POLR1A BDP1 POLR1B CLOCK GTF2A1 REST ; 
CHCHD5 ;  ; ETV3 NCOA2 REST
CKAP2L ; FOXM1 TRIP13 ESPL1 WDHD1 MCM4 BRCA1 DNMT1 E2F7 BRIP1 RBL1 WHSC1 BRCA2 ; 
EPB41L5 ; APC ; 
GYPC ; LYL1 VENTX SPI1 SOX17 TWIST2 POU2F2 IRF8 FLI1 BCL6B MEF2C MEOX2 KLF2 AFF3 ZNF671 EBF1 NR4A3 LDB2 LZTS1 EBF3 ; 
MAP3K2 ; ZFX BBX ZNF81 ELK3 CLOCK ATF2 DENND4A JMJD1C BACH1 ELF1 GTF2A1 NCOA2 REST ZNF641 ASH1L APC ; 
LIMS2 ; HIC1 SOX17 CSDC2 TGFB1I1 MEF2C MEOX2 KLF2 MEOX1 PRDM6 POU6F1 HLF TCF21 FOXF1 AFF3 TSHZ3 EBF1 LDB2 ZFPM2 FHL5 TBX4 TBX5 NAP1L3 PKNOX2 LMO3 HAND2 MYOCD EBF3 ; 
ARHGEF4 ; SOX15 HES2 IRX3 ; 
MGAT5 ; ZNF281 BARD1 CLOCK ATF2 TAF1L SHPRH GTF2A1 ETV3 ADNP NCOA2 REST ZNF641 EPC1 APC ; 
TMEM163 ; TBX2 ; 
CCNT2 ; ZNF124 NR2C2 RBBP4 ZNF507 TAF1 BTAF1 ZNF440 BCOR ZNF292 ZNF430 PHF8 SHPRH ZNF436 ZNF224 ZNF587 ADNP ZNF397 NCOA2 ZNF518A ASH1L ZNF91 ZNF611 BAZ2B ZNF443 ZNF333 ZKSCAN1 MKL2 ZNF136 ; 
CXCR4 ; FAIM3 SNAI3 SPI1 POU2F2 SP140 IRF8 TFEC FLI1 IRF4 MEF2C KLF2 EBF1 NR4A3 EBF3 ; 
KYNU ; SOX7 ; 
ARHGAP15 ; STAT5A ZBTB32 SNAI3 SPI1 SP140 IRF8 TFEC FLI1 IRF4 MEF2C HCLS1 ; 
ZEB2 ; VENTX HIC1 SPI1 IRF8 KLF9 TFEC FLI1 CREBL2 BCL6B MITF MEF2C KLF2 ZNF671 TSHZ3 EBF1 NR4A3 LDB2 EBF3 RUNX1T1 ; 
KIF5C ; TBX2 ; 
TNFAIP6 ; ZNF469 PRRX1 ; 
RIF1 ; MCM4 GTF2H3 RCOR1 BRIP1 RBL1 GTF3C4 ASCC3 ZNF281 BARD1 BRCA2 POLR1A BDP1 BBX RREB1 ZNF623 CLOCK ATF2 ZNF236 TAF1L GTF2A1 NCOA2 REST ZNF641 APC ; ZNF688 ZNF444
CACNB4 ; LMO3 HAND2 MYOCD ; 
CYTIP ; MNDA STAT5A TNFAIP3 SLA2 IRF1 ZBTB32 TBX21 RUNX3 STAT4 STAT1 FOXP3 SPI1 EOMES CIITA SP140 IRF8 TFEC FLI1 IRF4 ; 
TANC1 ; APC ; 
CD302 ; FLI1 MEF2C KLF2 SMARCD3 ; 
FAP ; AEBP1 PTRF TWIST1 ZNF469 PRRX1 ; 
IFIH1 ; TRIM21 PML SP100 SP110 ETV7 SLA2 IRF1 EIF2AK2 ZNFX1 STAT1 TRIM22 ; 
SPC25 ; FOXM1 PTTG1 TRIP13 MYBL2 E2F1 MCM7 EZH2 MCM6 HMGB2 RUVBL1 MCM2 WHSC1 ; 
KLHL23 ; BARD1 RBBP4 ATF2 SHPRH GTF2A1 ADNP REST SP4 ASH1L APC ; 
CYBRD1 ; PTRF MITF ; 
CDCA7 ; MCM6 DEK HMGB2 WDHD1 MCM2 MCM4 DNMT1 E2F7 ; 
WIPF1 ; MNDA LYL1 SLA2 TBX21 RUNX3 STAT4 SPI1 EOMES POU2F2 CIITA SP140 IRF8 TFEC FLI1 CREBL2 IRF4 MEF2C ZNF671 EBF1 ; 
KIAA1715 ; CLOCK GTF2A1 APC ; 
OSBPL6 ; TRPS1 ; 
FKBP7 ; ETV1 ; 
CCDC141 ; STAT4 IRF8 ; 
SESTD1 ;  ; RUVBL1
ITGA4 ; MNDA SPI1 IRF8 TFEC FLI1 ; 
CERKL ; SPI1 IRF8 TFEC ; 
PDE1A ; SOX17 MEF2C MEOX2 KLF2 PRDM6 TCF21 AFF3 EBF1 NR4A3 LDB2 ZFPM2 FHL5 NAP1L3 LZTS1 LMO3 HAND2 SOX5 TCF4 EBF3 NR3C2 RUNX1T1 ; 
FRZB ; MEF2C KLF2 TCF21 FOXF1 AFF3 EBF1 LDB2 FHL5 TBX5 NAP1L3 LZTS1 MYOCD EBF3 NR3C2 ZNF423 TBX2 RUNX1T1 ; ENO1
NCKAP1 ; BDP1 RREB1 LRRFIP1 CLOCK ATF2 ZNF292 GTF2A1 REST ASH1L APC ; ZNF688
CALCRL ; NR5A2 NOTCH4 BCL6B MEF2C ERG EBF1 LDB2 FHL5 TCF4 ZNF366 ; 
COL3A1 ; AEBP1 MEIS3 TWIST1 GLIS1 ZNF469 CREB3L1 PRRX2 ETV1 PRRX1 GLI2 ZFPM2 ; 
COL5A2 ; AEBP1 APBB2 ZNF469 PRRX1 ; 
TMEM194B ; NAB1 ; 
SDPR ; SOX17 MEF2C KLF2 HLF FOXF1 AFF3 EBF1 LDB2 ZBTB16 FHL5 LMO3 TCF4 EBF3 ; 
HECW2 ; NOTCH4 BCL6B LDB2 LZTS1 ; 
CCDC150 ; ZNF695 ; 
PGAP1 ; ZNF440 ZNF436 ; 
ANKRD44 ; SP140 IRF8 TFEC ; 
RFTN2 ; SOX17 LEF1 HEYL NOTCH4 BCL6B ETV1 KLF2 TCF21 FOXF1 EBF1 LDB2 FHL5 NAP1L3 LZTS1 SOX5 NDN TCF4 ZNF366 EBF3 ZNF423 RUNX1T1 ; 
MARS2 ; POLR1B ; 
PLCL1 ; KLF9 FLI1 MEF2C KLF2 AFF3 EBF1 NR4A3 LDB2 FHL5 ZNF366 NR3C2 ; 
SGOL2 ; FOXM1 ANKRD32 TIMELESS WDHD1 MCM2 MCM4 BRCA1 DNMT1 MCM8 WHSC1 ; 
AOX1 ; MEOX2 KLF2 AFF3 EBF1 LMO3 EBF3 ; 
CFLAR ; IRF1 STAT1 ; 
CASP10 ; TRIM22 ; 
TRAK2 ; RUNX1T1 ; 
NBEAL1 ; BDP1 RREB1 GTF2A1 ETV3 NCOA2 REST APC ; 
CD28 ; FAIM3 STAT5A SLA2 ZBTB32 TBX21 SNAI3 STAT4 FOXP3 SPI1 EOMES POU2F2 CIITA NR5A2 SP140 IRF8 TFEC FLI1 IRF4 MEF2C KLF2 EBF1 NR4A3 ; 
CTLA4 ; SLA2 IRF1 ZBTB32 TBX21 RUNX3 STAT4 STAT1 FOXP3 EOMES CIITA SP140 TFEC IRF4 ; 
ICOS ; SLA2 IRF1 ZBTB32 TBX21 RUNX3 STAT4 STAT1 FOXP3 EOMES CIITA SP140 IRF8 TFEC IRF4 ; 
NRP2 ; PTRF TSHZ3 ; 
PLEKHM3 ; NCOA2 APC ; 
PIKFYVE ; BDP1 NR2C2 ATF2 BTAF1 JMJD1C ZNF292 TAF1L SHPRH GTF2A1 NCOA2 REST EPC1 ASH1L BAZ2B ZKSCAN1 MKL2 APC ; ZNF593
IKZF2 ; TOB1 ZNF440 ZNF436 SMARCA2 ; TEAD4
FN1 ; ZNF469 PRRX1 ; 
RPL37A ; NME2 ; 
IGFBP5 ; CSDC2 TCF21 FOXF1 TSHZ3 ZFPM2 TBX5 NAP1L3 HAND2 MYOCD RUNX1T1 ; 
TNS1 ; CSDC2 TGFB1I1 HIF3A MEF2C MEOX2 KLF2 PRDM6 NR2F1 HLF TCF21 CBX7 FOXF1 AFF3 TSHZ3 EBF1 GLI2 ZFPM2 FHL5 TBX4 TBX5 PKNOX2 LMO3 HAND2 MYOCD NR3C2 RUNX1T1 ; 
CXCR2P1 ; SLA2 ZBTB32 TBX21 RUNX3 STAT4 STAT1 SP140 TFEC ; 
GPBAR1 ; SPI1 ; 
RQCD1 ; GTF2H3 BRIP1 RBL1 BRCA2 POLR1B GTF2A1 ; ZNF688
PLCD4 ; HLF ; 
CYP27A1 ; MEF2C KLF2 ; 
PTPRN ; PRRX1 ; 
DES ; CSDC2 PRDM6 CBX7 FOXF1 TBX4 LMO3 HAND2 MYOCD ; 
KCNE4 ; AEBP1 HIC1 MEIS3 TGFB1I1 HEYL KLF9 BCL6B MEF2C MEOX2 PRRX1 TSHZ3 EBF1 LDB2 ZFPM2 NAP1L3 PKNOX2 HAND2 NDN TCF4 EBF3 ZNF423 RUNX1T1 ; 
WDFY1 ; BACH1 ; 
FAM124B ; SOX17 BCL6B MEF2C KLF2 TCF21 EBF1 LDB2 LZTS1 EBF3 ; 
DOCK10 ; MNDA SLA2 TBX21 RUNX3 STAT4 SPI1 EOMES CIITA SP140 IRF8 TOX TFEC FLI1 IRF4 HCLS1 ; 
RHBDD1 ; ASCC3 ATF2 SHPRH GTF2A1 REST ZNF641 APC ; 
SP140L ; SP110 ; 
ITM2C ; TBX2 ; 
GPR55 ; IRF8 IRF4 ; 
HJURP ; RAD51 FOXM1 PTTG1 TRIP13 MYBL2 ESPL1 CHAF1A MCM7 RAD54B EZH2 MCM6 TIMELESS HMGB2 RUVBL1 WDHD1 MCM2 MCM4 BRCA1 DNMT1 E2F7 WHSC1 ; 
COL6A3 ; AEBP1 HIC1 MEIS3 GLIS1 ZNF469 CREB3L1 PRRX2 ETV1 PRRX1 TSHZ3 LDB2 GLI2 ZFPM2 LZTS1 TCF4 ZNF423 RUNX1T1 ; 
RAB17 ; NR2F6 ; 
RAMP1 ; PTRF ; 
SNED1 ; HIC1 SOX17 NOTCH4 BCL6B NFATC4 MEF2C KLF2 PRDM6 TCF21 FOXF1 TSHZ3 EBF1 LDB2 GLI2 TBX5 NAP1L3 PKNOX2 LZTS1 HAND2 TCF4 EBF3 ZNF423 RUNX1T1 ; 
PASK ; ZNF92 ; 
DTYMK ; RUVBL1 MXD3 ; 
PDCD1 ; SLA2 IRF1 ZBTB32 TBX21 RUNX3 STAT4 STAT1 SPI1 EOMES CIITA SP140 IRF8 TFEC IRF4 ; 
CNTN4 ; KLF2 TCF21 FOXF1 DACH1 EBF1 LDB2 TBX5 NAP1L3 PEG3 EBF3 ZNF423 RUNX1T1 ; 
ITPR1 ; MEF2C ; 
LMCD1 ; VENTX HIC1 CSDC2 GATA6 MEOX2 KLF2 PRRX1 TSHZ3 EBF1 HAND2 ; 
RAD18 ; WDHD1 MCM2 BRCA1 DNMT1 MCM8 ; 
FANCD2 ; RAD51 TRIP13 ESPL1 RAD54B TIMELESS RUVBL1 BRCA1 ZNF695 TTF2 BRCA2 ; 
SLC6A1 ; HEYL ; 
RPL32 ; ZNF581 ; 
FBLN2 ; AEBP1 HIC1 TWIST2 MEIS3 PRRX2 KLF2 PRRX1 TCF21 EBF1 LDB2 GLI2 ZFPM2 TBX5 NAP1L3 RUNX1T1 ; 
FGD5 ; SOX17 NR5A2 HEYL NOTCH4 BCL6B HEY2 MEF2C KLF2 EBF1 LDB2 FHL5 LZTS1 ZNF366 EBF3 ZNF423 ; 
RFTN1 ; SPI1 POU2F2 CIITA IRF8 TFEC FLI1 IRF4 ; 
KAT2B ; ZNF136 ; 
SGOL1 ; RAD51 FOXM1 TRIP13 ESPL1 MCM7 EZH2 ANKRD32 TIMELESS HMGB2 WDHD1 MCM2 MCM4 BRCA1 KNTC1 DNMT1 ZNF695 MCM8 BRIP1 WHSC1 BRCA2 ; 
TGFBR2 ; FLI1 MEF2C ; 
STT3B ; BARD1 CLOCK ATF2 TAF1L SHPRH GTF2A1 ETV3 NCOA2 REST EPC1 ; 
OSBPL10 ; PRDM8 ; 
GPD1L ; TOP2B ; 
SUSD5 ; ANKRD53 ; 
DCLK3 ; HEYL ; 
TRANK1 ; SP100 SP110 TRIM22 CIITA SP140 TFEC ; 
GOLGA4 ; TMF1 ; 
CSRNP1 ; NFKBIZ EGR1 NR4A1 PER1 KLF2 ERG TCF21 ATF3 ZFP36 NR4A3 FOSB EGR3 FOS ; TFAP4
RPSA ; NME2 ; 
RPL14 ; NME2 ZNF581 ; 
ZNF621 ; ZNF333 ZKSCAN1 ; 
TRAK1 ; POGK ANKS1A CEBPA ZNF440 ZNF436 ; 
NKTR ; ZNF169 NR2C2 ZFP62 CRAMP1L BTAF1 ZNF700 SS18L1 ZNF292 SHPRH ZNF224 ZNF587 ZNF92 ZNF397 ZNF518A ZNF443 ZNF333 ZKSCAN1 ; CEBPB DRAP1
KIF15 ; RAD51 FOXM1 TRIP13 ESPL1 CHAF1A MCM7 RAD54B EZH2 ANKRD32 MCM6 TIMELESS HMGB2 WDHD1 MCM2 MCM4 BRCA1 DNMT1 E2F7 ZNF695 MCM8 TTF2 WHSC1 BRCA2 ; 
CLEC3B ; SOX17 NOTCH4 MEF2C MEOX2 KLF2 MEOX1 TCF21 FOXF1 EBF1 LDB2 ZBTB16 FHL5 NAP1L3 LZTS1 LMO3 EBF3 ; 
TMEM158 ; PRRX1 ; 
FYCO1 ; CBX7 MYOCD ; 
CXCR6 ; MNDA SLA2 IRF1 TBX21 RUNX3 STAT4 STAT1 SPI1 EOMES CIITA SP140 IRF8 TFEC IRF4 ; 
CCR1 ; MNDA SLA2 STAT1 SPI1 IRF8 TFEC FLI1 ; 
CCR2 ; MNDA SLA2 STAT4 SPI1 CIITA SP140 IRF8 TFEC FLI1 IRF4 HCLS1 NR4A3 ; 
CCR5 ; MNDA SLA2 IRF1 TBX21 RUNX3 STAT4 STAT1 SPI1 EOMES CIITA SP140 IRF8 TFEC IRF4 ; 
LRRC2 ; KLF2 HLF MYOCD ; 
PTH1R ; HIC1 TGFB1I1 NFATC4 MEOX2 PRDM6 EBF1 LDB2 TBX5 NAP1L3 EBF3 RUNX1T1 ; 
CCDC12 ; SCAND1 ; BBX
SCAP ; CEBPA ; 
CDC25A ; RAD51 PTTG1 MYBL2 E2F1 ESPL1 CHAF1A MCM7 MCM6 SUV39H2 HMGB2 MCM2 BRCA1 DNMT1 ; 
PLXNB1 ; ZNF195 ZNF443 ; 
PRKAR2A ; RBL1 ASCC3 ZNF281 BARD1 BDP1 RREB1 ZNF623 CLOCK ATF2 SHPRH GTF2A1 NCOA2 REST ZNF641 ASH1L APC ; ZNF688
LAMB2 ; TGFB1I1 ; 
GPX1 ;  ; SHPRH ZKSCAN1
UBA7 ; SP110 ETV7 IRF1 TRIM22 CIITA ; 
TRAIP ; PTTG1 MYBL2 EZH2 RUVBL1 ZNF695 ; 
IFRD2 ; RUVBL1 ; 
C3orf18 ; TGFB1I1 NFATC4 APBB1 NAP1L3 SMARCD3 ANKRD53 ; 
RAD54L2 ; BARD1 NR2C2 ZNF623 CLOCK ATF2 NCOR1 TAF1L SHPRH GTF2A1 ETV3 NCOA2 REST ZNF641 ZKSCAN1 APC ; EDF1
RPL29 ; NME2 ZNF581 ; 
POC1A ; PTTG1 MYBL2 E2F1 RUVBL1 ; 
TLR9 ; SPIB POU2AF1 POU2F2 ; 
SEMA3G ; MEF2C KLF2 EBF1 LDB2 FHL5 TCF4 EBF3 ; 
STAB1 ; MNDA LYL1 VENTX SPI1 IRF8 TFEC FLI1 HCLS1 KLF2 ; 
NEK4 ; ADNP ; 
ITIH3 ; MEOX1 ; 
MUSTN1 ; FHL5 KLF15 ; 
