gene ; activator ; inhibitor
FAT1 ; RAI1 ; 
NDUFS6 ; SCAND1 POLR2I PPAN NME2 ; ZNF430 REST EP300 SHPRH TAF1 AFF4 NCOA2 BACH1 NCOA1 GTF2A1 REL ETV3 ZNF623 ATF7IP APC ASH1L ZNF641
ADAMTS16 ; ZNF469 PTRF AEBP1 ZFPM2 CSDC2 PRRX1 TWIST1 ; 
KIAA0947 ; TAF1L GTF2H3 ZNF281 BARD1 GTF3C4 ZNF689 ZNF131 ZBTB26 REST ZNF551 SHPRH JMJD1C AFF4 MKL2 NCOA2 CLOCK ATF2 EPC1 GTF2A1 ZNF623 ATF7IP APC ASH1L ZNF641 ; 
UBE2QL1 ; AEBP1 PRRX1 TWIST1 ; 
MTRR ; NCOA2 ASH1L ; 
SEMA5A ; ANKS1A ; 
CCT5 ; RUVBL1 ; 
MARCH6 ; ZNF236 BTAF1 NR2C2 CRAMP1L ZNF623 ZKSCAN1 ; 
TRIO ; ZNF281 NCOA2 APC ASH1L ; POLR2I
ANKH ; PRRX1 ; 
FBXL7 ; SNAI1 TGFB1I1 ZNF469 MEIS3 GLIS1 HEYL PTRF TWIST2 EBF1 BIN1 CREB3L1 LDB2 GLI2 BCL6B CREB5 ETV1 KLF2 MEF2C TBX5 HIC1 PGR TCF21 MSC GATA6 LEF1 GLI1 FLI1 KLF9 FOXF1 AEBP1 PRRX2 LZTS1 TCF4 ERG ZFPM2 NAP1L3 HAND2 GLIS2 TSHZ3 MITF RUNX1T1 CSDC2 PRRX1 TWIST1 TRPS1 ; 
CDH6 ; HEYL FHL5 LDB2 BCL6B ERG NOTCH4 ; 
C5orf22 ; RBL1 ; 
GOLPH3 ; ZNF281 TMF1 CLOCK NFATC2 ; ZNF444
MTMR12 ; CLOCK ; 
ADAMTS12 ; ZNF469 ETV1 AEBP1 ZFPM2 RUNX1T1 CSDC2 PRRX1 TWIST1 ; 
IL7R ; TBX21 IRF4 FLI1 MNDA RUNX3 IRF8 TFEC FOXP3 ; 
LMBRD2 ; SHPRH AFF4 NCOA2 CLOCK GTF2A1 ; 
SKP2 ; MCM4 ; 
NUP155 ; MCM8 GTF2H3 EYA3 ASCC3 DNMT1 BRCA2 WDHD1 BARD1 GTF3C4 BRIP1 RBL1 MCM4 GTF2A1 ; 
EGFLAM ; HEYL EBF1 LDB2 BCL6B MEF2C LZTS1 ERG ; 
OSMR ; NR3C1 MITF SETBP1 ; 
RICTOR ; ZNF292 BTAF1 NR2C2 ZBTB43 ZNF518A ZNF587 ASH1L ; 
FYB ; SPI1 SLA2 STAT4 CIITA MNDA RUNX3 IRF8 TFEC ; 
RPL37 ; ZNF581 NME2 ; 
C7 ; MEOX1 MEOX2 ; 
GHR ; KLF9 TCF4 NAP1L3 SETBP1 TRPS1 ; 
C5orf34 ; TRIP13 HMGB2 ; 
NNT ; GTF2A1 ; 
ITGA1 ; ZNF469 HEYL PTRF EBF1 LDB2 GLI2 MEF2C HIC1 GATA6 LEF1 FLI1 KLF9 FOXF1 AEBP1 LZTS1 TCF4 ERG ZFPM2 HAND2 CSDC2 PRRX1 ZNF366 ; 
ARL15 ; ELK3 ZNF366 ZNF641 ; 
SNX18 ; BACH1 ; 
GZMK ; SPI1 TBX21 IRF4 SLA2 STAT4 CIITA MNDA RUNX3 IRF8 TFEC EOMES FOXP3 ; 
GZMA ; SPI1 TBX21 IRF4 SLA2 STAT4 CIITA MNDA RUNX3 IRF8 TFEC ; 
GPX8 ; TGFB1I1 ZNF469 MEIS3 PTRF TWIST2 CREB3L1 APBB2 HIC1 TCF7L1 AEBP1 PRRX2 ZFPM2 HAND2 GLIS2 MITF CSDC2 PRRX1 TWIST1 TRPS1 ; 
IL6ST ; ZNF281 ZBTB38 NFIC HIVEP1 JMJD1C ELK3 NCOA2 BACH1 ZNF366 GTF2A1 ETV3 NFATC2 APC ASH1L ZNF641 ; 
MIER3 ; BDP1 SHPRH ZDHHC21 GTF2A1 APC ; 
GAPT ; SPI1 MNDA RUNX3 IRF8 ; 
DEPDC1B ; ZNF695 PTTG1 TRIP13 FOXM1 ESPL1 HMGB2 BRCA1 EZH2 SUV39H2 TIMELESS BRCA2 WDHD1 BRIP1 ; 
NDUFAF2 ; NME2 ; 
KIF2A ; BARD1 GTF3C4 CLOCK ; 
LRRC70 ; SOX17 HEYL EBF1 LDB2 BCL6B KLF2 MEF2C NR4A3 ERG ; 
ADAMTS6 ; TGFB1I1 ZNF469 GLIS1 HEYL PTRF TWIST2 EBF1 GLI2 HIC1 MSC GATA6 LEF1 FOXF1 AEBP1 LZTS1 TCF4 ZFPM2 NAP1L3 HAND2 GLIS2 TSHZ3 RUNX1T1 CSDC2 PRRX1 TWIST1 TRPS1 ; 
CENPK ; PTTG1 MCM7 XRCC3 FOXM1 ESPL1 MCM5 HMGB2 E2F7 ZNF367 BRCA1 EZH2 KNTC1 TIMELESS WDHD1 BRIP1 ANKRD32 WHSC1 ; 
SGTB ; TCF4 APBB1 TRPS1 ; 
NLN ; GTF3C4 ; 
CD180 ; SPIB SPI1 TBX21 IRF4 POU2AF1 SLA2 POU2F2 VENTX CIITA MNDA RUNX3 IRF8 TFEC AEBP1 FOXP3 ; 
CCNB1 ; RAD51 MYBL2 ZNF695 PTTG1 MCM7 TRIP13 FOXM1 ESPL1 HMGB2 BRCA1 EZH2 SUV39H2 TIMELESS WHSC1 ; 
CENPH ; PTTG1 MCM7 TRIP13 HMGB2 ; 
CCDC125 ;  ; PTRF
MARVELD2 ;  ; DRAP1
MAP1B ; TGFB1I1 SOX17 HEYL PTRF TWIST2 EBF1 LDB2 GLI2 BCL6B CREB5 AFF3 KLF2 MEF2C MYOCD HIC1 EBF3 MEOX1 MSC GATA6 LEF1 FLI1 MEOX2 KLF9 FOXF1 AEBP1 LZTS1 TCF4 ERG ZFPM2 NAP1L3 SOX5 HAND2 TSHZ3 MITF RUNX1T1 CSDC2 PRRX1 APBB1 TWIST1 TRPS1 ; 
FCHO2 ; JMJD1C ; 
HMGCR ; MCM4 ; 
POLK ; BBX ATF2 APC ASH1L ; 
IQGAP2 ; FLI1 MNDA IRF8 TFEC TCF4 DAB2 FOXP3 ; 
F2RL2 ; GLI2 MSC ZFPM2 HAND2 CSDC2 PRRX1 TWIST1 ; 
F2R ; ZNF469 HEYL PTRF LDB2 GLI2 BCL6B MEF2C FLI1 FOXF1 AEBP1 LZTS1 TCF4 ERG ZFPM2 CSDC2 PRRX1 ; 
ARSB ; TCF4 TSHZ3 RUNX1T1 PRRX1 ; 
DMGDH ; MEOX2 ZFPM2 HAND2 CSDC2 ; 
BHMT2 ; HIC1 MSC GATA6 MEOX2 HAND2 CSDC2 ; 
HOMER1 ; CLOCK GTF2A1 ; 
MTX3 ; ZNF236 NR2C2 SHPRH ZBTB39 CRAMP1L ZNF397 ZNF587 ZNF623 APC ASH1L ; 
SERINC5 ; KLF3 REST NCOA2 CLOCK GTF2A1 REL ETV3 ASH1L ; 
DHFR ; MCM4 ; 
RASGRF2 ; ZNF469 HEYL PTRF TWIST2 EBF1 LDB2 GLI2 BCL6B ETV1 MEF2C APBB2 HIC1 MSC FLI1 FOXF1 AEBP1 PRRX2 LZTS1 TCF4 ERG ZFPM2 HAND2 GLIS2 TSHZ3 CSDC2 PRRX1 TWIST1 ; 
RPS23 ; NME2 ; 
VCAN ; ZNF469 PTRF GLI2 ETV1 HIC1 MSC AEBP1 PRRX2 ZFPM2 NAP1L3 GLIS2 CSDC2 PRRX1 TWIST1 ; 
EDIL3 ; ELK3 ZNF366 ; 
RASA1 ; ELK3 NCOA2 ; 
TMEM161B ; SHPRH ZDHHC21 CLOCK ASH1L ; 
MBLAC2 ; ZNF420 ASH1L ; 
TTC37 ; GTF2I GTF2H3 ASCC3 RBBP4 ZNF430 BARD1 GTF3C4 ZNF236 BDP1 TCF12 ZBTB26 REST NR2C2 ZNF585B ADNP ZNF551 RBL1 SHPRH TAF1 JMJD1C AFF4 ZDHHC21 MKL2 NCOA2 CLOCK ATF2 EPC1 ZNF221 GTF2A1 REL ETV3 ZNF623 ATF7IP APC ASH1L ; SCAND1 ZNF593
PCSK1 ; SNAI1 TWIST2 VENTX CSDC2 PRRX1 ; 
LNPEP ; ASCC3 ELF1 REST BBX SHPRH AFF4 ZDHHC21 NCOA2 ATF2 ELK4 GTF2A1 REL ETV3 APC ASH1L ZNF641 ; 
ST8SIA4 ; FLI1 ; 
PAM ; TCF4 MITF RUNX1T1 TRPS1 ; 
PJA2 ; ELK3 BACH1 ATF2 ASH1L ; 
MAN2A1 ; GTF3C4 REST AFF4 NCOA2 CLOCK GTF2A1 ETV3 ZNF641 ; 
SLC25A46 ; GTF2H3 GTF3C4 REST BBX TMF1 SHPRH AFF4 ZDHHC21 NCOA2 CLOCK ATF2 GTF2A1 ATF7IP APC ASH1L ; 
TSLP ; TCF21 NR2F1 FOXF1 ; 
CAMK4 ; FOXP3 ; 
YTHDC2 ; BTAF1 RBL2 SHPRH ZDHHC21 ZBTB43 ELK4 ZNF518A ZNF81 ZNF397 ZNF587 ZNF623 APC ASH1L ; 
CDO1 ; CSDC2 PRRX1 ; 
DTWD2 ; ZNF430 ELF1 ZBTB26 REST BBX SHPRH ERCC6 AFF4 ZDHHC21 CLOCK ATF2 GTF2A1 ZNF81 ZNF397 APC ASH1L ZNF641 ; 
DMXL1 ; BDP1 ZNF585B TMF1 SHPRH AFF4 ZNF611 ZDHHC21 MKL2 NCOA2 CLOCK ZNF41 GTF2A1 APC ASH1L ZNF641 ; 
PRR16 ; SNAI1 TGFB1I1 ZNF469 GLIS1 HEYL PTRF TWIST2 CREB3L1 GLI2 HIC1 MSC GATA6 FOXF1 AEBP1 PRRX2 ZFPM2 NAP1L3 HAND2 GLIS2 TSHZ3 CSDC2 PRRX1 TWIST1 ; 
SRFBP1 ; VHL GTF2H3 ASCC3 RBBP4 BARD1 ELF1 GTF3C4 POLR1B ZBTB26 REST TMF1 RBL1 SHPRH AFF4 ZDHHC21 ZNF420 NCOA2 CLOCK ATF2 GTF2A1 ZNF623 APC ASH1L ; 
LOX ; ZNF469 PTRF GLI2 ETV1 HIC1 AEBP1 PRRX2 LZTS1 ZFPM2 EGR2 GLIS2 CSDC2 PRRX1 TWIST1 ; 
LMNB1 ; RAD51 MYBL2 PTTG1 MCM7 E2F1 XRCC3 TRIP13 MCM2 FOXM1 ESPL1 MCM5 HMGB2 E2F7 CHAF1A ZNF367 BRCA1 MCM3 EZH2 SUV39H2 MCM6 KNTC1 TIMELESS DNMT1 WDHD1 BRIP1 MCM4 WHSC1 ; 
CHSY3 ; ZNF469 MEIS3 HEYL PTRF CREB3L1 GLI2 ETV1 HIC1 MSC KLF9 AEBP1 PRRX2 LZTS1 TCF4 ZFPM2 NAP1L3 HAND2 GLIS2 CSDC2 PRRX1 TWIST1 ; 
RAPGEF6 ; VHL TAF1L RREB1 GTF2H3 ZNF281 ZBTB37 NCOR1 ZNF430 BARD1 GTF3C4 ZNF236 BDP1 ZBTB26 REST EP300 NR2C2 DENND4A ADNP ZNF551 TMF1 SHPRH BRPF3 AFF4 ZDHHC21 MKL2 NCOA2 ATF2 EPC1 GTF2A1 ETV3 ZNF81 ZNF623 APC ASH1L ; TCEB2 POLR2I ZNF444 NME2
C5orf56 ; IRF1 SLA2 CIITA TRIM22 ; 
RAD50 ; NCOR1 ELF1 GTF3C4 POLR1B REST SHPRH AFF4 ZDHHC21 CLOCK GTF2A1 REL ETV3 ZNF397 ZNF623 APC ASH1L ; 
C5orf20 ; IRF4 RUNX3 FOXP3 ; 
CXCL14 ; GLI1 ; 
TGFBI ; TGFB1I1 ZNF469 GLIS1 PTRF TWIST2 GLI2 ETV1 HIC1 TCF7L1 MSC AEBP1 PRRX2 TCF4 ZFPM2 HAND2 GLIS2 TSHZ3 CSDC2 PRRX1 TWIST1 TRPS1 ; 
SPOCK1 ; AEBP1 PRRX2 ; 
FAM13B ; ZNF234 ZNF81 ; 
KIF20A ; RAD51 ZNF695 PTTG1 MCM7 TRIP13 FOXM1 ESPL1 MCM5 HMGB2 CHAF1A ZNF367 BRCA1 EZH2 SUV39H2 WHSC1 ; 
CDC25C ; RAD51 MYBL2 ZNF695 PTTG1 MCM7 E2F1 TRIP13 FOXM1 ESPL1 MCM5 HMGB2 CHAF1A BRCA1 EZH2 TIMELESS WHSC1 ; 
REEP2 ; NAP1L3 CSDC2 PRRX1 APBB1 TWIST1 TRPS1 ; 
ECSCR ; LYL1 SOX17 HEYL PTRF EBF1 LDB2 BCL6B KLF2 MEF2C HIC1 MEOX1 MSC LEF1 FLI1 AEBP1 PRRX2 ERG PRRX1 ; 
TMEM173 ; KLF9 ; 
HBEGF ; FOSL1 FOS FOSB ; 
APBB3 ; ZNF266 ; 
CD14 ; ZNF469 SPI1 PTRF TWIST2 BIN1 VENTX HIC1 MSC MNDA RUNX3 IRF8 TFEC AEBP1 ZFPM2 GLIS2 CSDC2 PRRX1 TWIST1 ; 
PCDHGB7 ; GLI2 MEF2C HIC1 PGR FLI1 FOXF1 AEBP1 TCF4 ZFPM2 HAND2 TSHZ3 RUNX1T1 CSDC2 PRRX1 ; 
PCDHGA12 ; HAND2 RUNX1T1 ; 
FCHSD1 ; HDAC10 ; 
PCDH12 ; SOX17 HEYL TAL1 PTRF EBF1 LDB2 HEY2 BCL6B MEF2C HIC1 LEF1 FLI1 AEBP1 LZTS1 TCF4 ERG ZFPM2 NOTCH4 PRRX1 ; 
FGF1 ; TGFB1I1 ZNF469 HEYL PTRF ETV1 MEF2C HIC1 MSC AEBP1 PRRX2 ZFPM2 HAND2 GLIS2 CSDC2 PRRX1 ; 
DPYSL3 ; TGFB1I1 PTRF GLI2 VENTX HIC1 GATA6 MEOX2 AEBP1 ZFPM2 NAP1L3 HAND2 MITF RUNX1T1 CSDC2 PRRX1 TWIST1 TRPS1 ; 
CSF1R ; SPI1 PTRF BIN1 MEF2C VENTX HIC1 STAT4 MSC FLI1 MNDA RUNX3 IRF8 MEOX2 TFEC KLF9 AEBP1 ZFPM2 HAND2 GLIS2 MITF FOXP3 CSDC2 PRRX1 TWIST1 ; 
PDGFRB ; SNAI1 TGFB1I1 ZNF469 GLIS1 HEYL PTRF TWIST2 EBF1 CREB3L1 LDB2 GLI2 BCL6B ETV1 KLF2 MEF2C HIC1 MSC GATA6 LEF1 MEOX2 KLF9 FOXF1 AEBP1 PRRX2 LZTS1 TCF4 ERG ZFPM2 NAP1L3 HAND2 GLIS2 TSHZ3 RUNX1T1 CSDC2 PRRX1 TWIST1 TRPS1 ; 
ARSI ; SNAI1 TGFB1I1 ZNF469 MEIS3 GLIS1 PTRF TWIST2 CREB3L1 GLI2 HIC1 TCF7L1 MSC AEBP1 PRRX2 ZFPM2 HAND2 GLIS2 CSDC2 PRRX1 TWIST1 TRPS1 ; 
CD74 ; SPI1 IRF1 TBX21 IRF4 SLA2 STAT4 CIITA MNDA RUNX3 IRF8 FOXP3 ; 
RPS14 ; NME2 ; 
SYNPO ; TGFB1I1 ZNF469 HEYL PTRF TWIST2 EBF1 GLI2 CREB5 KLF2 MEF2C HIC1 TCF21 TCF7L1 MEOX1 MSC GATA6 GLI1 FLI1 KLF9 FOXF1 AEBP1 PRRX2 TCF4 ERG ZFPM2 HAND2 GLIS2 TSHZ3 CSDC2 PRRX1 TWIST1 TRPS1 ; 
MYOZ3 ; GLI2 HIC1 TCF4 NAP1L3 PRRX1 APBB1 TWIST1 TRPS1 ; 
GPX3 ; PRRX2 ; 
ANXA6 ; SNAI1 TGFB1I1 ZNF469 MEIS3 GLIS1 SPI1 HEYL PTRF TWIST2 EBF1 BIN1 CREB3L1 GLI2 BCL6B CREB5 ETV1 KLF2 MEF2C VENTX TBX5 MYOCD HIC1 PGR NFATC1 TCF21 MSC GATA6 LEF1 GLI1 FLI1 IRF8 MEOX2 KLF9 FOXF1 AEBP1 PRRX2 LZTS1 TCF4 ERG ZFPM2 NAP1L3 HAND2 GLIS2 TSHZ3 MITF CSDC2 PRRX1 TWIST1 TRPS1 ; 
SPARC ; SNAI1 TGFB1I1 ZNF469 GLIS1 HEYL PTRF TWIST2 EBF1 CREB3L1 GLI2 BCL6B ETV1 MEF2C HIC1 MSC GATA6 KLF9 AEBP1 PRRX2 LZTS1 TCF4 ZFPM2 NAP1L3 HAND2 GLIS2 CSDC2 PRRX1 TWIST1 ; 
ATOX1 ; DRAP1 ; ZNF623
G3BP1 ; ASCC3 GTF3C4 GTF2A1 ; 
GALNT10 ; ELK3 RUNX1T1 ; 
SGCD ; TGFB1I1 ZNF469 GLIS1 PTRF TWIST2 EBF1 CREB3L1 GLI2 ETV1 HIC1 MSC GATA6 FOXF1 AEBP1 PRRX2 ZFPM2 NAP1L3 HAND2 GLIS2 TSHZ3 RUNX1T1 CSDC2 PRRX1 TWIST1 TRPS1 ; 
HAVCR2 ; SPI1 TBX21 SLA2 STAT4 MNDA RUNX3 IRF8 TFEC FOXP3 ; 
ITK ; SP140 GFI1 ZBTB32 SPI1 TBX21 IRF4 SLA2 STAT4 CIITA MSC FLI1 MNDA RUNX3 IRF8 TFEC EOMES FOXP3 ; 
ADAM19 ; ZNF469 PTRF TWIST2 GLI2 HIC1 MSC AEBP1 TCF4 ZFPM2 HAND2 GLIS2 TSHZ3 CSDC2 PRRX1 TWIST1 TRPS1 ; 
CLINT1 ; RREB1 ELF1 TMF1 NCOA2 CLOCK ETV3 ASH1L ; DRAP1
C1QTNF2 ; TGFB1I1 PTRF GLI2 HIC1 FOXF1 AEBP1 PRRX2 NAP1L3 HAND2 CSDC2 PRRX1 APBB1 TWIST1 TRPS1 ; 
HMMR ; RAD51 PTTG1 TRIP13 FOXM1 ESPL1 HMGB2 ZNF367 BRCA1 SUV39H2 TIMELESS BRCA2 WDHD1 BRIP1 MCM4 WHSC1 ; 
PANK3 ; GTF2A1 ; 
DOCK2 ; GFI1 SPI1 TBX21 IRF4 SLA2 VENTX STAT4 CIITA FLI1 MNDA RUNX3 IRF8 TFEC EOMES EGR2 TOX FOXP3 ; 
LCP2 ; SP140 SPI1 TBX21 IRF4 SLA2 VENTX HIC1 STAT4 CIITA FLI1 MNDA RUNX3 IRF8 TFEC EOMES FOXP3 PRRX1 HCLS1 ; 
KCNMB1 ; TGFB1I1 PTRF TWIST2 EBF1 GLI2 CREB5 KLF2 MEF2C MYOCD HIC1 TCF21 MEOX1 MSC GATA6 GLI1 FLI1 TBX4 FOXF1 AEBP1 PRRX2 TCF4 ERG ZFPM2 HAND2 GLIS2 TSHZ3 MITF CSDC2 PRRX1 TWIST1 ; 
FGF18 ; GLI2 GLIS2 ; 
DUSP1 ; NR4A1 ATF3 JUN KLF2 FOS FOSB NR4A3 ZFP36 KLF9 EGR1 EGR3 ; 
CPEB4 ; BACH1 ; 
NOP16 ; PPAN NME2 ; 
CLTB ;  ; ZNF627 ZNF623
GPRIN1 ; TIMELESS ; 
HK3 ; SPI1 VENTX MSC MNDA IRF8 TFEC AEBP1 CSDC2 PRRX1 TWIST1 ; 
RAB24 ; ANKS3 ; BRCA2
DBN1 ; TEAD2 ; 
PDLIM7 ; TGFB1I1 MEIS3 GLIS1 PTRF CREB3L1 KLF2 HIC1 MSC GATA6 AEBP1 PRRX2 ZFPM2 HAND2 GLIS2 TSHZ3 MITF CSDC2 PRRX1 TWIST1 ; 
DOK3 ; IRF8 TFEC FOXP3 ; 
COL23A1 ; SNAI1 GLIS1 PTRF TWIST2 CREB5 HIC1 MSC AEBP1 PRRX2 TCF4 HAND2 GLIS2 CSDC2 PRRX1 TWIST1 ; 
CLK4 ; MDM4 ; 
ADAMTS2 ; ZNF469 GLIS1 PTRF GLI2 HIC1 MSC AEBP1 PRRX2 ZFPM2 GLIS2 CSDC2 PRRX1 TWIST1 ; 
GFPT2 ; PDLIM4 TGFB1I1 ZNF469 MEIS3 GLIS1 PTRF TWIST2 GLI2 VENTX BACH2 HIC1 MSC GATA6 AEBP1 PRRX2 TCF4 ZFPM2 HAND2 GLIS2 TSHZ3 CSDC2 PRRX1 TWIST1 TRPS1 ; 
FLT4 ; SOX17 HEYL TAL1 EBF1 LDB2 HEY2 BCL6B MEF2C ERG NOTCH4 ; 
GNB2L1 ; ZNF581 ; 
TRIM52 ; ZNF558 ZNF141 ZNF224 MDM4 ZNF169 ; 
SERPINB9 ; EGR2 ; 
TUBB2A ;  ; SPOCD1
TUBB2B ; TEAD2 ; SPOCD1
PSMG4 ;  ; NCOA2 ATF2
F13A1 ; SPI1 PTRF VENTX HIC1 FLI1 MNDA IRF8 MEOX2 KLF9 AEBP1 ZFPM2 HAND2 TSHZ3 CSDC2 PRRX1 TWIST1 ; 
LY86 ; LYL1 SPI1 IRF4 BIN1 VENTX HIC1 STAT4 FLI1 MNDA RUNX3 IRF8 TFEC AEBP1 FOXP3 PRRX1 HCLS1 ; 
BMP6 ; MSC AEBP1 CSDC2 ; 
TMEM170B ; MYBL1 ; 
RBM24 ; MYOCD GATA6 HAND2 CSDC2 ; 
NUP153 ; GTF2I VHL TAF1L GTF2H3 EYA3 ASCC3 RBBP4 ZNF430 BRCA2 BARD1 ELF1 GTF3C4 BDP1 REST EP300 ZNF551 TMF1 RBL1 SHPRH MCM4 ZBTB39 JMJD1C AFF4 ZNF420 NCOA2 CLOCK ATF2 GTF2A1 REL ETV3 ZNF623 APC ASH1L ZNF641 ; ZNF444
KDM1B ; ZNF641 ; TCEB2
FAM65B ; STAT4 ; 
LRRC16A ; BBX ; 
BTN3A2 ; IRF1 ZNFX1 ; 
BTN3A1 ; IRF1 TRIM22 ; 
BTN3A3 ; IRF1 ZNFX1 CIITA TRIM22 ; 
ZNF391 ; ZNF354C ZNF623 ZSCAN23 ASH1L ; 
NKAPL ; PTRF HIC1 MEOX1 MSC GATA6 AEBP1 CSDC2 PRRX1 ; 
UBD ; IRF1 TBX21 SLA2 CIITA RUNX3 FOXP3 ; 
PRR3 ; ANKS3 ; 
MDC1 ; MCM8 TIMELESS DNMT1 WDHD1 RBL1 MCM4 WHSC1 ; 
IER3 ; BCL3 NFKBIA FOSB ZFP36 ; 
AGER ; ANKS3 ; 
AIF1 ; LYL1 SPI1 TBX21 IRF4 SLA2 VENTX HIC1 STAT4 CIITA MSC MNDA RUNX3 IRF8 TFEC AEBP1 FOXP3 PRRX1 ; 
C2 ; CIITA MNDA FOXP3 ; 
C4A ; TGFB1I1 SPI1 PTRF TWIST2 GLI2 VENTX MYOCD HIC1 TCF21 MSC GATA6 IRF8 FOXF1 AEBP1 ZFPM2 HAND2 GLIS2 TSHZ3 MITF RUNX1T1 CSDC2 PRRX1 TWIST1 TRPS1 ; 
CYP21A2 ; TGFB1I1 GLIS1 PTRF TWIST2 BIN1 HIC1 MSC GATA6 FOXF1 AEBP1 ZFPM2 HAND2 CSDC2 PRRX1 TWIST1 ; 
DDAH2 ; TEAD2 ; 
EGFL8 ; ANKS3 ; MCM4 ATF2
HCP5 ; IRF9 IRF1 CIITA TRIM22 ; 
LST1 ; LYL1 SPI1 TBX21 IRF4 SLA2 KLF2 VENTX HIC1 STAT4 CIITA MSC FLI1 MNDA RUNX3 IRF8 TFEC AEBP1 TSHZ3 FOXP3 PRRX1 ; 
LTA ; SPI1 TBX21 IRF4 SLA2 STAT4 MNDA RUNX3 IRF8 TFEC FOXP3 ; 
LTB ; LYL1 SPIB SPI1 TBX21 IRF4 SLA2 STAT4 CIITA MEOX1 MSC FLI1 MNDA RUNX3 IRF8 TFEC TOX FOXP3 ; 
PSMB8 ; ETV7 IRF1 TRIM22 ; 
PSMB9 ; IRF9 STAT1 SP110 IRF1 TBX21 SLA2 CIITA MNDA ; 
TAP1 ; STAT1 IRF1 SLA2 CIITA TRIM22 ; 
TAP2 ; STAT1 IRF1 SLA2 ; 
TNXB ; TGFB1I1 PTRF TWIST2 GLI2 KLF2 MEF2C MYOCD HIC1 TCF21 MEOX1 MSC GATA6 GLI1 MEOX2 FOXF1 AEBP1 ZFPM2 HAND2 TSHZ3 CSDC2 PRRX1 TWIST1 ; 
RPS18 ; NME2 ; 
B3GALT4 ;  ; POLR1B
TAPBP ; IRF1 ; 
KIFC1 ; RAD51 HMGN2 MYBL2 ZNF695 TCF19 PTTG1 MCM7 E2F2 E2F1 TRIP13 MCM2 FOXM1 ESPL1 MCM5 HMGB2 CHAF1A ZNF367 BRCA1 EZH2 SUV39H2 MCM6 TIMELESS DNMT1 WDHD1 BRIP1 WHSC1 ; 
CUTA ; POLR2I ; ETV3
RPS10 ; NME2 ; 
FKBP5 ; KLF9 ; 
KCTD20 ; SHPRH ELK3 BACH1 CLOCK ATF2 EPC1 GTF2A1 APC ASH1L ZNF641 ; TCEB2
CPNE5 ; SPI1 IRF4 KLF2 VENTX HIC1 MEOX1 MSC FLI1 MNDA AEBP1 PRRX1 ; 
PI16 ; MEOX1 MEOX2 ; 
FGD2 ; SLA2 CIITA RUNX3 ; 
DAAM2 ; HEYL PTRF EBF1 GLI2 BCL6B CREB5 MEF2C KLF9 AEBP1 LZTS1 TCF4 ERG ZFPM2 RUNX1T1 CSDC2 PRRX1 TWIST1 ; 
TREM2 ; SPI1 VENTX MNDA IRF8 TFEC AEBP1 PRRX1 ; 
USP49 ; ZBTB26 SHPRH CLOCK GTF2A1 ZNF81 ZNF623 ZKSCAN1 ATF7IP APC ; 
PRPH2 ; PRRX2 NAP1L3 ; 
C6orf226 ; SCAND1 ; 
PTK7 ; GLI3 SNAI2 ; 
TTBK1 ; MYEF2 ; 
ZNF318 ; NR2C2 TAF1 ATF2 GTF2A1 ZNF623 ZKSCAN1 APC ASH1L ; 
MRPL14 ; POLR2I NME2 ; NCOA2 ASH1L
TMEM151B ; CRAMP1L ZNF169 ; 
RCAN2 ; TGFB1I1 HEYL FHL5 PTRF EBF1 LDB2 KLF2 MEF2C MYOCD PGR TCF21 GATA6 FLI1 MEOX2 KLF9 FOXF1 TCF4 ERG ZFPM2 HAND2 TSHZ3 CSDC2 PRRX1 ; 
PLA2G7 ; IRF8 TFEC ; 
GPR116 ; NR5A2 HEYL FHL5 LDB2 BCL6B MEF2C EBF3 FLI1 ERG NOTCH4 ; 
TNFRSF21 ;  ; SCML2
CENPQ ; ZNF367 TIMELESS WDHD1 ; 
TRAM2 ; TCF4 GLIS2 RUNX1T1 PRRX1 ; 
ICK ; APC ; 
COL21A1 ; ERG ; 
BAG2 ; PTRF TWIST2 GLI2 HIC1 GATA6 GLI1 ZFPM2 HAND2 RUNX1T1 CSDC2 PRRX1 TWIST1 ; 
RAB23 ; TGFB1I1 ZNF469 PTRF TWIST2 GLI2 TBX4 ZFPM2 HAND2 RUNX1T1 CSDC2 PRRX1 ; 
FAM135A ; APC ; 
COL12A1 ; ZNF469 MSC AEBP1 PRRX2 GLIS2 PRRX1 TWIST1 ; 
FILIP1 ; PTRF EBF1 GLI2 MEF2C MYOCD HIC1 PGR GATA6 GLI1 MEOX2 FOXF1 AEBP1 TCF4 ZFPM2 HAND2 RUNX1T1 CSDC2 PRRX1 ; 
TTK ; RAD51 MYBL2 ZNF695 PTTG1 MCM7 TRIP13 FOXM1 ESPL1 MCM5 HMGB2 CHAF1A BRCA1 EZH2 SUV39H2 TIMELESS BRCA2 WDHD1 BRIP1 WHSC1 ; SPOCD1
DOPEY1 ; BAZ2B BTAF1 ZBTB43 ZNF518A ZNF81 ZNF397 ZKSCAN1 ; 
PRSS35 ; GLI2 GATA6 HAND2 CSDC2 ; 
KIAA1009 ; ZNF23 ZNF224 MDM4 ; 
