 TCGA-2F-A9KT-01, TCGA-2F-A9KW-01, TCGA-4Z-AA7M-01, TCGA-4Z-AA87-01, TCGA-BL-A0C8-01, TCGA-BT-A20W-01, TCGA-BT-A3PH-01, TCGA-C4-A0F6-01, TCGA-CF-A7I0-01, TCGA-CF-A9FL-01, TCGA-CU-A0YR-01, TCGA-DK-A1A6-01, TCGA-DK-A1A7-01, TCGA-DK-A1AD-01, TCGA-DK-A3IK-01, TCGA-DK-A3IL-01, TCGA-E7-A85H-01, TCGA-E7-A97Q-01, TCGA-FD-A3SJ-01, TCGA-FD-A43N-01, TCGA-FD-A62O-01, TCGA-FD-A6TI-01, TCGA-FJ-A3Z7-01, TCGA-GD-A2C5-01, TCGA-GU-A767-01, TCGA-GV-A3JV-01, TCGA-K4-A6MB-01, TCGA-KQ-A41P-01, TCGA-UY-A78M-01, TCGA-UY-A78N-01, TCGA-UY-A78O-01, TCGA-UY-A9PD-01, TCGA-UY-A9PE-01, TCGA-UY-A9PF-01, TCGA-XF-A8HF-01, TCGA-XF-A8HH-01, TCGA-XF-A9SV-01, TCGA-XF-A9T0-01, TCGA-XF-AAMX-01, TCGA-XF-AAMY-01, TCGA-XF-AAMZ-01, TCGA-ZF-A9R0-01, TCGA-ZF-A9R1-01, TCGA-ZF-A9RC-01
NAV3,0.006348102650669123,0.008973986461496112,0.0063371011042471885,0.002715129633212948,0.0022171806877286024,0.0024328231799503604,0.0021698530164217054,0.010760618015521162,0.006348105492942413,0.006323296501356708,0.006348102653998679,0.0019279384008605814,0.006318789392513758,0.006392800443752967,0.006348102098753481,0.00634809294736817,0.0060472558761649016,0.006346200472336283,0.00608214318659337,0.0037346907580703237,0.004034449232801356,0.00634810265066277,0.0020986531313522882,0.006348102559592474,0.00633188586851101,0.005963453691865164,0.006347945385970938,0.006335509350327384,0.006348118340552157,0.004099699139393393,0.002105879886832427,0.006352701721190045,0.006706299123550785,0.006252259511168418,0.005890923470322408,0.002220613087044,0.006858279747728457,0.006348102497951917,0.004839958832471353,0.006347992294038303,0.005957011647143737,0.006284318151445692,0.006348181321014933,0.002479906291772907
ATP6V1B2,0.00635757876913492,0.0034215461824848013,0.007937877119313852,0.006348115323418045,0.006348101947575819,0.006394426264207352,0.030086105247036154,0.006337901119262291,0.005798415152512327,0.006348228673559895,0.004000316354158635,0.00636153255773482,0.006348067427291192,0.006358770502771861,0.006289347968686369,0.0061764557337329485,0.00603225581116259,0.006433757957297645,0.006391397360677145,0.00631792350125912,0.002542003982711371,0.006348591084336983,0.006359108752572365,0.006346556188489482,0.006156460600762011,0.006277552236084253,0.006343966343420403,0.006012016339615959,0.005308435239197585,0.006677843166047015,0.005091286459919074,0.006906344804028765,0.00634239354394529,0.006348755071694611,0.005709209656758496,0.0061149508758348145,0.00615597066658892,0.006348119854090866,0.004616106697584023,0.006345833500389938,0.0063479569660449976,0.006526044675158391,0.006347944114923298,0.0063748942590534105
CHI3L1,0.0063545098885954806,0.006246687079391692,0.004439142888918058,0.006357776973928448,0.0054182492032718525,0.006344272730706546,0.007922095666424097,0.0060040484396216955,0.004334737342667849,0.006341120831067634,0.00634807761941676,0.007411208814213992,0.00633705175089887,0.006328958147897785,0.006958973805855773,0.006348099829233848,0.006356713449158189,0.005743600165583435,0.0064468927619016105,0.005859481126375752,0.006168402862146803,0.006163602311538824,0.0058323913576490425,0.006348098569372621,0.006348114493127143,0.006348105408621897,0.006348115017907307,0.006318025339989896,0.0063481026506856456,0.0019312589533014952,0.00360892043900339,0.006346152272290806,0.006025212442285904,0.006329089937780597,0.0048917050343050255,0.005983661184173448,0.006348102651221772,0.0063481026623491855,0.0065090733968845476,0.006552125795885277,0.006340705800935949,0.006382394429578273,0.0063465259877416545,0.006193329341244952
FAM72D,0.006128852337352964,0.00595324230495591,0.003985760424693532,0.004152234871579035,0.005409266681685604,0.006112423330583896,0.006319983253015328,0.005186485834087606,0.0035750671198479574,0.006342881285191007,0.006375769465387426,0.003999123554878406,0.006523540490289273,0.006367452212381288,0.005552575746812549,0.006393631984580338,0.007621118054180916,0.006398555911956393,0.0059657636983123175,0.006281022645313388,0.003778670128982567,0.00231177171712036,0.0017469003089492809,0.006397754874230658,0.006332291969882274,0.005423092548846606,0.005689509264044376,0.0059931417724494096,0.006433678727907611,0.0050053737967671085,0.0021057354267589616,0.006515250681286155,0.006662644567050276,0.0028273581872470376,0.006412480791668804,0.006311948432876795,0.006073015183572946,0.006597227532984893,0.0063695350188313505,0.006169126276603052,0.005371356218741637,0.005259246961916252,0.006357374722547853,0.006150500065879724
MS4A1,0.00219955279001652,0.008233721673648995,0.0026627156809869764,0.009056704367919567,0.003530903504575535,0.0026150629871329774,0.003977798378645503,0.0055079288205990215,0.007059159658436785,0.006709375767356861,0.008379830671088388,0.0060918345115302105,0.0019312136889021996,0.005214334453637838,0.0030773100992629167,0.017716901029349343,0.009870043931690898,0.004270901294977236,0.004015864701191652,0.006541157708150645,0.0038021227190038385,0.004071848246639696,0.008864956698882938,0.004655630419709982,0.002644474095553431,0.002959426653228293,0.002689166752845569,0.00684834234646862,0.0025495533534716733,0.002269931894067034,0.0131592439664045,0.0064809361888600574,0.005643354591465763,0.0024464707071115595,0.010106822468063272,0.0061244104467516975,0.007052505770289417,0.007337299896520705,0.00268840513064952,0.006133086288805187,0.0020512423361372005,0.004593215576040122,0.02332482687216444,0.004599741057385855
FAM72B,0.006271008246778185,0.006036817102031524,0.005526309941623055,0.005984417163993665,0.005668281827832013,0.00584453844186497,0.006335761067628972,0.006182666467461131,0.0033614728139329956,0.006525427586156052,0.006349538354852876,0.005381028522458159,0.006332797420795687,0.00629257659834932,0.004208821979224623,0.006348266972982344,0.00741900038622157,0.006445739531342914,0.0056560392018190865,0.006309279470772433,0.005508713856391189,0.0018496403077462276,0.0021261751540474073,0.0063668389613345784,0.006358981355693053,0.006078731962818351,0.006347922711005983,0.006695571507206866,0.0063472975774884486,0.005451774743332827,0.0025977262250768685,0.006297005691954004,0.006745887173746496,0.003012122084957892,0.006327818001160495,0.006258214876712567,0.006379420746874731,0.006351715595680552,0.006348324675737657,0.006186794778931076,0.006068645496344927,0.004459065569324678,0.006357033103318949,0.006334515295403586
FAM72A,0.006309823581434616,0.005709296461509492,0.005350719398703915,0.00631867664083299,0.006308715311628408,0.006316069429072537,0.006348105191852547,0.0063137061892916,0.005409655814931405,0.0063453644550410925,0.006339127664704705,0.005341467148641272,0.007228859470067295,0.006348419048861078,0.006295241953935675,0.00634811610786314,0.006050181926095258,0.006349275008889508,0.006269900716867469,0.006352158255651303,0.006346790605472078,0.004296293311650532,0.004738725534023227,0.006352066634060024,0.006103269703730945,0.006193875795274606,0.006798934048815864,0.007115719188494015,0.00524527938106924,0.006379218932491193,0.004813714029752142,0.006340726803775939,0.006348783817831915,0.0056713714071741144,0.006114493442114037,0.006350630964861517,0.006316214535735429,0.006339520656073923,0.006349240319458268,0.006348580110810112,0.00634141662206174,0.006327926354711635,0.0063539322393097826,0.006347465897373615
ZNF443_TF,0.006341388711614676,0.006125535062381164,0.0059834495852794795,0.006348198415500762,0.006341789702267923,0.005856484475201891,0.006348110246017456,0.006348093801635321,0.006348091485407739,0.006348495298881396,0.006286556307838708,0.006348099868245533,0.006348102236839327,0.005828322207970868,0.006296363238373336,0.0063392912894642845,0.006348107111223369,0.0063481024263237285,0.006348101413174826,0.0063694618953738505,0.006343250908282435,0.004663253660916025,0.006348555528489499,0.006102158926699336,0.006321565479266111,0.0063434102334440435,0.006352677567462275,0.006296958733423884,0.004037039969766482,0.006348004402962623,0.006348787029090568,0.006347767426383853,0.0062260870292473154,0.006348021482371179,0.0063433857431983934,0.006347613119290211,0.006347788316792312,0.0063479921342171584,0.006380876094138292,0.006356795612532438,0.00634810392829956,0.006224382513307273,0.0063481026501340495,0.006348076916216009
BTAF1_TF,0.0063481645184832675,0.006348100528941671,0.005426280219501715,0.006308161620116271,0.005130168673950448,0.006351805358021716,0.006341292905794223,0.0063480568456618595,0.0063442096467573915,0.0063535435632602515,0.00634818568902288,0.006348072164858655,0.006250864181349769,0.006316844661096678,0.006347912408292668,0.006344115924174616,0.00634796206756311,0.006015821509238493,0.006330221876282864,0.006349360264502996,0.006312161846535763,0.006348034937592577,0.006338822361322288,0.006318873367329571,0.0056694464524225255,0.006618936892364376,0.006343554901472019,0.0063513523072382,0.005403116644069666,0.006347942865158974,0.0068585854561222116,0.006139627160619851,0.006166923052664098,0.006348270225885421,0.005579150879657969,0.006292106387829329,0.006348954583998031,0.0063488288986201374,0.006345647977835298,0.006348133582716222,0.006348113481982093,0.006451134962884581,0.006346626130119648,0.004883727535739573
GK5,0.0059705679608983465,0.0020180195963275167,0.0029585708642859243,0.001845054583028735,0.009889402610096435,0.002740648174459856,0.005204428252590563,0.003174773847847528,0.007741773893985207,0.002990303658001349,0.02378818443203573,0.01080444550856355,0.005118260259256147,0.003357640602634587,0.00882209225291875,0.005011216270693595,0.006338852292146633,0.002241825624137901,0.0029011781736752135,0.0021423476910212374,0.0050620635993476725,0.0032117466758279983,0.006122113060226122,0.005577144243988928,0.001902399592735553,0.003444942836074292,0.003753415555539187,0.005199995944605815,0.0028245335549519214,0.00946041973996657,0.009798250393558467,0.004721199760385001,0.0048240738251179175,0.005930740370132794,0.00319081221785288,0.0022360585784327223,0.009051477433471195,0.008688135010014602,0.0037159107333949613,0.0025505391391626663,0.009945993781190958,0.021276124355664783,0.00800557654107052,0.011707762655044755
GNG2,0.006348102646264322,0.005406305739143266,0.005982159610592346,0.0063479560723154,0.006349263360866001,0.00634810265066309,0.005369642236720251,0.005997672794533405,0.006348102944024294,0.0063500431863887765,0.006333951222104374,0.006348092232190066,0.0063481112868559505,0.006337446103446105,0.0063494227676480375,0.006147129667302462,0.00634511461314643,0.006419487509812906,0.0063480538971366,0.006250754231080178,0.005305507858805541,0.006341035802679837,0.004761068228218658,0.006368158374911993,0.006348102719810122,0.006348102625591339,0.006348101734750681,0.006348212463286318,0.006348102634766548,0.005736817081969594,0.0057926783453686615,0.006349040880924362,0.006348127867310291,0.0063481026357452295,0.006331990147403818,0.00575497067528902,0.006348102654852734,0.0063481026977691805,0.006238896447441056,0.006349202027968745,0.006348055580489996,0.006348098914468823,0.006346718993114006,0.0063481026443047055
TMEM204,0.005081390794988461,0.00237472990000008,0.0034973038334890033,0.0018421322100300626,0.0019518822769682932,0.0030463487759533636,0.005691434641179217,0.004010463721542525,0.002271805710890378,0.006393308694772345,0.0063442146905378655,0.001968846572108525,0.006332205209431267,0.0022882348779393797,0.006349555511124976,0.00491394299497985,0.0037919478318769527,0.006324117996407183,0.006358685985375818,0.007157973473114803,0.0027786072220562603,0.0055097174849982,0.0018737327524629343,0.006483456091305953,0.002886591496406659,0.006357395037758193,0.006346765395645379,0.006466240041843463,0.0073630869119647715,0.00195757963229434,0.0062981051754450205,0.006351840271742758,0.005096178795230716,0.006581507030515334,0.006375694689857297,0.00558273941563391,0.006528785626538177,0.005175450038168265,0.00650815860539078,0.006340028086371337,0.0064826087516611265,0.003391234010135936,0.002782611486118553,0.006731545126615989
SPOCK2,0.00621105332643383,0.006384523706769403,0.00461440449967482,0.006349693224483148,0.006346898791532929,0.005908360223011541,0.005551789330713397,0.006319845197198163,0.006348363568431055,0.006348262145410277,0.005617994033709517,0.00634971690297266,0.006348590540463428,0.006346815289373307,0.006348174552066056,0.006342609435136485,0.006369155662703225,0.005527876901814552,0.006355971922024067,0.006351175407718125,0.004796890803714943,0.006351853434952984,0.0062395286409769254,0.007177022724585885,0.006370606749511343,0.005564162660527095,0.007068262433811926,0.006349451307177325,0.004517976987510463,0.005262679071685587,0.006718414927707205,0.00633676899338628,0.006347770231678438,0.006132134924138481,0.006446416752927811,0.00663746744451413,0.006058545065168777,0.006351803687688215,0.005798483086147737,0.0063606911542230075,0.0063470424090162,0.006348753158115138,0.006309729541801957,0.006767915079544396
GNG7,0.0025503929972400243,0.0038002490986177007,0.003181688295111298,0.002302931433534663,0.0063937622373202545,0.0021627466073973305,0.0033940348927188834,0.004140921075113924,0.0065380920821369,0.006909729782094329,0.004646596314107338,0.0016159758016856794,0.0034243960191907277,0.006352253098601615,0.005002110023391891,0.00875055272029024,0.00860586123566608,0.005940467836868553,0.006664185387793182,0.008491421920105206,0.002580877513774044,0.004549243589170734,0.002116333416059228,0.007568018935553632,0.00269772053521212,0.009102302599551304,0.00636716500581764,0.005525786829797398,0.002508981708278343,0.015934438789241893,0.0058984995796626674,0.006277097533114309,0.006700844826296448,0.00742993328292578,0.0034280068041749353,0.00595211313989962,0.003478485612249657,0.004130763874088219,0.006529198943307656,0.007945715551917247,0.01162822059175272,0.006928447788526318,0.008179444914443092,0.007926799004677812
C10orf12,0.008316241888338396,0.00917782706611625,0.008074401141957298,0.008455011774997748,0.010240716675185755,0.001774259130429287,0.0024162002212059983,0.0028945376947420195,0.007183008702480721,0.0077524904332004095,0.005607204241985747,0.009737996743822265,0.0031402284743740983,0.006862288043823396,0.007214763337441416,0.0028707573580633817,0.007480684109721801,0.009437663823652005,0.007725358337025085,0.003794367681190959,0.0023608763481876988,0.008250156999488476,0.0027561349478402632,0.004443263807551161,0.006369639173696626,0.014209394735868113,0.01114530211492718,0.005253097155176984,0.001728754411075021,0.008678807413589052,0.006280402402276081,0.003056844052818872,0.016102485737003285,0.0038536968881072798,0.0018113157315775793,0.009288079776712156,0.003916189720894983,0.006516924552184312,0.010799647779816913,0.009369607914348899,0.0025920753753065104,0.004937586666173384,0.004491247452836264,0.0016757961694092518
SPOCK1,0.013307638706704492,0.010861585739908737,0.003064152934910763,0.00272666558339418,0.0021663577309391628,0.0027104083012676997,0.0022821080300795436,0.0030369647717163172,0.006281123654417437,0.0033977297672547896,0.00970482061508636,0.0024873668185976592,0.003834873512460002,0.003666366043555171,0.0046707420543087115,0.005258497740795325,0.017696737831179903,0.0024161802499799664,0.007499275992798143,0.010944027191740428,0.006983629453838841,0.006022026299097003,0.007489395130612338,0.005634972731449917,0.005402986306307325,0.007097564468146981,0.004640179604192725,0.007235377563518607,0.006256808980673485,0.009008668298553303,0.029882796990799418,0.005756842540080245,0.006274606444880244,0.005508819225657058,0.006530914047856201,0.0029154283861180905,0.005966170789067465,0.008920734264265996,0.0520473213380724,0.008192206366662928,0.0022897140327752113,0.006955325870934929,0.008430096915447284,0.0025422122721195785
C10orf10,0.0035167525079557787,0.010840718623036058,0.003051721555199357,0.005208130964304721,0.010372289459793377,0.0026500278926061254,0.0017989781568376359,0.002605536334939344,0.007743031221612025,0.011482137080764138,0.011546708266006797,0.002517840405477515,0.011925571282868936,0.004829278239721712,0.005920473511878745,0.014601140451317775,0.005461857716352556,0.01152976155220208,0.009277886219622583,0.0030012755055285178,0.004839547495312918,0.04620049355018035,0.0021222095618714104,0.004653395297783993,0.0018756927782199184,0.00963357060529168,0.011310718182846584,0.007597924808728101,0.0037247967596528166,0.003775552413788556,0.026314847213324742,0.004311047570587852,0.005861767516455808,0.0018890211700773227,0.01046608941768331,0.0038041799457664166,0.003593685748275545,0.005264164447497579,0.0023225959099747325,0.011149746292333916,0.02478683879543964,0.00662409141523978,0.017186338958672637,0.002558123548074438
ARFGEF1,0.006348108585962135,0.006348067254350437,0.006519527931504349,0.006430903261388818,0.0063474581415722845,0.006373986020079522,0.0063481059619235605,0.006348198908292146,0.006336002581249565,0.00634757635927089,0.006348207095897863,0.0063480908436472396,0.005594301823433855,0.006361872582468538,0.006347946771397325,0.00569573044681062,0.006348324446403788,0.006375386901852959,0.006348044043581155,0.006346593046294443,0.006631539047223073,0.00634810228059363,0.0068079037610860125,0.006253210319762533,0.004412743454234258,0.00634807520241595,0.005602926245941663,0.007329499762053215,0.004364035188037815,0.00634972550335445,0.0063497116895685195,0.004961703465290979,0.005721551700249676,0.006319441328606298,0.004675497105238229,0.006346767673979196,0.00634272361038889,0.006348768278543818,0.006450300947777414,0.005680191396946514,0.0063481674234887285,0.006323682048710816,0.004955023889369452,0.00526080864139649
OR51E1,0.009142447255177285,0.0017529982975688257,0.0023648324973675884,0.002567082831128071,0.0018513670363866747,0.0028124863097067246,0.0024822360945074107,0.00589905382580471,0.00305770453008937,0.006906085994864444,0.007251308427351665,0.006654894562536737,0.006107040390715566,0.0019315972465548607,0.008551161593890308,0.008603257081386147,0.00693802777899332,0.0067434747671734204,0.0065476873559811586,0.009680273150811646,0.0028381291686121837,0.001804935276787359,0.011576954568882594,0.007146073874363843,0.007049286576742167,0.0050425809175722895,0.005580622711663146,0.007527663829365913,0.0028770563133880614,0.002680007611176546,0.007839536555419016,0.004866376715708869,0.008479881524880172,0.005046211596304158,0.00682878591870782,0.004277591501565132,0.006635905933651225,0.013031382301913209,0.015951515190088413,0.00527112771509051,0.005535171041249057,0.004913371940475288,0.004275220416683403,0.008205168062539205
ARFGEF2,0.006348115646291028,0.006348102656209981,0.006851555161376489,0.006044080642205311,0.006336323528108362,0.006536444598670459,0.00634839836259406,0.006350569411750054,0.006346936602053576,0.006310713883033698,0.006351126842320548,0.006348100012969646,0.0054903233477148015,0.006383516668614353,0.006348029287372296,0.005083634493721936,0.006370738924861856,0.0062848703004568214,0.006348018479252247,0.006357328779837314,0.005693374749355032,0.0063480543358848205,0.006549381005207957,0.006188413057444272,0.004111032866492725,0.006348552334201533,0.005519333729945252,0.006254829282836493,0.0043198046712121085,0.006351651536780148,0.005239618584893611,0.005686968703057003,0.004852893925521357,0.00631936908961126,0.004971918619737384,0.006345755055867631,0.006344436885172318,0.006347841920265583,0.006165409173452828,0.0051734928813704905,0.0063481289528511935,0.006287424345049428,0.00494100039955293,0.004824984615819001
EYA1,0.006345640013458346,0.007787449523082554,0.0117112498908067,0.002861059099061232,0.0027976937564701486,0.002727009883515893,0.002800548520984202,0.004573812578709483,0.006252629485388412,0.006321078211910067,0.006348102656864296,0.0017463304450833716,0.008845413014427206,0.007204686671265246,0.00284565879842306,0.006348300853807056,0.005696569326347442,0.011337501160143319,0.0023256723332754745,0.0028904683077754043,0.0027057829313231114,0.016049629861523054,0.00278999746653764,0.0059813731989412705,0.007619914164261376,0.004159755707548058,0.006392929898673824,0.0066765254430963,0.006348148689998781,0.006600699012340643,0.002194314444605772,0.009267624811874566,0.004389152974034812,0.00534004959886709,0.0030208531263273375,0.010990675510022472,0.0068684189273198245,0.006348100551771888,0.0031537091203527336,0.0025302090238601012,0.0017198366346398899,0.0031176485396297604,0.006356735900915677,0.0033319055202168683
GLIS2_TF,0.0063509134693615415,0.006726611504078472,0.006094333572737475,0.0017152053466362085,0.004931478265054715,0.006222279785799135,0.00416830240271088,0.00649431949964458,0.006112706611675867,0.0064077272033185055,0.006328489156236484,0.003875969242565088,0.003441837851063693,0.0023878139437978597,0.0046209132523939225,0.005862077048407643,0.006105541583589447,0.005344778802362747,0.006691479830454221,0.004236671299966558,0.014595816054535204,0.006252300209640484,0.0055852975330526735,0.006401284693159136,0.0063599783177520405,0.006348091329471309,0.004000529086088098,0.006342251442322706,0.004874968894059362,0.00635058997997908,0.004570518186991314,0.004539467538579579,0.006132484966327861,0.005661811957101155,0.006729903839451959,0.005533848861442466,0.006407918660946935,0.006348101344648392,0.0035472926950872188,0.005791789110115868,0.003598055334156956,0.0063515335083790935,0.006421452205709751,0.001968445538951215
ACTC1,0.0020396145408640913,0.006358159363308566,0.0030584296566760374,0.005130277124831462,0.006260304551343713,0.003643815632910811,0.0021230392189231025,0.002656800186454415,0.006353599897681726,0.005234887626894789,0.006348102653327662,0.0019234867391446247,0.0037901221476213513,0.006355716517754729,0.004143491413418413,0.00634538475214917,0.0031676980120923038,0.009025092683859152,0.0030212024661401323,0.006455460700392845,0.003667006907608746,0.00675766442255298,0.009130289525154371,0.006293882476782991,0.0028966131736166047,0.006401404106050795,0.0036166038413455123,0.006679642738878935,0.006348098346671061,0.00657244174285944,0.00469576741877018,0.0058356109921887485,0.004291762876992761,0.007360536429637827,0.005720996045258549,0.0027599599398734544,0.006348111609456999,0.0044755376031473375,0.0064088862554068145,0.006078435447096519,0.005741881461512241,0.005299358222541631,0.00634812774241969,0.003747928559948808
OTUD3,0.013266364290645401,0.004359414908824945,0.0029166609096176444,0.006342277316019878,0.006351951896921225,0.0066382619918025345,0.006348102650871815,0.006348102836175525,0.0028790638907152098,0.006347323434754492,0.00455640602318517,0.002349762157183282,0.0031629399559715086,0.003061953103732109,0.003492398168708926,0.011558975787448005,0.004731893518866606,0.006348105315665208,0.006382975158033172,0.0077021171196687095,0.00435764160594879,0.001980832518459725,0.006348103346879003,0.006349534736442703,0.0063481482839719775,0.009883410731531926,0.00633595327682832,0.006454012702344119,0.0017681846834665357,0.005608664103531601,0.006400901187383862,0.0063481024956672134,0.006348103873551653,0.0033819914103588047,0.001726431162850362,0.006133199677641476,0.006348108145922445,0.006380908601603032,0.0065455179436619765,0.006227146833647314,0.0063481904836198266,0.006348100703643913,0.0063921530364403475,0.006356473853363228
GPATCH4,0.005452899349093592,0.0019445783032470106,0.008972945794555634,0.0031621633470387232,0.0035341392577640115,0.008205604521710829,0.007933088986020237,0.004954289529235429,0.004636694954968348,0.0026288348351517035,0.00300082987750601,0.011009163200044188,0.008054226996191974,0.002990210673324716,0.0055198759803201415,0.004397488313083139,0.0030531988171940707,0.001659046275503327,0.002627298590220742,0.0065786149283177595,0.004426102790185509,0.005333470242045942,0.003468395476141741,0.0031318078506192113,0.011525385944449103,0.003851119263366905,0.0018417593579667074,0.006167422504247375,0.002204130559478179,0.008448569867623563,0.003916005760115308,0.0068058563833740615,0.009700515005946805,0.01096700914370001,0.011027233886888496,0.008901818763897182,0.004392931098191393,0.004563285686081632,0.009284062777307854,0.005401219675295819,0.0050600455802962884,0.005834660793040129,0.003359763669733889,0.006528878080537225
PNMAL2,0.005911903786444226,0.006348137919131124,0.006427298806538181,0.006751282221899716,0.0059956789250243244,0.006348417339630602,0.004396271897327807,0.006554606149562968,0.006349109919844813,0.0063495314462259245,0.006348102650662486,0.0040693191153537344,0.006315826118955998,0.006339695215232552,0.006535619725299053,0.006348102672185601,0.006209518960144803,0.0061515346653170915,0.006347970251122203,0.00647216152670205,0.006129798902750977,0.005772194680413802,0.005679096325163875,0.006348103646734646,0.005952142841243291,0.0063480983759974545,0.006152816898498684,0.006348132458581388,0.00634810265261973,0.006328131521016643,0.005849193285007099,0.006274213137492905,0.006636522353119692,0.0063112011566455704,0.006099559000517653,0.005970302842427901,0.00634809962941943,0.00634810274400148,0.006363859216738872,0.006344535536102042,0.004538518597865085,0.00634877107235412,0.006348108431826422,0.0046949145654732365
ZNF439_TF,0.0022435454208522216,0.008778666891026004,0.004582932283076798,0.005165454698427879,0.005622630484523723,0.004594310773618034,0.019537948027008756,0.006213842895326726,0.0076888336527563125,0.007199374606687179,0.004846732250719938,0.007233141020389559,0.00848003402923273,0.006900537393727164,0.004709302847870494,0.007552328151758795,0.0028641293891970994,0.011153414567614484,0.004067229218006658,0.008842923484456571,0.00946328300565108,0.0034121568328574726,0.006264902730644926,0.006254047296567583,0.01873501160809738,0.0017313498501131809,0.0078003299814502405,0.0016453893297590275,0.0028386162945288457,0.005711200820616106,0.00715570002940678,0.007954566065009622,0.0037225919360028073,0.007738786872349445,0.009096849048795097,0.0019967451806018614,0.004717306475175195,0.01339970325719254,0.004890421572185791,0.006064643449647082,0.005945591336971901,0.008725552715966275,0.0064718998819719865,0.0028640179944141933
AP1S2,0.006348097762750436,0.006336663129601431,0.006346732490883943,0.00647253619407497,0.006512817787650648,0.006348550255577403,0.006247619289428858,0.00597624680584892,0.006348111969477742,0.006272988059152133,0.006348102650126891,0.004696033115261574,0.0063478459880599546,0.006339339260547068,0.006348527094912936,0.006348125287807739,0.0058080944164663265,0.006618352077502149,0.006348133947858342,0.006334187777546814,0.005002982377497448,0.0063376959679437945,0.004534112000227488,0.006348415479753961,0.006346369667125189,0.00634809759201769,0.005972873493200215,0.006348173038318111,0.006348102321570279,0.006348102924688723,0.005993081080699602,0.006350025969171819,0.006347436268482248,0.006347732839783674,0.006330404641217781,0.005611143106078578,0.0063481770116457625,0.006348102445169991,0.00529286218661229,0.006348498059011024,0.006326379039598426,0.006348113679522584,0.006347832368099001,0.006350523983459287
CEP97,0.006321462908492668,0.006347612147913853,0.005933850702074383,0.006334461727942966,0.006347114259634456,0.005605857759609506,0.006348102650747732,0.006358729891527991,0.006348257054818781,0.00634906686816089,0.006348958943850909,0.006348263619470161,0.00558273223209116,0.006349051415746568,0.006377534351899746,0.005413081067953836,0.006293176141375724,0.006355026133784094,0.006345760588997607,0.006355434737434756,0.005709479694475655,0.006438255909027616,0.006084094582456174,0.006299823147121081,0.00482757816314326,0.00634249573994541,0.005349283456286262,0.005520175056960671,0.004173391513829789,0.0063481026620173225,0.0049097848115659225,0.005697471233036009,0.005795844033163048,0.006348336466768383,0.004518595984996067,0.006406654045235074,0.006354424111184106,0.006349876989000344,0.0063497464837556266,0.006406316487976513,0.0063477150050210976,0.006076344464420201,0.005822310650364715,0.0056773841589604175
ZNF554_TF,0.0019259364898542384,0.003428338469534179,0.0036436555140101283,0.006337808801527179,0.00633211066823559,0.003868639603721081,0.006353531244625596,0.006348103099617942,0.0055955091366054685,0.006320916307152047,0.0017227361844332572,0.0025171273765995945,0.006504271039169782,0.005150108611394995,0.0024682892881297417,0.004195667910143239,0.00484131329356228,0.00641021161006806,0.006151076483439887,0.005605540298678927,0.011196481654150754,0.002014191264717041,0.006348103303356109,0.00634811042324534,0.006347826768104905,0.005914728806637995,0.0064205259635815495,0.006400891068058122,0.0043861056321294785,0.0021732276713466816,0.010746489767792852,0.006348102627631832,0.006348101775529773,0.0037514551314193237,0.004407486666889318,0.005945198907810888,0.006349579769250913,0.006612690835177525,0.005944646952126093,0.0063188461917990475,0.006340852480274153,0.006348091511659051,0.006673137657819585,0.006334868581243864
CMKLR1,0.00634809558497354,0.005362519670586945,0.004894369032936765,0.0063483282679301,0.006381900442748492,0.006348102650662395,0.004271848180763575,0.006343709600494763,0.006347155682162188,0.0063484771140562574,0.006106100423778377,0.006348107883826147,0.006348080293032372,0.00634746699705326,0.006348396692856163,0.005831246357854911,0.0063481026510454185,0.006056180031081761,0.006250483864772309,0.006158831930953402,0.0051612320758283835,0.006343774594664749,0.006385575484442175,0.006337810261342617,0.006348102662829226,0.006348096493953065,0.006348102650935879,0.006344032964303212,0.006348102650544564,0.005421183764464883,0.005595250007300954,0.006348105996239593,0.006348593863640252,0.006348102650417075,0.005488700919757924,0.005588659993758434,0.006348102650596532,0.006348102396031521,0.006084931706762952,0.006348097265232151,0.006348102423927615,0.006346246969109647,0.005942391708596971,0.006348102650662597
COL23A1,0.006347844038032059,0.0072078358303312535,0.004416700921232582,0.006325481349928957,0.006068386488570321,0.006348546075391396,0.004494162084397559,0.00709944448307427,0.0063445009214104075,0.006348116347101871,0.006347976837399781,0.006354164622604804,0.006352508197054147,0.005215834189527962,0.00634810261407343,0.0063607958238061126,0.006347992108939194,0.006358263038533507,0.0063582976995882005,0.0031294132929126847,0.007274930926871682,0.006348102650650943,0.007837541940798755,0.006397052978367423,0.006162800798956028,0.0063481026582950465,0.006348106667660912,0.006348459630327025,0.005920894774289224,0.0043853883742604495,0.003616926273523069,0.006345184717150423,0.005557355818088038,0.006393094189256131,0.008607411817979612,0.006849526880535153,0.0063481026502724145,0.006348102717637276,0.0052917500696042985,0.006348101541689588,0.005872877715834112,0.006339400058182709,0.005881684764248174,0.004553656962525124
