gene ; activator ; inhibitor
KRT7 ; VGLL1 BATF NR2F6 ; 
KRT6B ; HES2 ; 
KRT6C ; HES2 ; 
KRT6A ; HES2 ; 
KRT5 ; BARX2 SOX7 HES2 ; 
IGFBP6 ; PTRF PDLIM4 ; 
TENC1 ; EBF1 NOTCH4 KLF2 TAL1 BCL6B MEF2C LDB2 SOX17 ERG HEY2 LZTS1 EBF3 TCF4 TCF21 ; 
CSAD ; TAF1C MDM4 ; 
ITGB7 ; TBX21 IRF1 SLA2 FOXP3 ; 
NPFF ; ANKS3 ; 
GPR84 ; ZBTB32 PTRF TBX21 SP140 MSC VENTX IRF1 IRF8 GFI1 SLA2 SPI1 ZNF469 AEBP1 STAT4 CIITA RUNX3 HMGA2 TFEC MNDA IRF4 STAT1 PRRX1 FOXP3 ; 
ITGA5 ; PTRF HIC1 ZNF469 AEBP1 HMGA2 TSHZ3 ZFPM2 CREB5 PRRX1 TWIST1 ; 
NCKAP1L ; LYL1 PTRF TBX21 SP140 MSC VENTX IRF1 IRF8 GFI1 EOMES SLA2 FLI1 BIN1 SPI1 PDLIM4 ZNF469 AEBP1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 PRRX1 MAFB FOXP3 TWIST1 ; ZNF443
ITGA7 ; NAP1L3 CSDC2 APBB1 ; 
BLOC1S1 ; EDF1 TCEB2 TAF10 POLR2I ZNF580 ZNF688 AES ; GTF3C4 GTF2H3 EYA3 GTF2A1
DGKA ; SPOCD1 ; 
CDK2 ; WDHD1 ; 
SUOX ; TBX2 ZNF443 ; 
ERBB3 ; FOXA1 ELF3 GRHL1 KLF5 GRHL3 CASZ1 TEAD3 NR2F6 CEBPA TOB1 SOX13 POGK TRIM31 ZBTB7B POU5F1 TBX6 KLF3 ZFP62 ZNF436 ZNF91 MKL2 ARID1A ZNF440 ZNF518A ; PTRF TEAD4 VENTX IRF8 FLI1 BIN1 SPI1 RUNX3 PGBD1 HMGA2 TFEC MNDA DAB2 TWIST1
PAN2 ; SS18L1 ZNF443 ; 
PRIM1 ; MCM5 MCM7 BRCA1 MCM6 MCM2 ZNF367 HMGB2 CHAF1A TIMELESS MCM4 DEK MCM8 WDHD1 EZH2 KNTC1 WHSC1 RBL1 BRIP1 ANKRD32 BRCA2 DNMT1 ; 
HSD17B6 ; PRRX1 CSDC2 ; 
TMEM194A ; MCM8 WDHD1 RBL1 BRIP1 ANKRD32 BRCA2 DNMT1 ; 
ARHGAP9 ; TBX21 SP140 VENTX IRF1 IRF8 GFI1 EOMES SLA2 FLI1 BIN1 SPI1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 FOXP3 TRIM22 ; 
XPOT ; WDHD1 GTF2H3 BRCA2 DNMT1 ; 
RASSF3 ; CLOCK GTF2A1 ; ZNF688
MSRB3 ; TGFB1I1 PTRF MSC HIC1 TWIST2 GLI2 EBF1 FLI1 ETV1 HAND2 ZNF469 AEBP1 ERG TSHZ3 LZTS1 ZFPM2 CREB5 PRRX1 TCF4 PRRX2 EGR2 TWIST1 NAP1L3 CSDC2 ; 
CAND1 ; ASCC3 POLR1A GTF3C4 GTF2H3 TFDP1 DNMT1 CLOCK GTF2A1 ; TAF10 ZNF688 TBX2
NUP107 ; WDHD1 ANKRD32 ; 
LYZ ; TBX21 IRF8 SLA2 SPI1 CIITA RUNX3 TFEC MNDA IRF4 FOXP3 ; 
FRS2 ; ASH1L ; 
CCT2 ; RUVBL1 ; 
ZFC3H1 ; ZNF224 ZKSCAN1 ; 
GLIPR1 ; PTRF SPI1 ZNF469 AEBP1 STAT4 RUNX3 HMGA2 TFEC MNDA PRRX1 TWIST1 ; 
PHLDA1 ; FOSL1 ; 
BBS10 ; ZNF641 ; 
OSBPL8 ; ELK3 NOTCH2 BACH1 GTF2A1 ; 
ZDHHC17 ; ZNF546 ZNF224 ZNF441 ; 
NAV3 ; PTRF ZNF469 TRPS1 ; 
CEP290 ; BTAF1 ZNF514 MDM4 ZNF248 ZNF224 ZNF518A ; 
LUM ; MSC HIC1 TWIST2 GLIS1 GLI2 ETV1 HAND2 ZNF469 AEBP1 MEIS3 TSHZ3 ZFPM2 PRRX1 PRRX2 TWIST1 NAP1L3 CSDC2 ; 
DCN ; TGFB1I1 PTRF MSC HIC1 TWIST2 GLIS1 GLI2 HAND2 ZNF469 GLIS2 AEBP1 TSHZ3 ZFPM2 PRRX1 PRRX2 TWIST1 NAP1L3 CSDC2 ; 
EEA1 ; REL ZHX1 ; 
NUDT4 ; MAML3 ; 
PLXNC1 ; MNDA FOXP3 ; 
TMCC3 ; SOX7 ; 
SNRPF ; POLR2I ; 
TMPO ; FOXM1 BRCA1 ESPL1 MCM6 MCM2 ZNF367 HMGB2 CHAF1A TIMELESS MCM4 DEK MCM8 WDHD1 EZH2 KNTC1 WHSC1 RBL1 BRIP1 ANKRD32 E2F7 BRCA2 BARD1 DNMT1 ; 
IKBIP ; PTRF PDLIM4 ; 
GOLGA2B ; ZNF443 ; 
SCYL2 ; EYA3 AFF4 REST CLOCK NCOA2 ETV3 ZNF641 GTF2A1 APC ASH1L ; 
GAS2L3 ; BRCA2 BARD1 ATF2 SHPRH CLOCK NCOA2 GTF2A1 APC ; 
UTP20 ; POLR1A GTF3C4 GTF2H3 BRCA2 EYA3 GTF2A1 ; ZNF688
DRAM1 ; MNDA ; 
IGF1 ; IRF8 TFEC ZFPM2 NAP1L3 CSDC2 ; 
TDG ; APC ; 
GLT8D2 ; PTRF MSC HIC1 VENTX TWIST2 GLIS1 SPI1 ZNF469 GLIS2 AEBP1 MEIS3 RUNX3 TSHZ3 ZFPM2 PRRX1 TWIST1 CSDC2 ; 
CHST11 ; PTRF ZNF469 AEBP1 MNDA PRRX1 TWIST1 ; 
ALDH1L2 ; MSC ZNF469 AEBP1 PRRX1 EGR2 TWIST1 CSDC2 TRPS1 ; 
TCP11L2 ; KLF3 BTAF1 RBL2 SHPRH REST NR2C2 ZNF292 EP300 ZDHHC21 NCOA2 REL JMY ZNF41 MKL2 ETV3 GTF2A1 ARID1A ZKSCAN1 APC ASH1L ; 
CMKLR1 ; ZBTB32 LYL1 PTRF TBX21 SP140 POU2F2 MSC HIC1 VENTX IRF8 GFI1 EOMES SLA2 FLI1 BIN1 SPI1 ZNF469 AEBP1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 PRRX1 EGR2 MAFB FOXP3 TWIST1 ; 
TMEM119 ; MSC HIC1 AEBP1 MEIS3 ZFPM2 PRRX1 PRRX2 TWIST1 NAP1L3 TCF21 CSDC2 NDN ; 
SELPLG ; LYL1 PTRF TBX21 SP140 VENTX IRF1 IRF8 EOMES SLA2 FLI1 BIN1 SPI1 AEBP1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 PRRX1 FOXP3 TWIST1 ; 
ATP2A2 ; TAF13 ASCC3 ELK3 GTF2H3 CLOCK GTF2A1 ; ANKS3 ZNF444
PPTC7 ; NFKB1 ASCC3 GTF3C4 ELK3 GTF2H3 JMJD1C EYA3 DENND4A ATF2 SHPRH AFF4 REST CLOCK NCOA2 REL ETV3 GTF2A1 APC ASH1L ; POLR2I ZNF688 ZNF444 MXD3 ANKS3
HVCN1 ; LYL1 TBX21 VENTX IRF8 FLI1 BIN1 SPI1 RUNX3 TFEC MNDA FOXP3 ; 
SH2B3 ; PTRF IRF8 FLI1 SPI1 ZNF469 RUNX3 TFEC MNDA IRF4 CREB5 PRRX1 EGR2 ; 
OAS3 ; SP110 EIF2AK2 STAT1 TRIM22 ; 
OAS2 ; SP100 IRF9 SP110 STAT1 TRIM22 ; 
PLBD2 ; ELK3 ; 
SDS ; SPI1 AEBP1 TFEC MNDA ; 
MED13L ; ZNF641 GTF2A1 APC ASH1L ; 
RNFT2 ; ZSCAN16 ; 
TESC ; TBX2 ; 
RFC5 ; ESPL1 MCM2 HMGB2 TIMELESS MCM4 WDHD1 EZH2 KNTC1 WHSC1 BRIP1 ANKRD32 DNMT1 ; 
VSIG10 ; ZNF443 ; PDLIM4
CIT ; PTTG1 FOXM1 BRCA1 ESPL1 MCM2 HMGB2 TIMELESS WDHD1 EZH2 KNTC1 WHSC1 BRIP1 ANKRD32 E2F7 DNMT1 ; 
GATC ; GTF3C4 GTF2H3 DNMT1 GTF2A1 ; HDAC10
P2RX7 ; IRF8 EOMES SLA2 SPI1 RUNX3 TFEC MNDA STAT1 FOXP3 ; 
B3GNT4 ; HES2 ; 
HIP1R ; ZNF443 ; 
MPHOSPH9 ; MCM4 DEK MCM8 BRIP1 GTF2H3 ANKRD32 NFIC DNMT1 ; NR2F6
SBNO1 ; ZNF281 TTF2 GTF3C4 RREB1 TAF1L GTF2H3 VHL ZFX ZNF426 BARD1 ZNF770 ZBTB26 JMJD1C ZNF689 EYA3 BDP1 ZNF551 EPC1 ATF2 SHPRH REST ADNP ZBTB39 ZNF623 NR2C2 CLOCK ZNF397 NCOA2 ETV3 GTF2A1 ZKSCAN1 APC ASH1L ; EDF1 TCEB2 TAF10 ZNF593 ZNF688 POLR2I
RILPL2 ; SPI1 STAT4 MNDA ; 
ZNF664 ; SMARCC1 PHF6 ZNF253 ARID1A ZNF627 ZNF92 ZNF84 ZNF443 ; 
FAM101A ; ZNF469 AEBP1 PRRX1 TWIST1 ; 
GLT1D1 ; SLA2 SPI1 MNDA ; 
STX2 ; PTRF BIN1 PRRX1 ; 
GPR133 ; HAND2 CSDC2 ; 
PGAM5 ; GTF3C4 GTF2H3 TFDP1 ; ZNF688
POLE ; EZH2 KNTC1 WHSC1 ; 
ZMYM2 ; BTAF1 MDM4 ZFP62 ZNF587 ZNF292 ZDHHC21 BAZ2B ZNF397 PHF8 BRWD1 SS18L1 ARID1A ZNF224 ZKSCAN1 ZNF518A ZNF441 ZNF33A ZNF443 ; PTRF TEAD4
GJB2 ; HES2 ; 
GJB6 ; HES2 ; 
LATS2 ; PTRF ELK3 AEBP1 TFEC ZBTB38 PRRX1 EGR2 ; 
SKA3 ; RAD51 E2F1 MYBL2 PTTG1 TRIP13 FOXM1 TCF19 MCM5 MCM7 BRCA1 ESPL1 MCM6 MCM2 ZNF367 HMGB2 CHAF1A TIMELESS MCM4 MCM8 WDHD1 EZH2 WHSC1 TAF5 BRCA2 DNMT1 ; 
ZDHHC20 ; VHL GTF2I TMF1 DENND4A RBL2 ELF1 SHPRH AFF4 ZNF430 REST RBBP4 ADNP EP300 ZDHHC21 CLOCK ZNF397 NCOA2 TAF1 REL ZNF41 ETV3 GTF2A1 ARID1A ZKSCAN1 ASH1L ; 
SACS ; RUNX3 HMGA2 TRPS1 ; 
SPATA13 ; NCOA2 ; 
PABPC3 ; ANKS1A ; 
CDK8 ; RBL1 BARD1 SHPRH CLOCK NCOA2 ZNF641 GTF2A1 APC ; TCEB2
USP12 ; ZNF281 ASCC3 GTF3C4 RBL1 BRIP1 GTF2H3 NOTCH2 ZFX BARD1 JMJD1C ZNF689 EYA3 BDP1 HIVEP1 EPC1 ATF2 SHPRH AFF4 REST WHSC1L1 CLOCK NCOA2 ETV3 ZNF641 GTF2A1 APC ASH1L ; SCAND1 ZNF593 TAF10 POLR2I
LNX2 ; KLF3 ELF1 REL ETV3 ARID1A ASH1L ; 
FLT3 ; IRF8 SLA2 TFEC IRF4 FOXP3 ; 
FLT1 ; NOTCH4 NR5A2 LDB2 ZNF366 ; 
SLC7A1 ; KLF13 ; TBX2
ALOX5AP ; PTRF TBX21 SP140 VENTX IRF1 IRF8 SLA2 BIN1 SPI1 AEBP1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 PRRX1 FOXP3 ; ZNF443
FRY ; MAML3 ZNF211 TBX2 ; 
PDS5B ; MCM4 DEK RBL1 TFDP1 BARD1 DNMT1 ATF2 GTF2A1 ; 
STARD13 ; KLF9 MEF2C PRRX1 ; 
RFC3 ; RAD51 MCM5 BRCA1 MCM6 MCM2 TIMELESS MCM4 MCM8 WDHD1 ANKRD32 BRCA2 DNMT1 ; 
DCLK1 ; TRPS1 ; 
POSTN ; MSC HIC1 TWIST2 ZNF469 AEBP1 TSHZ3 ZFPM2 PRRX1 EGR2 TWIST1 CSDC2 ; 
LHFP ; TGFB1I1 HEYL PTRF MSC HIC1 GLI2 EBF1 HAND2 ZNF469 MEF2C AEBP1 LDB2 ERG TCF7L1 ZFPM2 PRRX1 TWIST1 CSDC2 ; 
COG6 ; NFXL1 RBL2 ELF1 SHPRH MKL2 ZNF518A ASH1L ; 
KBTBD7 ; GTF3C4 VHL GTF2I ZNF426 BARD1 ZBTB26 ZNF689 ZNF551 DENND4A ATF2 ELF1 SHPRH AFF4 ZNF430 REST RBBP4 WHSC1L1 ADNP NR2C2 EP300 ZDHHC21 CLOCK ELK4 ZNF397 NCOA2 REL ZNF121 MKL2 ETV3 ZNF611 ZNF641 GTF2A1 ARID1A ZKSCAN1 APC ASH1L ; 
MTRF1 ; ZNF518A ; 
NAA16 ; BTAF1 ; 
AKAP11 ; JMJD1C ATF2 SHPRH REST CLOCK TSHZ1 NCOA2 MKL2 GTF2A1 ZKSCAN1 APC ASH1L ; 
EPSTI1 ; TBX21 SP140 SP110 IRF1 SLA2 EIF2AK2 STAT4 CIITA RUNX3 MNDA STAT1 FOXP3 TRIM22 ; 
COG3 ; ZNF518A ; 
ZC3H13 ; EPC1 ATF2 SHPRH AFF4 ZNF430 REST ZNF397 NCOA2 ZNF641 GTF2A1 ZKSCAN1 APC ASH1L ; 
LCP1 ; TNFAIP3 STAT1 ; 
LRCH1 ; ELK3 ZBTB38 ; 
CYSLTR2 ; IRF8 STAT4 MNDA FOXP3 ; 
FNDC3A ; AFF4 ; 
KPNA3 ; ARNTL2 ; 
TRIM13 ; ZNF84 ; 
FAM124A ; PRRX1 ; 
INTS6 ; GTF2A1 ; 
UTP14C ; GTF3C4 GTF2H3 ATF2 SHPRH REST CLOCK NCOA2 MKL2 GTF2A1 ASH1L ; 
CKAP2 ; MCM4 DEK WDHD1 RBL1 BRIP1 ANKRD32 BRCA2 BARD1 DNMT1 ; 
PCDH17 ; BCL6B MEF2C LDB2 ERG ZNF366 ; 
DIAPH3 ; MYBL2 TRIP13 FOXM1 ARNTL2 BRCA1 MCM6 MCM2 WDHD1 DNMT1 ; TBX6 TBX2
KCTD12 ; IRF8 SLA2 FLI1 SPI1 STAT4 RUNX3 TFEC MNDA CREB5 PRRX1 ; 
MYCBP2 ; NCOA2 ; 
SLITRK6 ; MAML3 ; BIN1
GPC6 ; PTRF MSC HIC1 VENTX TWIST2 ZNF469 AEBP1 TSHZ3 ZFPM2 PRRX1 TWIST1 CSDC2 ; 
FARP1 ; MYCN ZNF439 ; 
GPR18 ; TBX21 SLA2 SPI1 TFEC IRF4 FOXP3 ; 
GPR183 ; CREM SNAI1 PTRF TBX21 MSC VENTX IRF1 IRF8 SLA2 FLI1 SPI1 ZNF469 AEBP1 STAT4 CIITA RUNX3 TNFAIP3 TFEC MNDA IRF4 NFATC1 PRRX1 EGR2 FOXP3 TWIST1 ; ZNF443
TM9SF2 ; GTF2I ZNF689 REST CLOCK NCOA2 ETV3 GTF2A1 ; EDF1
TMTC4 ; TOP2B ZNF124 ZFP62 ZNF253 ZNF627 ZNF273 ZNF33A ZNF443 ; 
ITGBL1 ; AEBP1 ZFPM2 PRRX1 CSDC2 ; 
KDELC1 ;  ; NR2F6
ARGLU1 ; MDM4 ZNF169 ZNF248 ZNF224 ZNF518A ZNF33A ZNF443 ; 
FAM155A ; SOX17 ; 
TNFSF13B ; TBX21 VENTX IRF1 IRF8 SLA2 SPI1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 FOXP3 ; 
COL4A1 ; HEYL EBF1 BCL6B ZNF469 MEF2C LDB2 ERG LZTS1 TCF4 TWIST1 ; 
COL4A2 ; HEYL PTRF HIC1 GLI2 EBF1 FLI1 ETV1 BCL6B ZNF469 MEF2C AEBP1 LDB2 ERG TSHZ3 LZTS1 ZFPM2 PRRX1 TCF4 TWIST1 ; 
MCF2L ; ZNF253 ZNF443 ; ENO1
DCUN1D2 ; ANKS3 ZNF195 ZNF302 ; 
GAS6 ; TGFB1I1 PTRF MSC GLI2 ZNF469 AEBP1 TSHZ3 ZFPM2 PRRX1 TWIST1 CSDC2 ; 
RASA3 ; PTRF HIC1 FLI1 SPI1 ZNF469 AEBP1 TFEC MNDA TSHZ3 NFATC1 PRRX1 ; 
RNASE6 ; LYL1 PTRF TBX21 TEAD4 MSC VENTX IRF1 IRF8 SLA2 FLI1 BIN1 SPI1 ZNF469 AEBP1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 NFATC1 PRRX1 EGR2 MAFB FOXP3 TWIST1 ; ZNF443
RNASE1 ; PTRF MSC SPI1 MNDA HCLS1 ; 
RNASE2 ; MSC VENTX IRF8 SLA2 SPI1 AEBP1 STAT4 RUNX3 TFEC MNDA ; ZNF443
SLC7A7 ; PTRF TBX21 VENTX IRF1 IRF8 SLA2 BIN1 SPI1 ZNF469 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 FOXP3 ; ZNF443
MRPL52 ; POLR2I ; REST NCOA2 TAF1 REL MKL2 ZKSCAN1 ASH1L
MMP14 ; AEBP1 TSHZ3 PRRX1 TWIST1 ; 
HOMEZ ; ZNF440 ; 
PPP1R3E ; SS18L1 ZNF84 ZNF441 ZNF443 ; 
BCL2L2 ; MTF1 ; 
EFS ; ZNF440 ; 
AP1G2 ; FOXH1 HDAC10 ZNF211 ZNF440 ; 
PSME1 ; ETV7 IRF1 ; 
PSME2 ; ETV7 SP110 IRF1 SLA2 SPI1 STAT4 CIITA STAT1 TRIM22 ; 
REC8 ; IRF9 ; 
TSSK4 ; ZNF587 ZNF397 CRAMP1L ARID1A ZKSCAN1 ZNF33A ASH1L ; 
TGM1 ; HES2 ; 
ADCY4 ; HEYL EBF1 KLF2 TAL1 FHL5 BCL6B MEF2C LDB2 SOX17 ERG HEY2 EBF3 ; 
SDR39U1 ;  ; ELK3
GZMH ; TBX21 SP140 IRF1 IRF8 GFI1 EOMES SLA2 SPI1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 FOXP3 ; 
GZMB ; TBX21 SP140 IRF1 IRF8 GFI1 EOMES SLA2 SPI1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 FOXP3 ; 
ARHGAP5 ; AFF4 NCOA2 GTF2A1 APC ASH1L ; 
CFL2 ; BIN1 PRRX1 ; 
CLEC14A ; HEYL EBF1 NOTCH4 KLF2 FLI1 TAL1 NR5A2 FHL5 BCL6B MEF2C LDB2 SOX17 ERG HEY2 EBF3 TCF21 ; 
KLHL28 ; GTF2I EAF1 TMF1 DENND4A RBL2 ELF1 SHPRH AFF4 REST ZNF420 ZNF292 ZDHHC21 BAZ2B TAF1 REL ZHX1 ZNF121 ZNF81 ZNF41 MKL2 BRWD1 ETV3 GTF2A1 ZKSCAN1 APC ZNF518A ASH1L ; 
FAM179B ; RBL2 SHPRH REST NR2C2 ZNF292 ZDHHC21 BAZ2B BRWD1 ARID1A ZKSCAN1 ZNF518A ASH1L ; 
FANCM ; MCM8 BRIP1 GTF2H3 ANKRD32 BRCA2 APC ; 
POLE2 ; PTTG1 MCM5 BRCA1 MCM6 MCM2 ZNF367 HMGB2 CHAF1A TIMELESS DEK WDHD1 EZH2 ANKRD32 DNMT1 ; 
L2HGDH ; BARD1 ; 
FRMD6 ; SNAI2 ; 
GNG2 ; MSC HIC1 VENTX IRF8 FLI1 BIN1 SPI1 ZNF469 MEF2C RUNX3 TFEC MNDA IRF4 ZFPM2 CREB5 PRRX1 EGR2 TWIST1 CSDC2 TRPS1 ; 
NID2 ; HEYL PTRF HIC1 TWIST2 BCL6B ZNF469 MEF2C AEBP1 TSHZ3 LZTS1 ZFPM2 PRRX1 TCF4 TWIST1 CSDC2 ; 
PTGDR ; TBX21 VENTX IRF8 SLA2 SPI1 ZNF469 AEBP1 STAT4 RUNX3 TFEC MNDA PRRX1 ; 
PTGER2 ; MEF2C ; 
FERMT2 ; AEBP1 ZFPM2 ; 
CDKN3 ; MYBL2 PTTG1 FOXM1 MCM5 HMGN2 MCM7 PHF19 MCM6 MCM2 HMGB2 ENO1 DEK WDHD1 WHSC1 DNMT1 ; BTG2
SAMD4A ; PTRF ; 
DLGAP5 ; RAD51 MYBL2 PTTG1 TRIP13 FOXM1 MCM5 MCM7 BRCA1 ESPL1 MCM6 MCM2 HMGB2 ENO1 TIMELESS MCM4 DEK MCM8 WDHD1 EZH2 WHSC1 BRIP1 TAF5 ANKRD32 TFDP1 BRCA2 DNMT1 ; TBX2
FBXO34 ; KLF3 ETV3 ; 
DACT1 ; HIC1 GLI2 ETV1 HAND2 ZNF469 GLIS2 AEBP1 MEIS3 ZFPM2 PRRX1 PRRX2 EGR2 TWIST1 NAP1L3 CSDC2 ; 
RTN1 ; VENTX IRF8 SPI1 MEF2C CIITA RUNX3 TFEC MNDA FOXP3 ; 
TMEM30B ; GRHL3 FOXQ1 KLF3 MAML3 ZDHHC13 ZNF440 ; RELB VENTX BIN1 SPI1
RHOJ ; HEYL MEOX1 HIC1 EBF1 NOTCH4 FLI1 TAL1 BCL6B ZNF469 MEF2C LDB2 SOX17 ERG LZTS1 EBF3 TCF4 TWIST1 CSDC2 ; 
GPX2 ; BTG2 ; 
PLEKHH1 ; ZNF211 ZNF440 ZNF518A ZNF443 ; 
ACTN1 ; PTRF ZNF469 ; 
KIAA0247 ; ELK3 ; 
FAM161B ; EPC1 ; TAF10
ENTPD5 ; ADNP NCOA2 ; 
LIN52 ; MCM4 DEK MCM8 WDHD1 BRIP1 GTF2H3 ANKRD32 BARD1 DNMT1 GTF2A1 ; 
LTBP2 ; PTRF ZNF469 AEBP1 PRRX1 ; 
TGFB3 ; TGFB1I1 PTRF HIC1 HAND2 ZNF469 GLIS2 AEBP1 ZFPM2 PRRX1 BACH2 TWIST1 NAP1L3 CSDC2 ; 
VASH1 ; MEF2C LDB2 LZTS1 APBB1 ; 
KIAA1737 ; ARID1A ; 
SPTLC2 ; CLOCK ; 
DIO2 ; GLIS1 ZNF469 AEBP1 PRRX1 TWIST1 ; 
FLRT2 ; PDLIM4 AEBP1 TSHZ3 PRRX1 BACH2 TRPS1 ; 
GPR65 ; TBX21 SP140 VENTX IRF1 IRF8 EOMES SLA2 FLI1 SPI1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 FOXP3 TRIM22 ; 
GPR68 ; AEBP1 RUNX3 PRRX1 ; 
TC2N ;  ; PTRF TEAD4
FBLN5 ; TGFB1I1 MSC HIC1 FOXF1 TWIST2 GLIS1 GLI2 EBF1 SPI1 ETV1 HAND2 ZNF469 MEF2C GLIS2 AEBP1 LDB2 MEIS3 ERG TSHZ3 ZFPM2 PRRX1 TCF4 PRRX2 TWIST1 NAP1L3 TCF21 CSDC2 ; 
NDUFB1 ; TCEB2 POLR2I ; BACH1
RIN3 ; SPI1 STAT4 TFEC MNDA ; 
ASB2 ; IRF8 SPI1 STAT4 RUNX3 TFEC IRF4 ; 
IFI27 ; IRF9 SP110 ; 
IFI27L2 ; STAT4 ; 
SERPINA1 ; PTRF SPI1 HMGA2 TNFAIP3 TFEC MNDA STAT1 ; 
SNHG10 ; ANKS3 ; 
HHIPL1 ; PRRX1 ; 
SLC25A29 ; ZSCAN16 ; 
WARS ; NMI TBX21 SP140 IRF1 IRF8 GFI1 SLA2 STAT4 CIITA TFEC MNDA STAT1 FOXP3 TRIM22 ; ZNF84
MEG3 ; AEBP1 ZFPM2 PRRX1 PRRX2 TWIST1 ; 
TRAF3 ; MNDA STAT1 ; 
KIF26A ; LDB2 ERG LZTS1 PRRX1 TCF4 CSDC2 ; 
SIVA1 ; POLR2I ; 
PLD4 ; SLA2 SPI1 STAT4 RUNX3 MNDA IRF4 ; 
AHNAK2 ; PTRF SOX7 HES2 ; 
CDCA4 ; PTTG1 ; 
GPR132 ; IRF8 SLA2 SPI1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 FOXP3 ; 
ADAM6 ; POU2AF1 IRF4 ; 
HERC2P2 ; MDM4 ZNF224 ZNF84 ZNF441 ; 
MAGEL2 ; NAP1L3 ; 
ATP10A ; TGFB1I1 PTRF MSC HIC1 VENTX GLI2 IRF8 SPI1 ETV1 ZNF469 MEF2C AEBP1 TFEC MNDA IRF4 TSHZ3 ZFPM2 CREB5 PRRX1 EGR2 FOXP3 TWIST1 CSDC2 TRPS1 ; 
ARHGAP11B ; BRCA1 ESPL1 MCM4 MCM8 WDHD1 WHSC1 RBL1 BRIP1 GTF2H3 ANKRD32 E2F7 BRCA2 BARD1 DNMT1 SHPRH ZNF623 GTF2A1 APC ; 
ARHGAP11A ; FOXM1 BRCA1 ESPL1 MCM6 MCM2 HMGB2 TIMELESS MCM4 DEK MCM8 WDHD1 EZH2 WHSC1 RBL1 BRIP1 GTF2H3 ANKRD32 E2F7 BRCA2 BARD1 DNMT1 ; 
GREM1 ; GLIS1 ZNF469 AEBP1 ZFPM2 PRRX1 EGR2 TWIST1 CSDC2 ; 
AVEN ; TEAD4 ; ZNF518A ZNF443
GOLGA8A ; ZNF700 SS18L1 ZNF566 ZNF84 ZNF443 ; 
GOLGA8B ; ZNF84 ; 
ACTC1 ; HAND2 CSDC2 ; 
FAM98B ; MCM4 ASCC3 GTF3C4 GTF2H3 BARD1 TCF12 SHPRH GTF2A1 APC ; 
RASGRP1 ; GFI1 STAT1 ; 
THBS1 ; PTRF MSC ZNF469 AEBP1 ZFPM2 PRRX1 TWIST1 ; 
GPR176 ; ZNF469 MNDA ; AES ZNF443
BUB1B ; RAD51 PTTG1 FOXM1 MCM5 MCM7 BRCA1 ESPL1 MCM6 MCM2 HMGB2 CHAF1A TIMELESS MCM4 MCM8 WDHD1 EZH2 KNTC1 WHSC1 BRIP1 TAF5 ANKRD32 E2F7 BRCA2 DNMT1 ; 
PLCB2 ; IRF8 SLA2 SPI1 TFEC MNDA IRF4 FOXP3 ; 
CASC5 ; BRCA1 ESPL1 MCM4 DEK ASCC3 WDHD1 GTF3C4 RBL1 BRIP1 GTF2H3 ANKRD32 TFDP1 BRCA2 BARD1 EYA3 DNMT1 SHPRH ZNF623 CLOCK NCOA2 GTF2A1 APC ; TAF10
SPINT1 ; ELF3 NR2F6 ZNF440 ; 
RHOV ; HES2 ; 
DLL4 ; NOTCH4 NR5A2 BCL6B MEF2C LDB2 SOX17 ERG HEY2 ; 
OIP5 ; RAD51 MYBL2 PTTG1 TRIP13 FOXM1 ZNF695 MCM5 MCM7 BRCA1 ESPL1 MCM2 HMGB2 EZH2 TAF5 DNMT1 ; SPOCD1
NUSAP1 ; RAD51 MYBL2 PTTG1 FOXM1 TCF19 MCM5 HMGN2 MCM7 BRCA1 ESPL1 MCM6 MCM2 ZNF367 HMGB2 CHAF1A TIMELESS MCM4 DEK MCM8 WDHD1 EZH2 KNTC1 WHSC1 BRIP1 TAF5 ANKRD32 E2F7 DNMT1 ; 
MGA ; ZNF217 ADNP ZBTB39 EP300 ZNF397 TAF1 MKL2 BRWD1 ARID1A ZNF627 ZKSCAN1 ZNF273 ASH1L ZNF443 ; 
PLA2G4F ; HES1 TBX6 ZNF440 ; BIN1
TTBK2 ; GTF2H3 BARD1 DENND4A ATF2 SHPRH REST CLOCK NCOA2 ZNF641 GTF2A1 APC ASH1L ; 
UBR1 ; JMJD1C EPC1 ATF2 TCF12 AFF4 GTF2A1 ASH1L ; 
TUBGCP4 ; GTF2H3 CLOCK GTF2A1 ; 
