gene ; activator ; inhibitor
ARHGAP24 ; PTRF GLI2 AEBP1 ERG LZTS1 ZFPM2 CREB5 PRRX1 TCF4 TWIST1 CSDC2 TRPS1 ; 
MAPK10 ;  ; HMGA2
PTPN13 ; KLF3 REL ZNF440 ; 
SLC10A6 ; SOX7 ; 
KLHL8 ; SHPRH ZNF397 PHF8 ARID1A ZKSCAN1 APC ZNF518A ASH1L ; 
SPARCL1 ; HEYL EBF1 HAND2 BCL6B MEF2C LDB2 SOX17 ERG ZFPM2 TCF4 ; 
HERC6 ; SP100 SP110 ZNFX1 EIF2AK2 STAT1 TRIM22 ; 
HERC5 ; SP110 STAT1 ; 
GPRIN3 ; TBX21 IRF8 SLA2 SPI1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 FOXP3 ; 
HPGDS ; SPI1 ; 
UNC5C ; PRRX1 TCF4 NAP1L3 ; 
METAP1 ; ZNF440 ; 
DNAJB14 ; ASCC3 GTF2H3 ATF2 SHPRH AFF4 REST CLOCK GTF2A1 APC ; 
H2AFZ ; RAD51 MYBL2 PTTG1 FOXM1 MCM5 HMGN2 MCM7 MCM6 MCM2 HMGB2 CHAF1A TIMELESS EZH2 DNMT1 ; 
EMCN ; HEYL EBF1 NOTCH4 TAL1 FHL5 BCL6B MEF2C LDB2 SOX17 ERG HEY2 EBF3 TCF21 ; 
CENPE ; FOXM1 BRCA1 ESPL1 TIMELESS WDHD1 EZH2 KNTC1 WHSC1 RBL1 BRIP1 TAF5 ANKRD32 BRCA2 DNMT1 ; 
TET2 ; ZNF292 EP300 ZKSCAN1 ZNF518A ; 
GSTCD ; WDHD1 BRIP1 ANKRD32 BRCA2 ; 
DKK2 ; AEBP1 ; 
RPL34 ;  ; DNMT1
CFI ; TRPS1 ; 
ELOVL6 ; ZNF443 ; 
ENPEP ; BCL6B LZTS1 ; 
ANK2 ; PRRX1 BACH2 NAP1L3 APBB1 ; 
ARSJ ; CREB5 TRPS1 ; 
METTL14 ; EAF1 BARD1 ZBTB26 ZNF689 ZNF551 EPC1 ATF2 ELF1 BRPF3 SHPRH REST WHSC1L1 NR2C2 CLOCK NCOA2 ETV3 ZNF641 GTF2A1 APC ASH1L ; TCEB2
SYNPO2 ; MYOCD HAND2 ZFPM2 TCF21 CSDC2 ; 
MAD2L1 ; RAD51 MYBL2 PTTG1 TRIP13 FOXM1 MCM5 MCM7 BRCA1 ESPL1 SUV39H2 MCM6 MCM2 ZNF367 HMGB2 CHAF1A TIMELESS MCM4 DEK WDHD1 EZH2 KNTC1 WHSC1 TAF5 ANKRD32 BRCA2 DNMT1 ; 
ANXA5 ; PTRF TEAD4 ; ZNF443
CCNA2 ; MYBL2 PTTG1 TRIP13 FOXM1 MCM5 BRCA1 ESPL1 MCM6 MCM2 HMGB2 TIMELESS MCM4 DEK WDHD1 EZH2 WHSC1 BRIP1 TAF5 DNMT1 ; 
KIAA1109 ; VHL GTF2I BDP1 EPC1 SMARCA2 BTAF1 RBL2 SHPRH ZNF236 AFF4 ZNF430 REST RBBP4 LIMD1 ADNP ZNF587 NR2C2 ZNF292 EP300 ZDHHC21 BAZ2B ELK4 ZNF397 PHF8 NCOA2 ZNF417 TAF1 REL ZNF121 ZNF81 AFF1 ZNF41 MKL2 BRWD1 ETV3 ZNF611 ZNF136 ZNF641 GTF2A1 CRAMP1L ZNF585B ARID1A ZNF224 ZKSCAN1 APC ZNF518A ASH1L ; 
FGF2 ; ZFPM2 NAP1L3 ; 
FAT4 ; NAP1L3 ; 
PLK4 ; FOXM1 BRCA1 ESPL1 MCM2 HMGB2 TIMELESS WDHD1 EZH2 WHSC1 RBL1 BRIP1 TAF5 ANKRD32 BRCA2 DNMT1 ; 
C4orf29 ; SHPRH NR2C2 ZNF292 ZDHHC21 CLOCK NCOA2 BRWD1 CRAMP1L ARID1A ZKSCAN1 ZNF518A ZNF441 ASH1L ; 
PCDH18 ; LDB2 TCF4 ; 
SETD7 ; NFIC ; 
MGST2 ; ID1 AES ; 
IL15 ; TBX21 SP110 IRF1 GFI1 SLA2 STAT4 CIITA MNDA STAT1 FOXP3 TRIM22 ; 
ZNF827 ; RREB1 TAF1L VHL GTF2I NCOR1 RAI1 KLF3 EPC1 ATF2 RLF RBL2 SHPRH ZNF236 AFF4 ZNF430 REST ZNF217 ADNP ZBTB39 ZNF587 NR2C2 ZNF292 EP300 ZDHHC21 BAZ2B CLOCK ELK4 ZNF397 NCOA2 TAF1 REL ZNF81 AFF1 ZNF41 MKL2 BRWD1 ETV3 ZNF641 GTF2A1 CRAMP1L ZNF585B ARID1A ZNF627 ZKSCAN1 APC ZNF518A ASH1L ; 
EDNRA ; HEYL PTRF MSC HIC1 TWIST2 ETV1 ZNF469 AEBP1 TSHZ3 LZTS1 ZFPM2 PRRX1 TCF4 PRRX2 TWIST1 NAP1L3 CSDC2 ; 
LRBA ; GTF2I SMARCC1 TOP2B EP300 ZNF397 AFF1 MKL2 ARID1A ZNF440 ZKSCAN1 ZNF33A ASH1L ; PTRF
TMEM154 ; TOB1 NFXL1 KLF3 ZNF440 ; BIN1
MND1 ; MYBL2 PTTG1 MCM5 MCM7 MCM2 HMGB2 EZH2 TAF5 DNMT1 ; 
TLR2 ; STAT4 MNDA ; 
SFRP2 ; ZNF469 AEBP1 ZFPM2 PRRX1 TWIST1 CSDC2 ; 
GUCY1A3 ; ZNF469 AEBP1 PRRX1 CSDC2 ; 
GUCY1B3 ; HEYL PTRF ZNF469 MEF2C LZTS1 PRRX1 TCF4 TWIST1 ; 
TDO2 ; ZNF469 AEBP1 ; 
PDGFC ; PTRF ETV1 ZNF469 AEBP1 TSHZ3 PRRX1 TCF4 TWIST1 TRPS1 ; 
FAM198B ; TSHZ3 ZFPM2 ; 
C4orf46 ; MCM2 HMGB2 TIMELESS WDHD1 EZH2 TAF5 DNMT1 ; 
FNIP2 ; ZNF366 CLOCK NCOA2 GTF2A1 ; 
RAPGEF2 ; ZBTB34 ZNF224 ; 
MARCH1 ; SP140 IRF8 EOMES SLA2 FLI1 SPI1 RUNX3 HMGA2 TFEC MNDA STAT1 MAFB FOXP3 ; 
DDX60 ; SP100 IFI16 SP110 EIF2AK2 BACH1 STAT1 TRIM22 ; 
DDX60L ; SP110 STAT1 ; 
PALLD ; PTRF GLI2 ZNF469 AEBP1 ZFPM2 PRRX1 TWIST1 CSDC2 TRPS1 ; 
CLCN3 ; GTF2I RAI1 KLF3 ZNF217 EP300 ZNF397 REL ETV3 ARID1A ZNF518A ASH1L ; 
AADAT ; ZNF253 ZNF84 ZNF33A ZNF443 ; STAT1
VEGFC ; HMGA2 ; 
NEIL3 ; PTTG1 MCM6 MCM2 HMGB2 ENO1 DEK WDHD1 EZH2 DNMT1 ; PCBD1 TBX2
MLF1IP ; TCF19 MCM5 MCM6 MCM2 HMGB2 CHAF1A TIMELESS EZH2 DNMT1 ; 
KIAA1430 ; ASCC3 GTF2H3 AFF4 GTF2A1 APC ; 
PDLIM3 ; TGFB1I1 PTRF MSC HIC1 TWIST2 GLIS1 GLI2 ETV1 HAND2 ZNF469 GLIS2 AEBP1 MEIS3 TSHZ3 ZFPM2 PRRX1 TCF4 PRRX2 EGR2 TWIST1 NAP1L3 CSDC2 ; 
TLR3 ; TRIM22 ; 
NDUFS6 ; EDF1 ; KLF3 RBL2 SHPRH ZNF430 REST EP300 NCOA2 TAF1 REL MKL2 ETV3 ZKSCAN1 ASH1L
ADAMTS16 ; ZNF469 AEBP1 PRRX1 CSDC2 ; 
KIAA0947 ; ZNF281 POLR1A GTF2H3 BARD1 ZNF131 ATF2 TCF12 ZNF623 ZNF641 GTF2A1 APC ASH1L ; 
UBE2QL1 ; AEBP1 PRRX1 PRRX2 TWIST1 NAP1L3 CSDC2 ; 
MTRR ;  ; NR2F6
SEMA5A ;  ; ENO1
CCT5 ; RUVBL1 ENO1 ; 
MARCH6 ; MKL2 ASH1L ; 
TRIO ; ZNF281 GTF2A1 ; 
FBXL7 ; TGFB1I1 HEYL PTRF MSC HIC1 CREB3L1 TWIST2 GLI2 EBF1 ETV1 GATA6 HAND2 BCL6B ZNF469 MEF2C GLIS2 AEBP1 LDB2 MEIS3 ERG TSHZ3 LZTS1 ZFPM2 PRRX1 TCF4 PRRX2 TWIST1 NAP1L3 TCF21 CSDC2 NDN ; 
CDH6 ; FOXF1 EBF1 NOTCH4 FHL5 BCL6B MEF2C LDB2 ERG ; 
MTMR12 ; GTF2A1 ; 
ADAMTS12 ; ZNF469 AEBP1 TSHZ3 ZFPM2 PRRX1 EGR2 BACH2 TWIST1 CSDC2 ; 
IL7R ; IRF8 FLI1 PRDM1 SPI1 RUNX3 TNFAIP3 TFEC MNDA IRF4 PRRX1 FOXP3 ; 
LMBRD2 ; CLOCK NCOA2 GTF2A1 ASH1L ; 
NUP155 ; ARNTL2 MCM4 DEK MCM8 WDHD1 GTF3C4 RBL1 BRIP1 GTF2H3 TFDP1 BRCA2 BARD1 ATF7IP DNMT1 GTF2A1 ; ZNF688 AES
EGFLAM ; HEYL MEF2C LDB2 ERG LZTS1 ; 
OSMR ; CREB5 SOX7 ; 
FYB ; IRF8 GFI1 SLA2 SPI1 STAT4 RUNX3 TFEC MNDA IRF4 STAT1 FOXP3 TRIM22 ; 
PRKAA1 ; RBL2 REL ZHX1 ASH1L ; 
GHR ; TCF4 ; 
NNT ; ATF2 ; KLF16
ITGA1 ; ZNF469 TCF4 ; 
GZMK ; TBX21 SP140 IRF8 EOMES SLA2 FLI1 SPI1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 FOXP3 ; 
GZMA ; TBX21 SP140 SP110 IRF1 IRF8 GFI1 EOMES SLA2 SPI1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 FOXP3 ; 
GPX8 ; PTRF BIN1 AEBP1 MNDA PRRX1 ; 
PPAP2A ; TBX2 ; 
IL6ST ; ZNF281 ELK3 ATF2 CLOCK NCOA2 ETV3 ZNF641 GTF2A1 APC ; 
GAPT ; TFEC MNDA ; 
DEPDC1B ; RAD51 PTTG1 TRIP13 FOXM1 ZNF695 BRCA1 ESPL1 MCM6 MCM2 HMGB2 TIMELESS MCM4 WDHD1 EZH2 KNTC1 WHSC1 BRIP1 BRCA2 DNMT1 ; 
KIF2A ; ARNTL2 DEK GTF3C4 RBL1 EIF2AK2 GTF2H3 BARD1 DNMT1 CLOCK GTF2A1 ; 
LRRC70 ; SOX17 ; 
ADAMTS6 ; ZNF469 AEBP1 PRRX1 TWIST1 CSDC2 ; 
CENPK ; TCF19 BRCA1 MCM6 MCM2 ZNF367 HMGB2 TIMELESS MCM4 WDHD1 EZH2 KNTC1 WHSC1 BRIP1 ANKRD32 E2F7 DNMT1 ; 
NLN ; GTF3C4 DNMT1 ; 
MAST4 ; KLF3 EP300 REL ZKSCAN1 ASH1L ; 
CD180 ; TBX21 POU2F2 VENTX IRF8 SLA2 SPI1 CIITA RUNX3 TFEC MNDA IRF4 DAB2 FOXP3 ; 
CCNB1 ; MYBL2 PTTG1 TRIP13 FOXM1 RUVBL1 MCM5 BRCA1 MCM6 MCM2 HMGB2 ENO1 WDHD1 EZH2 DNMT1 ; 
CENPH ; PTTG1 MCM2 HMGB2 ; 
CCDC125 ;  ; PTRF
MARVELD2 ; ZFP62 ZNF587 ZNF436 ZNF397 ZNF440 ZNF443 ; LYL1 TGFB1I1 PTRF VENTX BIN1 SPI1 PDLIM4 TFEC MNDA
OCLN ; ZNF443 ; PTRF SPI1
MAP1B ; MSC GLI2 EBF1 BCL6B MEF2C AEBP1 ERG LZTS1 ZFPM2 CREB5 PRRX1 TCF4 NAP1L3 CSDC2 ; 
IQGAP2 ; IRF8 FLI1 SPI1 MEF2C TFEC MNDA IRF4 FOXP3 ; 
F2RL2 ; MSC ZNF469 ; 
F2R ; HEYL PTRF FLI1 ZNF469 AEBP1 ERG CREB5 PRRX1 EGR2 TWIST1 ; 
ARSB ; TCF4 ; 
HOMER1 ; GTF2A1 ; 
SERINC5 ; GTF2I KLF3 DENND4A SHPRH REST EP300 NCOA2 REL ETV3 ZKSCAN1 ASH1L ; 
RASGRF2 ; MSC HIC1 EBF1 ZNF469 MEF2C AEBP1 ZFPM2 PRRX1 TCF4 TWIST1 CSDC2 ; 
VCAN ; MSC HIC1 GLI2 ZNF469 GLIS2 AEBP1 TSHZ3 ZFPM2 PRRX1 EGR2 TWIST1 NAP1L3 CSDC2 ; 
COX7C ; AES PCBD1 ; ELK3 NOTCH2 MLXIP BACH1
RASA1 ; NCOA2 ETV3 ; 
MBLAC2 ; ASH1L ; 
POLR3G ;  ; TBX2
TTC37 ; ASCC3 GTF3C4 ZBTB37 GTF2H3 ZNF426 BARD1 JMJD1C BDP1 ATF2 TCF12 PHF6 SHPRH ZNF236 AFF4 ZNF430 REST ZNF623 NR2C2 CLOCK NCOA2 ETV3 ZNF641 GTF2A1 APC ASH1L ; ZNF593
LNPEP ; ASCC3 ZBTB37 GTF2H3 CLOCK GTF2A1 APC ; 
ST8SIA4 ; FLI1 SPI1 TFEC MNDA ; 
PAM ; TRPS1 ; 
FER ; EIF2AK2 ; 
PJA2 ; BACH1 ATF2 ; 
MAN2A1 ; ASCC3 GTF2H3 REST CLOCK NCOA2 ETV3 ZNF641 GTF2A1 ; 
SLC25A46 ; ASCC3 ELK3 GTF2H3 STAT1 ATF7IP CLOCK GTF2A1 APC ; ANKS3 ZNF688 ZNF444
YTHDC2 ; BTAF1 RBL2 SHPRH ZDHHC21 REL ZNF121 ETV3 GTF2A1 ZKSCAN1 APC ZNF518A ASH1L ; 
DTWD2 ; ZDHHC21 ARID1A APC ASH1L ; 
DMXL1 ; JMJD1C BDP1 SHPRH AFF4 ZNF430 ZDHHC21 NCOA2 MKL2 GTF2A1 ZNF585B ARID1A APC ZNF441 ASH1L ; 
PRR16 ; MSC ZNF469 AEBP1 ZFPM2 PRRX1 TWIST1 CSDC2 ; 
SRFBP1 ; ASCC3 GTF3C4 GTF2H3 EAF1 EYA3 ATF2 SHPRH REST CLOCK GTF2A1 APC ; 
LOX ; PTRF ZNF469 AEBP1 ZFPM2 PRRX1 EGR2 ; 
LMNB1 ; FOXM1 MCM5 MCM7 BRCA1 ESPL1 MCM6 MCM2 ZNF367 HMGB2 CHAF1A TIMELESS MCM4 DEK WDHD1 EZH2 KNTC1 WHSC1 BRIP1 TAF5 ANKRD32 BRCA2 DNMT1 ; 
CHSY3 ; PTRF AEBP1 ZFPM2 PRRX1 TWIST1 ; 
RAPGEF6 ; GTF3C4 TAF1L GTF2H3 VHL ZNF426 BARD1 ZBTB26 NCOR1 JMJD1C ZNF689 EYA3 BDP1 ZNF551 EPC1 DENND4A ATF2 RBL2 TCF12 SHPRH ZNF236 AFF4 ZNF430 REST ADNP ZNF623 NR2C2 EP300 ZDHHC21 CLOCK ELK4 ZNF397 NCOA2 TAF1 REL ZNF121 ZNF81 MKL2 ETV3 ZNF641 GTF2A1 ZKSCAN1 APC ASH1L ; POLR2I
P4HA2 ; HMGA2 ; 
SLC22A5 ; ZNF440 ZNF443 ; 
C5orf56 ; ETV7 TBX21 SP110 IRF1 SLA2 STAT2 CIITA STAT1 FOXP3 TRIM22 ; 
RAD50 ; SHPRH AFF4 REST ADNP ZDHHC21 CLOCK ZNF397 NCOA2 ZNF121 ETV3 GTF2A1 APC ASH1L ; 
SEPT8 ; ZNF440 ; 
SHROOM1 ;  ; ENO1 HES2
LEAP2 ;  ; PDLIM4
C5orf20 ; IRF8 SLA2 SPI1 RUNX3 TFEC MNDA IRF4 FOXP3 ; 
TGFBI ; PTRF TEAD4 ZNF469 AEBP1 HMGA2 PRRX1 TWIST1 ; 
FAM13B ; ZDHHC21 ZNF397 ZKSCAN1 ZNF518A ZNF443 ; 
KIF20A ; PTTG1 FOXM1 MCM5 MCM7 BRCA1 ESPL1 MCM6 MCM2 HMGB2 MCM4 WDHD1 EZH2 KNTC1 WHSC1 RBL1 TAF5 ANKRD32 DNMT1 ; 
CDC25C ; RAD51 E2F1 PTTG1 MCM5 HMGN2 MCM7 BRCA1 ESPL1 MCM6 MCM2 HMGB2 CHAF1A EZH2 DNMT1 ; 
REEP2 ; APBB1 ; 
SIL1 ;  ; ETV3
ECSCR ; HEYL EBF1 FLI1 TAL1 BCL6B MEF2C LDB2 SOX17 ERG ; 
TMEM173 ; TRIM22 ; 
CD14 ; CEBPB LYL1 PTRF TBX21 TEAD4 MSC VENTX IRF1 IRF8 SLA2 FLI1 BIN1 SPI1 PDLIM4 ZNF469 AEBP1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 PRRX1 EGR2 FOXP3 TWIST1 ; ZNF443
NDUFA2 ; POLR2I ; GTF2H3 BACH1
PCDHGA12 ; TSHZ3 ZFPM2 PRRX1 ; 
PCDH12 ; HEYL EBF1 NOTCH4 TAL1 BCL6B MEF2C LDB2 SOX17 ERG HEY2 LZTS1 TCF4 ; 
FGF1 ; TGFB1I1 PTRF ETV1 ZNF469 GLIS2 AEBP1 ZFPM2 PRRX1 PRRX2 TWIST1 CSDC2 ; 
SH3RF2 ; SOX7 HES2 ; 
DPYSL3 ; TGFB1I1 CSDC2 ; 
SPINK1 ; PCBD1 ; 
ARHGEF37 ; HES2 ; 
CSF1R ; PTRF MSC VENTX IRF8 SLA2 FLI1 SPI1 AEBP1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 FOXP3 ; ZNF443
PDGFRB ; TGFB1I1 HEYL PTRF MSC HIC1 TWIST2 GLI2 EBF1 ETV1 BCL6B ZNF469 MEF2C AEBP1 LZTS1 ZFPM2 PRRX1 TCF4 PRRX2 TWIST1 NAP1L3 CSDC2 ; 
ARSI ; PTRF TEAD4 MSC TWIST2 GLIS1 PDLIM4 ZNF469 AEBP1 HMGA2 PRRX1 BACH2 TWIST1 CSDC2 ; ZNF443
CD74 ; NFKBIE TBX21 SP140 SP110 IRF1 IRF8 SLA2 SPI1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 FOXP3 TRIM22 ; 
SYNPO ; PTRF HIC1 ZNF469 AEBP1 CREB5 ; 
ANXA6 ; LYL1 MEOX2 TGFB1I1 PTRF MSC HIC1 VENTX TWIST2 GLI2 IRF8 EBF1 FLI1 BIN1 SPI1 HAND2 ZNF469 MEF2C GLIS2 AEBP1 MEIS3 RUNX3 TFEC MNDA TSHZ3 ZFPM2 CREB5 PRRX1 PRRX2 TWIST1 NAP1L3 CSDC2 ; 
GM2A ; HES2 ; 
FAT2 ; BARX2 HES2 ; 
SPARC ; TGFB1I1 HEYL PTRF MSC HIC1 TWIST2 GLI2 EBF1 ETV1 HAND2 ZNF469 MEF2C GLIS2 AEBP1 MEIS3 LZTS1 ZFPM2 PRRX1 TCF4 PRRX2 TWIST1 NAP1L3 CSDC2 ; 
ATOX1 ;  ; RAI1 ADNP EP300 ZDHHC21 ZNF41 CRAMP1L ARID1A ZKSCAN1
G3BP1 ; MCM4 GTF3C4 GTF2H3 TFDP1 ; 
GALNT10 ; HMGA2 ; 
SGCD ; MSC HIC1 TWIST2 GLI2 HAND2 ZNF469 AEBP1 ZFPM2 PRRX1 PRRX2 TWIST1 NAP1L3 CSDC2 ; 
HAVCR2 ; PTRF TBX21 SP140 VENTX IRF1 IRF8 SLA2 FLI1 SPI1 ZNF469 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 FOXP3 ; 
ITK ; ZBTB32 TBX21 SP140 IRF1 IRF8 GFI1 EOMES SLA2 SPI1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 FOXP3 TRIM22 ; 
ADAM19 ; MSC ZNF469 AEBP1 RUNX3 HMGA2 TSHZ3 PRRX1 TWIST1 CSDC2 ; 
CLINT1 ; RREB1 ELF1 REST NCOA2 MKL2 ETV3 ZKSCAN1 ASH1L ; 
RNF145 ;  ; PBX4
C1QTNF2 ; PTRF AEBP1 PRRX1 BACH2 TWIST1 ; 
HMMR ; FOXM1 BRCA1 ESPL1 MCM2 MCM4 DEK WDHD1 EZH2 WHSC1 ANKRD32 BRCA2 DNMT1 ; 
DOCK2 ; TBX21 SP140 VENTX IRF1 IRF8 SLA2 FLI1 BIN1 SPI1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 EGR2 MAFB FOXP3 ; 
LCP2 ; TBX21 SP140 VENTX IRF1 IRF8 EOMES SLA2 FLI1 SPI1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 FOXP3 HCLS1 ; 
KCNMB1 ; PTRF MSC HIC1 GLI2 HAND2 ZNF469 GLIS2 AEBP1 ZFPM2 PRRX1 TWIST1 CSDC2 ; 
STK10 ; MNDA ; 
DUSP1 ; ATF3 EGR1 FOSB ZFP36 FOS ; 
RNF44 ; LIMD1 ARID1A ZNF440 ; 
HK3 ; PTRF TBX21 SP140 VENTX IRF1 IRF8 EOMES SLA2 SPI1 ZNF469 AEBP1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 PRRX1 EGR2 FOXP3 TWIST1 ; 
F12 ; SOX15 ; 
DBN1 ; TEAD2 ; 
PDLIM7 ; TGFB1I1 PTRF PDLIM4 GLIS2 AEBP1 PRRX1 TWIST1 CSDC2 ; 
DOK3 ; IRF8 SLA2 SPI1 RUNX3 TFEC MNDA IRF4 FOXP3 ; 
FAM193B ; ANKS3 TAF1C ZNF266 ZNF195 ZNF700 ZNF141 ZNF84 ZNF33A ZNF443 ; 
COL23A1 ; MSC TWIST2 ZNF469 AEBP1 RUNX3 PRRX1 TWIST1 CSDC2 ; 
ADAMTS2 ; SNAI1 PTRF MSC HIC1 TWIST2 GLI2 ZNF469 GLIS2 AEBP1 TSHZ3 ZFPM2 PRRX1 TWIST1 CSDC2 ; 
GFPT2 ; PTRF MSC TWIST2 GLIS1 ZNF469 AEBP1 ZFPM2 PRRX1 BACH2 TWIST1 CSDC2 ; 
FLT4 ; HEYL EBF1 NOTCH4 TAL1 BCL6B MEF2C LDB2 SOX17 ERG HEY2 EBF3 ; 
MGAT1 ; TBX2 ; 
TRIM52 ; MDM4 ZNF169 ZNF248 ZNF224 ZNF518A ZNF441 ; 
MYLK4 ; SOX15 ; 
SERPINB1 ; IRF1 STAT1 ; ZNF84
SERPINB9 ; TFEC ; 
F13A1 ; LYL1 PTRF MSC HIC1 VENTX IRF8 FLI1 SPI1 MEF2C AEBP1 RUNX3 TFEC MNDA IRF4 TSHZ3 PRRX1 EGR2 TWIST1 ; 
LY86 ; LYL1 PTRF TBX21 MSC VENTX IRF1 IRF8 SLA2 FLI1 BIN1 SPI1 AEBP1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 NFATC1 PRRX1 FOXP3 HCLS1 ; ZNF443
DSP ; TFAP2A BARX2 SOX7 HES2 ; TBX2
NUP153 ; ASCC3 GTF3C4 RBL1 GTF2H3 BRCA2 BARD1 EYA3 CLOCK GTF2A1 ; ZNF688 AES
KDM1B ; GTF2H3 ; 
ALDH5A1 ; PCBD1 ZNF436 ZNF440 ; 
BTN3A2 ; IRF1 STAT1 TRIM22 ; 
BTN2A2 ; TBX21 IRF1 EOMES SLA2 CIITA MNDA STAT1 FOXP3 ; 
BTN3A1 ; ETV7 TBX21 SP140 SP110 IRF1 ZNFX1 STAT2 CIITA STAT1 FOXP3 TRIM22 ; 
BTN3A3 ; NMI ETV7 TBX21 SP110 IRF1 SLA2 CIITA STAT1 FOXP3 TRIM22 ; 
ZSCAN12P1 ; ZNF165 ; 
SCAND3 ;  ; HCLS1
UBD ; TBX21 IRF1 IRF8 SLA2 SPI1 STAT4 CIITA RUNX3 TFEC IRF4 STAT1 FOXP3 TRIM22 ; 
RPP21 ; POLR2I GLI4 ; BACH1
IER3 ; FOSL1 ; 
AGER ; ANKS3 TAF1C ; 
AIF1 ; CREM LYL1 PTRF TBX21 TEAD4 SP140 POU2F2 MSC VENTX IRF1 IRF8 GFI1 EOMES SLA2 FLI1 BIN1 SPI1 PDLIM4 ZNF469 AEBP1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 CREB5 NFATC1 PRRX1 EGR2 FOXP3 TWIST1 ; ZFP62 ZNF443
C2 ; TBX21 IRF1 IRF8 SLA2 SPI1 CIITA TFEC MNDA STAT1 FOXP3 ; 
C4A ; PTRF MSC IRF8 SPI1 HAND2 AEBP1 RUNX3 TFEC IRF4 PRRX1 CSDC2 ; 
CFB ; IRF1 CIITA MNDA STAT1 TRIM22 ; 
EGFL8 ; ANKS3 ZNF688 ; ARNTL2 ASCC3 CLOCK GTF2A1
GPSM3 ; SPI1 HCLS1 ; 
HCP5 ; SP110 IRF1 CIITA STAT1 TRIM22 ; 
LST1 ; LYL1 PTRF TBX21 SP140 VENTX IRF1 IRF8 SLA2 FLI1 BIN1 SPI1 AEBP1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 CREB5 FOXP3 HCLS1 ; ZNF443
LTA ; ZBTB32 TBX21 SP140 IRF1 IRF8 EOMES SLA2 SPI1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 FOXP3 ; 
LTB ; TBX21 IRF1 IRF8 SLA2 SPI1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 FOXP3 TRIM22 HCLS1 ; 
PSMB8 ; NMI ETV7 TBX21 SP110 IRF1 SLA2 STAT4 CIITA STAT1 TRIM22 ; 
PSMB9 ; ETV7 TBX21 SP110 IRF1 SLA2 SPI1 STAT4 CIITA TFEC MNDA STAT1 FOXP3 TRIM22 ; 
TAP1 ; TBX21 SP110 IRF1 SLA2 STAT4 CIITA TFEC MNDA STAT1 FOXP3 TRIM22 ; 
TAP2 ; NMI ETV7 TBX21 SP110 IRF1 SLA2 STAT4 CIITA MNDA STAT1 FOXP3 TRIM22 ; 
TNF ; TNFAIP3 ; 
TAPBP ; RELB ETV7 TBX21 IRF1 SLA2 SPI1 STAT4 CIITA TFEC MNDA STAT1 TRIM22 ; 
KIFC1 ; RAD51 E2F1 MYBL2 PTTG1 TRIP13 FOXM1 TCF19 MCM5 HMGN2 MCM7 E2F2 BRCA1 ESPL1 MCM6 MCM2 ZNF367 HMGB2 CHAF1A TIMELESS MCM4 WDHD1 EZH2 WHSC1 TAF5 ANKRD32 DNMT1 ; 
SYNGAP1 ; CRAMP1L ; 
ITPR3 ; E2F7 ; 
KCTD20 ; GTF2A1 ASH1L ; ZNF593
CPNE5 ; KLF2 SPI1 MNDA IRF4 ; 
FGD2 ; IRF8 SPI1 CIITA TFEC MNDA FOXP3 ; 
DAAM2 ; HEYL MEF2C LDB2 LZTS1 TCF4 ; 
MOCS1 ; TBX2 ; 
TREM2 ; PTRF TBX21 VENTX IRF1 IRF8 SLA2 SPI1 ZNF469 AEBP1 STAT4 CIITA RUNX3 TFEC MNDA IRF4 STAT1 FOXP3 ; ZNF443
USP49 ; ZBTB26 NCOA2 ZNF81 ZNF641 CRAMP1L ZKSCAN1 APC ASH1L ; 
C6orf132 ; SOX15 ; 
C6orf226 ; SCAND1 ; 
MRPL14 ; ZNF593 ; SHPRH NR2C2 NCOA2 TAF1 MKL2 ETV3 ZKSCAN1 ASH1L
SLC29A1 ;  ; IRX3
TMEM151B ; CRAMP1L ; 
RCAN2 ; FOXF1 MEF2C LDB2 TCF4 TCF21 CSDC2 ; 
PLA2G7 ; IRF8 SPI1 RUNX3 TFEC MNDA IRF4 STAT1 FOXP3 ; 
GPR116 ; HEYL EBF1 NOTCH4 NR5A2 BCL6B MEF2C LDB2 SOX17 ERG ZNF366 ; 
CENPQ ; WDHD1 DNMT1 ; 
PAQR8 ; EMX2 TBX2 ; 
EFHC1 ; ZNF84 ; 
TRAM2 ; ZNF469 PRRX1 ; 
GCLC ; PIR ; 
LRRC1 ; ELF3 TOB1 ZNF440 ; PTRF
