gene ; activator ; inhibitor
ESAM ; HEYL NR5A2 SOX17 NOTCH4 BCL6B LDB2 FHL5 MEF2C ERG EBF3 ; 
ROBO4 ; EBF1 HEYL TAL1 NR5A2 SOX17 NOTCH4 FLI1 BCL6B HEY2 LDB2 FHL5 KLF2 MEF2C ERG EBF3 ; 
ARHGAP32 ; RAI1 ZNF440 ZKSCAN1 ZNF518A ; SPI1 BIN1
TMEM45B ; TOB1 ; 
ADAMTS8 ; AFF3 MYOCD CBX7 TCF21 ; 
NTM ; GLIS1 HIC1 MEIS3 TGFB1I1 GLI2 MSC ZNF469 ETV1 PRRX2 TWIST1 AEBP1 LEF1 ZFPM2 GLIS2 TWIST2 PRRX1 HAND2 CSDC2 ; 
JAM3 ; EBF1 HIC1 HEYL MEIS3 PTRF TGFB1I1 GLI2 MSC KLF9 FLI1 TCF4 PGR BCL6B FOXF1 MEOX2 ZNF469 TSHZ3 ETV1 LDB2 PRRX2 MYOCD KLF2 MEF2C TWIST1 AEBP1 ERG MITF LEF1 LZTS1 ZFPM2 TCF21 APBB1 NAP1L3 GLIS2 TBX5 TWIST2 EBF3 PRRX1 HAND2 NDN CSDC2 ; 
NCAPD3 ; ESPL1 BRCA1 MCM4 TIMELESS TTF2 WHSC1 WDHD1 BRCA2 DNMT1 BRIP1 RBL1 ; 
WNK1 ; ATF2 GTF2A1 APC ; 
CACNA2D4 ; SPI1 MNDA IRF8 FLI1 TFEC ; 
CACNA1C ; EBF1 HIC1 TGFB1I1 GLI2 BCL6B FOXF1 LDB2 MYOCD MEF2C AEBP1 ZFPM2 TCF21 NAP1L3 TBX5 TBX4 TWIST2 HAND2 CSDC2 ; 
NRIP2 ; LDB2 EBF3 ; 
CCND2 ; PTRF ; 
RAD51AP1 ; E2F1 TRIP13 ESPL1 HMGB2 MCM2 BRCA1 ZNF367 EZH2 DEK KNTC1 MCM4 TIMELESS MCM8 WHSC1 WDHD1 ANKRD32 BRCA2 SUZ12 DNMT1 BRIP1 ; 
KCNA5 ; FHL5 ; 
VWF ; EBF1 HEYL NR5A2 SOX17 FLI1 BCL6B LDB2 FHL5 KLF2 MEF2C ERG LZTS1 EBF3 ; 
PLEKHG6 ; ELF3 NR2F6 GATA3 TLE2 PCBD1 TOB1 ZNF253 ZNF443 ; SNAI2
CD27 ; ZBTB32 SPI1 SLA2 MNDA SP140 EOMES CIITA IRF8 STAT4 TBX21 RUNX3 TFEC FOXP3 IRF4 ; 
TAPBPL ; ETV7 ; 
GAPDH ; ENO1 ; 
IFFO1 ; LYL1 SPI1 EBF1 HIC1 MNDA VENTX BIN1 POU2F2 PTRF TGFB1I1 GLI2 MSC IRF8 FLI1 STAT4 TCF4 TBX21 POU6F1 MEOX2 ZNF469 TSHZ3 RUNX3 TFEC KLF2 MEF2C TWIST1 AEBP1 ZFPM2 EGR2 NAP1L3 GLIS2 IRF4 TWIST2 PRRX1 HAND2 CSDC2 ; 
LAG3 ; IRF1 GFI1 SPI1 SLA2 MNDA SP140 EOMES CIITA IRF8 STAT4 TBX21 STAT1 RUNX3 TFEC FOXP3 IRF4 ; 
CD4 ; LYL1 SPI1 SLA2 MNDA SP140 VENTX BIN1 POU2F2 EOMES CIITA IRF8 FLI1 STAT4 TBX21 RUNX3 TFEC FOXP3 IRF4 ; 
GPR162 ; MEIS3 TWIST2 ; 
LEPREL2 ; MEIS3 AEBP1 ; 
CDCA3 ; MYBL2 E2F1 PTTG1 MCM5 HMGB2 EZH2 ; 
C1S ; GATA6 SPI1 HIC1 MNDA VENTX BIN1 PTRF TGFB1I1 GLI2 MSC IRF8 FLI1 TCF4 ZNF469 TSHZ3 RUNX3 TFEC TWIST1 AEBP1 ZFPM2 EGR2 CREB5 NAP1L3 GLIS2 IRF4 TWIST2 PRRX1 HAND2 TRPS1 CSDC2 ; 
C1R ; SPI1 HIC1 MNDA VENTX BIN1 PTRF TGFB1I1 MSC IRF8 TBX21 ZNF469 RUNX3 TFEC TWIST1 AEBP1 ZFPM2 TWIST2 PRRX1 TRPS1 CSDC2 ; 
CD163L1 ; SPI1 IRF8 ; 
CD163 ; SPI1 SLA2 MNDA VENTX BIN1 PTRF CIITA IRF8 FLI1 STAT4 TBX21 ZNF469 STAT1 RUNX3 TFEC TNFAIP3 AEBP1 CREB5 FOXP3 IRF4 PRRX1 ; 
SLC2A14 ; SNAI1 NR4A3 PTRF TSHZ3 TWIST1 AEBP1 CREB5 TWIST2 PRRX1 ; 
SLC2A3 ; SNAI1 NR4A3 PTRF MSC FLI1 TSHZ3 TWIST1 AEBP1 EGR3 CREB5 TWIST2 PRRX1 ; 
C3AR1 ; IRF1 SPI1 SLA2 MNDA VENTX PTRF CIITA MSC IRF8 FLI1 STAT4 TBX21 ZNF469 STAT1 RUNX3 TFEC FOXP3 IRF4 PRRX1 ; ZNF443
CLEC4A ; SPI1 SLA2 MNDA SP140 VENTX PTRF CIITA IRF8 FLI1 STAT4 TBX21 STAT1 RUNX3 TFEC CREB5 FOXP3 IRF4 ; 
CLEC4E ; SPI1 SLA2 MNDA VENTX IRF8 STAT4 TBX21 RUNX3 TFEC AEBP1 IRF4 PRRX1 ; 
MFAP5 ; PTRF TWIST1 AEBP1 TWIST2 PRRX1 CSDC2 ; 
KLRG1 ; IRF8 ; 
A2M ; EBF1 HIC1 HEYL TGFB1I1 SOX17 MSC KLF9 TCF4 BCL6B FOXF1 LDB2 FHL5 AFF3 MYOCD KLF2 MEF2C AEBP1 ERG LEF1 TCF21 TBX5 EBF3 HAND2 CSDC2 ; 
KLRB1 ; SLA2 CIITA IRF8 STAT4 TBX21 RUNX3 TFEC FOXP3 IRF4 ; 
CLECL1 ; LYL1 SPI1 SLA2 MNDA IRF8 STAT4 TBX21 RUNX3 TFEC IRF4 ; 
CD69 ; SLA2 MNDA IRF8 STAT4 TBX21 RUNX3 TFEC IRF4 ; 
CLEC2B ; IFI16 ; 
CLEC1A ; EBF1 NR5A2 SOX17 KLF9 FLI1 MEOX1 BCL6B FOXF1 LDB2 FHL5 KLF2 MEF2C ERG EBF3 ; 
CLEC7A ; RUNX3 ; 
KLRD1 ; IRF1 SPI1 SLA2 MNDA SP140 EOMES CIITA IRF8 STAT4 TBX21 STAT1 RUNX3 TFEC FOXP3 IRF4 ; 
KLRK1 ; IRF1 GFI1 SPI1 SLA2 MNDA SP140 EOMES CIITA IRF8 STAT4 TBX21 TRIM22 STAT1 RUNX3 TFEC FOXP3 IRF4 ; 
KLRC1 ; STAT4 TBX21 STAT1 ; 
APOLD1 ; NR4A3 SOX17 KLF9 BCL6B LDB2 MEF2C ERG EBF3 ; 
EMP1 ; WWTR1 SOX7 ; 
HIST4H4 ; ZKSCAN1 ; 
MGP ; EBF1 HIC1 HEYL PTRF TGFB1I1 MSC BCL6B FOXF1 LDB2 KLF2 MEF2C AEBP1 ZFPM2 TCF21 TWIST2 PRRX1 HAND2 CSDC2 ; 
PTPRO ; SPI1 MNDA ; 
EPS8 ; RERE ; 
PLEKHA5 ; TAF4 RBL2 ARID1A ZNF587 AFF1 ZNF518A ; 
PDE3A ; EBF1 HEYL GLI2 TCF4 BCL6B LDB2 MEF2C ERG LZTS1 ZFPM2 ZNF366 ; 
RECQL ; ARNTL2 ELK3 STAT1 DNMT1 ; NR2F6 AES PCBD1
KCNJ8 ; EBF1 HIC1 HEYL PTRF TGFB1I1 GLI2 MSC KLF9 BCL6B MEOX2 ZNF469 MEF2C TWIST1 AEBP1 LZTS1 ZFPM2 NAP1L3 TWIST2 PRRX1 HAND2 CSDC2 ; 
ABCC9 ; EBF1 HIC1 HEYL PTRF TGFB1I1 GLI2 MSC TCF4 BCL6B MEOX2 ZNF469 LDB2 RUNX1T1 MEF2C TWIST1 AEBP1 ERG ZFPM2 NAP1L3 TWIST2 PRRX1 HAND2 CSDC2 ; 
ST8SIA1 ; HIC1 GLI2 RUNX3 TFEC AEBP1 TWIST2 PRRX1 HAND2 CSDC2 ; 
ETNK1 ; ARID4A ZNF518A ; 
PPFIBP1 ; ELK3 NOTCH2 ; 
PTHLH ; SNAI2 SOX7 ; ZSCAN16 ZNF253
TSPAN11 ; MSC LEF1 TWIST2 PRRX1 ; 
FAM60A ; SMARCC1 BAZ1A ; 
DENND5B ; PRRX1 ; 
BICD1 ; HMGA2 ; 
CPNE8 ; SOX7 ; 
KIF21A ; BDP1 CLOCK GTF2A1 APC ; 
ABCD2 ; SLA2 SP140 EOMES IRF8 STAT4 TBX21 TOX RUNX3 FOXP3 IRF4 ; 
LRRK2 ; BIN1 KLF9 IRF8 FLI1 TCF4 TSHZ3 TOX RUNX3 MEF2C BACH2 ZFPM2 EGR2 IRF4 TWIST2 PRRX1 TRPS1 CSDC2 ; 
PRICKLE1 ; AEBP1 ZFPM2 PRRX1 CSDC2 ; 
PUS7L ; GTF3C4 GTF2H3 ATF7IP ZNF623 CLOCK REST GTF2A1 ; 
TMEM106C ; HMGN2 TCF19 MCM2 ; 
C12orf68 ; HAND2 CSDC2 ; 
CCNT1 ; GTF3C4 GTF2H3 POLR1A RREB1 ZNF426 RLF BARD1 NCOR1 ZBTB26 EYA3 ATF7IP TAF1L BDP1 RBL1 TCF12 NR2C2 DENND4A BAZ1A ATF2 ZNF551 BTAF1 AFF4 SHPRH NCOA2 ZNF236 ZNF623 EPC1 CLOCK ADNP ZNF430 ELK4 TAF1 REL EP300 ZNF121 ZNF81 REST ZNF641 GTF2A1 ZKSCAN1 MKL2 ETV3 APC ASH1L ; 
CACNB3 ; ZNF443 ; 
DHH ; SOX17 MEOX1 LDB2 KLF2 MEF2C ERG ; 
TUBA1A ; PTRF ; 
TROAP ; MYBL2 E2F1 ESPL1 PTTG1 XRCC3 MCM5 TCF19 HMGB2 MCM2 BRCA1 EZH2 KNTC1 TIMELESS WHSC1 WDHD1 DNMT1 ; 
FMNL3 ; SNAI1 HIC1 HEYL MSC IRF8 FLI1 TCF4 ZNF469 RUNX3 MEF2C AEBP1 LZTS1 EGR2 PRRX1 ; 
FAIM2 ; HIC1 IRF8 MEOX2 KLF2 MEF2C AEBP1 NAP1L3 TWIST2 HAND2 CSDC2 ; 
RACGAP1 ; TRIP13 ESPL1 PTTG1 HMGB2 MCM2 BRCA1 ZNF367 EZH2 DEK E2F7 MCM4 TIMELESS WHSC1 WDHD1 DNMT1 BRIP1 ; 
DIP2B ; HES2 ; 
METTL7A ; BTG2 RERE ZNF211 ; 
BIN2 ; IRF1 SPI1 SLA2 MNDA SP140 VENTX BIN1 POU2F2 EOMES CIITA IRF8 FLI1 STAT4 TBX21 STAT1 RUNX3 TFEC FOXP3 IRF4 ; 
ACVRL1 ; LYL1 EBF1 SNAI1 HIC1 HEYL TAL1 PTRF TGFB1I1 SOX17 NOTCH4 MSC FLI1 MEOX1 TCF4 BCL6B FOXF1 LDB2 FHL5 TFEC KLF2 MEF2C TWIST1 AEBP1 ERG LEF1 LZTS1 TCF21 EBF3 PRRX1 HAND2 ; 
GRASP ; LYL1 SOX8 EBF1 HIC1 HEYL NR4A3 TGFB1I1 SOX17 MSC FLI1 MEOX1 BCL6B FOXF1 LDB2 FHL5 PRRX2 KLF2 MEF2C TWIST1 AEBP1 ERG EGR3 LEF1 LZTS1 TCF21 NAP1L3 TWIST2 EBF3 PRRX1 HAND2 CSDC2 ; 
KRT7 ; VGLL1 NR2F6 PBX4 TBX3 ; 
KRT6B ; HES2 ; 
KRT6C ; HES2 ; 
KRT6A ; HES2 ; 
KRT5 ; HES2 ; 
IGFBP6 ; PDLIM4 PTRF ; 
TENC1 ; LYL1 EBF1 HIC1 HEYL TAL1 TGFB1I1 SOX17 NOTCH4 KLF9 TCF4 PGR BCL6B FOXF1 LDB2 FHL5 AFF3 ZBTB16 NFATC4 MYOCD KLF2 MEF2C ERG LZTS1 TCF21 NR2F1 APBB1 NAP1L3 TBX5 EBF3 HAND2 SOX5 CSDC2 ; 
CSAD ; ANKS3 MDM4 ; 
ITGB7 ; TBX21 ; 
MAP3K12 ; SMARCD3 ; 
NPFF ; ANKS3 ; 
GPR84 ; IRF1 SPI1 SLA2 MNDA VENTX MSC IRF8 STAT4 TBX21 RUNX3 TFEC AEBP1 FOXP3 PRRX1 ; 
ITGA5 ; HIC1 PTRF TGFB1I1 MSC ZNF469 TSHZ3 TWIST1 AEBP1 ZFPM2 CREB5 TWIST2 PRRX1 CSDC2 ; 
NCKAP1L ; LYL1 IRF1 GFI1 SPI1 SLA2 MNDA SP140 VENTX BIN1 POU2F2 EOMES CIITA MSC IRF8 FLI1 STAT4 TBX21 TOX STAT1 RUNX3 TFEC EGR2 CREB5 FOXP3 IRF4 TWIST2 PRRX1 TRPS1 CSDC2 ; 
ITGA7 ; EBF1 HIC1 TGFB1I1 SOX17 FOXF1 MYOCD PRDM6 KLF2 MEF2C ERG TCF21 APBB1 NAP1L3 TBX5 TBX4 TWIST2 HAND2 LMO3 CSDC2 ; 
CD63 ;  ; GTF2H3
MMP19 ;  ; TFDP1
CDK2 ; ESPL1 TIMELESS ; 
ERBB3 ; ELF3 KLF5 NR2F6 ZBTB7B TOB1 RAI1 TBX6 ZFP62 ZNF91 ZNF436 ARID1A ZNF253 ZNF440 ZNF33A RERE ZNF443 ; TEAD4 SPI1 HMGA2 MNDA PDLIM4 PTRF SHOX2 RUNX3 TFEC
PAN2 ; ZNF333 ZNF443 ; 
PRIM1 ; MCM5 TCF19 MCM2 BRCA1 ZNF367 EZH2 DEK KNTC1 MCM4 TIMELESS MCM8 WHSC1 WDHD1 ANKRD32 DNMT1 BRIP1 RBL1 ; 
HSD17B6 ; AEBP1 ZFPM2 TBX4 TWIST2 PRRX1 HAND2 CSDC2 ; 
TMEM194A ; TIMELESS MCM8 WHSC1 WDHD1 ANKRD32 BRCA2 SUZ12 DNMT1 BRIP1 RBL1 ; 
ARHGAP9 ; ZBTB32 LYL1 IRF1 GFI1 SPI1 SLA2 MNDA SP140 VENTX POU2F2 EOMES CIITA IRF8 FLI1 STAT4 TBX21 STAT1 RUNX3 TFEC FOXP3 IRF4 TWIST2 ; 
TSPAN31 ;  ; DNMT1
RASSF3 ; ZNF281 NFIC CLOCK ; TAF10
MSRB3 ; GLIS1 EBF1 HIC1 HEYL MEIS3 PTRF TGFB1I1 GLI2 MSC KLF9 FLI1 TCF4 FOXF1 ZNF469 TSHZ3 ETV1 PRRX2 MEF2C TWIST1 AEBP1 ERG MITF LEF1 LZTS1 ZFPM2 NAP1L3 GLIS2 TWIST2 PRRX1 HAND2 CSDC2 ; 
CAND1 ; GTF2H3 ASCC3 EYA3 CLOCK GTF2A1 ; 
LYZ ; SPI1 SLA2 MNDA CIITA IRF8 STAT4 TBX21 RUNX3 TFEC FOXP3 IRF4 ; 
FRS2 ; ELF1 EP300 ASH1L ; 
PTPRB ; LDB2 FHL5 ; 
ATXN7L3B ; ZBTB39 RBBP4 SHPRH ZNF397 ADNP ARID1A ZNF587 REST ZNF627 ZKSCAN1 ETV3 ZNF518A ; 
GLIPR1 ; MNDA PDLIM4 PTRF MSC FLI1 STAT4 ZNF469 RUNX3 AEBP1 CREB5 PRRX1 TRPS1 ; 
PHLDA1 ; FOSL1 ; 
BBS10 ; REST GTF2A1 APC ; 
OSBPL8 ; ZNF281 ASCC3 ELK3 NOTCH2 ATF2 GTF2A1 APC ; 
NAV3 ; PTRF MSC ZNF469 TWIST1 AEBP1 BACH2 ZFPM2 TWIST2 PRRX1 TRPS1 CSDC2 ; 
CEP290 ; MDM4 ZNF224 ZNF518A ZNF333 ; 
LUM ; GLIS1 HIC1 MEIS3 TGFB1I1 CREB3L1 GLI2 MSC ZNF469 TSHZ3 ETV1 PRRX2 TWIST1 AEBP1 LEF1 ZFPM2 NAP1L3 GLIS2 TWIST2 PRRX1 HAND2 CSDC2 ; 
DCN ; GLIS1 HIC1 VENTX MEIS3 PTRF TGFB1I1 GLI2 MSC ZNF469 TSHZ3 ETV1 PRRX2 TWIST1 AEBP1 LEF1 ZFPM2 NAP1L3 GLIS2 TBX5 TWIST2 PRRX1 HAND2 CSDC2 ; 
TMCC3 ; CREB5 ; 
NEDD1 ; ZNF281 WDHD1 GTF2H3 ASCC3 TFDP1 ANKRD32 EAF1 BRCA2 ZNF131 BRIP1 RBL1 BAZ1A CLOCK GTF2A1 APC ; 
TMPO ; ESPL1 HMGB2 BRCA1 ZNF367 EZH2 KNTC1 MCM4 TIMELESS MCM8 WHSC1 WDHD1 ANKRD32 BRCA2 SUZ12 DNMT1 BRIP1 RBL1 ; 
IKBIP ; PTRF ; 
SCYL2 ; GTF2H3 ZNF426 EYA3 ATF2 AFF4 SHPRH NCOA2 ELF1 EPC1 CLOCK ADNP ZNF81 REST ZNF641 GTF2A1 ETV3 APC ASH1L ; EDF1
GAS2L3 ; BARD1 BRCA2 DNMT1 BDP1 BRIP1 RBL1 NCOA2 ZNF623 CLOCK REST ZNF641 GTF2A1 APC ; 
UTP20 ; GTF3C4 GTF2H3 POLR1A BRCA2 RBL1 GTF2A1 ; 
IGF1 ; HIC1 MEOX1 MEOX2 MYOCD RUNX1T1 KLF2 AEBP1 ZFPM2 NAP1L3 GLIS2 TWIST2 HAND2 CSDC2 ; 
GLT8D2 ; GLIS1 HIC1 VENTX MEIS3 PTRF TGFB1I1 GLI2 MSC ZNF469 TSHZ3 ETV1 PRRX2 TWIST1 AEBP1 LEF1 ZFPM2 NAP1L3 GLIS2 TWIST2 PRRX1 HAND2 TRPS1 CSDC2 ; 
EID3 ; RUNX3 ; 
CHST11 ; ZNF469 STAT1 PRRX1 ; 
ALDH1L2 ; GLIS1 VENTX PTRF MSC ZNF469 TFEC TWIST1 AEBP1 BACH2 ZFPM2 EGR2 TWIST2 PRRX1 TRPS1 CSDC2 ; 
TCP11L2 ; RREB1 ZDHHC21 BTAF1 AFF4 SHPRH NCOA2 ELF1 ZNF430 EP300 RBL2 ZNF41 ZNF81 REST ZNF641 ARID4A AFF1 GTF2A1 ZKSCAN1 MKL2 ETV3 APC ASH1L ; 
CMKLR1 ; LYL1 SPI1 SLA2 SNAI1 MNDA SP140 VENTX BIN1 PTRF CIITA MSC IRF8 FLI1 STAT4 TBX21 STAT1 RUNX3 TFEC AEBP1 CREB5 FOXP3 IRF4 TWIST2 PRRX1 ; 
TMEM119 ; EBF1 HIC1 HEYL MEIS3 TGFB1I1 CREB3L1 GLI2 MSC GLI1 PGR FOXF1 ETV1 LDB2 PRRX2 KLF2 MEF2C TWIST1 AEBP1 LEF1 ZFPM2 TCF21 NAP1L3 GLIS2 TWIST2 PRRX1 HAND2 NDN CSDC2 ; 
SELPLG ; LYL1 IRF1 GFI1 SPI1 SLA2 MNDA SP140 VENTX BIN1 PTRF EOMES CIITA MSC IRF8 FLI1 STAT4 TBX21 STAT1 RUNX3 TFEC AEBP1 CREB5 FOXP3 IRF4 TWIST2 PRRX1 ; 
CORO1C ; WWTR1 CREB5 ; TBX3 ZNF443
ACACB ; THRA ; 
ATP2A2 ; TAF13 GTF2H3 ASCC3 ELK3 CLOCK GTF2A1 ; ZNF444
PPTC7 ; TAF13 ZNF281 GTF3C4 GTF2H3 ASCC3 ELK3 RREB1 JMJD1C EYA3 TAF1L BDP1 DENND4A ATF2 AFF4 SHPRH NCOA2 ELF1 CLOCK REST ZNF641 GTF2A1 ETV3 APC ASH1L ; ZNF524 MXD3 ZNF688 ANKS3 ZNF444 SCAND1 TAF10
HVCN1 ; LYL1 SPI1 SLA2 MNDA VENTX BIN1 IRF8 FLI1 STAT4 TBX21 RUNX3 TFEC FOXP3 HCLS1 ; 
SH2B3 ; LYL1 SPI1 SNAI1 MNDA PTRF IRF8 FLI1 RUNX3 TFEC TNFAIP3 MEF2C EGR2 CREB5 FOXP3 PRRX1 ; 
OAS3 ; EIF2AK2 ; 
OAS2 ; SP100 IRF9 SP110 TRIM22 STAT1 ; 
SDS ; SPI1 MNDA IRF8 TFEC ; 
MED13L ; BDP1 ZNF623 CLOCK REST ZNF641 GTF2A1 APC ASH1L ; 
RNFT2 ; ZSCAN16 ; 
TESC ; TBX2 ; 
KSR2 ; TBX2 ; 
RFC5 ; ESPL1 EZH2 KNTC1 MCM4 TIMELESS WHSC1 WDHD1 ANKRD32 BRIP1 ; 
VSIG10 ; ZNF443 ; PDLIM4
TMEM233 ; NOTCH4 BCL6B LDB2 MEF2C ; 
CIT ; ESPL1 PTTG1 HMGB2 BRCA1 EZH2 KNTC1 E2F7 TIMELESS WHSC1 WDHD1 ANKRD32 DNMT1 BRIP1 ; 
GATC ; GTF3C4 GTF2H3 EYA3 DNMT1 BRIP1 GTF2A1 ; 
P2RX7 ; MNDA IRF8 TFEC ; 
ORAI1 ; TEAD4 ; ZNF440
MPHOSPH9 ; DEK MCM4 TIMELESS DNMT1 NFIC RBL1 ; NR2F6 AES
SBNO1 ; ZNF281 GTF3C4 POLR1B GTF2H3 ASCC3 ZNF426 GTF2I BARD1 VHL NCOR1 ZBTB26 EYA3 TAF1L BDP1 TCF12 ZNF689 NR2C2 ATF2 ZBTB39 ZNF551 AFF4 SHPRH NCOA2 ELF1 ZNF623 EPC1 CLOCK ADNP ZNF430 TAF1 EP300 REST GTF2A1 ZKSCAN1 ETV3 APC ASH1L ; ZNF688 EDF1 TCEB2 TAF10
ZNF664 ; TAF4 ZNF124 ADNP ARID1A ZNF627 ZNF84 ZNF443 ; 
FAM101A ; ZNF469 AEBP1 TWIST2 PRRX1 ; 
GLT1D1 ; SLA2 MNDA RUNX3 TFEC FOXP3 PRRX1 ; 
STX2 ; BIN1 PTRF TGFB1I1 CREB5 PRRX1 ; 
GPR133 ; MYOCD TBX4 HAND2 CSDC2 ; 
PGAM5 ; MCM4 GTF3C4 TFDP1 ; ZNF688
POLE ; XRCC3 EZH2 KNTC1 WHSC1 ; 
GJB2 ; HES2 ; 
GJB6 ; HES2 ; 
LATS2 ; PTRF EGR2 PRRX1 TRPS1 CSDC2 ; 
SKA3 ; MYBL2 E2F1 TRIP13 ESPL1 PTTG1 MCM5 TCF19 HMGB2 MCM2 BRCA1 EZH2 TIMELESS WHSC1 WDHD1 BRCA2 DNMT1 BRIP1 ; 
ZDHHC20 ; GTF2I VHL TAF1L TMF1 AFF4 SHPRH NCOA2 ELF1 CLOCK ZNF430 TAF1 REL EP300 RBL2 ARID1A REST GTF2A1 ZKSCAN1 ETV3 APC ASH1L ; 
SACS ; HMGA2 RUNX3 TRPS1 ; 
SPATA13 ; ETV3 ; 
TNFRSF19 ; PRRX1 ; 
CDK8 ; BARD1 ZBTB26 RBL1 CLOCK REST ZNF641 GTF2A1 ETV3 ; TCEB2 MXD3
USP12 ; ZNF281 GTF2H3 ASCC3 BARD1 JMJD1C ZBTB38 ZBTB26 ATF7IP BDP1 NFIC RBL1 HIVEP1 ATF2 AFF4 SHPRH NCOA2 EPC1 CLOCK REST ZNF641 GTF2A1 ETV3 APC ASH1L ; SCAND1 ZNF593 TAF10
LNX2 ; KLF3 ELF1 ETV3 ASH1L ; 
FLT3 ; IRF8 FOXP3 IRF4 ; 
PAN3 ; BTAF1 DMTF1 ZNF292 MDM4 ZNF223 RBL2 ZNF224 ZNF169 ARID4A ZKSCAN1 ZNF33A ZNF518A ZNF333 ZNF441 ZNF443 ; 
FLT1 ; NR5A2 NOTCH4 LDB2 ; 
SLC7A1 ; TFDP1 KLF13 ; PCBD1 TBX2
ALOX5AP ; IRF1 SPI1 SLA2 SNAI1 MNDA SP140 VENTX BIN1 PTRF CIITA MSC IRF8 FLI1 STAT4 TBX21 STAT1 RUNX3 TFEC AEBP1 FOXP3 IRF4 PRRX1 ; ZNF443
FRY ; TBX2 RERE ; 
PDS5B ; DEK ASCC3 BARD1 NFIC RBL1 ATF2 GTF2A1 ; 
STARD13 ; EBF1 TGFB1I1 KLF9 FLI1 MEF2C AEBP1 TWIST2 CSDC2 ; 
RFC3 ; MCM2 BRCA1 MCM4 TIMELESS WDHD1 ANKRD32 BRCA2 DNMT1 BRIP1 ; 
DCLK1 ; GLI2 BACH2 PRRX1 CSDC2 ; 
POSTN ; GLIS1 HIC1 GLI2 MSC ZNF469 TSHZ3 ETV1 PRRX2 TWIST1 AEBP1 ZFPM2 NAP1L3 GLIS2 TWIST2 PRRX1 HAND2 CSDC2 ; 
TRPC4 ; LDB2 ; 
LHFP ; EBF1 HIC1 HEYL PTRF TGFB1I1 GLI2 MSC TCF4 BCL6B FOXF1 ZNF469 LDB2 KLF2 MEF2C TWIST1 AEBP1 ERG LEF1 LZTS1 ZFPM2 TCF21 NAP1L3 GLIS2 TWIST2 EBF3 PRRX1 HAND2 CSDC2 ; 
COG6 ; TMF1 SHPRH ELF1 ZNF430 RBL2 ASH1L ; 
KBTBD7 ; GTF3C4 RREB1 ZNF426 BARD1 VHL ZBTB26 TAF1L BDP1 ZNF689 WHSC1L1 TMF1 ATF2 ZNF551 AFF4 SHPRH NCOA2 ELF1 EPC1 ZNF397 CLOCK ADNP ZNF430 ELK4 REL EP300 ZNF121 ZNF81 REST ZNF641 ARID4A GTF2A1 ZKSCAN1 MKL2 ETV3 APC ASH1L ; 
AKAP11 ; JMJD1C TAF1L ATF2 AFF4 SHPRH ELF1 CLOCK RBL2 ZNF81 REST ZNF641 ARID4A GTF2A1 MKL2 ETV3 APC ASH1L ; 
EPSTI1 ; NMI SP110 IRF1 SLA2 MNDA SP140 CIITA STAT4 TBX21 TRIM22 STAT1 RUNX3 TFEC ; 
TPT1 ; EEF1A1 ; 
COG3 ; ZKSCAN1 ; 
ZC3H13 ; BAZ1A ATF2 AFF4 SHPRH NCOA2 ELF1 ZNF623 EPC1 CLOCK ADNP ZNF430 EP300 REST ZNF641 GTF2A1 ZKSCAN1 MKL2 ETV3 APC ASH1L ; 
LCP1 ; STAT4 TNFAIP3 FOXP3 ; 
LRCH1 ; ELK3 ; 
SUCLA2 ; GTF2A1 ; 
CYSLTR2 ; MNDA IRF8 STAT4 RUNX3 TFEC PRRX1 ; 
FNDC3A ; AFF4 ; 
CAB39L ; PCBD1 RERE ; 
FAM124A ; TWIST1 AEBP1 TWIST2 PRRX1 CSDC2 ; 
INTS6 ; GTF2H3 RREB1 ATF2 ELF1 CLOCK GTF2A1 APC ; 
UTP14C ; TCF12 ATF2 SHPRH NCOA2 ELF1 CLOCK REST ZNF641 GTF2A1 MKL2 ETV3 APC ASH1L ; 
CKAP2 ; WDHD1 BRCA2 BRIP1 RBL1 ; 
PCDH17 ; HEYL BCL6B LDB2 MEF2C ERG ; 
DIAPH3 ; MYBL2 TRIP13 MCM5 TCF19 MCM2 BRCA1 MCM4 WDHD1 BRCA2 DNMT1 BRIP1 RBL1 ; AES
KCTD12 ; SPI1 MNDA PTRF MSC KLF9 IRF8 FLI1 STAT4 MEOX2 TSHZ3 RUNX3 TFEC KLF2 MEF2C MITF CREB5 TWIST2 PRRX1 ; 
MYCBP2 ; NCOA2 ; 
EDNRB ; NOTCH4 LDB2 FHL5 MEF2C EBF3 ; 
GPC6 ; GLIS1 HIC1 HEYL MEIS3 PTRF TGFB1I1 GLI2 MSC TCF4 MEOX2 ZNF469 TSHZ3 ETV1 PRRX2 RUNX1T1 TWIST1 AEBP1 LZTS1 ZFPM2 EGR2 NAP1L3 GLIS2 TWIST2 PRRX1 HAND2 CSDC2 ; 
FARP1 ; TBX2 ; SOX15
GPR18 ; ZBTB32 SLA2 SP140 POU2F2 EOMES CIITA IRF8 STAT4 TBX21 TOX RUNX3 FOXP3 IRF4 ; 
GPR183 ; CREM SPI1 SLA2 SNAI1 MNDA VENTX NR4A3 PTRF MSC IRF8 FLI1 STAT4 TBX21 RUNX3 TFEC TNFAIP3 TWIST1 AEBP1 EGR3 EGR2 IRF4 TWIST2 PRRX1 ; 
TM9SF2 ; NCOA2 CLOCK REST GTF2A1 ETV3 ; MXD3
