gene ; activator ; inhibitor
SOD3 ; EBF1 HIC1 TGFB1I1 MSC TWIST1 AEBP1 ZFPM2 TWIST2 PRRX1 HAND2 CSDC2 ; 
LGI2 ; EBF1 HIC1 VENTX TGFB1I1 GLI2 MSC IRF8 FLI1 GLI1 FOXF1 ZNF469 ETV1 LDB2 PRRX2 KLF2 MEF2C TWIST1 AEBP1 LEF1 ZFPM2 TCF21 APBB1 NAP1L3 GLIS2 TWIST2 EBF3 PRRX1 HAND2 CSDC2 ; 
SEPSECS ; DMTF1 ZNF292 ZNF224 ZNF518A ; 
PI4K2B ; GTF2H3 ; 
TLR10 ; SPIB IRF8 TBX21 RUNX3 IRF4 ; 
TLR1 ; SPI1 MNDA EOMES CIITA IRF8 STAT4 TBX21 STAT1 RUNX3 TFEC FOXP3 IRF4 PRRX1 ; 
TLR6 ; TFEC ; 
TMEM156 ; STAT4 RUNX3 FOXP3 IRF4 ; 
KLHL5 ; RUNX3 KLF12 TRPS1 ; 
N4BP2 ; GTF2I BARD1 TAF1L BDP1 ATF2 AFF4 SHPRH NCOA2 ZNF236 ELF1 ZNF623 EPC1 CLOCK ADNP ZNF430 EP300 REST ZNF641 ARID4A GTF2A1 MKL2 ETV3 APC ASH1L ; 
RHOH ; ZBTB32 IRF1 SPI1 SLA2 MNDA SP140 VENTX POU2F2 EOMES CIITA IRF8 FLI1 STAT4 TBX21 STAT1 RUNX3 TFEC TNFAIP3 FOXP3 IRF4 TWIST2 PRRX1 ; 
CORIN ; ETV1 AEBP1 ; 
NIPAL1 ; ANKS1A NFXL1 NCOA2 ZNF436 EP300 ARID1A ZNF440 ZKSCAN1 ETV3 ; 
LNX1 ; PCBD1 TOB1 ZNF436 ZNF440 RERE ; 
PDGFRA ; HIC1 GLI2 MSC PGR FOXF1 LDB2 TWIST1 AEBP1 LEF1 TCF21 GLIS2 TWIST2 PRRX1 HAND2 CSDC2 ; 
KDR ; HEYL NR5A2 SOX17 NOTCH4 BCL6B HEY2 LDB2 FHL5 MEF2C ERG LZTS1 EBF3 ZNF366 ; 
CEP135 ; BTAF1 ZNF641 ; 
PAICS ; NPM1 ; 
IGFBP7 ; EBF1 HIC1 HEYL MEIS3 PTRF TGFB1I1 MSC FLI1 BCL6B LDB2 PRRX2 KLF2 MEF2C TWIST1 AEBP1 ERG MITF LEF1 LZTS1 ZFPM2 PRRX1 HAND2 CSDC2 ; 
IGJ ; IRF4 ; 
DCK ; DEK MCM4 TIMELESS WDHD1 BARD1 SUZ12 DNMT1 BRIP1 RBL1 ATF2 ; 
ADAMTS3 ; TWIST1 PRRX1 TRPS1 ; 
CXCL3 ; TNFAIP3 ; 
CXCL2 ; TNFAIP3 CREB5 ; 
AREG ; FOSL1 ; 
CXCL9 ; IRF1 GFI1 SPI1 SLA2 MNDA SP140 EOMES CIITA IRF8 STAT4 TBX21 STAT1 RUNX3 TFEC FOXP3 IRF4 ; 
CXCL10 ; PML IRF1 SPI1 SLA2 MNDA SP140 CIITA STAT4 TBX21 STAT1 RUNX3 TFEC TNFAIP3 FOXP3 IRF4 ; 
CXCL11 ; PML IRF1 SLA2 MNDA CIITA STAT4 TBX21 STAT1 ; 
CXCL13 ; IRF1 SPI1 SLA2 MNDA SP140 EOMES CIITA IRF8 STAT4 TBX21 STAT1 RUNX3 TFEC FOXP3 IRF4 PRRX1 ; 
BMP2K ;  ; AES
ANTXR2 ; TGFB1I1 TSHZ3 MEF2C MITF PRDM8 HAND2 CSDC2 ; 
RASGEF1B ; FOXP3 ; 
TMEM150C ; MEF2C ERG SOX5 ; 
ARHGAP24 ; EBF1 HIC1 HEYL PTRF TGFB1I1 GLI2 KLF9 TCF4 BCL6B MEF2C TWIST1 AEBP1 ERG MITF LZTS1 ZFPM2 CREB5 NAP1L3 GLIS2 TWIST2 PRRX1 HAND2 CSDC2 ; 
MAPK10 ; ZNF440 RERE ZNF443 ; 
SLC10A6 ; SOX7 ; 
KLHL8 ; PPARGC1B PHF8 SHPRH ZNF430 ELK4 EP300 REST ZKSCAN1 ZNF518A APC ASH1L ; 
SPARCL1 ; EBF1 HIC1 HEYL TGFB1I1 SOX17 GLI2 KLF9 TCF4 PGR BCL6B FOXF1 MEOX2 LDB2 FHL5 MYOCD KLF2 MEF2C AEBP1 ERG LZTS1 ZFPM2 TCF21 NAP1L3 TBX5 EBF3 HAND2 LMO3 SOX5 CSDC2 ; 
HERC6 ; SP100 SP110 EIF2AK2 STAT2 STAT1 ; 
HERC5 ; SP110 STAT1 ; 
GPRIN3 ; SLA2 MNDA IRF8 STAT4 TBX21 RUNX3 TFEC FOXP3 IRF4 ; 
MMRN1 ; SOX17 LDB2 AFF3 KLF2 MEF2C ERG ; 
HPGDS ; SPI1 TGFB1I1 ; 
UNC5C ; AEBP1 ZFPM2 NAP1L3 CSDC2 ; 
DNAJB14 ; GTF2H3 ASCC3 ATF2 AFF4 CLOCK REST ZNF641 GTF2A1 APC ; 
H2AFZ ; MYBL2 E2F1 PTTG1 HMGN2 MCM5 HMGB2 MCM2 EZH2 TIMELESS WDHD1 DNMT1 ; 
EMCN ; EBF1 TAL1 NR5A2 SOX17 NOTCH4 MEOX1 BCL6B FOXF1 LDB2 FHL5 AFF3 KLF2 MEF2C ERG TCF21 EBF3 ; 
CENPE ; ESPL1 HMGB2 BRCA1 E2F7 TIMELESS WHSC1 WDHD1 ANKRD32 BRCA2 DNMT1 BRIP1 ; 
TET2 ; ZNF292 ELF1 ZNF397 ARID4A ZKSCAN1 ZNF518A ; 
GSTCD ; ANKRD32 BRCA2 BRIP1 ; 
DKK2 ; AEBP1 CSDC2 ; 
SGMS2 ; NOTCH2 ; 
RPL34 ;  ; DNMT1
CFI ; CREB5 TRPS1 ; 
ENPEP ; HEYL BCL6B ZNF469 LDB2 AEBP1 LZTS1 ZFPM2 PRRX1 ; 
C4orf21 ; ZNF519 ; 
ANK2 ; HLF MEOX2 BACH2 APBB1 NAP1L3 TWIST2 PRRX1 CSDC2 ; 
ARSJ ; CREB5 TRPS1 ; 
SYNPO2 ; FOXF1 MYOCD MEF2C TCF21 NAP1L3 TBX5 TBX4 HAND2 LMO3 CSDC2 ; 
PDE5A ; GLI2 TCF4 LDB2 MYOCD MEF2C ZFPM2 NAP1L3 HAND2 CSDC2 ; 
MAD2L1 ; TRIP13 ESPL1 PTTG1 MCM5 HMGB2 MCM2 BRCA1 EZH2 MCM4 TIMELESS WHSC1 WDHD1 BRCA2 DNMT1 BRIP1 ; 
ANXA5 ; TEAD4 PTRF ; ZNF33A ZNF443
CCNA2 ; MYBL2 TRIP13 ESPL1 PTTG1 MCM5 HMGB2 MCM2 BRCA1 EZH2 DEK E2F7 MCM4 TIMELESS WHSC1 WDHD1 DNMT1 BRIP1 ; 
KIAA1109 ; VHL NCOR1 BDP1 ZDHHC21 NR2C2 ATF2 ZBTB39 BTAF1 BAZ2B CRAMP1L AFF4 ZNF292 SHPRH NCOA2 ZNF236 ELF1 EPC1 ZNF397 ADNP ZNF430 TAF1 REL EP300 RBL2 ZNF224 ZNF121 ZNF507 ZNF81 ARID1A ZNF587 REST ZNF585B ZNF641 ARID4A AFF1 GTF2A1 ZKSCAN1 MKL2 ETV3 ZNF518A APC ZNF136 ASH1L ; 
FGF2 ; EBF1 PTRF FLI1 FOXF1 MEF2C NAP1L3 TWIST2 PRRX1 HAND2 CSDC2 ; 
SPRY1 ; LDB2 ; 
FAT4 ; HIC1 GLI2 TCF4 FOXF1 TSHZ3 LDB2 RUNX1T1 MITF ZFPM2 TCF21 NR2F1 NAP1L3 HAND2 CSDC2 ; 
C4orf29 ; NR2C2 BTAF1 ZNF292 SHPRH CLOCK ZNF81 ARID4A ZKSCAN1 ASH1L ; 
PCDH18 ; EBF1 HEYL GLI2 TCF4 PGR FOXF1 LDB2 FHL5 MYOCD RUNX1T1 MEF2C ERG ZFPM2 TCF21 NAP1L3 TBX5 HAND2 CSDC2 ; 
SETD7 ; NFIC ; 
MGST2 ; AES ; 
TBC1D9 ; AFF1 ; 
IL15 ; PML SP110 IRF1 GFI1 SLA2 CIITA STAT4 TBX21 STAT1 FOXP3 ; 
OTUD4 ; GTF2H3 RREB1 BDP1 CLOCK GTF2A1 APC ASH1L ; 
ZNF827 ; RREB1 VHL NCOR1 TAF1L NR2C2 ATF2 ZBTB39 AFF4 ZNF292 SHPRH NCOA2 ZNF236 ELF1 ZNF623 EPC1 ZNF397 CLOCK ADNP ZNF430 TAF1 REL EP300 RBL2 ZNF41 ZNF81 ARID1A ZNF587 REST ZNF585B ZNF641 ARID4A ZNF627 GTF2A1 ZKSCAN1 MKL2 ETV3 APC ASH1L ; EDF1
EDNRA ; GLIS1 EBF1 HIC1 HEYL PTRF GLI2 MSC FLI1 TCF4 ZNF469 ETV1 LDB2 RUNX1T1 MEF2C TWIST1 AEBP1 ERG LZTS1 ZFPM2 NAP1L3 TWIST2 PRRX1 HAND2 CSDC2 ; 
LRBA ; TOP2B ZNF397 EP300 ARID1A ZNF440 AFF1 ZKSCAN1 MKL2 ASH1L ; PTRF
FAM160A1 ; GTF3C4 ; 
TMEM154 ; ZNF440 ; PTRF
MND1 ; PTTG1 MCM5 HMGB2 MCM2 BRCA1 EZH2 ; 
KIAA0922 ; RUNX3 ; 
TLR2 ; PML IFI16 ; 
SFRP2 ; GLIS1 HIC1 PTRF GLI2 MSC MEOX2 ZNF469 PRRX2 TWIST1 AEBP1 ZFPM2 NAP1L3 GLIS2 TWIST2 PRRX1 CSDC2 ; 
GUCY1A3 ; ZNF469 AEBP1 PRRX1 CSDC2 ; 
GUCY1B3 ; EBF1 HEYL TCF4 BCL6B LDB2 MEF2C AEBP1 LZTS1 TWIST2 PRRX1 ; 
TDO2 ; PRRX1 ; 
PDGFC ; PTRF ZNF469 ETV1 AEBP1 PRRX1 TRPS1 ; 
FAM198B ; MSC ZNF469 TSHZ3 LDB2 MEF2C AEBP1 ZFPM2 GLIS2 PRRX1 CSDC2 ; 
C4orf46 ; BRCA1 TIMELESS WDHD1 DNMT1 ; 
FNIP2 ; NFIC NCOA2 CLOCK ZNF366 ZNF641 ; 
RAPGEF2 ; ARID4A ; 
MARCH1 ; SPI1 MNDA SP140 EOMES IRF8 FLI1 TBX21 TOX STAT1 RUNX3 TFEC FOXP3 IRF4 ; 
TLL1 ; ERG ; 
DDX60 ; SP100 IRF9 SP110 EIF2AK2 STAT1 ; 
DDX60L ; SP100 SP110 STAT1 ; 
PALLD ; PTRF TGFB1I1 GLI2 MSC TCF4 ZNF469 TSHZ3 TWIST1 AEBP1 MITF BACH2 ZFPM2 GLIS2 TWIST2 PRRX1 HAND2 TRPS1 CSDC2 ; 
NEK1 ; ASH1L ; 
MFAP3L ; TBX3 ; 
AADAT ; ZNF20 TBX3 ZNF443 ; STAT1
HPGD ; RERE ; 
NEIL3 ; PTTG1 MCM2 BRCA1 EZH2 DEK E2F7 TIMELESS WDHD1 DNMT1 BRIP1 ; 
WWC2 ; ELK3 ; 
MLF1IP ; HMGB2 MCM2 EZH2 KNTC1 TIMELESS WDHD1 ; 
KIAA1430 ; AFF4 ZNF641 GTF2A1 APC ASH1L ; 
PDLIM3 ; GLIS1 EBF1 HIC1 VENTX PTRF TGFB1I1 GLI2 MSC KLF9 TCF4 MEOX2 ZNF469 TSHZ3 ETV1 PRRX2 MEF2C TWIST1 AEBP1 MITF ZFPM2 NAP1L3 GLIS2 TWIST2 PRRX1 HAND2 CSDC2 ; 
SORBS2 ; NR3C2 ; 
NDUFS6 ; POLR2L EDF1 ; TAF1L NR2C2 AFF4 SHPRH NCOA2 ZNF430 TAF1 REL EP300 REST ARID4A GTF2A1 ZKSCAN1 MKL2 ETV3 ASH1L
ADAMTS16 ; ZNF469 AEBP1 PRRX1 CSDC2 ; 
KIAA0947 ; ZNF281 GTF2H3 POLR1A ZNF131 ATF2 ZNF623 REST ZNF641 GTF2A1 APC ASH1L ; 
UBE2QL1 ; PRRX2 TWIST1 AEBP1 GLIS2 TWIST2 PRRX1 ; 
SEMA5A ; TBX3 ; 
CCT5 ; ENO1 ; 
MARCH6 ; BDP1 NR2C2 BTAF1 ADNP REST GTF2A1 ZKSCAN1 MKL2 ASH1L ; 
TRIO ; ZNF281 GTF2A1 ; 
FBXL7 ; GLIS1 EBF1 HIC1 HEYL MEIS3 PTRF TGFB1I1 CREB3L1 GLI2 MSC KLF9 TCF4 BCL6B FOXF1 MEOX2 ZNF469 TSHZ3 ETV1 LDB2 PRRX2 KLF2 MEF2C TWIST1 AEBP1 ERG MITF LEF1 LZTS1 ZFPM2 TCF21 NAP1L3 GLIS2 TBX5 TWIST2 EBF3 PRRX1 HAND2 NDN CSDC2 ; 
CDH6 ; NOTCH4 LDB2 FHL5 ERG ; 
MTMR12 ; GTF2A1 ; 
ADAMTS12 ; ZNF469 ETV1 TWIST1 AEBP1 ZFPM2 PRRX1 CSDC2 ; 
IL7R ; MNDA IRF8 FLI1 STAT4 RUNX3 TFEC TNFAIP3 FOXP3 IRF4 TWIST2 PRRX1 ; 
LMBRD2 ; SHPRH CLOCK REST GTF2A1 ETV3 ; 
NUP155 ; ARNTL2 DEK MCM4 WDHD1 GTF2H3 ASCC3 TFDP1 BARD1 BRCA2 EYA3 ATF7IP DNMT1 BRIP1 RBL1 GTF2A1 ; ZNF688 AES
EGFLAM ; HEYL LDB2 LZTS1 ; 
OSMR ; WWTR1 SOX7 CREB5 STAT3 TRPS1 ; CXXC1
FYB ; GFI1 SLA2 MNDA IRF8 STAT4 TBX21 STAT1 RUNX3 TFEC FOXP3 IRF4 ; 
PRKAA1 ; BAZ2B ZHX1 RBL2 ARID4A ASH1L ; 
GHR ; TCF4 TRPS1 CSDC2 ; 
NNT ; ARID4A ; KLF16
ITGA1 ; HEYL PTRF TCF4 ZNF469 LDB2 MEF2C AEBP1 ERG LZTS1 ZFPM2 PRRX1 ; 
PELO ;  ; ZNF443
GZMK ; SPI1 SLA2 MNDA SP140 EOMES IRF8 FLI1 STAT4 TBX21 RUNX3 TFEC FOXP3 IRF4 ; 
GZMA ; IRF1 GFI1 SPI1 SLA2 MNDA SP140 EOMES CIITA IRF8 STAT4 TBX21 STAT1 RUNX3 TFEC FOXP3 IRF4 ; 
GPX8 ; PTRF TWIST1 AEBP1 PRRX1 ; 
PPAP2A ; TBX2 ; 
IL6ST ; ZNF281 ELK3 NFIC HIVEP1 ATF2 NCOA2 CLOCK ZNF366 REST ZNF641 GTF2A1 ETV3 APC ASH1L ; 
MIER3 ; BDP1 ZNF292 APC ; 
GAPT ; IRF8 IRF4 ; 
DEPDC1B ; TRIP13 ESPL1 PTTG1 HMGB2 MCM2 BRCA1 EZH2 WDHD1 DNMT1 BRIP1 ; 
LRRC70 ; EBF1 HEYL SOX17 BCL6B LDB2 FHL5 KLF2 MEF2C ERG EBF3 ; 
ADAMTS6 ; PTRF ZNF469 TWIST1 AEBP1 PRRX1 TRPS1 CSDC2 ; 
CENPK ; HMGB2 BRCA1 EZH2 KNTC1 E2F7 WDHD1 ANKRD32 DNMT1 BRIP1 ; 
SGTB ; PRRX1 TRPS1 ; 
MAST4 ; REL EP300 ZKSCAN1 ASH1L ; 
CD180 ; SPI1 MNDA VENTX BIN1 POU2F2 MSC IRF8 POU2AF1 STAT4 TBX21 RUNX3 TFEC FOXP3 IRF4 PRRX1 ; 
CCNB1 ; MYBL2 TRIP13 ESPL1 PTTG1 MCM5 HMGB2 MCM2 BRCA1 EZH2 TIMELESS WHSC1 WDHD1 DNMT1 ; 
CCDC125 ;  ; PTRF
MARVELD2 ; CASZ1 ZNF436 ZNF587 ZNF440 ; SPI1 MNDA VENTX PTRF TGFB1I1 MSC
MAP1B ; EBF1 HIC1 PTRF TGFB1I1 GLI2 MSC KLF9 FLI1 TCF4 BCL6B TSHZ3 LDB2 MEF2C AEBP1 ERG LZTS1 ZFPM2 CREB5 TWIST2 PRRX1 CSDC2 GLIS3 ; 
PTCD2 ; GTF2H3 TFDP1 ; 
POLK ; ASCC3 ATF2 GTF2A1 APC ASH1L ; 
IQGAP2 ; SPI1 MNDA VENTX MSC IRF8 FLI1 RUNX3 TFEC EGR2 DAB2 IRF4 PRRX1 NFATC2 ; 
F2RL2 ; TWIST1 CSDC2 ; 
F2R ; SNAI1 HEYL PTRF APBB2 FLI1 TCF4 ZNF469 TWIST1 AEBP1 ERG LZTS1 EGR2 CREB5 PRRX1 ; 
DMGDH ; HAND2 ; 
BHMT2 ; EBF1 FOXF1 MYOCD TCF21 TBX5 HAND2 LMO3 CSDC2 ; 
HOMER1 ; CLOCK GTF2A1 ; 
SERINC5 ; GTF2I SHPRH NCOA2 REL EP300 REST GTF2A1 ZKSCAN1 ETV3 ASH1L ; 
RASGRF2 ; EBF1 HIC1 HEYL TGFB1I1 MSC TCF4 BCL6B ZNF469 ETV1 LDB2 MEF2C TWIST1 AEBP1 LEF1 LZTS1 ZFPM2 GLIS2 TWIST2 PRRX1 HAND2 CSDC2 ; 
RPS23 ; EEF1A1 ; 
VCAN ; GLIS1 HIC1 TGFB1I1 GLI2 MSC TCF4 ZNF469 ETV1 PRRX2 TWIST1 AEBP1 ZFPM2 NAP1L3 GLIS2 TWIST2 PRRX1 HAND2 CSDC2 ; 
COX7C ; PCBD1 ; 
RASA1 ; ETV3 ; 
MBLAC2 ; APC ASH1L ; 
TTC37 ; GTF3C4 GTF2H3 ASCC3 BARD1 JMJD1C ZBTB26 BDP1 TCF12 ATF2 AFF4 SHPRH NCOA2 ZNF236 ELF1 ZNF623 EPC1 CLOCK ADNP ZNF430 REST ZNF585B ZNF641 GTF2A1 MKL2 ETV3 APC ASH1L ; ZNF593
PCSK1 ; TWIST2 PRRX1 ; 
LNPEP ; GTF2H3 ASCC3 ATF2 CLOCK REST GTF2A1 APC ; 
ST8SIA4 ; FLI1 TFEC ; 
PAM ; TRPS1 ; 
MAN2A1 ; ATF2 SHPRH NCOA2 CLOCK REST ZNF641 GTF2A1 ETV3 APC ; EDF1
SLC25A46 ; GTF3C4 GTF2H3 ASCC3 EYA3 ATF7IP ATF2 CLOCK GTF2A1 APC ; ZNF688 ZNF444
CAMK4 ; RUNX3 ; 
YTHDC2 ; ZDHHC21 BTAF1 SHPRH ADNP EP300 RBL2 ZNF121 ZNF587 GTF2A1 ZKSCAN1 ETV3 ZNF518A APC ASH1L ; 
DTWD2 ; ZDHHC21 APC ; 
DMXL1 ; BDP1 AFF4 SHPRH NCOA2 ZNF430 ARID1A ZNF585B ARID4A MKL2 ETV3 APC ASH1L ; 
PRR16 ; PTRF MSC ZNF469 TWIST1 AEBP1 ZFPM2 TWIST2 PRRX1 CSDC2 ; 
SRFBP1 ; GTF3C4 POLR1B GTF2H3 ASCC3 EAF1 ATF2 SHPRH CLOCK REST GTF2A1 APC ; 
LOX ; PTRF ZNF469 AEBP1 ZFPM2 PRRX1 ; 
LMNB1 ; TRIP13 ESPL1 PTTG1 MCM5 TCF19 HMGB2 MCM2 BRCA1 ZNF367 EZH2 DEK KNTC1 E2F7 MCM4 TIMELESS WHSC1 WDHD1 ANKRD32 BRCA2 DNMT1 BRIP1 ; 
CHSY3 ; PTRF ZNF469 TWIST1 AEBP1 ZFPM2 PRRX1 ; 
RAPGEF6 ; GTF3C4 GTF2H3 ZNF426 BARD1 JMJD1C VHL NCOR1 ZBTB26 EYA3 TAF1L BDP1 RBL1 TCF12 ZNF689 NR2C2 TMF1 DENND4A ATF2 ZNF551 BTAF1 AFF4 SHPRH NCOA2 ZNF236 ELF1 ZNF623 EPC1 CLOCK ADNP ZNF430 ELK4 TAF1 REL EP300 RBL2 ZNF81 REST ZNF641 ARID4A GTF2A1 ZKSCAN1 MKL2 ETV3 APC ASH1L ; EDF1
SLC22A5 ; ZNF440 ZNF443 ; 
C5orf56 ; ETV7 PML SP110 IRF1 SLA2 EOMES CIITA TBX21 STAT2 TRIM22 STAT1 RUNX3 FOXP3 ; 
RAD50 ; AFF4 SHPRH ZNF623 ZNF397 CLOCK ADNP ZNF121 REST GTF2A1 ETV3 APC ASH1L ; 
SHROOM1 ; ZSCAN16 ZNF443 ; ENO1
GDF9 ; ZNF443 ; 
UQCRQ ; PCBD1 ; 
C5orf20 ; SPI1 SLA2 IRF8 STAT4 TBX21 RUNX3 TFEC FOXP3 IRF4 ; 
TGFBI ; TEAD4 PDLIM4 PTRF MSC ZNF469 TWIST1 AEBP1 PRRX1 TRPS1 ; 
SPOCK1 ; AEBP1 ; 
FAM13B ; ZNF397 ZKSCAN1 RERE ZNF333 ZNF136 ; 
KIF20A ; ESPL1 PTTG1 HMGB2 MCM2 BRCA1 EZH2 KNTC1 TIMELESS WHSC1 WDHD1 ANKRD32 DNMT1 BRIP1 ; 
CDC25C ; E2F1 ESPL1 PTTG1 ZNF695 HMGB2 MCM2 BRCA1 EZH2 TIMELESS WHSC1 WDHD1 BRIP1 ; 
REEP2 ; PTRF TGFB1I1 AEBP1 APBB1 NAP1L3 TWIST2 PRRX1 CSDC2 ; 
SIL1 ;  ; SHPRH ETV3
ECSCR ; EBF1 HIC1 HEYL SOX17 FLI1 MEOX1 BCL6B LDB2 FHL5 KLF2 MEF2C ERG EBF3 ; 
TMEM173 ; STAT4 ; 
CD14 ; IRF1 TEAD4 SPI1 SLA2 SNAI1 MNDA VENTX BIN1 PTRF MSC IRF8 STAT4 TBX21 ZNF469 STAT1 RUNX3 TFEC AEBP1 CREB5 FOXP3 IRF4 PRRX1 ; ZFP62 ZNF443
NDUFA2 ; SCAND1 TAF10 MXD3 ZNF444 ZNF32 ; GTF2H3
PCDHGA12 ; ZNF469 RUNX1T1 AEBP1 ZFPM2 PRRX1 ; 
FCHSD1 ; HDAC10 ; 
PCDH1 ; TOB1 ; 
PCDH12 ; EBF1 HIC1 HEYL TGFB1I1 SOX17 NOTCH4 TCF4 BCL6B LDB2 KLF2 MEF2C AEBP1 ERG LEF1 LZTS1 EBF3 PRRX1 ; 
FGF1 ; TGFB1I1 ZNF469 ETV1 PRRX2 AEBP1 ZFPM2 GLIS2 PRRX1 CSDC2 ; 
SH3RF2 ; BARX2 SOX7 HES2 ; 
DPYSL3 ; HIC1 TGFB1I1 AEBP1 ZFPM2 GLIS2 TWIST2 PRRX1 HAND2 CSDC2 ; 
SPINK1 ; PCBD1 TBX2 ; 
ARHGEF37 ; HES2 ; 
CSF1R ; SPI1 SLA2 MNDA VENTX PTRF MSC IRF8 FLI1 STAT4 TBX21 RUNX3 TFEC AEBP1 FOXP3 GLIS2 IRF4 PRRX1 ; 
PDGFRB ; GLIS1 EBF1 HIC1 HEYL MEIS3 PTRF TGFB1I1 GLI2 MSC TCF4 BCL6B ZNF469 TSHZ3 ETV1 LDB2 PRRX2 MEF2C TWIST1 AEBP1 ERG LEF1 LZTS1 ZFPM2 NAP1L3 GLIS2 TWIST2 PRRX1 HAND2 CSDC2 ; 
ARSI ; GLIS1 HIC1 PTRF MSC ZNF469 TWIST1 AEBP1 BACH2 TWIST2 PRRX1 CSDC2 ; 
CD74 ; IRF1 SPI1 SLA2 MNDA SP140 CIITA IRF8 STAT4 TBX21 TRIM22 STAT1 RUNX3 TFEC FOXP3 IRF4 ; 
SYNPO ; HIC1 PTRF MSC FLI1 TSHZ3 MEF2C AEBP1 ERG CREB5 CSDC2 ; 
ANXA6 ; LYL1 GATA6 GLIS1 SPI1 EBF1 HIC1 HEYL NFATC1 MNDA VENTX BIN1 PTRF TGFB1I1 GLI2 MSC KLF9 IRF8 FLI1 TCF4 MEOX2 ZNF469 TSHZ3 PRRX2 RUNX3 TFEC KLF2 MEF2C TWIST1 AEBP1 LZTS1 ZFPM2 EGR2 CREB5 NAP1L3 GLIS2 TWIST2 PRRX1 HAND2 TRPS1 CSDC2 ; 
GM2A ; HES2 ; 
FAT2 ; BARX2 HES2 ; 
SPARC ; GLIS1 EBF1 HIC1 HEYL MEIS3 PTRF TGFB1I1 GLI2 MSC TCF4 BCL6B ZNF469 TSHZ3 ETV1 LDB2 PRRX2 MEF2C TWIST1 AEBP1 LEF1 LZTS1 ZFPM2 NAP1L3 GLIS2 TWIST2 PRRX1 HAND2 NDN CSDC2 ; 
KIF4B ; DNMT1 RBL1 ; 
SGCD ; GLIS1 EBF1 HIC1 HEYL MEIS3 PTRF TGFB1I1 GLI2 MSC TCF4 ZNF469 ETV1 PRRX2 TWIST1 AEBP1 ZFPM2 NAP1L3 GLIS2 TBX5 TWIST2 PRRX1 HAND2 CSDC2 ; 
HAVCR2 ; IRF1 GFI1 SPI1 SLA2 MNDA SP140 VENTX CIITA IRF8 STAT4 TBX21 STAT1 RUNX3 TFEC AEBP1 FOXP3 IRF4 PRRX1 ; 
ITK ; ZBTB32 IRF1 GFI1 SPI1 SLA2 MNDA SP140 EOMES CIITA IRF8 STAT4 TBX21 STAT1 RUNX3 TFEC FOXP3 IRF4 ; 
ADAM19 ; MSC ZNF469 RUNX3 AEBP1 PRRX1 CSDC2 ; 
CLINT1 ; NCOA2 ELF1 REST MKL2 ETV3 ASH1L ; 
C1QTNF2 ; PTRF TGFB1I1 AEBP1 PRRX1 ; 
HMMR ; ESPL1 PTTG1 MCM2 BRCA1 EZH2 TIMELESS WHSC1 WDHD1 DNMT1 BRIP1 ; 
PANK3 ; GTF2A1 ; 
SLIT3 ; ZNF423 ; 
DOCK2 ; LYL1 IRF1 SPI1 SLA2 MNDA SP140 VENTX BIN1 EOMES CIITA MSC IRF8 FLI1 STAT4 TBX21 TOX STAT1 RUNX3 TFEC EGR2 FOXP3 IRF4 TWIST2 PRRX1 ; 
LCP2 ; IRF1 SPI1 SLA2 MNDA SP140 VENTX EOMES CIITA IRF8 FLI1 STAT4 TBX21 STAT1 RUNX3 TFEC TNFAIP3 CREB5 FOXP3 IRF4 PRRX1 ; 
KCNMB1 ; EBF1 HIC1 PTRF TGFB1I1 GLI2 MSC TCF4 FOXF1 MYOCD KLF2 MEF2C AEBP1 ZFPM2 NAP1L3 GLIS2 TBX5 TBX4 TWIST2 PRRX1 HAND2 CSDC2 ; 
SH3PXD2B ; ZNF469 ; 
DUSP1 ; JUN ATF3 NR4A1 NR4A3 EGR1 PER1 FOSB EGR3 ZFP36 FOS ; 
NOP16 ; PPAN ; 
HIGD2A ; SCAND1 ; 
RNF44 ; ARID1A ZNF440 ZKSCAN1 ; 
HK3 ; RELB IRF1 SPI1 SLA2 MNDA SP140 VENTX PTRF EOMES CIITA MSC IRF8 STAT4 TBX21 ZNF469 STAT1 RUNX3 TFEC AEBP1 FOXP3 IRF4 PRRX1 ; ZNF443
DBN1 ; TEAD2 ; 
PDLIM7 ; PDLIM4 PTRF TGFB1I1 AEBP1 PRRX1 ; 
DOK3 ; SPI1 MNDA IRF8 TFEC IRF4 ; 
FAM193B ; ANKS3 ZNF195 ; 
COL23A1 ; PTRF MSC RUNX3 TWIST1 AEBP1 TWIST2 PRRX1 ; 
ADAMTS2 ; GLIS1 HIC1 GLI2 MSC ZNF469 TSHZ3 ETV1 TWIST1 AEBP1 ZFPM2 GLIS2 TWIST2 PRRX1 CSDC2 ; 
RNF130 ; VENTX IRF8 ; 
GFPT2 ; GLIS1 SNAI1 HIC1 VENTX PTRF MSC ZNF469 TWIST1 AEBP1 BACH2 ZFPM2 TWIST2 PRRX1 TRPS1 CSDC2 ; 
FLT4 ; EBF1 HEYL TAL1 NR5A2 SOX17 NOTCH4 BCL6B HEY2 LDB2 FHL5 MEF2C ERG EBF3 ; 
GNB2L1 ; ZNF581 ; 
TRIM52 ; ZNF23 ZNF302 DMTF1 ZNF141 MDM4 ZNF224 ZNF169 ZNF518A ZNF566 ZNF333 ZNF441 ; 
DUSP22 ; BIN1 ; 
SERPINB1 ; ARNTL2 STAT1 ; 
SERPINB9 ; SPI1 STAT4 TFEC ; 
