gene ; activator ; inhibitor
SGCB ; APBB1 ; 
USP46 ; ZBTB39 ; 
LNX1 ; MAML3 ZNF436 ZNF440 ; 
PDGFRA ; ZNF469 PGR GLI2 MSC FOXF1 MEF2C HIC1 GLI1 KLF2 LDB2 LEF1 ZFPM2 TSHZ3 HAND2 TWIST2 AEBP1 TCF21 CSDC2 PRRX1 ; 
KDR ; NR5A2 BCL6B HEYL NOTCH4 SOX17 MEF2C FHL5 LDB2 ERG EBF3 ZNF366 ; 
CEP135 ; BTAF1 GTF2A1 ZNF641 ; 
PPAT ; GTF3C4 BRCA2 ; 
PAICS ; NPM1 TFAP4 ; 
IGFBP7 ; BCL6B EBF1 HEYL MSC SPI1 MEF2C HIC1 MEIS3 TGFB1I1 FLI1 PTRF MITF KLF2 LDB2 TWIST1 PRRX2 ZFPM2 ERG TSHZ3 AEBP1 CSDC2 PRRX1 ; 
IGJ ; POU2AF1 IRF8 TFEC IRF4 ; 
DCK ; TIMELESS MCM4 DEK WDHD1 BARD1 BRCA2 EAF1 RBL1 DNMT1 SP4 ; 
CXCL3 ; TNFAIP3 ; 
CXCL2 ; TNFAIP3 ; 
BTC ; NCOA2 ; 
CXCL9 ; IRF1 SLA2 CIITA GFI1 MNDA SPI1 EOMES STAT4 SP140 TBX21 IRF8 TFEC RUNX3 STAT1 FOXP3 IRF4 ; 
CXCL10 ; IRF1 SLA2 CIITA GFI1 MNDA SPI1 STAT4 SP140 TBX21 TFEC RUNX3 STAT1 TNFAIP3 FOXP3 IRF4 ; 
CXCL11 ; IRF1 SLA2 MNDA STAT4 TBX21 STAT1 ; 
CCNI ; ZNF281 GTF3C4 GTF2I ATF2 ZNF689 REST EPC1 SHPRH CLOCK NCOA2 GTF2A1 ETV3 ZNF641 ; 
CCNG2 ; ZNF443 ; 
CXCL13 ; IRF1 SLA2 CIITA MNDA SPI1 EOMES STAT4 SP140 TBX21 IRF8 TFEC RUNX3 STAT1 FOXP3 IRF4 ; 
BMP2K ; MAFB ; 
ANTXR2 ; EBF1 MEF2C TGFB1I1 MITF TSHZ3 HAND2 PRDM8 CSDC2 ; 
RASGEF1B ; FOXP3 ; 
ARHGAP24 ; EBF1 HEYL GLIS1 KLF9 GLI2 MEF2C HIC1 TGFB1I1 PTRF LDB2 TWIST1 CREB5 TCF4 ZFPM2 ERG TSHZ3 HAND2 TWIST2 LZTS1 AEBP1 CSDC2 PRRX1 NAP1L3 ; 
MAPK10 ; MAML3 ZNF211 ; 
PTPN13 ; REL ; 
SLC10A6 ; SOX7 ; 
KLHL8 ; NFXL1 REST PHF8 ZNF430 ELK4 SHPRH RBBP4 ADNP GTF2A1 ZNF397 ZKSCAN1 ; 
SPARCL1 ; BCL6B EBF1 HEYL KLF9 SOX17 FOXF1 MEF2C HIC1 MEOX2 TGFB1I1 FLI1 FHL5 MYOCD KLF2 LDB2 TCF4 ZFPM2 ERG TSHZ3 HAND2 AEBP1 TCF21 EBF3 CSDC2 SOX5 NAP1L3 ; 
PPM1K ; IRF8 RUNX3 ; 
HERC6 ; SP110 STAT2 ZNFX1 STAT1 ; 
HERC5 ; SP110 ; 
GPRIN3 ; SLA2 MNDA SPI1 STAT4 TBX21 FLI1 IRF8 TFEC RUNX3 STAT1 FOXP3 IRF4 ; 
MMRN1 ; SOX17 MEF2C KLF2 LDB2 ; 
HPGDS ; SPI1 TGFB1I1 ; 
UNC5C ; TCF4 AEBP1 CSDC2 PRRX1 NAP1L3 ; 
METAP1 ; ZKSCAN1 ; 
DNAJB14 ; ASCC3 BBX ATF2 REST CLOCK GTF2A1 ZNF641 ; 
H2AFZ ; MYBL2 RAD51 E2F1 FOXM1 PTTG1 HMGN2 ESPL1 MCM5 MCM7 MCM6 HMGB2 CHAF1A MCM2 TIMELESS EZH2 WDHD1 DNMT1 ; 
EMCN ; BCL6B EBF1 NOTCH4 SOX17 FOXF1 MEF2C AFF3 MEOX1 FHL5 KLF2 LDB2 ERG TCF21 EBF3 ; 
CENPE ; FOXM1 PTTG1 ESPL1 BRCA1 HMGB2 EZH2 WDHD1 E2F7 ANKRD32 WHSC1 BRIP1 DNMT1 ; 
TET2 ; BAZ2B ZNF397 ZNF518A ZKSCAN1 ; 
GSTCD ; TIMELESS DEK ANKRD32 BRIP1 BRCA2 GTF2A1 ; 
TBCK ; BAZ2B ; 
DKK2 ; AEBP1 CSDC2 PRRX1 NAP1L3 ; 
RPL34 ; ZNF581 EEF1A1 ; DNMT1
CASP6 ; ZNF443 ; 
ELOVL6 ; ZNF443 ; 
ENPEP ; BCL6B HEYL ZFPM2 LZTS1 AEBP1 PRRX1 ; 
ANK2 ; HLF TWIST2 BACH2 APBB1 PRRX1 NAP1L3 ; 
ARSJ ; CREB5 TRPS1 ; 
SYNPO2 ; HLF FOXF1 MEF2C FHL5 MYOCD LDB2 PRDM6 PEG3 HAND2 TBX4 TCF21 LMO3 TBX5 CSDC2 NAP1L3 NR3C2 ; 
PDE5A ; LDB2 TCF4 TWIST2 TCF21 TBX5 CSDC2 NAP1L3 ; 
MAD2L1 ; RAD51 TRIP13 FOXM1 PTTG1 ESPL1 ZNF695 BRCA1 MCM7 SUV39H2 HMGB2 CHAF1A MCM2 TIMELESS MCM4 EZH2 WDHD1 WHSC1 BRCA2 DNMT1 ; 
ANXA5 ; TEAD4 PDLIM4 PTRF ; ZNF443
CCNA2 ; MYBL2 RAD51 TRIP13 RUVBL1 FOXM1 PTTG1 ESPL1 MCM5 BRCA1 MCM7 MCM6 HMGB2 MCM2 TIMELESS MCM4 DEK EZH2 WDHD1 E2F7 WHSC1 BRIP1 DNMT1 ; 
KIAA1109 ; GTF2I VHL ZBTB26 BDP1 ATF2 RLF CRAMP1L TMF1 ZNF587 ZDHHC21 REST NR2C2 BTAF1 ZNF236 ZBTB39 PHF8 ZNF430 ZBTB34 EPC1 SHPRH RBL2 BAZ2B ADNP AFF1 CLOCK ZNF507 ZNF224 ZNF121 NCOA2 ZNF81 GTF2A1 REL ETV3 MKL2 ZNF585B ZNF397 ZNF611 ZNF92 ZNF184 ZNF641 ZNF518A ZKSCAN1 ZNF136 ; 
FGF2 ; EBF1 MEF2C PTRF CSDC2 NAP1L3 ; 
FAT4 ; FOXF1 HIC1 MITF RUNX1T1 LDB2 NR2F1 TCF4 ZFPM2 TSHZ3 HAND2 AEBP1 TCF21 TBX5 CSDC2 NAP1L3 ; 
PLK4 ; RAD51 FOXM1 PTTG1 ESPL1 ZNF695 BRCA1 HMGB2 CHAF1A MCM2 TIMELESS EZH2 WDHD1 KNTC1 ANKRD32 WHSC1 BRIP1 BRCA2 DNMT1 ; 
C4orf29 ; ELF1 NR2C2 BTAF1 SHPRH RBL2 CLOCK ZNF518A ZKSCAN1 ; 
PCDH18 ; EBF1 HEYL GLI2 FOXF1 HIC1 MYOCD RUNX1T1 LDB2 NR2F1 TCF4 ZFPM2 ERG TSHZ3 HAND2 AEBP1 TCF21 TBX5 CSDC2 NAP1L3 ; 
MGST2 ; ID1 ; 
IL15 ; NMI IRF1 SP110 SLA2 CIITA GFI1 MNDA SPI1 STAT4 SP140 TBX21 RUNX3 STAT1 FOXP3 ; 
OTUD4 ; ASCC3 BBX BDP1 CLOCK GTF2A1 ; 
ZNF827 ; GTF2I NCOR1 VHL TAF1L TMF1 ZNF587 ZDHHC21 ELF1 REST NR2C2 BTAF1 ZNF236 ZBTB39 ZNF430 ELK4 EPC1 SHPRH RBL2 BAZ2B ADNP AFF1 CLOCK ZNF121 NCOA2 ZNF81 ZNF41 GTF2A1 REL ETV3 MKL2 ZNF585B ZNF397 ZNF627 ZNF611 ZNF641 ZNF518A ZKSCAN1 ZNF136 ; DRAP1 POLR2I
EDNRA ; BCL6B EBF1 ZNF469 HEYL GLIS1 GLI2 MSC MEF2C HIC1 TGFB1I1 FLI1 PTRF LDB2 TWIST1 ETV1 TCF4 ZFPM2 ERG TSHZ3 HAND2 TWIST2 LZTS1 AEBP1 CSDC2 PRRX1 NAP1L3 ; 
LRBA ; ZDHHC21 SHPRH RBL2 RBBP4 ADNP AFF1 MKL2 ZNF397 ZKSCAN1 ; PTRF
RPS3A ; EEF1A1 ; 
TMEM154 ; TOB1 ZNF440 ; 
MND1 ; RAD51 PTTG1 MCM5 MCM7 HMGB2 CHAF1A MCM2 EZH2 ; 
KIAA0922 ; IRF8 RUNX3 ; 
TLR2 ; MNDA STAT1 ; 
SFRP2 ; ZNF469 GLIS1 HIC1 MEOX2 PTRF GLIS2 ZFPM2 TWIST2 AEBP1 CSDC2 PRRX1 ; 
GUCY1A3 ; ZNF469 AEBP1 PRRX1 ; 
GUCY1B3 ; BCL6B EBF1 HEYL MEF2C LDB2 TCF4 LZTS1 AEBP1 PRRX1 ; 
TDO2 ; PRRX1 ; 
PDGFC ; ZNF469 TGFB1I1 PTRF ETV1 TCF4 TSHZ3 AEBP1 TRPS1 PRRX1 ; 
FAM198B ; MSC ZFPM2 TSHZ3 AEBP1 CSDC2 PRRX1 ; 
C4orf46 ; ESPL1 EZH2 WDHD1 WHSC1 DNMT1 ; 
FNIP2 ; CLOCK NCOA2 ZNF366 ; 
MARCH1 ; SLA2 MNDA SPI1 EOMES STAT4 SP140 TBX21 FLI1 IRF8 TFEC RUNX3 STAT1 FOXP3 IRF4 ; 
TLL1 ; ERG ; 
DDX60 ; SP100 IFI16 SP110 EIF2AK2 ZNFX1 TRIM22 STAT1 BACH1 ; 
DDX60L ; SP110 ; 
PALLD ; ZNF469 GLI2 HIC1 TGFB1I1 PTRF MITF GLIS2 TCF4 ZFPM2 TSHZ3 HAND2 AEBP1 CSDC2 TRPS1 PRRX1 ; 
CLCN3 ; RAI1 REL ZNF397 ; 
AADAT ; ZNF20 ZNF84 ZNF443 ; 
HPGD ; TRIM31 ; 
VEGFC ; HMGA2 ; 
NEIL3 ; PTTG1 BRCA1 MCM7 MCM6 HMGB2 MCM2 DEK EZH2 WDHD1 E2F7 WHSC1 DNMT1 ; 
MLF1IP ; E2F1 PTTG1 HMGN2 TCF19 MCM5 MCM7 MCM6 HMGB2 CHAF1A MCM2 ZNF367 TIMELESS EZH2 WDHD1 KNTC1 WHSC1 ; 
PDLIM3 ; EBF1 ZNF469 GLIS1 KLF9 GLI2 MSC HIC1 TGFB1I1 PTRF MITF TWIST1 PRRX2 ETV1 GLIS2 TCF4 ZFPM2 TSHZ3 HAND2 TWIST2 AEBP1 CSDC2 PRRX1 NAP1L3 ; 
SORBS2 ; NR3C2 ; 
ADAMTS16 ; AEBP1 CSDC2 PRRX1 ; 
KIAA0947 ; ZNF281 POLR1A GTF2H3 GTF3C4 ATF2 REST ZNF623 GTF2A1 ZNF641 ; 
UBE2QL1 ; TWIST1 PRRX2 AEBP1 PRRX1 ; 
CCT5 ; RUVBL1 ; 
MARCH6 ; BDP1 NR2C2 BTAF1 ADNP ZKSCAN1 ; 
TRIO ; ZNF281 ; POLR2I
FBXL7 ; BCL6B EBF1 ZNF469 HEYL GLIS1 GLI2 MSC FOXF1 MEF2C HIC1 MEIS3 TGFB1I1 PTRF CREB3L1 KLF2 LDB2 TWIST1 LEF1 PRRX2 ETV1 GLIS2 TCF4 ZFPM2 ERG TSHZ3 HAND2 TWIST2 LZTS1 AEBP1 TCF21 TBX5 CSDC2 PRRX1 NDN NAP1L3 ; 
CDH6 ; NOTCH4 FHL5 LDB2 ; 
ADAMTS12 ; ZNF469 TWIST1 ETV1 ZFPM2 AEBP1 PRRX1 ; 
IL7R ; MNDA SPI1 STAT4 FLI1 PTRF IRF8 TFEC RUNX3 TNFAIP3 FOXP3 IRF4 PRRX1 ; 
LMBRD2 ; SHPRH CLOCK NCOA2 GTF2A1 ETV3 ; 
NUP155 ; ARNTL2 MCM4 DEK MCM8 GTF2H3 ASCC3 WDHD1 BARD1 GTF3C4 BRIP1 BRCA2 RBL1 EYA3 DNMT1 CLOCK ; ZNF688
EGFLAM ; HEYL LZTS1 ; 
OSMR ; SOX7 CREB5 ; 
FYB ; SLA2 CIITA GFI1 MNDA SPI1 STAT4 TBX21 IRF8 TFEC RUNX3 STAT1 FOXP3 IRF4 ; 
PRKAA1 ; ZHX1 RBL2 BAZ2B REL ; 
C7 ; MYOCD HAND2 ; 
GHR ; TCF4 ; 
HMGCS1 ; SREBF2 ; 
ITGA1 ; ZNF469 HEYL MEF2C LDB2 TCF4 AEBP1 CSDC2 ; 
GZMK ; SLA2 MNDA SPI1 EOMES STAT4 SP140 TBX21 FLI1 IRF8 TFEC RUNX3 FOXP3 IRF4 ; 
GZMA ; IRF1 SLA2 CIITA GFI1 MNDA SPI1 STAT4 SP140 TBX21 IRF8 TFEC RUNX3 STAT1 FOXP3 IRF4 ; 
GPX8 ; TGFB1I1 PTRF TWIST1 AEBP1 PRRX1 ; 
PPAP2A ; TBX2 ; 
IL6ST ; ZNF281 ELK3 NFIC HIVEP1 ATF2 CLOCK NCOA2 ZNF366 NFATC2 GTF2A1 ETV3 ZNF641 ; 
MIER3 ; BDP1 BTAF1 RBL2 ; 
GAPT ; SPI1 FLI1 IRF8 TFEC ; 
DEPDC1B ; RAD51 TRIP13 FOXM1 PTTG1 ESPL1 ZNF695 BRCA1 HMGB2 TIMELESS EZH2 WDHD1 WHSC1 BRIP1 DNMT1 ; 
KIF2A ; ARNTL2 MCM4 GTF2H3 WDHD1 BARD1 GTF3C4 BRIP1 RBL1 EYA3 DNMT1 ZNF689 CLOCK GTF2A1 ; 
LRRC70 ; EBF1 NR4A3 SOX17 MEF2C FHL5 KLF2 LDB2 ERG EBF3 ; 
ADAMTS6 ; ZNF469 HIC1 PTRF TWIST1 AEBP1 PRRX1 ; 
CENPK ; MCM5 BRCA1 CHAF1A ZNF367 EZH2 KNTC1 E2F7 WHSC1 BRIP1 ; 
SGTB ; PRRX1 ; 
NLN ; GTF3C4 DNMT1 ; TBX6
MAST4 ; REL ZKSCAN1 ; 
CD180 ; SLA2 POU2F2 CIITA VENTX MSC MNDA SPI1 STAT4 POU2AF1 TBX21 IRF8 TFEC RUNX3 FOXP3 IRF4 ; 
PIK3R1 ; AR ; 
CCNB1 ; RAD51 TRIP13 RUVBL1 FOXM1 PTTG1 ESPL1 MCM5 BRCA1 MCM7 HMGB2 MCM2 EZH2 WDHD1 WHSC1 DNMT1 ; 
CENPH ; PTTG1 MCM7 HMGB2 MCM2 ; 
CCDC125 ; ZDHHC21 ; PTRF
MARVELD2 ; CASZ1 ZNF587 ZNF440 ; DRAP1 VENTX MSC MNDA SPI1 TGFB1I1 PTRF
MAP1B ; EBF1 GLI2 MEF2C TGFB1I1 FLI1 PTRF LDB2 CREB5 TCF4 ZFPM2 ERG TSHZ3 TWIST2 AEBP1 CSDC2 PRRX1 NAP1L3 ; 
HMGCR ; SREBF2 ; 
POLK ; ATF2 GTF2A1 ; ZNF593
IQGAP2 ; MNDA SPI1 HIC1 FLI1 IRF8 TFEC RUNX3 FOXP3 DAB2 IRF4 ; 
F2RL2 ; ZFPM2 AEBP1 CSDC2 ; 
F2R ; ZNF469 HEYL HIC1 PTRF ERG AEBP1 EGR2 PRRX1 ; 
ARSB ; TCF4 ZFPM2 AEBP1 ; 
DMGDH ; CSDC2 ; 
BHMT2 ; EBF1 FOXF1 MEOX2 MYOCD PRDM6 HAND2 TCF21 LMO3 TBX5 CSDC2 ; 
HOMER1 ; CLOCK GTF2A1 ; 
MTX3 ; BDP1 CRAMP1L ZBTB6 ZNF236 ZBTB39 SHPRH ZNF623 ZNF507 ZNF397 ZKSCAN1 ; 
SERINC5 ; SHPRH NCOA2 REL ETV3 ZKSCAN1 ; 
RASGRF2 ; BCL6B EBF1 ZNF469 HEYL MEF2C HIC1 TGFB1I1 LDB2 ETV1 GLIS2 TCF4 ZFPM2 TSHZ3 TWIST2 AEBP1 CSDC2 PRRX1 ; 
RPS23 ; EEF1A1 ; 
VCAN ; ZNF469 GLIS1 GLI2 MSC HIC1 MEIS3 TGFB1I1 TWIST1 ETV1 GLIS2 TCF4 ZFPM2 TSHZ3 TWIST2 AEBP1 CSDC2 PRRX1 NAP1L3 ; 
COX7C ;  ; BACH1
TMEM161B ; BDP1 ZDHHC21 BTAF1 ZNF236 SHPRH CLOCK ETV3 ; 
TTC37 ; GTF2H3 ASCC3 GTF3C4 JMJD1C ZNF426 ZBTB26 BDP1 TAF1L ATF2 TMF1 REST ZNF236 ZNF430 SHPRH ADNP ZNF623 CLOCK NCOA2 GTF2A1 REL ETV3 MKL2 ZNF641 ZKSCAN1 ; ZNF593 POLR2I
LNPEP ; ASCC3 BBX REST CLOCK GTF2A1 ; 
ST8SIA4 ; MNDA SPI1 FLI1 RUNX3 HCLS1 ; 
PAM ; TRPS1 ; 
MAN2A1 ; ATF2 REST SHPRH CLOCK NCOA2 GTF2A1 ETV3 ZNF641 ; 
YTHDC2 ; BDP1 ZNF587 ZDHHC21 REST NR2C2 BTAF1 SHPRH RBL2 ADNP ZNF224 ZNF121 ZNF169 ZNF81 GTF2A1 ETV3 ZNF397 ZNF518A ZKSCAN1 ; 
DTWD2 ; ZDHHC21 SHPRH GTF2A1 MKL2 ZNF397 ZKSCAN1 ; 
DMXL1 ; JMJD1C ZNF430 SHPRH NCOA2 GTF2A1 MKL2 ZNF585B ZKSCAN1 ; 
HSD17B4 ;  ; PTRF PRRX1
PRR16 ; ZNF469 MSC HIC1 PTRF TWIST1 ZFPM2 TSHZ3 TWIST2 AEBP1 CSDC2 PRRX1 ; 
LOX ; ZNF469 PTRF ZFPM2 AEBP1 PRRX1 ; 
LMNB1 ; RAD51 E2F1 FOXM1 PTTG1 ESPL1 MCM5 BRCA1 MCM7 SUV39H2 MCM6 HMGB2 CHAF1A MCM2 ZNF367 TIMELESS MCM4 DEK EZH2 WDHD1 KNTC1 E2F7 ANKRD32 WHSC1 BRIP1 BRCA2 DNMT1 ; 
ISOC1 ;  ; PTRF
CHSY3 ; ZNF469 HIC1 PTRF ETV1 ZFPM2 AEBP1 PRRX1 ; 
RAPGEF6 ; GTF2H3 BARD1 GTF3C4 NCOR1 VHL JMJD1C ZNF426 EYA3 ZBTB26 DENND4A BDP1 TAF1L ATF2 ZNF689 ZNF551 TMF1 REST NR2C2 BTAF1 ZBTB39 ZNF430 ELK4 EPC1 SHPRH RBL2 ADNP ZNF623 CLOCK ZNF121 NCOA2 ZNF81 GTF2A1 REL ETV3 MKL2 ZNF397 ZNF641 ZKSCAN1 ; ZNF593 POLR2I
SLC22A5 ; ZNF440 ZNF443 ; 
C5orf56 ; NMI ETV7 IRF1 SP110 SLA2 CIITA STAT2 SPI1 EOMES STAT4 ZNFX1 TRIM22 TBX21 RUNX3 STAT1 FOXP3 ; 
GDF9 ; ZNF443 ; 
SEC24A ; ASCC3 CLOCK GTF2A1 ; 
C5orf20 ; SLA2 SPI1 TBX21 IRF8 TFEC RUNX3 FOXP3 IRF4 ; 
TGFBI ; TEAD4 ZNF469 MSC PTRF AEBP1 PRRX1 ; 
SPOCK1 ; TSHZ3 AEBP1 ; 
KLHL3 ; ZNF223 ; 
FAM13B ; ZNF397 ZNF333 ZKSCAN1 ZNF136 ; 
KIF20A ; RAD51 FOXM1 PTTG1 ESPL1 MCM5 BRCA1 MCM7 HMGB2 CHAF1A MCM2 ZNF367 MCM4 EZH2 WDHD1 KNTC1 E2F7 ANKRD32 WHSC1 DNMT1 ; 
CDC25C ; RAD51 E2F1 PTTG1 ESPL1 ZNF695 BRCA1 MCM7 HMGB2 CHAF1A MCM2 TIMELESS EZH2 WHSC1 ; 
REEP2 ; APBB1 PRRX1 NAP1L3 ; 
SIL1 ;  ; SHPRH ETV3
ECSCR ; LYL1 BCL6B EBF1 HEYL SOX17 MEF2C MEOX1 HIC1 TGFB1I1 FLI1 FHL5 KLF2 LDB2 ERG AEBP1 EBF3 CSDC2 PRRX1 ; 
CD14 ; CEBPB TEAD4 LYL1 IRF1 SLA2 ZNF469 VENTX MSC MNDA SPI1 STAT4 TBX21 FLI1 PTRF IRF8 TFEC RUNX3 STAT1 FOXP3 AEBP1 PRRX1 ; ZFP62 ZNF443
NDUFA2 ; SCAND1 POLR2I MXD3 ; GTF2H3 BACH1 HIVEP1
PCDHGB7 ; HIC1 ERG TSHZ3 ; 
PCDHGA12 ; TSHZ3 AEBP1 PRRX1 ; 
FCHSD1 ; HDAC10 ; 
PCDH12 ; BCL6B EBF1 HEYL NOTCH4 SOX17 MSC MEF2C HIC1 TGFB1I1 FLI1 PTRF KLF2 LDB2 LEF1 TCF4 ERG LZTS1 AEBP1 CSDC2 PRRX1 ; 
FGF1 ; ZNF469 TGFB1I1 PRRX2 ETV1 GLIS2 TCF4 ZFPM2 AEBP1 PRRX1 ; 
SH3RF2 ; BARX2 ; 
DPYSL3 ; HIC1 TGFB1I1 GLIS2 ZFPM2 HAND2 AEBP1 CSDC2 PRRX1 NAP1L3 ; 
SPINK1 ; PCBD1 ; 
CSF1R ; LYL1 SLA2 CIITA VENTX MSC MNDA SPI1 STAT4 TBX21 FLI1 PTRF IRF8 TFEC RUNX3 FOXP3 GLIS2 AEBP1 IRF4 PRRX1 ; 
PDGFRB ; BCL6B EBF1 ZNF469 HEYL GLIS1 GLI2 MSC HIC1 MEIS3 TGFB1I1 PTRF LDB2 TWIST1 LEF1 PRRX2 ETV1 GLIS2 TCF4 ZFPM2 ERG TSHZ3 HAND2 TWIST2 LZTS1 AEBP1 CSDC2 PRRX1 NAP1L3 ; 
ARSI ; TEAD4 ZNF469 GLIS1 MSC HIC1 PTRF TWIST1 TWIST2 AEBP1 CSDC2 TCF7L1 PRRX1 ; 
CD74 ; IRF1 SP110 SLA2 CIITA MNDA SPI1 STAT4 SP140 TRIM22 TBX21 IRF8 TFEC RUNX3 STAT1 FOXP3 IRF4 ; 
SYNPO ; MSC HIC1 FLI1 PTRF ERG TSHZ3 AEBP1 CSDC2 ; 
ANXA6 ; LYL1 GATA6 EBF1 BIN1 ZNF469 HEYL GLI2 MSC MNDA SPI1 MEF2C HIC1 MEOX2 TGFB1I1 FLI1 PTRF IRF8 TFEC RUNX3 KLF2 TWIST1 PRRX2 GLIS2 TCF4 ZFPM2 TSHZ3 HAND2 TWIST2 LZTS1 AEBP1 EGR2 CSDC2 PRRX1 NAP1L3 ; 
GM2A ; HES2 ; 
FAT2 ; HES2 ; 
SPARC ; BCL6B EBF1 ZNF469 HEYL GLIS1 GLI2 MSC MEF2C HIC1 MEIS3 TGFB1I1 PTRF LDB2 TWIST1 LEF1 PRRX2 ETV1 GLIS2 TCF4 ZFPM2 ERG TSHZ3 HAND2 TWIST2 LZTS1 AEBP1 CSDC2 PRRX1 NAP1L3 ; 
ATOX1 ;  ; RBL2 ADNP ZKSCAN1
KIF4B ; DNMT1 ; 
SGCD ; EBF1 ZNF469 GLIS1 GLI2 MSC HIC1 MEIS3 TGFB1I1 PTRF TWIST1 PRRX2 ETV1 GLIS2 TCF4 ZFPM2 TSHZ3 HAND2 TWIST2 AEBP1 TBX5 CSDC2 PRRX1 NAP1L3 ; 
HAVCR2 ; IRF1 SLA2 CIITA VENTX GFI1 MNDA SPI1 STAT4 SP140 TBX21 IRF8 TFEC RUNX3 STAT1 FOXP3 AEBP1 IRF4 PRRX1 ; ZNF443
ITK ; ZBTB32 IRF1 SLA2 CIITA GFI1 MNDA SPI1 EOMES STAT4 SP140 TBX21 FLI1 IRF8 TFEC RUNX3 STAT1 TNFAIP3 FOXP3 IRF4 ; 
ADAM19 ; ZNF469 MSC HMGA2 AEBP1 PRRX1 ; 
RNF145 ; TRPS1 ; 
C1QTNF2 ; TGFB1I1 PTRF AEBP1 APBB1 PRRX1 ; 
HMMR ; FOXM1 PTTG1 ESPL1 BRCA1 HMGB2 MCM2 TIMELESS MCM4 DEK EZH2 WDHD1 KNTC1 E2F7 ANKRD32 WHSC1 BRIP1 BRCA2 DNMT1 ; 
PANK3 ; GTF2A1 ; 
SLIT3 ; ZNF423 ; 
DOCK2 ; LYL1 IRF1 SLA2 POU2F2 CIITA BIN1 VENTX MSC MNDA SPI1 EOMES STAT4 SP140 TBX21 FLI1 IRF8 TFEC RUNX3 STAT1 FOXP3 IRF4 EGR2 PRRX1 HCLS1 ; 
LCP2 ; IRF1 SLA2 CIITA VENTX GFI1 MNDA SPI1 EOMES STAT4 SP140 TBX21 FLI1 IRF8 TFEC RUNX3 STAT1 TNFAIP3 FOXP3 IRF4 HCLS1 ; 
KCNMB1 ; EBF1 GLI2 MSC FOXF1 MEF2C HIC1 TGFB1I1 PTRF MYOCD KLF2 GLIS2 TCF4 ZFPM2 TSHZ3 HAND2 AEBP1 TCF21 CSDC2 PRRX1 NAP1L3 ; 
STK10 ; MNDA ; 
DUSP1 ; NR4A1 ATF3 NR4A3 EGR1 FOSB EGR3 ZFP36 FOS ; 
NOP16 ; PPAN ; 
HIGD2A ; SCAND1 ; 
HK3 ; IRF1 SLA2 CIITA VENTX GFI1 MSC MNDA SPI1 STAT4 SP140 TBX21 PTRF IRF8 TFEC RUNX3 STAT1 FOXP3 AEBP1 IRF4 PRRX1 ; 
PDLIM7 ; PDLIM4 TGFB1I1 PTRF GLIS2 AEBP1 PRRX1 ; 
DOK3 ; SLA2 POU2F2 MNDA SPI1 TBX21 FLI1 IRF8 TFEC RUNX3 FOXP3 IRF4 ; 
FAM193B ; ANKRD10 ZNF195 ZNF84 ZNF443 ; 
COL23A1 ; MSC PTRF RUNX3 TWIST1 TWIST2 AEBP1 PRRX1 ; 
ADAMTS2 ; ZNF469 GLI2 MSC HIC1 TWIST1 ETV1 GLIS2 ZFPM2 TWIST2 AEBP1 CSDC2 PRRX1 ; 
RNF130 ; VENTX ; 
GFPT2 ; SNAI1 ZNF469 MSC HIC1 PTRF TWIST1 GLIS2 ZFPM2 TWIST2 BACH2 AEBP1 CSDC2 PRRX1 ; 
FLT4 ; TAL1 BCL6B HEYL NOTCH4 SOX17 MEF2C HEY2 LDB2 ERG ; 
MGAT1 ; TBX2 ; 
GNB2L1 ; ZNF581 ; 
TRIM52 ; MDM4 BTAF1 ZNF514 ZFP62 ZNF141 ZNF224 ZNF248 ZNF169 ZNF518A ZNF333 ZNF441 ZKSCAN1 ZNF443 ; 
DUSP22 ; BIN1 STAT4 ; 
SERPINB1 ;  ; ZNF20
SERPINB9 ; MNDA STAT4 TFEC RUNX3 ; 
PSMG4 ;  ; NCOA2
F13A1 ; ZNF469 VENTX MSC MNDA SPI1 MEF2C HIC1 FLI1 PTRF IRF8 TFEC RUNX3 KLF2 ZFPM2 TSHZ3 AEBP1 PRRX1 ; 
LY86 ; LYL1 SLA2 POU2F2 CIITA VENTX MSC MNDA SPI1 STAT4 HIC1 TBX21 FLI1 IRF8 TFEC RUNX3 KLF2 FOXP3 AEBP1 IRF4 PRRX1 HCLS1 ; 
DSP ; BARX2 HES2 ; TBX2
BMP6 ; AEBP1 CSDC2 ; 
CD83 ; TNFAIP3 FOXP3 ; 
ATXN1 ; MITF ; 
RBM24 ; MSC CSDC2 ; 
NUP153 ; ZNF281 POLR1A GTF2H3 ASCC3 BARD1 POLR1B GTF3C4 BRIP1 BRCA2 BBX EAF1 RBL1 EYA3 BDP1 ATF2 REST ZNF623 CLOCK GTF2A1 ; ZNF688
KDM1B ; RBL1 ; TCEB2
FAM65B ; SNAI3 FAIM3 IRF8 IRF4 ; 
BTN3A2 ; IRF1 ; 
BTN2A2 ; IRF1 SLA2 CIITA EOMES SP140 TBX21 TFEC RUNX3 STAT1 FOXP3 IRF4 ; 
BTN3A1 ; ETV7 IRF1 CIITA STAT2 ZNFX1 SP140 TRIM22 TBX21 STAT1 ; 
BTN3A3 ; NMI IRF1 SLA2 CIITA SP140 TRIM22 TBX21 STAT1 ; 
ZNF391 ; ZNF623 ZNF641 ; 
ZSCAN12P1 ; ZNF165 ; 
