gene ; activator ; inhibitor
SLC2A14 ; SNAI1 PTRF TWIST1 TSHZ3 AEBP1 ; 
SLC2A3 ; SNAI1 MSC MNDA FLI1 PTRF TWIST1 TSHZ3 TWIST2 AEBP1 PRRX1 ; 
C3AR1 ; IRF1 SLA2 CIITA ZNF469 VENTX MSC MNDA SPI1 STAT4 TBX21 FLI1 PTRF IRF8 TFEC RUNX3 STAT1 FOXP3 AEBP1 IRF4 PRRX1 ; ZNF443
CLEC4A ; IRF1 SLA2 CIITA VENTX MNDA SPI1 STAT4 TBX21 FLI1 PTRF IRF8 TFEC RUNX3 STAT1 FOXP3 IRF4 PRRX1 ; 
CLEC4E ; SLA2 VENTX MNDA SPI1 STAT4 TBX21 FLI1 IRF8 TFEC RUNX3 AEBP1 IRF4 ; 
MFAP5 ; PTRF TWIST2 AEBP1 PRRX1 ; 
PHC1 ; ZNF709 ZNF84 ZNF443 ; 
KLRG1 ; IRF8 EBF3 ; 
A2M ; BCL6B EBF1 HEYL SOX17 MSC FOXF1 MEF2C AFF3 MEOX1 HIC1 TGFB1I1 FLI1 FHL5 MYOCD KLF2 LDB2 PRDM6 TCF4 ERG TSHZ3 HAND2 AEBP1 TCF21 EBF3 CSDC2 ; 
KLRB1 ; SLA2 CIITA MNDA SPI1 STAT4 TBX21 FLI1 IRF8 TFEC RUNX3 IRF4 ; 
CLECL1 ; LYL1 SLA2 MNDA SPI1 STAT4 SP140 TBX21 FLI1 IRF8 TFEC RUNX3 IRF4 ; 
CD69 ; SLA2 MNDA STAT4 TBX21 IRF8 TFEC TNFAIP3 IRF4 ; 
CLEC2B ; IFI16 ; 
CLEC1A ; EBF1 KLF9 SOX17 FOXF1 MEF2C MEOX1 FLI1 FHL5 KLF2 LDB2 ERG TSHZ3 TCF21 EBF3 ; 
CLEC7A ; RUNX3 ; 
KLRD1 ; IRF1 SLA2 CIITA MNDA SPI1 STAT4 TBX21 IRF8 TFEC RUNX3 STAT1 FOXP3 IRF4 ; 
KLRK1 ; IRF1 SLA2 CIITA GFI1 MNDA SPI1 EOMES STAT4 SP140 TRIM22 TBX21 IRF8 TFEC RUNX3 STAT1 FOXP3 IRF4 ; 
KLRC1 ; STAT4 TBX21 STAT1 ; 
APOLD1 ; KLF9 NR4A3 SOX17 MEF2C LDB2 ; 
EMP1 ; SOX7 ; 
HIST4H4 ; ZKSCAN1 ; 
MGP ; BCL6B EBF1 HEYL SOX17 FOXF1 MEF2C HIC1 TGFB1I1 PTRF KLF2 LDB2 HAND2 TWIST2 AEBP1 TCF21 CSDC2 PRRX1 ; 
PTPRO ; MNDA SPI1 ; 
PLEKHA5 ; RBL2 AFF1 ZNF627 ZKSCAN1 ; 
PDE3A ; EBF1 GLI2 MEF2C HIC1 LDB2 TCF4 ZFPM2 ERG PRRX1 ; 
KCNJ8 ; BCL6B EBF1 HEYL MSC MEF2C HIC1 MEOX2 TGFB1I1 LDB2 TWIST1 ZFPM2 HAND2 TWIST2 LZTS1 AEBP1 CSDC2 PRRX1 NAP1L3 ; 
ABCC9 ; BCL6B EBF1 ZNF469 HEYL GLI2 MSC MEF2C HIC1 MEOX2 TGFB1I1 PTRF LDB2 TCF4 ZFPM2 ERG TSHZ3 HAND2 TWIST2 AEBP1 CSDC2 PRRX1 NAP1L3 ; 
ST8SIA1 ; GLI2 MSC HIC1 ZFPM2 TSHZ3 AEBP1 CSDC2 PRRX1 ; 
ETNK1 ; ZNF518A ; 
BHLHE41 ; SPOCD1 ; 
PTHLH ; PRDM1 SOX7 ; ZNF253
TSPAN11 ; MSC LEF1 ; 
FAM60A ; BAZ1A SMARCC1 ; 
DENND5B ; BACH2 PRRX1 ; 
CPNE8 ; EYA4 SOX7 ; 
KIF21A ; BDP1 ; 
ABCD2 ; SLA2 EOMES STAT4 SP140 TBX21 IRF8 RUNX3 FOXP3 IRF4 ; 
LRRK2 ; NFATC1 KLF9 MNDA MEF2C TBX21 FLI1 IRF8 RUNX3 TCF4 ZFPM2 TSHZ3 IRF4 TRPS1 PRRX1 ; 
PRICKLE1 ; ZFPM2 AEBP1 PRRX1 ; 
PUS7L ; GTF2H3 GTF3C4 BRCA2 ATF7IP BDP1 REST ZNF623 CLOCK GTF2A1 ZNF641 ; 
TWF1 ; ELF1 ; 
TMEM106C ; HMGN2 MCM6 MCM2 DNMT1 ; 
C12orf68 ; MEIS3 AEBP1 CSDC2 ; 
CCNT1 ; GTF2H3 BARD1 GTF3C4 BRCA2 NCOR1 ZNF426 RBL1 EYA3 ZBTB26 BDP1 TAF1L ATF2 ZBTB6 ZNF551 TMF1 REST NR2C2 BTAF1 ZBTB39 ELK4 EPC1 SHPRH ADNP ZNF623 CLOCK ZNF121 NCOA2 ZNF81 GTF2A1 REL ETV3 MKL2 ZNF641 ZKSCAN1 ; POLR2I
CACNB3 ; ZNF443 ; 
DHH ; EBF1 SOX17 MEOX1 KLF2 LDB2 ; 
LMBR1L ; AES ; 
TROAP ; MYBL2 E2F1 FOXM1 PTTG1 HMGN2 ESPL1 ZNF695 TCF19 MCM5 BRCA1 XRCC3 MCM7 HMGB2 CHAF1A MCM2 ZNF367 TIMELESS EZH2 WDHD1 KNTC1 WHSC1 DNMT1 ; 
FMNL3 ; ZNF469 MSC MNDA HIC1 FLI1 PTRF IRF8 RUNX3 TCF4 TSHZ3 LZTS1 AEBP1 EGR2 PRRX1 ; 
NCKAP5L ; TBX2 ; 
FAIM2 ; MEF2C MEOX2 KLF2 TCF4 HAND2 AEBP1 CSDC2 NAP1L3 ; 
RACGAP1 ; RAD51 TRIP13 FOXM1 PTTG1 ESPL1 MCM5 BRCA1 MCM7 MCM6 HMGB2 CHAF1A MCM2 ZNF367 TIMELESS MCM4 DEK EZH2 WDHD1 E2F7 WHSC1 BRIP1 DNMT1 ; 
BIN2 ; LYL1 IRF1 SLA2 POU2F2 CIITA VENTX MNDA SPI1 EOMES STAT4 SP140 TBX21 FLI1 IRF8 TFEC RUNX3 STAT1 FOXP3 IRF4 ; 
ACVRL1 ; LYL1 BCL6B EBF1 HEYL SOX17 MSC FOXF1 MEF2C MEOX1 HIC1 MEIS3 TGFB1I1 FLI1 PTRF FHL5 KLF2 LDB2 TWIST1 LEF1 TCF4 ERG LZTS1 AEBP1 TCF21 EBF3 PRRX1 ; 
GRASP ; LYL1 SOX8 BCL6B EBF1 HEYL SOX17 MEF2C HIC1 TGFB1I1 FLI1 KLF2 LDB2 TWIST1 TWIST2 LZTS1 AEBP1 EBF3 CSDC2 PRRX1 NAP1L3 ; 
KRT7 ; VGLL1 ; 
KRT6B ; HES2 ; 
KRT6C ; HES2 ; 
KRT5 ; HES2 ; 
IGFBP6 ; PDLIM4 PTRF ; 
TENC1 ; LYL1 TAL1 BCL6B EBF1 HEYL SOX17 FOXF1 MEF2C AFF3 HIC1 TGFB1I1 FLI1 PTRF FHL5 MYOCD KLF2 LDB2 NR2F1 TCF4 ERG HAND2 TWIST2 LZTS1 TCF21 TBX5 EBF3 APBB1 CSDC2 NAP1L3 ; 
CSAD ; MDM4 ; 
ITGB7 ; SLA2 SP140 TBX21 ; 
MAP3K12 ; SMARCD3 ; 
NPFF ; ANKS3 ; 
GPR84 ; IRF1 SLA2 VENTX MSC MNDA SPI1 STAT4 TBX21 IRF8 TFEC RUNX3 FOXP3 AEBP1 ; 
ITGA5 ; HIC1 TGFB1I1 PTRF TWIST1 TSHZ3 TWIST2 AEBP1 CSDC2 PRRX1 ; 
NCKAP1L ; LYL1 IRF1 SLA2 POU2F2 CIITA BIN1 VENTX MSC MNDA SPI1 EOMES STAT4 SP140 HIC1 TBX21 FLI1 PTRF IRF8 TFEC RUNX3 STAT1 FOXP3 IRF4 EGR2 PRRX1 ; 
ITGA7 ; EBF1 SOX17 FOXF1 MEF2C TGFB1I1 PTRF MYOCD KLF2 PRDM6 ERG HAND2 TWIST2 TCF21 TBX5 EBF3 APBB1 CSDC2 NAP1L3 ; 
BLOC1S1 ; SCAND1 POLR2I ; GTF2H3 GTF3C4 BACH1 EYA3 ZNF623 GTF2A1
CD63 ;  ; GTF2H3 GTF3C4 BRIP1
DGKA ; SPOCD1 ; 
CDK2 ; ESPL1 TIMELESS MCM4 EZH2 WDHD1 WHSC1 DNMT1 ; 
SUOX ; ZNF443 ; 
IKZF4 ; ZNF333 ; 
ERBB3 ; OVOL1 GRHL1 ELF3 KLF5 GRHL3 CASZ1 POGK RXRA TOB1 RAI1 ZFP62 ZNF436 AFF1 ZNF440 ZNF91 ZNF443 ; TEAD4 PDLIM4 BIN1 MNDA SPI1 HMGA2 PGBD1 FLI1 PTRF SHOX2 TFEC
PAN2 ; MDM4 ZNF443 ; 
PRIM1 ; TCF19 MCM5 BRCA1 MCM7 MCM6 MCM2 ZNF367 TIMELESS MCM4 DEK MCM8 EZH2 WDHD1 KNTC1 ANKRD32 WHSC1 BRIP1 RBL1 DNMT1 ; 
HSD17B6 ; ZFPM2 HAND2 TWIST2 AEBP1 CSDC2 PRRX1 ; 
TMEM194A ; TIMELESS MCM8 WDHD1 KNTC1 ANKRD32 WHSC1 BRIP1 BRCA2 DNMT1 ; 
LRP1 ; ZFPM2 AEBP1 ; 
STAC3 ; SPI1 ; 
ARHGAP9 ; LYL1 ZBTB32 IRF1 SLA2 POU2F2 CIITA VENTX GFI1 MNDA SPI1 EOMES STAT4 SP140 TBX21 FLI1 IRF8 TFEC RUNX3 STAT1 FOXP3 IRF4 ; 
TSPAN31 ;  ; DNMT1
XPOT ; GTF2H3 BRCA2 DNMT1 CLOCK ; 
RASSF3 ; ZNF281 NFIC CLOCK ZNF366 ETV3 ZNF641 ; 
MSRB3 ; GATA6 EBF1 ZNF469 HEYL GLIS1 KLF9 GLI2 MSC MEF2C HIC1 MEIS3 TGFB1I1 FLI1 PTRF MITF TWIST1 LEF1 PRRX2 ETV1 GLIS2 TCF4 ZFPM2 ERG TSHZ3 HAND2 TWIST2 LZTS1 AEBP1 CSDC2 PRRX1 NAP1L3 ; 
CAND1 ; GTF2H3 ASCC3 GTF3C4 EYA3 GTF2A1 ; ZNF688
MDM1 ; RBBP4 ZNF37A ; 
LYZ ; SLA2 CIITA MNDA SPI1 STAT4 TBX21 IRF8 TFEC RUNX3 TNFAIP3 FOXP3 IRF4 EGR2 ; 
FRS2 ; ELF1 REST NCOA2 ; 
ATXN7L3B ; SMARCC1 ZNF587 REST ZBTB39 SHPRH RBBP4 ADNP ZNF397 ZNF627 ZKSCAN1 ; 
GLIPR1 ; MSC MNDA SPI1 STAT4 FLI1 PTRF TFEC AEBP1 PRRX1 ; 
BBS10 ; NR2C2 SHPRH ZNF641 ; 
OSBPL8 ; ZNF281 ELK3 BACH1 GTF2A1 ; 
ZDHHC17 ; NR2C2 BTAF1 MKL2 ZNF333 ; 
NAV3 ; PTRF TWIST2 CSDC2 TRPS1 PRRX1 ; 
TMTC2 ; REL ; 
CEP290 ; MDM4 BTAF1 ZNF224 ZNF518A ; 
LUM ; ZNF469 GLIS1 GLI2 MSC HIC1 MEIS3 TGFB1I1 TWIST1 LEF1 PRRX2 ETV1 GLIS2 ZFPM2 TSHZ3 HAND2 TWIST2 AEBP1 CSDC2 PRRX1 NAP1L3 ; 
DCN ; ZNF469 GLIS1 GLI2 MSC HIC1 MEIS3 MEOX2 TGFB1I1 PTRF LDB2 TWIST1 PRRX2 ETV1 GLIS2 TCF4 ZFPM2 TSHZ3 HAND2 TWIST2 AEBP1 TCF21 EGR2 CSDC2 PRRX1 NAP1L3 ; 
EEA1 ; ZHX1 ; 
FGD6 ; BACH1 ; 
SNRPF ; PPAN ; 
NEDD1 ; ZNF281 GTF2H3 GTF3C4 BRCA2 BAZ1A EAF1 BDP1 GTF2A1 ZNF641 ; 
TMPO ; ESPL1 BRCA1 MCM6 HMGB2 CHAF1A MCM2 ZNF367 TIMELESS MCM4 DEK MCM8 EZH2 WDHD1 KNTC1 E2F7 ANKRD32 WHSC1 BRIP1 BRCA2 RBL1 DNMT1 ; 
IKBIP ; PTRF ; 
GOLGA2B ; ZSCAN16 ; 
SCYL2 ; GTF2H3 ZNF426 EYA3 ATF2 ELF1 REST ZNF430 SHPRH ADNP CLOCK NCOA2 GTF2A1 REL ETV3 ZNF641 ; POLR2I
GAS2L3 ; BARD1 BRCA2 RBL1 BDP1 ZNF623 CLOCK NCOA2 GTF2A1 ; 
UTP20 ; POLR1A GTF2H3 GTF3C4 BRCA2 GTF2A1 ; 
IGF1 ; MEOX1 HIC1 GLI1 KLF2 GLIS2 ZFPM2 HAND2 TWIST2 AEBP1 CSDC2 NAP1L3 ; 
GLT8D2 ; ZNF469 GLIS1 GLI2 MSC SPI1 HIC1 MEIS3 TGFB1I1 PTRF CREB3L1 TWIST1 LEF1 PRRX2 ETV1 GLIS2 ZFPM2 TSHZ3 HAND2 TWIST2 AEBP1 CSDC2 PRRX1 NAP1L3 ; 
TXNRD1 ; MAFG ; TBX6
CHST11 ; ZNF469 PTRF STAT1 AEBP1 PRRX1 ; 
ALDH1L2 ; ZNF469 MSC TFEC TWIST1 TCF4 BACH2 AEBP1 CSDC2 TRPS1 PRRX1 ; 
TCP11L2 ; ZDHHC21 ELF1 REST NR2C2 BTAF1 PHF8 ZNF430 ELK4 SHPRH RBL2 AFF1 NCOA2 ZNF81 ZNF41 GTF2A1 REL ETV3 MKL2 ZNF397 ZNF641 ZKSCAN1 ; 
CMKLR1 ; LYL1 SLA2 CIITA VENTX MSC MNDA SPI1 STAT4 HIC1 TBX21 FLI1 PTRF IRF8 TFEC RUNX3 FOXP3 AEBP1 IRF4 PRRX1 ; 
TMEM119 ; EBF1 HEYL GLI2 MSC FOXF1 MEF2C HIC1 MEIS3 TGFB1I1 GLI1 CREB3L1 KLF2 LDB2 TWIST1 LEF1 PRRX2 ETV1 GLIS2 TCF4 ZFPM2 TSHZ3 TWIST2 AEBP1 TCF21 CSDC2 PRRX1 NDN NAP1L3 ; 
SELPLG ; LYL1 IRF1 SLA2 CIITA BIN1 VENTX GFI1 MSC MNDA SPI1 STAT4 SP140 TBX21 FLI1 PTRF IRF8 TFEC RUNX3 STAT1 FOXP3 AEBP1 IRF4 PRRX1 ; 
CORO1C ;  ; TBX3 ZNF443
IFT81 ; RBBP4 ; 
ATP2A2 ; ASCC3 CLOCK ; SCAND1
PPTC7 ; TAF13 ZNF281 NFKB1 GTF2H3 ASCC3 ELK3 GTF3C4 BBX JMJD1C ZNF426 ATF7IP EYA3 ZBTB26 DENND4A BDP1 HIVEP1 TAF1L ATF2 ELF1 REST SHPRH CLOCK NCOA2 GTF2A1 REL ETV3 ZNF641 ; TCEB2 SCAND1 POLR2I ANKS3 ZNF688 ZNF444
HVCN1 ; LYL1 SLA2 BIN1 MNDA SPI1 STAT4 TBX21 FLI1 IRF8 TFEC RUNX3 ; 
SH2B3 ; BIN1 MNDA SPI1 EOMES FLI1 PTRF IRF8 TFEC RUNX3 CREB5 TNFAIP3 IRF4 EGR2 PRRX1 HCLS1 ; 
OAS3 ; EIF2AK2 ; 
OAS2 ; IRF9 SP110 STAT2 ZNFX1 TRIM22 STAT1 ; 
SDS ; MSC MNDA SPI1 TBX21 TFEC AEBP1 ; 
MED13L ; GTF2H3 ATF7IP BDP1 HIVEP1 ATF2 REST EPC1 SHPRH ZNF623 CLOCK ZNF81 GTF2A1 ZNF641 ; 
RNFT2 ; ZSCAN16 ; 
TESC ; TBX2 ; 
KSR2 ; TBX3 ZNF443 ; 
VSIG10 ; ZSCAN16 ZFP62 ZNF443 ; PDLIM4
CIT ; FOXM1 PTTG1 ESPL1 BRCA1 HMGB2 MCM2 TIMELESS EZH2 WDHD1 KNTC1 E2F7 WHSC1 BRIP1 DNMT1 ; 
GATC ; GTF2H3 GTF3C4 BRIP1 EYA3 DNMT1 GTF2A1 ; 
UNC119B ; JRK ; 
P2RX7 ; MNDA IRF8 TFEC RUNX3 ; 
ORAI1 ;  ; ZNF397 ZNF518A ZKSCAN1 ZNF443
MPHOSPH9 ; TIMELESS MCM4 DEK MCM8 GTF2H3 WDHD1 GTF3C4 RBL1 DNMT1 CLOCK GTF2A1 ; 
SBNO1 ; ZNF281 GTF2H3 BARD1 GTF3C4 GTF2I BRCA2 NCOR1 VHL JMJD1C ZNF426 EYA3 ZBTB26 BDP1 TAF1L ATF2 ZNF689 ZNF551 TMF1 REST NR2C2 ZBTB39 ZNF430 EPC1 SHPRH ADNP ZNF623 CLOCK NCOA2 GTF2A1 ETV3 ZNF641 ZKSCAN1 ; SCAND1 POLR2I ZNF688 TCEB2
RILPL2 ; SLA2 MNDA ; 
FAM101A ; ZNF469 TWIST2 AEBP1 PRRX1 ; 
GLT1D1 ; SLA2 MNDA SPI1 STAT4 TFEC RUNX3 FOXP3 ; 
STX2 ; BIN1 TGFB1I1 PTRF PRRX1 ; 
GPR133 ; MYOCD HAND2 TBX4 AEBP1 TCF21 CSDC2 ; 
PUS1 ; PPAN ; 
PGAM5 ; GTF3C4 ; ZNF688
POLE ; ESPL1 XRCC3 CHAF1A EZH2 KNTC1 WHSC1 ; 
PXMP2 ; HMGN2 ; 
GJB2 ; HES2 ; 
LATS2 ; PTRF AEBP1 EGR2 ; 
SKA3 ; MYBL2 RAD51 E2F1 TRIP13 FOXM1 PTTG1 ESPL1 ZNF695 TCF19 BRCA1 MCM7 HMGB2 CHAF1A MCM2 ZNF367 TIMELESS EZH2 WDHD1 WHSC1 DNMT1 ; 
ZDHHC20 ; GTF2I VHL TAF1L TMF1 ZDHHC21 ELF1 REST ZBTB39 ZNF430 ELK4 SHPRH RBL2 ADNP CLOCK NCOA2 GTF2A1 REL ETV3 ZNF397 ZNF641 ZKSCAN1 ; TCEB2 POLR2I
SACS ; HMGA2 RUNX3 CREB5 TRPS1 ; 
SPATA13 ; NCOA2 ETV3 ; 
TNFRSF19 ; PRRX1 ; 
PABPC3 ; SMARCC1 ; 
CDK8 ; GTF2H3 BARD1 GTF3C4 RBL1 REST SHPRH CLOCK ETV3 ZNF641 ; 
USP12 ; ZNF281 GTF2H3 ASCC3 BARD1 GTF3C4 BBX JMJD1C EAF1 RBL1 ZBTB26 BDP1 HIVEP1 ATF2 ZNF689 REST EPC1 SHPRH CLOCK NCOA2 GTF2A1 ETV3 ZNF641 ; ZNF593 SCAND1 POLR2I
FLT3 ; IRF8 IRF4 ; 
FLT1 ; NOTCH4 ; 
SLC7A1 ; KLF13 ; 
KATNAL1 ; PTRF ; 
ALOX5AP ; IRF1 SLA2 CIITA VENTX MNDA SPI1 STAT4 SP140 TBX21 FLI1 PTRF IRF8 TFEC RUNX3 STAT1 FOXP3 AEBP1 IRF4 PRRX1 ; ZNF443
STARD13 ; EBF1 MEF2C TGFB1I1 FLI1 TSHZ3 AEBP1 ; 
RFC3 ; RAD51 MCM5 BRCA1 MCM7 MCM2 TIMELESS MCM4 WDHD1 ANKRD32 BRCA2 DNMT1 ; 
DCLK1 ; TCF4 BACH2 PRRX1 ; 
POSTN ; ZNF469 GLIS1 GLI2 MSC HIC1 TWIST1 PRRX2 ETV1 GLIS2 TCF4 ZFPM2 TSHZ3 HAND2 TWIST2 AEBP1 EGR2 CSDC2 PRRX1 ; 
TRPC4 ; CSDC2 ; 
LHFP ; BCL6B EBF1 HEYL GLI2 MSC FOXF1 MEF2C HIC1 MEIS3 TGFB1I1 PTRF KLF2 LDB2 TWIST1 LEF1 GLIS2 TCF4 ZFPM2 ERG TSHZ3 HAND2 TWIST2 AEBP1 TCF21 EBF3 CSDC2 TCF7L1 PRRX1 ; 
KBTBD7 ; GTF2H3 BARD1 GTF3C4 GTF2I NCOR1 VHL ZNF426 ZBTB26 BDP1 TAF1L ATF2 ZNF689 ZBTB6 ZNF551 TMF1 WHSC1L1 ELF1 REST NR2C2 ZNF236 ZBTB39 ZNF430 EPC1 SHPRH RBBP4 ADNP ZNF121 NCOA2 ZNF81 GTF2A1 ETV3 MKL2 ZNF397 ZNF641 ZKSCAN1 ; TCEB2 ZNF593 DRAP1
NAA16 ; BTAF1 ZNF354B ; 
EPSTI1 ; NMI IRF1 SP110 SLA2 MNDA STAT4 SP140 TRIM22 TBX21 TFEC RUNX3 STAT1 ; 
TPT1 ; EEF1A1 ; 
COG3 ; ZNF431 MKL2 ZNF518A ZKSCAN1 ; 
LCP1 ; SP140 TNFAIP3 FOXP3 ; 
CYSLTR2 ; MNDA STAT4 IRF8 TFEC RUNX3 ; 
RCBTB1 ; RBBP4 ; 
FAM124A ; TWIST2 AEBP1 PRRX1 ; 
CKAP2 ; DEK WDHD1 BRIP1 DNMT1 ; 
PCDH17 ; BCL6B ; 
DIAPH3 ; RAD51 TRIP13 FOXM1 BRCA1 MCM6 MCM2 WDHD1 DNMT1 ; TBX6
KCTD12 ; KLF9 MSC MNDA SPI1 STAT4 MEF2C FLI1 PTRF IRF8 TFEC RUNX3 TSHZ3 PRRX1 ; 
MYCBP2 ; NCOA2 ZNF641 ; 
EDNRB ; NOTCH4 FHL5 ; 
GPC6 ; EBF1 ZNF469 HEYL GLIS1 GLI2 MSC HIC1 MEIS3 MEOX2 TGFB1I1 PTRF TWIST1 PRRX2 ETV1 GLIS2 TCF4 ZFPM2 TSHZ3 HAND2 TWIST2 AEBP1 CSDC2 PRRX1 NAP1L3 ; 
FARP1 ; TBX2 ZNF439 ; SOX7
GPR18 ; ZBTB32 SLA2 POU2F2 CIITA SPI1 EOMES STAT4 SP140 TBX21 IRF8 TFEC RUNX3 FOXP3 IRF4 ; 
GPR183 ; SLA2 VENTX MSC MNDA SPI1 STAT4 TBX21 FLI1 PTRF IRF8 TFEC RUNX3 TNFAIP3 FOXP3 TWIST2 AEBP1 IRF4 EGR2 PRRX1 ; 
TM9SF2 ; REST CLOCK NCOA2 GTF2A1 ETV3 ; 
TMTC4 ; ZFP62 ZNF627 ZNF253 ZNF443 ; 
ITGBL1 ; TGFB1I1 GLIS2 ZFPM2 AEBP1 CSDC2 PRRX1 ; 
FGF14 ; AEBP1 ; 
KDELC1 ; PRRX1 ; 
ARGLU1 ; MDM4 BTAF1 ZNF248 ZNF169 ZNF333 ZKSCAN1 ZNF443 ; 
TNFSF13B ; IRF1 SLA2 CIITA VENTX MNDA SPI1 EOMES STAT4 SP140 TBX21 FLI1 IRF8 TFEC RUNX3 STAT1 FOXP3 IRF4 PRRX1 ; 
COL4A1 ; BCL6B HEYL LDB2 TCF4 ERG LZTS1 ; 
COL4A2 ; BCL6B EBF1 ZNF469 HEYL GLI2 MEF2C HIC1 TGFB1I1 FLI1 PTRF LDB2 TWIST1 LEF1 TCF4 ZFPM2 ERG TSHZ3 LZTS1 AEBP1 CSDC2 PRRX1 ; 
ARHGEF7 ; ZNF195 SS18L1 ZNF443 ; 
MCF2L ; ZSCAN16 ZNF253 ZNF443 ; 
F10 ; HIC1 KLF2 LDB2 HAND2 TWIST2 TCF21 CSDC2 ; 
DCUN1D2 ; ZNF302 ; 
GAS6 ; ZNF469 TGFB1I1 PTRF TWIST1 TSHZ3 TWIST2 AEBP1 CSDC2 PRRX1 ; 
RASA3 ; ZNF469 MSC MEF2C HIC1 TGFB1I1 FLI1 PTRF TSHZ3 AEBP1 PRRX1 ; 
RNASE6 ; LYL1 SLA2 CIITA BIN1 VENTX MSC MNDA SPI1 STAT4 HIC1 TBX21 FLI1 PTRF IRF8 TFEC RUNX3 FOXP3 AEBP1 IRF4 PRRX1 ; ZNF443
RNASE1 ; VENTX MSC SPI1 PTRF AEBP1 PRRX1 ; 
RNASE2 ; VENTX MSC MNDA SPI1 STAT4 PTRF IRF8 TFEC RUNX3 AEBP1 PRRX1 ; 
SLC7A7 ; SLA2 CIITA BIN1 VENTX MNDA SPI1 STAT4 TBX21 FLI1 PTRF IRF8 TFEC RUNX3 STAT1 FOXP3 AEBP1 IRF4 PRRX1 ; ZNF443
MMP14 ; ZNF469 PRRX1 ; 
HOMEZ ; ZNF440 ; 
PPP1R3E ; ZNF302 ZNF333 ZNF441 ZNF443 ; 
AP1G2 ; FOXH1 HDAC10 ZNF440 ZNF211 ZNF443 ; 
PSME1 ; ETV7 IRF1 ; 
PSME2 ; ETV7 IRF1 ; 
REC8 ; IRF9 ; 
TSSK4 ; ZNF587 BTAF1 ZNF397 ZNF641 ZKSCAN1 ; 
TGM1 ; HES2 ; 
ADCY4 ; BCL6B EBF1 HEYL SOX17 FOXF1 MEF2C MEOX1 HIC1 FLI1 FHL5 KLF2 LDB2 ERG HAND2 TCF21 EBF3 CSDC2 ; 
GZMH ; IRF1 SLA2 CIITA GFI1 MNDA SPI1 EOMES STAT4 SP140 TBX21 IRF8 TFEC RUNX3 STAT1 FOXP3 IRF4 ; 
GZMB ; NMI IRF1 SLA2 CIITA GFI1 MNDA SPI1 STAT4 SP140 TBX21 IRF8 TFEC RUNX3 STAT1 FOXP3 IRF4 ; 
AKAP6 ; THRA HAND2 CSDC2 ; 
CFL2 ; BIN1 TGFB1I1 PTRF MKX ; 
CLEC14A ; BCL6B EBF1 HEYL NOTCH4 SOX17 FOXF1 MEF2C HIC1 FHL5 KLF2 LDB2 ERG TCF21 EBF3 ; 
SEC23A ; NFIC ; 
LRFN5 ; FOXF1 MEF2C HIC1 MYOCD HAND2 TCF21 CSDC2 ; 
KLHL28 ; VHL RLF ZBTB6 TMF1 ELF1 REST NR2C2 ZNF420 SHPRH RBL2 ZNF81 GTF2A1 REL ETV3 MKL2 ZNF641 ; 
FAM179B ; TMF1 NR2C2 BTAF1 EPC1 SHPRH RBL2 BAZ2B ZNF41 REL ETV3 MKL2 ZNF397 ZNF518A ZKSCAN1 ; 
FANCM ; TTF2 MCM8 GTF2H3 BRIP1 BRCA2 RBL1 ZNF623 GTF2A1 ; 
RPS29 ; EEF1A1 ; 
POLE2 ; PTTG1 TCF19 MCM5 MCM7 MCM6 CHAF1A MCM2 ZNF367 TIMELESS EZH2 WDHD1 DNMT1 ; 
L2HGDH ; MCM4 RBL1 ; 
FRMD6 ; ELL2 SNAI2 ; 
GNG2 ; EBF1 BIN1 MSC MNDA SPI1 EOMES MEF2C HIC1 TOX FLI1 PTRF IRF8 TFEC RUNX3 CREB5 TCF4 AEBP1 IRF4 EGR2 TRPS1 PRRX1 ; 
NID2 ; BCL6B EBF1 ZNF469 HEYL MSC HIC1 PTRF TWIST1 ETV1 TCF4 ZFPM2 TSHZ3 HAND2 TWIST2 LZTS1 AEBP1 CSDC2 PRRX1 ; 
PTGDR ; ZNF469 VENTX MSC MNDA SPI1 STAT4 TBX21 IRF8 TFEC RUNX3 AEBP1 PRRX1 ; 
PTGER2 ; MSC SPI1 MEF2C LDB2 AEBP1 ; 
FERMT2 ; EBF1 HEYL MEF2C HIC1 TGFB1I1 PTRF MITF GLIS2 ZFPM2 TWIST2 LZTS1 AEBP1 CSDC2 PRRX1 NAP1L3 ; 
CDKN3 ; MYBL2 FOXM1 PTTG1 MCM5 MCM7 MCM6 HMGB2 MCM2 DNMT1 ; 
SAMD4A ; PTRF ; 
DLGAP5 ; MYBL2 RAD51 TRIP13 FOXM1 PTTG1 ESPL1 MCM5 BRCA1 MCM7 MCM6 HMGB2 CHAF1A MCM2 ZNF367 TIMELESS MCM4 EZH2 WDHD1 WHSC1 BRIP1 BRCA2 DNMT1 ; 
DACT1 ; ZNF469 GLI2 MSC HIC1 MEIS3 TGFB1I1 TWIST1 ETV1 GLIS2 TCF4 ZFPM2 TSHZ3 HAND2 TWIST2 AEBP1 CSDC2 PRRX1 NAP1L3 ; 
DAAM1 ; ETV3 ; 
RTN1 ; VENTX MNDA SPI1 FLI1 IRF8 TFEC RUNX3 FOXP3 ; 
TMEM30B ; ZDHHC13 HOXA13 BAZ2B ; 
